"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.929430359481528
"SBS96B","SBS7b",0.983772662985609
"SBS96C","SBS2",0.996362983293654
"SBS96D","SBS4",0.982619699645686
"SBS96F","SBS3",0.924776502678368
"SBS96G","SBS40",0.928886608559035
"SBS96H","SBS1",0.999450121342071
"SBS96I","SBS44",0.993679670831006
"SBS96J","SBS17b",0.999510113167621
"SBS96L","SBS12",0.977011863336704
"SBS96M","SBS18",0.989195075804076
"SBS96N","SBS7c",0.996278402285163
"SBS96O","SBS17a",0.999654498686299
"SBS96P","SBS7d",0.959196365427829
"SBS96Q","SBS13",0.998528803592716
"SBS96R","SBS22",0.982029388560823
"SBS96S","SBS28",0.972406728590523
