"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999095720848903
"hdp.2","SBS2",0.996702659319931
"hdp.3","SBS5",0.997825410610039
"hdp.4","SBS13",0.999659592081111
"hdp.5","SBS17a",0.9970545571335
"hdp.6","SBS17b",0.997292776821236
"hdp.7","SBS40",0.997494677913593
"hdp.9","SBS28",0.987721860348533
"hdp.10","SBS9",0.995295047827482
"hdp.11","SBS36",0.996571282468393
"hdp.12","SBS7d",0.998455545096961
"hdp.13","SBS22",0.990827012182288
"hdp.15","SBS3",0.990121630249761
"hdp.16","SBS29",0.985228227273296
"hdp.17","SBS44",0.995897220578396
"hdp.18","SBS26",0.988756163688278
"hdp.19","SBS12",0.996650446296035
"hdp.20","SBS18",0.995079936541152
"hdp.21","SBS7c",0.998168004423358
"hdp.22","SBS4",0.993519587824788
"hdp.23","SBS8",0.989498777693409
"hdp.24","SBS37",0.995150158302908
"hdp.25","SBS34",0.988595901678111
"hdp.26","SBS41",0.989002156876293
