"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID10","ID11","ID12","ID13","ID14"
"hdp.1",0.0763396469415347,0.997370926633481,0.0416808672189098,0.00770779076516026,0.159080968968095,0.0294669044095552,0.0337172252063268,0.0290211922236637,0.00522805430541384,0.0218873573834691,0.0171201157909406,0.0207135290064049,0.111522586535978
"hdp.2",0.0418753337811554,0.024624170168326,0.108153100541135,0.0440669813785598,0.188028256014128,0.443474907022911,0.998814764270816,0.132134550720149,0.0583149732441197,0.0203460733291746,0.0489825601833973,0.0984818098937178,0.0554270546451646
"hdp.3",0.0621533152965121,0.0327739836523857,0.997773380652131,0.0606884169824835,0.349342278835632,0.0729526176036982,0.114232724014763,0.529222896859585,0.172348370436272,0.17766385812324,0.13386049443048,0.143017299452569,0.0610978057804892
"hdp.4",0.0140740166511794,0.14144568302667,0.367083861474475,0.220650880173927,0.996044758322644,0.127396933521749,0.195500432542523,0.53747428394817,0.147226103331333,0.136030540041566,0.282360193852679,0.62297370211216,0.0724800741620809
"hdp.5",0.0344230301503399,0.0174445415562022,0.073185981078484,0.028369457625652,0.126225787522712,0.999781323676382,0.465755379021814,0.106818214078497,0.0710323881901954,0.0108804412545787,0.0392241684819088,0.050782903783842,0.0407418369726866
"hdp.6",0.99999228814114,0.0072836529160778,0.084400893749484,0.00657862278273957,0.0119644292250481,0.039063032441812,0.0514993940510945,0.0173626235285127,0.00313082342034232,0.0599797644024918,0.00613035388398564,0.0233439293834816,0.452055145395503
"hdp.7",0.0239649258587332,0.0244963906223691,0.0646755650131553,0.998228973103193,0.210481279398022,0.0316957527036563,0.0511952144813593,0.053880491414523,0.0881439488448448,0.00980567580311698,0.0373122139874063,0.0361285629969239,0.0300539402862431
"hdp.8",0.0127354503602817,0.123673964318728,0.302499149855213,0.17943304128211,0.927009497558431,0.114223669681559,0.156301744947503,0.486953361785958,0.113938132027428,0.10511533888718,0.232111952387398,0.413412371329264,0.0654654057491597
"hdp.9",0.0787739477326711,0.035278755779164,0.570921476366939,0.056883208134951,0.546107950350706,0.114319274952596,0.144694822940861,0.997718112747832,0.129465354529297,0.0320101718953181,0.255440061755868,0.312844603267513,0.0870238958192802
"hdp.10",0.0189011527360711,0.0221705971677839,0.135414670161557,0.0372086734606989,0.586690582683329,0.0477618017859262,0.08789460665191,0.264798629261651,0.0552065806163903,0.021164944476889,0.0514827068130507,0.998847328520586,0.0326514963328662
"hdp.11",0.0329785564007925,0.0180135474331494,0.183936612865767,0.00865737405722022,0.137215920602363,0.0112226133609225,0.0204295856441582,0.0324093457826009,0.114163167068558,0.998643466804794,0.0235252346164568,0.0246125193074034,0.0341748162217377
"hdp.12",0.0488363834267969,0.121647969251942,0.0424807451161867,0.0192850248655261,0.0829631887533511,0.0302139127189325,0.0428164120011885,0.0568456196767206,0.0626002310701681,0.0240101219038354,0.0248773284096387,0.0325707996321656,0.91231938042797
"hdp.13",0.0417616107390514,0.0372864429714655,0.1428946400662,0.0567401441714551,0.279656856799381,0.0585970582343107,0.0752348978128844,0.238146234064619,0.0696712152164077,0.0347801533556464,0.992724505774192,0.0706936527246124,0.0430193519715995
"hdp.14",0.0568423843376776,0.0172548727638258,0.145023790407559,0.0966528532825668,0.160242217256062,0.0711550929041305,0.0648795803797575,0.101410311967598,0.987411506444555,0.101284347886395,0.080294938916586,0.0651165430533365,0.0908902339081676
"hdp.15",0.811171067127883,0.588164785503279,0.0920874432787228,0.0113405804149079,0.115965984884636,0.0495176616514879,0.0597859522083664,0.0423287544131454,0.00672114162941795,0.0586848395158232,0.0218076297219152,0.032891145292436,0.412734508053739
