Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.997),hdp.2 (ID8 0.999),hdp.3 (ID3 0.998),hdp.4 (ID5 0.996),hdp.5 (ID6 1),hdp.6 (ID1 1),hdp.7 (ID4 0.998),hdp.8 (False Positive) (ID5 0.927),hdp.9 (ID9 0.998),hdp.10 (ID13 0.999),hdp.11 (ID11 0.999),hdp.12 (ID14 0.912),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987),hdp.15 (False Positive) (ID1 0.811)
DEL,repeats,2,3,0.000738637499786158,0.000159057392850533,0.00719693226343707,0.000150487667881377,0.000431951483750699,0.000433974227758237,0.0118471318221579,0.000465130530400165,7.7850149475613e-05,0.000150396913137528,8.36306854925604e-05,0.000540671447473182,0.000818660877830535,0.00124013043682729,0.000649966723838687
DEL,repeats,2,4,0.000774639752906101,0.000225840340619524,0.00261605064308068,0.000864346455445971,0.000251854289062037,0.000101641883785642,0.00306938998313547,0.0007562394543425,0.000416029535777126,8.80748709364391e-05,0.00019010383807959,0.000324689990920393,0.0102240103469617,0.00123852949387189,0.000447674030009955
DEL,repeats,2,5+,3.4072916156645e-06,0.000648435932732353,0.000372592673716553,0.0216646996823423,8.43422243252801e-05,8.76131916520125e-06,0.0023351953643948,0.0207144646352412,0.000100733312237363,0.000738198591694908,0.00468064280577812,0.000168051909234855,0.238758342737486,0.000560330034390256,8.20671419923927e-06
DEL,repeats,3,0,1.16218048427557e-05,0.0103461268513163,0.000920798671194011,0.0182663602253456,0.00115171036325341,0.000116508161054742,0.00492071518014668,0.014603239945818,0.00285644567141362,0.00467763407434943,0.000778456775425816,0.00143458877571306,0.00574787836699364,0.00446282860604896,5.85559624284487e-05
DEL,repeats,3,1,0.00519142340335904,0.00166022547575313,0.000478080597929966,0.00620334044700203,0.00517697226449982,0.00453149430493332,0.0964966250525868,0.00464330378951669,0.00470293064798531,0.00140410440108272,0.000805312615228181,0.00557488009582271,0.0017877517653473,0.0289598573559827,0.00503254404214215
DEL,repeats,3,2,0.00222188815632334,0.000686646165765628,0.000182775495951563,0.00102288576110713,0.000428418905905159,0.000616204994057327,0.0193708476423122,0.00050176069302817,0.000895361948772714,0.000425870566066449,0.00024824148010985,0.0021853002352613,0.000939738690504814,0.00288469908776269,0.00139985644551078
DEL,repeats,3,3,0.000405363239500688,0.000259228328963947,8.53015828748002e-05,0.000715258672847212,2.96772533268315e-05,0.000268804362947028,0.00426258416157118,0.000418651478129914,0.00013637184261413,4.7464262812347e-05,0.000281948809768684,0.000477405013572789,0.00516005378321716,0.00351066778332438,0.000462317382796833
DEL,repeats,3,4,2.13439349883601e-06,2.82712155195345e-05,0.000238789510854238,0.00611528858168728,1.44311204126748e-05,4.48475650468736e-06,0.000771393431962865,0.00482318486196421,2.54941050245372e-05,0.000155775606271639,0.0014267977571723,4.71619922897108e-05,0.073393841534358,0.00055732826634888,4.8236014476039e-06
DEL,repeats,3,5+,2.35750532681101e-06,7.30917752983156e-05,0.00020668022637351,0.00853766600340133,0.000104691826688779,5.46800862023932e-06,0.000355375994263529,0.00673801754647125,4.89094343621422e-05,0.000874534204682932,0.00158955814941959,1.89756659755165e-05,0.0840719522271136,0.000715621501064127,5.59134508637043e-06
DEL,repeats,4,0,1.34428100514303e-05,0.00678342737930416,0.000471456429284147,0.0119737701993625,0.00175637765086705,7.83695223923896e-05,0.00817682511794291,0.00956837762487997,0.0021860030944156,0.00205700104956298,0.000274872270975324,0.000166900576692521,0.00190047669216977,0.00171801190901441,3.44457101766794e-05
DEL,repeats,4,1,0.00171041267350499,0.00148441483454917,0.000613934899306976,0.00265625934971932,0.00255105083405487,0.000900925535903477,0.0661457492103374,0.00231114565690062,0.0036919679832623,9.30995732975556e-05,0.000577963178093076,0.00105125189504362,0.00457574209535967,0.00435016224556264,0.00170641880696613
DEL,repeats,4,2,0.000453539918378342,0.000217184001852077,0.000150895983818109,0.000158651112691389,0.000565672667392892,3.79084573494878e-05,0.0145249346822278,6.80865414566031e-05,0.000680004945157906,0.0002023548921515,0.000320707237788857,0.000610831662645579,0.000715693995227458,0.000330594720290251,0.000249978104281009
DEL,repeats,4,3,5.7099862332909e-06,6.84350937628578e-05,0.000116889676421467,0.00365265297107433,0.000219932537584437,7.43451285134323e-06,0.00432451078473443,0.00447435963134393,7.15181987332174e-05,0.000219818436952562,0.00027340945288553,0.000115559673693595,0.0320838248785475,0.000413643636101664,7.35172696515835e-06
DEL,repeats,4,4,2.92624703858544e-06,0.000283384864429135,0.000129031183503673,0.00409270093641283,4.8165439125432e-05,5.14094502345195e-06,0.000981996309892008,0.00555846284174592,3.85654465439672e-05,0.000283369613782104,0.000919399923513368,1.40292002380785e-05,0.0523569814200593,0.000924544556743922,6.01593058356708e-06
DEL,repeats,4,5+,0.000188569474214989,6.49669813917646e-05,3.50851165881142e-05,0.00176124407272068,1.86424468398905e-05,3.7863795303708e-05,0.00028861804731006,0.00117323056154884,5.22188452557383e-05,8.65409109201296e-05,0.000258931304612188,2.11219772581405e-05,0.0242097077083241,0.00151409180007024,8.36103842561759e-05
DEL,repeats,5+,0,1.81126824739591e-05,0.245272948024655,0.00276514767754574,0.0167566344909467,0.0202640877552601,2.54814148883608e-05,0.00439699254139995,0.0164859985708456,0.00163256232818087,0.0159810707760695,0.00115330078525575,0.00728863147809692,0.00712196712179226,0.00182487485128741,2.02560240854363e-05
DEL,repeats,5+,1,0.00276645125219676,0.000392576378247462,0.000132657103227738,0.000190225111707974,0.00789278674573913,0.0001919636567371,0.0118641485537343,0.000215179538259686,0.000558014072745974,0.00330374671897261,0.00106932002363914,0.000545873764886694,0.00224864370991786,0.0194132343950587,0.00146689830164347
DEL,repeats,5+,2,0.000344867692525824,0.000489981538314181,6.03600747883211e-05,0.000441744981632961,0.0004661614406741,9.57712296449883e-05,0.00297698794069453,0.000481654904506486,0.000154182792699766,8.71308955417871e-05,9.46830888376677e-05,0.00017862711184593,0.00312187157102326,0.00247145568739988,0.000239972233271731
DEL,repeats,5+,3,0.000109164877403307,2.58191380792691e-05,6.10858191534933e-05,0.000226421489042874,0.000124270123845829,4.01992767437926e-05,0.00141387619737548,0.000184913186372902,4.27188403664579e-05,0.000103984789567137,9.91090512631972e-05,0.000200061796708161,0.0018164794475292,0.000423449411703493,6.44516907251382e-05
DEL,repeats,5+,4,5.49828792946375e-05,5.64361220668897e-05,4.43712819401636e-05,5.43596591363881e-05,6.61574185745499e-05,1.5727224090055e-05,2.44660140706475e-05,5.20098441522017e-05,2.16358973495909e-05,0.000121448334368199,4.21216593548267e-05,1.67156428368595e-05,0.000670416670049455,6.26368931300536e-05,5.22976885245639e-05
DEL,repeats,5+,5+,9.32039988887483e-06,4.10997457525078e-05,4.42760104790986e-05,0.000635154296297786,4.05295175815795e-05,3.16825681677853e-05,0.000369691468449808,0.000406110860881187,9.475891091312e-05,7.72879854371343e-05,5.31615599812179e-05,7.92855916190496e-05,0.00352663524524385,0.00028376713884478,2.3608116892071e-05
INS,repeats,2,0,0.000331391996048883,0.00206498555932035,0.00283357220130304,0.00682952873843718,0.00214684576959752,0.000337841579096631,0.000261331777726405,0.0069585805399439,0.00101337404451986,0.009416184060885,0.000248303993703431,0.0258276012845005,0.00806802902495124,0.0251221969740177,0.000484242667672618
INS,repeats,2,1,0.000202030339558856,0.00200306319718099,0.00198570383355435,0.0187323535481103,6.59954444811954e-05,4.01937798766197e-05,0.000364526949915439,0.019232252078443,0.00235915679403431,0.00239221064543472,0.0001409806562437,0.000109817224963926,0.0030975935570054,0.0396879762179924,0.000149570419806972
INS,repeats,2,2,0.000955219760217592,0.000447572972264843,0.000883031943187095,0.0070307140023141,0.000667227852908775,0.000141498293439526,0.000572214373833246,0.00613632292430557,0.000511549278591664,0.000618933200426842,0.000296164400948986,0.000945443013004856,0.00297721832351492,0.0246733325928972,0.00065359993489689
INS,repeats,2,3,0.000385554004369497,0.000195275639732975,0.00118405053072761,0.00114198475395354,0.000433118725629793,0.000479587231558937,0.000111632139103475,0.00102660224193256,0.000344873044013435,0.000400845385031142,0.000387734312826324,0.00154194698179027,0.00126799929804533,0.00348365187095199,0.000447344443094323
INS,repeats,2,4,0.00224729517694196,0.000136239304772783,0.000329611234267221,6.3788208151479e-05,0.000166324254718824,0.00266438786159171,0.00014359503491756,0.000263766638255435,0.000210654813010967,0.00015295351316471,0.000577112993220376,0.00291844321305244,0.00199696423341117,0.00196855948153462,0.00226898295827231
INS,repeats,2,5+,0.0136460784681849,0.00178652924855224,0.00019084835122593,0.000743469271337946,0.000985278125805685,0.0170934649290114,0.000178996976483793,0.000868980340091906,0.00180918758319676,0.00154703800875628,0.000650253897710057,0.00119089005425221,0.0384648832188494,0.00663750949309143,0.0164836769414257
INS,repeats,3,0,2.64310136325647e-05,0.000729471253853504,0.000282289339135836,0.00364245402567285,0.00085764254024238,3.9971843864514e-05,0.00013810922145133,0.00404860765912787,0.000110661544918152,0.000426322887609719,8.83192050111297e-05,0.00722498126668242,0.00972861395803135,0.0193213802929926,7.8300157421374e-05
INS,repeats,3,1,0.001067809984529,0.00061175759456048,0.000313622441419064,0.00619532709930109,0.000192258106777019,0.000266411851510024,0.000393526792469023,0.00430598781946224,0.001220627980507,0.00381094666513454,0.000371055686058934,0.00279897469430771,0.00112779571870103,0.0366774029903613,0.000736962159593061
INS,repeats,3,2,0.000215541501788799,0.000183895351399689,8.81653309103447e-05,0.00129191338668376,0.00076669794334989,3.82155948027734e-05,0.000783162346318833,0.000557312284031006,0.000168372515538765,0.000467788973435215,7.66041575740645e-05,0.00012187068170343,0.000569245267582747,0.00299536426955477,0.000196528800298296
INS,repeats,3,3,2.42991994612198e-05,3.4597470749217e-05,2.05225935541369e-05,2.39680577545739e-05,0.000283107576027381,0.000129471148065227,3.5152045508119e-05,2.19248297041696e-05,1.25765929059402e-05,1.1072044733106e-05,0.00015153295084016,0.000625855841623946,1.34270688458903e-05,0.000702213603812646,8.65766664968648e-05
INS,repeats,3,4,0.000109654304794732,6.53155353989097e-05,4.81793382809709e-05,3.46402685305897e-05,0.000211694997979553,8.10829134506109e-05,0.000178996976483793,6.82338781255895e-05,4.0045534833063e-05,1.13375378128519e-05,9.68585618942839e-05,0.000469032978172355,0.000108821709134716,0.0007122194972839,0.000114822265166536
INS,repeats,3,5+,0.00177720113472612,7.09690813948023e-05,5.91243478962711e-05,8.9695275498825e-05,3.41893887845626e-05,0.00119129136033619,7.25888549761427e-05,9.04817151425369e-05,0.000160851505103444,0.000165421854835739,0.000326708542772626,0.00226573715942269,0.00181429364562406,0.00149007765573923,0.00170646339813707
INS,repeats,4,0,4.31843905187455e-06,0.000697806865074413,6.45940506021252e-05,0.00250169455424239,0.00144164656137523,1.31251445920849e-05,0.000138799410564218,0.00250121562668805,0.000175723066367758,0.000935951603797479,0.000189978810892429,0.00658331947706988,0.00523733749343479,0.0156746323584591,8.29008030142856e-06
INS,repeats,4,1,0.0012260123913601,0.000961454858848959,0.00017037059130053,0.00371067928816103,0.000517658918291395,0.000646635650726485,0.00115729244475325,0.00361570985846596,0.00140188890530475,0.00301225498356568,0.000549456979420175,0.000678603928841281,0.00330852344085189,0.0567636337802966,0.00106931760531647
INS,repeats,4,2,1.48117881173001e-05,0.000101960760940104,7.20896729065102e-05,0.000340928735634043,0.000439039778597972,4.31916338110384e-05,0.000297447708030109,0.000456726673472979,5.32499179964567e-05,0.000138026902236775,9.2195047813147e-05,1.25509461096488e-05,0.00123825677926461,0.00663370725357235,3.71754653367382e-05
INS,repeats,4,3,0.000140830636178938,3.21994191800591e-05,7.92126156720231e-05,2.10687329843389e-05,0.000306233877134099,9.67084454979673e-05,0.000113678906817556,6.12013855789691e-05,0.000138675126075251,3.32554665074285e-05,6.19009603638311e-05,0.000713769320319504,0.000377753407821299,0.000459270510330585,0.000138519564400484
INS,repeats,4,4,0.000278577041510465,0.00012440938177028,2.73485135292704e-05,2.77281434972718e-05,8.97644999266219e-05,0.000277320384414638,0.000340072835657083,4.1639609373543e-05,7.16262950689379e-05,2.41893694879581e-05,0.000129703203961701,0.00196114573905614,0.000262374292971148,0.00183688192345291,0.000238080016626691
INS,repeats,4,5+,0.00215070516588935,0.000624608780803918,0.000133632234652757,0.000669866550176607,0.000237484873065878,0.000889314091109129,0.000187231646589284,0.000632510653163684,0.000117475771619916,0.000106924879598397,0.000196192662094372,0.000375277552873099,0.00818098814483498,0.00690426661303508,0.00140253385451365
INS,repeats,5+,0,3.10293097172172e-06,0.000201401476408549,0.000312459569173711,0.00466294129624105,0.00878334087914072,8.54900267064811e-06,0.000103361769561111,0.0048841369085649,0.000146208609164693,0.00287708950674395,0.000966385140448791,0.00255185040318386,0.00964828573801728,0.0664489384247322,1.15723782318118e-05
INS,repeats,5+,1,0.000239978050438917,0.00985664897354243,0.000751761880348393,0.00510925045527248,0.00632731741753781,0.00124754423765843,0.00221401957583381,0.00471531175308632,0.00205781331290523,0.0124708196064397,0.00122611661905881,0.0288077047514869,0.00450704546405511,0.278177846751737,0.000780521917360249
INS,repeats,5+,2,3.80296045279011e-05,0.00010206009883214,0.000115239238463604,0.000275647214407562,0.00118235174808831,0.000154369895033261,0.000215541300029979,0.000326923068095954,0.000125370961678884,6.3836336063343e-05,0.000948243695591606,0.000801284807518946,0.000916709706147037,0.0104475536090757,0.000187728829650919
INS,repeats,5+,3,9.20471705090167e-05,5.49791663170234e-05,6.49499175302212e-05,0.000115608469258786,1.87581426208579e-05,0.000245934647074189,4.01261670458284e-05,8.82943322875849e-05,7.48483973836829e-05,3.50549196034839e-05,7.24407522415749e-05,5.41694854177479e-05,0.000272288465898055,0.00374060321529381,0.000132154659435659
INS,repeats,5+,4,2.56939708019999e-05,4.57773405283943e-05,2.64518409545402e-05,0.000127191983911342,2.59775593532276e-05,0.000224700936293685,9.19855490107514e-05,0.000129933941661128,3.71976121419658e-05,3.38257849750308e-05,0.000156996638919133,0.000483360672032521,0.00166659588831926,0.00118649884782137,0.000100613191609667
INS,repeats,5+,5+,0.000114647237985514,0.000220678255773706,8.12861710010866e-05,0.000471173204631005,7.31351596755653e-05,9.58777314464632e-05,0.00015975498000897,0.000311475385032225,0.00010188079641655,2.86142541503894e-05,0.000184602641844469,0.000306012818566963,0.00419666159352453,0.00473899126585559,7.71020120457232e-05
DEL,MH,2,1,0.000300308520454354,0.00385599198409437,0.00643886285194581,0.0301346029674079,0.000580599994155049,0.00103629138690324,0.199369002933411,0.0291948232944011,0.00493398656558783,0.00949315738785725,0.000397173865457044,0.00223671220817025,0.00639526605268532,0.00264916035544936,0.000736584104013365
DEL,MH,3,1,1.35517866379268e-05,0.00978442858326198,0.000584720185981549,0.0126834032938256,0.000971494901766428,7.24658870486982e-05,0.00714001827263777,0.0131959084176346,0.00374052402575766,0.00072221000844799,0.000290738221026162,0.00142950017015558,0.0148073246846356,0.00522928004594706,5.70708825615418e-05
DEL,MH,3,2,0.0025655880583276,0.00352490227547732,0.00058199374093401,0.00854514788480788,0.00426955482826788,0.0014139996822797,0.0527292701432198,0.0088560331643055,0.00204594350373285,0.00118979248726562,0.00115238808678947,0.00357095027093413,0.00592945605382818,0.0231958623629318,0.00223276911123059
DEL,MH,4,1,0.000140741649380497,0.00572608879862967,0.000172940118647491,0.0088232089057859,0.00254909171883049,6.6159606184592e-05,0.0109608100030869,0.00825803895924936,0.0026318630613002,0.00157066689285366,7.7854429445683e-05,0.000130100577283822,0.00353475393803439,0.00064698107185132,0.000191616016508815
DEL,MH,4,2,0.000471869909193422,0.00174380698389647,0.00035011141100699,0.00581126076083891,0.00869383605196694,0.00011822455782948,0.0305093694421555,0.00821493164998091,0.0028111740945036,0.000401504201191993,0.000355839877381337,0.00116409669817442,0.00504490886142828,0.000959565183893313,0.000312520129642044
DEL,MH,4,3,0.000586889215169518,0.00121161555531703,0.000240302645824096,0.00313285289791179,0.00481436626084366,0.000109894742737351,0.0395210734906347,0.00301757965033076,0.00181820946967805,0.00073164976239451,0.000652154310954917,0.00293136372269419,0.000561048510438453,0.00106902965846884,0.000466146407257853
DEL,MH,5+,1,0.000567116090623201,0.30117907106767,0.0016796947027151,0.00902867346887467,0.0663327362479759,4.89090627792479e-05,0.000678681994402352,0.00732837291191994,0.000386303043453995,0.00840570756629515,0.000163485549932833,0.00783474688067769,0.00652009095433985,0.00216327416848524,0.000172907112180287
DEL,MH,5+,2,7.56871410652196e-05,0.113432325111241,0.0025317269937327,0.00783189408048905,0.256724760063598,2.414705038214e-05,0.000459035259131919,0.00783832779046173,0.000142462655376841,0.0083119000114516,0.000258581228488135,0.00482512097306874,0.00144278538610317,0.00126614575985255,7.21679020440544e-05
DEL,MH,5+,3,2.0970577334032e-05,0.042661335672549,0.00126916717488387,0.00751725684459397,0.220254629496615,2.00484487963487e-05,0.00155431778203587,0.00648602084134984,0.000712242598510852,0.00336341383037624,0.000734222156607954,0.0016565827466536,0.00318377660355112,0.000841695758801934,3.09928025487926e-05
DEL,MH,5+,4,0.000395626923053883,0.0148832177641526,0.000640798649225533,0.00228528209180992,0.124379836869412,9.59423196357448e-05,0.00391866768654405,0.00256855981800476,0.000448657998959215,0.000379527274035251,0.000370680604497448,0.00027583653477219,0.00101850562344379,0.000588946889718044,0.000126807596416169
DEL,MH,5+,5+,0.00200962175561629,0.0108874904785938,0.000149713496860183,0.000806301759121424,0.0996796077873946,0.000585098909834299,0.000419337485328573,0.000712735469426783,0.000367369554497416,0.0119396859507926,0.000568148543900871,0.000527011810767211,0.00927802650815648,0.0343872540926606,0.00171032925878278
