Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.997),hdp.2 (ID8 0.999),hdp.3 (ID3 0.998),hdp.4 (ID5 0.996),hdp.5 (ID6 1),hdp.6 (ID1 1),hdp.7 (ID4 0.998),hdp.8 (False Positive) (ID5 0.927),hdp.9 (ID9 0.998),hdp.10 (ID13 0.999),hdp.11 (ID11 0.999),hdp.12 (ID14 0.912),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987),hdp.15 (False Positive) (ID1 0.811)
DEL,C,1,0,0.00458802971640623,0.0389882840018747,0.114134431371668,0.0200046271875522,0.0296089773899566,0.000253125923553132,0.00825495928544673,0.0192936461350506,0.323585998484523,0.0510404447634469,0.0028074854877193,0.0126749204606888,0.0486221485433504,0.010307871336217,0.00241833042222459
DEL,C,1,1,0.000129439681146631,0.0222265797282349,0.219782983268437,0.0289282985390085,0.00563981709278618,0.000764253491841756,0.00259355218904842,0.0222250281672294,0.0945596103729111,0.0145306820814178,0.00123279307085326,0.0016039625852743,0.0113131642105539,0.0231986640131037,0.000335352747909098
DEL,C,1,2,3.56527542449073e-06,0.00292602897979096,0.191686877386291,0.0262956044354143,0.00786258757588927,1.23590187298624e-05,0.00148225251880054,0.0302096499364047,0.00265576066659717,0.0063366511642963,0.000195692553345725,0.000877130615492996,0.00191304505312435,0.0175259227685107,9.69179406614625e-06
DEL,C,1,3,0.00243872190118515,0.00581038309971762,0.0602603087559752,0.0149008001390475,0.000914878528595661,0.00172306516172622,0.0013685498123584,0.0132143991695924,0.00942288231129523,0.00567928046576847,0.000410876845169982,0.000781626870407231,0.00577481056903918,0.00749521468144737,0.00242216138543217
DEL,C,1,4,0.00331688167328042,0.00101363513648861,0.0420667577663586,0.00261883309505188,0.00291315291830948,0.00081841824674669,0.00164410186577276,0.00212563745705682,0.0113507804588699,0.00327002909784488,0.000242502732219121,0.00277800907085161,0.00311172320503509,0.00391650682251846,0.00206046301048469
DEL,C,1,5+,0.01397531027746,0.000633362714693366,0.0225671611401205,0.00238442123235537,0.00167862751503956,0.00336673219979032,0.00246090498143873,0.00157118690448112,0.00114921787810951,0.00138348443855579,0.000788746512929236,0.00531497743487715,0.0344148264816771,0.00662710336388133,0.00748997510504008
DEL,T,1,0,0.00713486928803333,0.0357712019694974,0.0372776043258085,0.114399055675985,0.00398660151328179,0.00101179665967241,0.00385644356807351,0.0891555887861449,0.0975229591628009,0.0483535466325713,0.000648503517089791,0.0238276087326271,0.0239270366833766,0.033251985419412,0.00595416017933794
DEL,T,1,1,4.58539944719724e-06,0.00948829535602152,0.0118159252703213,0.110878757723053,0.000259184259540664,1.1544795279877e-05,0.00083384364686693,0.0764860349516693,0.0449345907409535,0.531495178557174,0.00103449995201457,0.000627191955932335,0.00404420191064067,0.00116668717874828,8.45875125236969e-06
DEL,T,1,2,0.00571260554035805,0.00862761617448837,0.0148100466961298,0.100798894466788,0.0118885102285959,0.000717662732792677,0.000959648462409189,0.211429814367187,0.0791241479431063,0.0217694590645365,0.00071080456445254,0.0123433224745144,0.0218356145819217,0.00283366903105929,0.00588628660092991
DEL,T,1,3,0.0162539997389592,0.00883944115848059,0.0158891052746619,0.0847658750754964,0.0212991279219686,0.00277852756000333,0.00129041564485458,0.0732046433287234,0.117205684610015,0.0588968373146708,0.00153312087713473,0.0229561352819717,0.016690080768503,0.00715421383194702,0.0117617976484652
DEL,T,1,4,0.0356601033937611,0.00136093434920793,0.0137775310284298,0.052270573876983,0.0175299881985933,0.00390034951300845,0.00115354400388153,0.0511980531068563,0.0887118688512726,0.0168635009416056,0.00118633296810391,0.0208945109041284,0.0375303748400461,0.00911797048461544,0.0394521548125966
DEL,T,1,5+,0.778016581374432,0.00869477381781504,0.00741788919846136,0.0255234972483057,0.00412825942749835,0.00203891033972211,0.00582107877772125,0.0258687489931876,0.00194797912071048,0.00828315792729985,0.00652545646050734,0.0688628197509875,0.00576559897529607,0.00297535248261226,0.348301434570672
INS,C,1,0,3.68456932095135e-06,0.00301215144664639,0.00228316935601749,0.000409108050027605,0.00217971108444435,9.89573512800788e-06,0.000163979413372336,0.000395003942757596,6.39971882978965e-05,0.00201336185371438,0.000303040896242888,0.577205673846367,0.00137073198758714,0.000428652476308546,5.12022967167279e-06
INS,C,1,1,0.000200523367472216,0.00202459512097238,0.00148753216574683,0.00133755669227159,0.00160296247428684,2.49853226260068e-05,0.000101315001847029,0.00102027809875606,0.000256757900195751,0.00164085539667685,0.166327580432365,0.0162241801950846,0.00245488973253903,0.00201318576641642,6.22628458560286e-05
INS,C,1,2,7.49488085709092e-06,0.00134562934275419,0.00173045197464842,0.0030985710245192,0.000266719911407678,1.52716712231012e-05,0.000143249940361116,0.0026982444206876,0.000686794226551427,0.00172360073986432,0.093875025624322,0.00120257394745961,0.00394537243878662,0.00112226101173591,1.32241903030973e-05
INS,C,1,3,0.000502495554158291,0.000132504548586224,0.0064170484894637,0.000427554678412556,0.000214253160247611,0.000904657221605478,0.000396680242726183,0.000526093910590771,0.000162793081595039,0.000172226344138856,0.0382220113763738,0.00172431237090329,0.00135184041397839,0.00275122046885616,0.000651058238153398
INS,C,1,4,0.00248587910087197,0.00072032868224609,0.00617482640390932,0.000245051909806286,0.000409863873655333,0.00180709233465631,0.000118224635112783,0.000209161402011088,0.000220300332198333,0.00014662101155892,0.0105915781386663,0.00208442360497798,0.0040023594170279,0.0026925859331146,0.00221249563842609
INS,C,1,5+,0.0104894820086846,0.000939452387147928,0.00789085315851177,0.000408202872563681,0.000392578923978794,0.0221769862424333,0.000381020089751002,0.000408043237962893,0.000629054153071197,0.00105932722126309,0.00174928038101885,0.00128228595853878,0.0160988213531613,0.0117325104486543,0.0211631849282618
INS,T,1,0,0.00146331761368642,0.00420661465927181,0.0201836737377033,0.00569496000695458,0.00703138794914134,0.00218830831839748,0.00153970481254232,0.00586793218136194,0.0124116753155931,0.0382777400985192,0.000866788483155662,0.0380799827021525,0.00585225040796431,0.00763269565774241,0.0020562132780196
INS,T,1,1,9.92267285803279e-06,0.00512301716992724,0.0453862032106864,0.0137159550024367,0.00122011742201344,3.05859431667923e-05,0.00127517198530959,0.0133127577297307,0.00918759816394549,0.00478911166861162,0.296467454347948,0.00283135414531312,0.00251133026030403,0.0350624517841008,2.02482690991861e-05
INS,T,1,2,0.000575738137593877,0.00117682289432381,0.0370809360091523,0.0312635629681411,0.000314021488701887,0.000256198672302781,0.000425703884904349,0.0273219418929905,0.00219118340342743,0.003627795772418,0.161849944270382,0.00267424700222145,0.00198822102579059,0.00161555155986876,0.000411688955062617
INS,T,1,3,0.00148797791899639,0.00077411056554857,0.0240142645811542,0.0194777235389621,0.000943177716620302,0.00387544801760683,0.000907967577628634,0.0163643778173923,0.00174666216808521,0.00796589369700353,0.114068979299549,0.00070467237183686,0.00140133321425917,0.00321349274722812,0.00262751342133659
INS,T,1,4,0.00466953324096375,0.00144706030160343,0.00733902404341204,0.0117812415565111,0.00147801103084198,0.0159595148256977,0.000836830499752014,0.00868356992646195,0.00148386334574324,0.0149165025247507,0.0553535366265394,0.00510034630661475,0.00248400773648971,0.00125954187016153,0.00894433359391703
INS,T,1,5+,0.05870311039748,0.0169890608241905,0.0195509619542611,0.00194298716616264,0.0128105901768024,0.89505125795314,0.00673939919204321,0.00218106437857051,0.0296922507300161,0.00934648721091319,0.0117651708363984,0.0280468160808237,0.010236344514855,0.0162359629821965,0.485499586150312
DEL,repeats,2,0,0.000211813728732373,0.00831944563461115,0.0068336033382582,0.02960708361435,0.00146903046722155,0.000595670072516177,0.0676963661507507,0.0244620974803996,0.0131035583850261,0.0213703049687541,0.000265407712907172,0.000903127988578554,0.00352148299789601,0.00126514517050543,0.000347068593386538
DEL,repeats,2,1,0.00284099188219221,0.00919980068984763,0.0082879642229436,0.0258312499280242,0.00263819032526221,0.00157633591206329,0.223627055884458,0.0246815497820599,0.00393852325238658,0.00527236807221129,0.00150045127312934,0.00686504060039178,0.0047141501945676,0.0147755027711322,0.0029527265247236
DEL,repeats,2,2,0.00161913478742018,0.000697339802704838,0.0121715231966449,0.00439629990837812,0.00212818275461879,0.000537364115304861,0.0494572501563903,0.0042264656857743,0.00106660317475945,0.00290652973936466,0.00104815292085264,0.00451646435384901,0.0011099189816911,0.00528571328512494,0.00120757543893101
