Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.999),hdp.2 (ID2 0.998),hdp.3 (ID3 0.998),hdp.4 (ID8 0.999),hdp.5 (ID6 0.999),hdp.6 (False Positive) (ID5 0.342),hdp.7 (ID14 0.912),hdp.8 (ID1 1),hdp.9 (ID9 0.998),hdp.10 (ID11 0.999),hdp.11 (ID4 0.997),hdp.12 (ID13 0.999),hdp.13 (ID10 0.987),hdp.14 (ID12 0.993),hdp.15 (False Positive) (ID5 0.581),hdp.16 (False Positive) (ID1 0.812)
DEL,T,1,4,0.0523457370437758,0.0372741835241897,0.0134350240423283,0.00124933097774178,0.0175696251473153,0.468657272057472,0.0203852195921176,0.00434083782157144,0.0886393203752534,0.00116811833191109,0.00134521468060495,0.0171767217008607,0.00892787947051513,0.0380393739495468,0.0527032953132273,0.0341672871753208
DEL,T,1,5+,0.0264264927431209,0.797379568151437,0.00742826123667518,0.00857117221943407,0.00486177264872367,0.0182453304248015,0.0662083649622721,0.000560866347410802,0.0018925347207438,0.00672047186573336,0.00573493658691718,0.00838438647468403,0.00283876330387958,0.00558224878030658,0.0367206872114408,0.347279284975405
INS,C,1,0,0.000418950242071017,1.61430422528034e-06,0.00232090770674958,0.0029719489006287,0.00211946800470753,2.60483861489943e-05,0.577317440412503,5.74313606531607e-06,6.51022282617959e-05,0.000317983121992618,0.000175240531471681,0.00199638629014707,0.00042463995952368,0.00135207191030912,0.000736801810826212,4.6421795932222e-06
INS,C,1,1,0.0012715868296218,0.000199267141704121,0.00152466853793878,0.00203103283289703,0.00162123003883886,0.00122918562921938,0.0182859640775828,2.20046579297617e-05,0.000246533176066158,0.166112622943852,7.61540983575467e-05,0.00163140644724686,0.0019926957911454,0.00249056547929647,0.00068204841725125,7.93617907971921e-05
INS,C,1,2,0.00301046584625598,7.69997856075396e-06,0.00172339730957641,0.00132934754286963,0.000281826134712319,8.64478988132168e-05,0.00119714172736474,1.12908610950831e-05,0.000711579224756909,0.0937183073961251,0.00010787134842488,0.00169647581786778,0.00113940036420657,0.00400133742741921,0.00198819580755536,1.53985838525767e-05
INS,C,1,3,0.000506236891695104,0.000430527359067269,0.0064062132416555,0.000123963451768401,0.000232155637593954,0.00154009986793381,0.00176644701796982,0.00089732862134711,0.000176869118328931,0.0382633615478083,0.000412934617199659,0.000171411259309725,0.00280001365272683,0.00137943398579423,0.00258456763967344,0.000644211765228541
INS,C,1,4,0.000223567107870177,0.00241693077495154,0.00623321607271667,0.000750755922479204,0.000447688323236053,0.0155229963397194,0.00228363861317191,0.00185253157323149,0.000216746869736099,0.0106009768666187,8.84595194317804e-05,0.000149860465719283,0.00281326482876871,0.00394144916642786,0.00122927396215125,0.0021413624657804
INS,C,1,5+,0.000399220575118873,0.00940773240058667,0.00805529406510426,0.000979944361851218,0.000420782552302785,0.0592274522275229,0.00130846077581062,0.0218498356573707,0.000656568441572223,0.00179824292325285,0.000336104756125901,0.00103798250606275,0.0122209974923153,0.0162248629237094,0.00176001461436201,0.0228910084210222
INS,T,1,0,0.00565431094180225,0.00132504892306252,0.0202340348158684,0.00419865197909946,0.0067812681087293,0.00376175532093103,0.0369051861229894,0.00227057365661285,0.0124273499188191,0.00085592693390688,0.00150867296213753,0.0378979708477847,0.00768889451059994,0.00538339200635848,0.016575279243709,0.00216948018065621
INS,T,1,1,0.0135420175264363,6.66985498257364e-06,0.0459394483047986,0.0050700380362508,0.00122322690596097,0.000158541411993262,0.00265007005696262,3.70719375710864e-05,0.00925790412125477,0.295939808010591,0.00116923299002516,0.00486845126444401,0.0347781130726867,0.00260594865394775,0.00688219037796999,3.72752686814433e-05
INS,T,1,2,0.0311430252895362,0.000526368807589844,0.0371762413762644,0.00119854451777145,0.000322773745140569,0.00607392233792072,0.0030029549364236,0.000231850322729405,0.00217248133319437,0.161519511213445,0.000425981197381995,0.00388202386705848,0.00168852106836603,0.0021619122683993,0.020054741057941,0.000436295046915482
INS,T,1,3,0.0188676519387357,0.00122908531097695,0.0242635447698829,0.000793919496556945,0.000985350700341153,0.00323011682248045,0.000740341589916432,0.00386971957950223,0.00172209683073246,0.114039519653885,0.000849063154723471,0.00798106251970514,0.00333688705781729,0.00139700737511987,0.0131745692382595,0.00291678104496701
INS,T,1,4,0.0110453010517807,0.00407242203216001,0.00744177824821599,0.00145615431751212,0.0014910258944181,0.0124109012174449,0.00499944384174372,0.0163367935076757,0.00152439549566033,0.0552208678311735,0.000965893808837474,0.0149451341814578,0.00132551915497652,0.00236708929640311,0.00662681471894576,0.00894162078194053
INS,T,1,5+,0.00175309274371481,0.0458993182290365,0.0201609801341034,0.0179217438298236,0.01373257618383,0.0141921313760149,0.0276208578585973,0.895748005662478,0.0306574006962824,0.0123800596684875,0.0067096153110654,0.00930437033035338,0.0163664070640815,0.0102133764014971,0.00316574421356436,0.485024281769407
DEL,repeats,2,0,0.0292588669970205,0.000167529874708958,0.00697864460018865,0.00819673694604061,0.00154084332393439,0.00101825509491523,0.000895521542040002,0.000612313889784774,0.0130819083430522,0.000265795195278147,0.0698449923492216,0.0216931766699941,0.00125846017318886,0.0035555282876844,0.0241111180452326,0.000367992890636109
DEL,repeats,2,1,0.0254052580889396,0.00263384044775499,0.00844146035474866,0.00914240544908299,0.00269243578816058,0.0130741849267023,0.00745636611052131,0.00162154656036624,0.00402127129386417,0.00148762427788342,0.217862139413968,0.00528493883081126,0.0148553714445187,0.00478874859123849,0.0121823356973454,0.00290310444143069
DEL,repeats,2,2,0.00443982028753587,0.00154960208526038,0.0122167194374371,0.000701666639728288,0.00203816541118932,0.00394771916413389,0.00447819451989909,0.000545193350864565,0.00107870103365638,0.00105889939894013,0.0503119620431494,0.00292217009554261,0.00523300988417268,0.00113294407762135,0.00372939858009003,0.00117438506240553
DEL,repeats,2,3,0.00021148826201189,0.000681703452029074,0.00726867276988981,0.000157671324195126,0.000430906194519781,0.00211158567314204,0.000440906334322291,0.000424941640179054,8.38003525214731e-05,8.99839186043094e-05,0.0112727248510791,0.000151490516949519,0.00123637487978573,0.000827876205029658,0.000913005128091261,0.000660674411624457
DEL,repeats,2,4,0.000848394493343818,0.000757864626110195,0.00263500222231909,0.000211441832023765,0.000248323099112243,0.00408100153501298,0.000286687751280185,0.000130243460878571,0.000425978921560269,0.000204645074978173,0.00320090269691559,9.85422830929684e-05,0.00124099271386093,0.010158343945451,0.000836243842065533,0.000392846745275356
DEL,repeats,2,5+,0.0219966263807866,1.43059961927404e-06,0.000389813608263283,0.000650556342746062,8.1549929721377e-05,3.71869216403151e-05,0.000123791875879411,5.02108942369781e-06,0.000107035491227703,0.00470959528269074,0.00230211648555735,0.000899096455021447,0.00056458040954165,0.239586340913579,0.0182981748139885,6.6306349850933e-06
DEL,repeats,3,0,0.0179596224325435,1.50509183700959e-05,0.000903625218629945,0.0103289290013343,0.00130365035396492,0.000181169302991378,0.00149964836989447,0.000109506968994763,0.00290083965331105,0.000773906635786626,0.00459565514437829,0.00474948595576291,0.0045082107097611,0.00595437300690403,0.00928850810655812,8.9919717069188e-05
DEL,repeats,3,1,0.00585059163363467,0.00485417330892769,0.000439121456852673,0.0016291019321637,0.00502476230886798,0.0120971511836053,0.00543344579811731,0.00463403402924678,0.00456208176155802,0.000801816753972121,0.0984624098433079,0.00143539278681102,0.0288753164722157,0.00174878346670868,0.00444040770167458,0.00532452486065159
DEL,repeats,3,2,0.000942622550446665,0.00216899614976272,0.000184653966751975,0.000703613052763139,0.000486669488405414,0.00633841139458733,0.00211030501631525,0.000622746317650378,0.000875209525179353,0.00024054377797526,0.0188750772072528,0.000437517122645699,0.00288755172476103,0.00089593455053205,0.00147295880442138,0.00144681815316501
DEL,repeats,3,3,0.000661270881466637,0.000384209457493386,8.27402487285006e-05,0.000264501933004318,2.98664587514463e-05,0.00119354816264741,0.000602753443452377,0.000273380611786039,0.000133839858254239,0.000286677855262196,0.00449784394090603,4.89489221172516e-05,0.00358343924235397,0.00514530341150357,0.000833664573141366,0.00044462560910712
DEL,repeats,3,4,0.00588771466154603,8.74893186104992e-07,0.000220488127555489,2.53288016791332e-05,1.33537060980352e-05,2.0142915888504e-05,3.8354880756586e-05,2.80795916184881e-06,2.73048034422449e-05,0.00143536145818634,0.000728472208075711,0.000173306667716976,0.00057241064993003,0.0732833457760124,0.00377916164900737,3.677356043562e-06
DEL,repeats,3,5+,0.00847875437204224,1.16514646359494e-06,0.000194353072388834,7.30633945216472e-05,0.000113635067681483,3.0872161361771e-05,1.47326690406157e-05,3.25494041618393e-06,5.38899710470237e-05,0.00161290775562395,0.000369696702760788,0.000998804414284874,0.000710945672185982,0.0841327555490675,0.00703621758959357,4.39040659073944e-06
DEL,repeats,4,0,0.0115204012154772,1.26250990477828e-05,0.000465936153424926,0.00669788870289209,0.00176115865912893,0.00011322715999445,0.000190525872508301,6.37933938398639e-05,0.00220101861640423,0.000264347264281046,0.00831886792393192,0.00209879520639083,0.00171341721729319,0.00204753108524466,0.00456138102132433,6.09253910825424e-05
DEL,repeats,4,1,0.00265378684672321,0.00173096307975555,0.000595057189549784,0.00150275124210865,0.00254347327427146,0.00979018799684519,0.000999761418158731,0.000887505921756651,0.00369999111497891,0.000579409559951926,0.0656446038968337,9.14060704396692e-05,0.00441284239733852,0.004646311646178,0.00284114882656441,0.0016782122445198
DEL,repeats,4,2,0.000137641735541829,0.000460790396599231,0.000147788159033988,0.000214149516358833,0.000562944545041303,0.00310414320192376,0.000618110378130307,3.7881088252011e-05,0.000675283109184485,0.000311617218470881,0.0145759729013047,0.000205016850370281,0.000320437529739855,0.000695150869859649,0.00058927884257662,0.000250973577255894
DEL,repeats,4,3,0.0038399098102218,4.97701703822561e-06,0.000122316498864828,6.45368168628775e-05,0.000221321822120323,0.000100948459452837,0.000154318465544076,5.98152606762814e-06,6.88079392409312e-05,0.000285953889763646,0.00435813544902868,0.000239721778307043,0.000359387956287181,0.0321549091186005,0.00152367508141939,5.86061390450736e-06
DEL,repeats,4,4,0.00444634113780132,1.29741377991948e-06,0.00012640517823715,0.000280039327648375,4.65408370425744e-05,2.54344511219136e-05,1.02504417646996e-05,3.16955553554811e-06,3.88355201942865e-05,0.000945810995201045,0.00107946554275556,0.00029880165836105,0.000854098528517133,0.0521120362147474,0.00240317774902827,4.56499370924938e-06
DEL,repeats,4,5+,0.00165591857265972,0.000176013353414329,3.31426725279591e-05,5.7283545989102e-05,1.67282535037004e-05,0.000765460038764442,5.02284131783025e-05,4.46671805774423e-05,5.58214074613721e-05,0.00025527273122163,0.000249650726045457,8.79848582645815e-05,0.00154938371992636,0.0241078383328341,0.0019969428934721,0.000102425668031926
DEL,repeats,5+,0,0.0174167140585766,2.0391670528214e-05,0.00277502459828035,0.244841630332309,0.0201331595916501,0.000321672719188984,0.00809392860591033,1.62110932101104e-05,0.00162524790885923,0.00116834301085892,0.00450148434005465,0.0162008706823876,0.00185215301494371,0.00720138996260414,0.0179479269154058,2.98893146889017e-05
DEL,repeats,5+,1,0.000202763913294565,0.00270027078885596,0.000126288745645753,0.00043979778986258,0.00778742688548985,0.00790894489886356,0.00048482966456372,0.000191594503300516,0.000557552340510304,0.00106726244866476,0.011487780885814,0.00327306705397695,0.0194019302546434,0.00219459260644348,0.00139280521904974,0.00151757371789923
DEL,repeats,5+,2,0.000451085240086523,0.000329995931953352,6.10431707083587e-05,0.00048280198865698,0.000481088506157583,0.00151811514696406,0.000180625019500498,0.000104011964830891,0.000155131153031682,9.80973250535813e-05,0.00294629274448504,9.02593483532825e-05,0.00247274975957147,0.00310193444478341,0.000718522644102774,0.000268138247644135
DEL,repeats,5+,3,0.000242434632535019,0.00010034404841579,5.74391758444115e-05,2.387238286647e-05,0.00012019559924881,0.000678018149907381,0.000166516616097196,3.54622320025898e-05,4.4133528859769e-05,9.45399083796697e-05,0.00143284584573944,0.000109203955383754,0.000409782580325216,0.00183048431181914,0.000839159537371111,6.5492222550934e-05
DEL,repeats,5+,4,5.30444386239572e-05,5.3529685144175e-05,4.51216907684568e-05,5.90824521127757e-05,6.74713571269145e-05,0.000522926468066287,1.05126333323715e-05,1.4876453028897e-05,2.40540346592087e-05,4.34628942405611e-05,1.92810362093173e-05,0.000134280208611682,5.44101319295118e-05,0.000673261209471564,0.000114693360530042,4.15590852419346e-05
DEL,repeats,5+,5+,0.000622729026325088,1.03921695617762e-05,4.05672810305461e-05,3.83365375705791e-05,3.92040126395461e-05,0.000137170626050596,0.000121631916774304,2.40275346320732e-05,9.73452224507902e-05,5.688122029128e-05,0.000383887719801224,7.98156480293306e-05,0.000253780098741339,0.00350496625523868,0.00121881670879566,2.83970542654273e-05
INS,repeats,2,0,0.00688366386664138,0.00028732594459324,0.00283396115140482,0.0020773703487877,0.00214631010493503,0.00139348633646668,0.0260017999575974,0.00037021107779728,0.00102019546723802,0.000252938566596993,0.000213987893667341,0.00927601502058091,0.0249943280951033,0.00779495430995852,0.00416664073379977,0.000455843290911169
INS,repeats,2,1,0.0191645597976905,0.000199627202731893,0.0021117514488452,0.00200098211457848,6.41776225401077e-05,0.00173234923641392,0.000142956830944958,3.32720238563477e-05,0.00241810462486833,0.000154966063181093,0.000382677886551233,0.00253764859196364,0.039690484651725,0.00317222800208599,0.0138531412495694,0.000107589771221536
INS,repeats,2,2,0.0069843408365916,0.000918492259509981,0.000903633341833996,0.000451211772920611,0.000682309976241839,0.00476942734537944,0.00100629123672504,0.000145004157223653,0.000496945768313598,0.00030204339886074,0.000510625927286776,0.00066365829971479,0.0245953873860851,0.0030181525404107,0.00770878999710169,0.000679357071064163
INS,repeats,2,3,0.0011449393450197,0.000354928780342042,0.00118140359662224,0.000201282505451614,0.000483515339596635,0.00108958849806175,0.00150039748865925,0.000480268177566609,0.000340797199097913,0.000378633955741867,9.03778135939284e-05,0.000408147769375348,0.00356416480447488,0.00130651983534659,0.00232722949342429,0.000501759703079283
INS,repeats,2,4,9.37731912747584e-05,0.00213785592273708,0.000333896179311086,0.000135404562534235,0.00016427531862615,0.0101378798671819,0.0026091182311548,0.00265706058259683,0.000219600598057085,0.000588221967572212,0.000121735383505859,0.00015935646183961,0.00195414691538723,0.00190948748751557,0.000759790946889433,0.00236209204083294
INS,repeats,2,5+,0.000875881227422656,0.0122094889619848,0.000181152865806007,0.00186258672225898,0.00100560288252174,0.0570058552445283,0.00140126410545375,0.0172650159833849,0.00177812503010115,0.000692772571293907,0.00017068458283658,0.00149288052380294,0.00636437923259629,0.0374360979923019,0.00457974429464312,0.0178828133660009
INS,repeats,3,0,0.00375715521793596,3.43752651374134e-05,0.000287491022302576,0.000735455895278421,0.000862174822287775,0.000172135687592905,0.00767203740290063,2.53048695242693e-05,0.000114504814920023,8.83862016419912e-05,0.000146400722647569,0.000449448718569343,0.0190973539810749,0.00980888014193133,0.001888108959085,7.17148750064567e-05
INS,repeats,3,1,0.00589334016763891,0.000993619176659286,0.000291893798898202,0.000632684269749225,0.000214869040978141,0.00270698570940514,0.00267189438364312,0.000251347301211769,0.00121271046127462,0.000402886799943306,0.000341347366875862,0.00378459987492579,0.0364845031511698,0.00115814801757524,0.00713159446872415,0.000800684091873718
INS,repeats,3,2,0.0011357866919825,0.000205762018049474,8.25182144844407e-05,0.000182694939161478,0.000767518522671536,0.000567802195045755,0.000155966526826586,4.86149419378457e-05,0.000170636410242372,8.03851346666323e-05,0.00080270801227111,0.000482485687107724,0.00306845035527206,0.000570210237855825,0.00124430100718769,0.000161454491679708
INS,repeats,3,3,2.27587856175396e-05,2.54348212246019e-05,2.10418062266969e-05,3.38146877761987e-05,0.000280192736222059,0.000295536628036121,0.000622555149467984,0.000122690623786088,1.24654161731181e-05,0.000153368346218775,2.89488028105974e-05,1.18652566293899e-05,0.000700304576273569,2.08876688914475e-05,0.000181530068304088,9.01292216113999e-05
INS,repeats,3,4,3.99872438799516e-05,9.43433374605941e-05,4.78944110845213e-05,6.36432979871226e-05,0.000207698739959427,0.000483429981324097,0.00056147699951316,8.17809510095113e-05,4.19828930236637e-05,9.73109487361903e-05,0.000157256523701543,1.23580628152751e-05,0.000723192971254987,0.000108215081636872,0.000216378234312115,0.000147731944164827
INS,repeats,3,5+,8.43394289423373e-05,0.00169779750944869,5.49588908741819e-05,6.88653817391629e-05,3.14361865359393e-05,0.00433066844602579,0.00228451258506415,0.00123717362649411,0.000167985337990557,0.000331289108569424,5.76469194522778e-05,0.000162152189240305,0.00157548452122096,0.00175548910210925,0.00037217168443811,0.00167971736925727
INS,repeats,4,0,0.0024513981147321,2.42627858382817e-06,6.23076828056264e-05,0.000714414966913869,0.00143393776007784,4.22153418621187e-05,0.00671185442614762,7.09210256878385e-06,0.000190546335078931,0.000197892224379626,0.000106726911566781,0.000939354929591453,0.0154882154882155,0.00523555972246994,0.000995681911323501,6.62879722595109e-06
INS,repeats,4,1,0.00371156792274183,0.00115929639041667,0.000164391988114171,0.000962121457824774,0.000524597638056316,0.00477161997047616,0.000688440144830127,0.000638477192538523,0.0013888971663094,0.000574728748538885,0.00110683393276211,0.00301014547676516,0.0567917296599467,0.00334472469204562,0.00398463406145534,0.00111732999207648
INS,repeats,4,2,0.000373950620246023,1.15417011338607e-05,6.71924361749433e-05,9.62236750582936e-05,0.000431430253405711,0.000116326070131143,3.8180086378138e-05,5.17896549494053e-05,5.56270230684934e-05,9.75481098477844e-05,0.000262740903822388,0.00013792886979564,0.00650893751668945,0.00119244695726784,0.000632285348333913,4.14304421019799e-05
INS,repeats,4,3,2.93194781452956e-05,0.000136722612281702,7.78988191141223e-05,3.12375555349321e-05,0.000318378017569329,0.000718508626693416,0.000711962474044127,9.46190549080621e-05,0.000151036673266789,6.73412735289567e-05,9.9097332512783e-05,3.31886012109613e-05,0.000484069476317538,0.000380756768722327,0.000154615957791049,0.000122973653000975
INS,repeats,4,4,3.03066808670835e-05,0.000229498490191547,2.7794896527737e-05,0.000123178443723858,8.67782742141892e-05,0.00150209436625738,0.00187947655426194,0.000281968955451065,7.36385981958754e-05,0.000134882261678203,0.000362546697247327,2.61566360200609e-05,0.0018246467858871,0.000246181603096986,0.00052146089119012,0.000275366154350446
INS,repeats,4,5+,0.000672843951939434,0.00208299943107602,0.00013670540097378,0.000627501182077151,0.000240063049475589,0.00705469816118274,0.000475041179370633,0.000870202589737871,0.000113628017232995,0.000197829813560785,0.000224952688707801,0.000109895779452401,0.00690747667491854,0.00811196900424089,0.00190114548136475,0.00153560213508431
INS,repeats,5+,0,0.00474039252789403,1.44483672623953e-06,0.000297680227917177,0.000206908113857221,0.00851233256389,4.56066020117072e-05,0.00246727259304427,4.97581824537412e-06,0.000157294196382226,0.000970975037357556,9.96423024452114e-05,0.0029074238181342,0.0661259785290793,0.00964917811262107,0.00289489294099513,8.83594595574517e-06
INS,repeats,5+,1,0.00492866603173078,0.000180463138233316,0.000719047068449112,0.00979946565977477,0.00627068047481508,0.00195465218621971,0.0311391940198748,0.00128550949167444,0.0020263084055877,0.0012114064758589,0.00227292789597649,0.0123956203328648,0.277457942574222,0.0043821712724105,0.00343895047080349,0.000701954157476776
INS,repeats,5+,2,0.000291225909656924,2.68801172123565e-05,0.000110310403277494,0.000101067666382832,0.00113241288855045,0.000349942965435984,0.000715633155991535,0.000173475143966129,0.000139969170387139,0.000944799939935828,0.000172602876998728,6.16671125299043e-05,0.0104983446068717,0.000918594973609856,0.000424738306533888,0.000179740195144697
INS,repeats,5+,3,0.000122964288797041,8.2323085828087e-05,6.7092249991648e-05,5.17342342616904e-05,1.63854112418766e-05,0.000434841409180855,3.94785589037516e-05,0.000236782015902236,7.51440432811492e-05,7.74767905086625e-05,3.36246448308332e-05,3.71310506980429e-05,0.00378863169560844,0.000283409441010525,0.000671675270491016,0.000156861931583326
INS,repeats,5+,4,0.000121228936927351,2.21139012095231e-05,2.63218888598277e-05,4.77261154338256e-05,2.62029442965296e-05,0.00050292972718423,0.000449196581985824,0.000227974766033164,3.97991704823875e-05,0.000165438598582538,8.16037976818309e-05,3.70362802776804e-05,0.0012596648255563,0.00165991452858381,0.000262216328779634,9.35860465578967e-05
INS,repeats,5+,5+,0.000458141747434191,0.000104681773425113,8.00595913916804e-05,0.000221433305903886,7.69460479197437e-05,0.000700119810882285,0.000320198330691212,8.42198641100885e-05,0.000107337407412387,0.000185946793653544,0.000129593849931477,3.02128100115775e-05,0.00470476982104889,0.00423218085299074,0.000700748116951454,9.09304845974034e-05
DEL,MH,2,1,0.0304658031156603,0.000241737809566717,0.00663385520424521,0.00386204459875529,0.000625976094877599,0.00130709690765604,0.00229757222219677,0.00103330375723319,0.0049487784924042,0.000403635729769393,0.200531953870562,0.00968371736898056,0.0025239474851878,0.0060747661390385,0.0217653290297671,0.000831119221027856
DEL,MH,3,1,0.0129660677429863,6.82462611313395e-06,0.000567822794101564,0.00964210799970111,0.00097918933512152,0.000138544671111205,0.00137810385030939,7.58647529713629e-05,0.0037498362363188,0.000291970292699875,0.00711250068271108,0.000779031809464146,0.00534122782184798,0.0150208545260958,0.00853485694112948,4.06604210213939e-05
DEL,MH,3,2,0.00881457926744199,0.0024333842779885,0.000561031795514953,0.00354776671289629,0.00431660202608463,0.00981082790775562,0.00369369237879905,0.00145591880267814,0.00198957802700991,0.00120210726385166,0.0551539871945799,0.00126995206398414,0.0233080155560776,0.00596400754052555,0.00930886190263361,0.00216316196472529
DEL,MH,4,1,0.00891140260524281,0.000132922682506462,0.000165244924539523,0.0056934327615593,0.00256995783899734,0.000917511280471422,9.5100627188449e-05,7.00946834202087e-05,0.00264600585008516,7.94115258927197e-05,0.0111304223023234,0.00164917590106484,0.000617585113709145,0.00373480768931358,0.0082273912640498,0.000171301205163669
DEL,MH,4,2,0.00641205654127446,0.000457960427143704,0.000327560080151329,0.00169212468383483,0.00838656577788655,0.00343663287158988,0.00134561706654356,0.000123529573217301,0.00277369158117762,0.000352159286389705,0.0313976579001604,0.000423462669305934,0.00102495838929947,0.00512210345454296,0.00833274879249563,0.000343896192763453
DEL,MH,4,3,0.00311090044244379,0.000563997481299629,0.000218790377908836,0.00125078231010923,0.00480420208634356,0.00321169877166803,0.00334190620685973,0.000136849041543598,0.00182010792312481,0.000634168812402627,0.0373424297098599,0.000738962875734864,0.00112614918816469,0.000554178373909621,0.0029476558118134,0.000450469683179347
DEL,MH,5+,1,0.00874534558956432,0.000528569588769799,0.00163439407052461,0.299746703675348,0.0671431836161502,0.00105734229163937,0.00721265280571384,3.84747710462304e-05,0.000382374779983233,0.000157899371666599,0.000632753689143984,0.00854376189060772,0.00210031140263698,0.00642715884077908,0.0076413084720966,0.000189561180000666
DEL,MH,5+,2,0.00802432570210984,7.49602052193546e-05,0.00250228260679965,0.116766460715426,0.272163103522957,0.000612707157026513,0.00478869176258643,1.49337583179143e-05,0.00013408800854302,0.000272934992953507,0.000472260044043816,0.00920053985780419,0.00131307108051294,0.00140802928158289,0.0104840833595045,5.97234966035372e-05
DEL,MH,5+,3,0.00737029947200735,3.1037352446279e-05,0.0012295579502364,0.0421215276108023,0.211776160530423,0.000255601616274587,0.00172831687284267,1.69073524716709e-05,0.000715487591805216,0.000727185896802588,0.00157353528349516,0.00337208318917173,0.000790452728437225,0.00337239507260662,0.00473399579052097,3.60053771141763e-05
DEL,MH,5+,4,0.00242549511058026,0.000370224944361156,0.000631229817188755,0.014703019257758,0.119744335570558,0.0029679958009183,0.000267310545897951,8.00394432762749e-05,0.00048123371919559,0.000378808706034621,0.00395820381441677,0.000380645393386139,0.000583252521237017,0.00103405522453011,0.00336574969731438,0.000146680745935483
DEL,MH,5+,5+,0.000848592597925881,0.00190667975023118,0.000136329025852752,0.0109127189687325,0.0970409610082141,0.00970561113811451,0.000553935870614404,0.000633483036600664,0.000366431123929029,0.00056630328799541,0.000470014767922211,0.0118663938744343,0.0338553493592253,0.00913692922903229,0.00528309971605053,0.0017224342427588
