Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID5 0.995),hdp.2 (ID13 0.998),hdp.3 (ID6 0.994),hdp.4 (ID2 1),hdp.5 (ID4 0.994),hdp.6 (ID1 1),hdp.7 (ID14 0.977),hdp.8 (False Positive) (ID3 0.946),hdp.9 (ID9 1),hdp.10 (ID8 0.987),hdp.11 (ID11 0.977),hdp.12 (False Positive) (ID5 0.912),hdp.13 (ID3 0.968)
DEL,T,1,4,0.0483698028289731,0.0156518155673559,0.016957013199466,0.0450473116839424,0.00396185451206135,0.00442071901210095,0.0112451210139549,0.0154537488577517,0.0959579306763589,0.00161502176714736,0.00654173100656765,0.0450816075975527,0.0138032543414474
DEL,T,1,5+,0.0253866089897437,0.00773820917965568,0.00278282874703737,0.808514231241282,0.00215848412005245,0.000997514313648467,0.0474903705225255,0.0131943342877061,0.00416703887187273,0.00928443960891535,0.00848637660361947,0.0311202957919584,0.00857919420313754
INS,C,1,0,0.000502906497984955,0.0026880779573861,0.00231042346080567,3.45965912054214e-06,0.000451911585846775,6.97920685703292e-06,0.531645210491692,0.00231611869207894,0.000195598151944788,0.00266298900229843,0.000718885136148251,0.000683331667345768,0.00258207341162458
INS,C,1,1,0.00120452261551457,0.00232330689475933,0.00176445076290678,0.000196998784604503,0.000497059178134392,5.816693320781e-05,0.0150525415620952,0.00148027602781784,0.0002123976567707,0.00215767514681605,0.121434918578356,0.00125288878980974,0.00124312168483444
INS,C,1,2,0.00282325576027074,0.00226525528160487,0.000139429508396652,1.01140637437289e-05,0.000274096551175748,8.6134185118981e-06,0.000682408750515172,0.00119934893774942,0.000379039970147213,0.00102813409747856,0.0663858871475643,0.00365151828323512,0.002124459343698
INS,C,1,3,0.00057486699531029,0.000452979231887377,0.00010027838943757,0.000370118142962528,0.000841200653584816,0.000835855713046369,0.000890786080935597,0.00671490168014171,0.000228277058140423,0.000226508853617101,0.026505388331492,0.000202183918437875,0.00575790172767851
INS,C,1,4,0.000145793459463663,0.000336623649460425,0.000438449594923123,0.00261308087193307,0.000114627768267058,0.00145598631956271,0.000791788370777877,0.00586309947046409,0.000361820020695625,0.000228523388965396,0.00789162879124734,0.00027000829623078,0.00812630998141877
INS,C,1,5+,0.000192323448901972,0.0009843538624453,0.000301428485369717,0.00809381220238681,0.000781256655962051,0.0214273878448048,0.00203399016900203,0.00765770261674676,0.000800788583502557,0.000831263444723646,0.00129410572904998,0.000347785625583406,0.0101428744122956
INS,T,1,0,0.00512250300379004,0.0361725415462127,0.00682568727008159,0.00115712013713642,0.00388420968929937,0.00235272959587905,0.0392338864454191,0.0213726503563019,0.0137225570004091,0.00447842358490721,0.00427736093588294,0.00469828123402657,0.0179509589514247
INS,T,1,1,0.0138043687887244,0.0051655841462743,0.0012690388271093,1.17982379783623e-05,0.00124746444151105,1.88438585139889e-05,0.00374574313257683,0.0475241509155363,0.0106574791188309,0.00346365901445415,0.208389649376851,0.0145447425785533,0.0412765168305614
INS,T,1,2,0.0288859311105429,0.00982597075623539,0.00063768312062507,0.000528725871519725,0.000312676927573064,0.000126307599958602,0.00176677822425171,0.0346049853515354,0.00246512168094005,0.00198419094500482,0.132286405907947,0.0251612737594289,0.0458370843319827
INS,T,1,3,0.0211363751974153,0.0125062644979803,0.000848673692219814,0.00113796519162445,0.000684361984165361,0.00333772259358008,0.000507565103445898,0.0227199201490494,0.00180059371655866,0.00081802029076428,0.0848309207131224,0.0214432998945109,0.0260822245611836
INS,T,1,4,0.0108654033295423,0.0116585420614463,0.000955408308054026,0.00365636706381295,0.00126153474189518,0.0145770441922118,0.00475549475953472,0.00972705350955929,0.00401228478262221,0.000682544647018859,0.0429560808762538,0.0111241688483004,0.00572296917930899
INS,T,1,5+,0.000953173392345034,0.0263565000326219,0.0146545995189299,0.0191000790834787,0.00398649367339916,0.902662354257916,0.139237970982231,0.0162872009730527,0.00457798388636832,0.0115391209514051,0.0114310498042408,0.00084784186029026,0.029164376449467
DEL,repeats,2,0,0.0282169917874937,0.0241776573094377,0.00111506914741428,0.000155353236579027,0.0853852790321286,0.000616506919803378,0.000716977213515341,0.00727145605833854,0.0146213274618952,0.00921613496667251,0.0123295043710488,0.02552364926603,0.0100931270824747
DEL,repeats,2,1,0.0267234676753342,0.00681160604422409,0.0014106191098376,0.00306611472271354,0.199813997728615,0.000835464923302814,0.00622376748305702,0.0117712359812439,0.00385634857369949,0.00998206353620734,0.00646200235932905,0.0239129157908516,0.00950387045283542
DEL,repeats,2,2,0.00494524807592379,0.00307338692561976,0.00219571029191539,0.0017308835782827,0.0470716413224843,0.000659001006873785,0.00218929808599424,0.0120312044219382,0.000500749549179774,0.000689372509444724,0.00175283790902804,0.00417252028167214,0.0122669111381562
DEL,repeats,2,3,0.000301540414132434,0.000112502298624525,0.000620418374946503,0.000939520091395424,0.0118270394771321,0.000228960387316872,0.000248483570223581,0.00642997530690721,0.000153096684349308,0.000106971083623507,0.000421365000784126,0.000491907122982049,0.00653539118424633
DEL,repeats,2,4,0.000802450123759902,0.000309310952684529,0.000181863388177727,0.000846389990846558,0.00313649908207426,5.93817048446663e-05,0.00042232655125864,0.00268364680108202,0.000225279105157344,0.00021532855411955,0.000334887314558062,0.000755766447540271,0.00293216308099843
DEL,repeats,2,5+,0.0214091435912506,0.00258500018917003,0.00016678845084772,2.84641227740922e-06,0.00194173372434139,6.14834889786233e-06,3.82754758087394e-05,0.000985424875611957,0.000197377424853445,0.000742858051256477,0.011919095310221,0.0222919269556705,0.000107605448548944
DEL,repeats,3,0,0.0175940269813604,0.00671371128243245,0.00106321635935322,1.60222010688385e-05,0.00506974544632155,5.03305101391087e-05,0.00152519697542323,0.00162518990299175,0.00217634325050493,0.0116686496273327,0.00642454519294861,0.0157470177447598,0.00122382599644935
DEL,repeats,3,1,0.00612453301190606,0.0013143191927912,0.00426910358844675,0.00450272436319177,0.0939723252681683,0.00437473990564594,0.00423659256476936,0.000704452680846175,0.00427452645443678,0.00205314603685274,0.000849096595013095,0.00578575791097436,0.000293823604142926
DEL,repeats,3,2,0.00125023562166049,0.000822176232584443,0.00053343497166792,0.00202456681508386,0.014823222811339,0.000680421098066692,0.00147307137200456,0.000192070836265671,0.000928524535503136,0.000228003029281334,0.000397923338700994,0.000481068167738706,6.99345681643755e-05
DEL,repeats,3,3,0.000665635868866946,0.000206039064377657,0.000146912329437984,0.000509147064219114,0.00367107368267781,0.000265198400457469,0.000356237108180686,0.000106552330067696,0.000294969325213187,0.00024963512471875,0.000461724253929172,0.000219113485829705,0.000102458773789165
DEL,repeats,3,4,0.00599440431904865,0.00131316417825093,3.41079239745226e-05,2.97830544036244e-06,0.000730671344374604,5.52262690378352e-06,4.78272879535229e-05,0.000158174656198277,3.33430868361956e-05,3.16192845165106e-05,0.0028321442239036,0.00448078059322573,7.41375893967709e-05
DEL,repeats,3,5+,0.00894406921470274,0.00116173109541598,0.000174845071937605,3.38863972510579e-06,0.00063355077325982,4.77198971308458e-06,5.98239091591735e-05,0.00028994051209122,8.0298830103689e-05,5.08540085523567e-05,0.00365154504737184,0.00721191612775051,0.00015333501427166
DEL,repeats,4,0,0.0108445702555864,0.00493066001238525,0.00231910852956778,9.91453306131251e-06,0.00652647333471541,5.01872587668379e-05,0.00050071963807547,0.00143976449213738,0.00132550956974622,0.00723660124084004,0.00550656340667012,0.00979206496268139,0.00012785057974686
DEL,repeats,4,1,0.00273470948722381,0.000817624116455127,0.00249821611615178,0.00192784178037553,0.0585722562849708,0.000892701295596353,0.000267268800774989,0.0014337956371865,0.00363960022906311,0.00132595824579629,0.0018010710409918,0.00310074762211069,0.00136513666485367
DEL,repeats,4,2,0.000162155960248201,0.000180793746568806,0.00056379563001924,0.000476764474484121,0.0135228172510661,3.08139431809361e-05,0.000658290424849594,4.85326543612984e-05,0.00050108468620024,0.000105462040539729,0.000247442266077128,7.75332804337849e-05,3.54477947740456e-05
DEL,repeats,4,3,0.00347623092532083,0.000578477870591123,0.000178877285884238,2.38873172904164e-06,0.00389548851953848,4.77657375699724e-06,4.15276404199395e-05,0.000122023241262794,0.000105647375651674,6.79738421579813e-05,0.00205557730120914,0.00372335355195508,7.11503181076303e-05
DEL,repeats,4,4,0.00461596067643243,0.00116143020927524,5.04085294354526e-05,3.01663336805825e-06,0.000382625037854271,7.76651639903318e-06,2.4106954460644e-05,0.000170044709053991,3.46531679161997e-05,8.90223913782704e-05,0.000945810323703482,0.00450833159399846,0.000158209592615567
DEL,repeats,4,5+,0.00157106902012625,0.000518630646596746,0.000115716343124825,0.0001567803882397,0.000717327148941488,3.97253245471575e-05,0.000100839845357071,0.000202272015318999,5.27993142243485e-05,3.38679817226337e-05,0.000340061577781786,0.000713880225491227,9.27906670975671e-05
DEL,repeats,5+,0,0.0205096805073422,0.0125873290478994,0.0147101371181872,6.23730658649712e-06,0.00578339366351122,1.08000074582394e-05,0.00500234087624777,0.00182331228615346,0.0023359598732524,0.209372944614093,0.0341266731176981,0.0181259164136379,0.00138785382093621
DEL,repeats,5+,1,0.000137354681729227,0.00296824177843665,0.00783972467153197,0.00300433348514387,0.0145534022115414,9.26125851785552e-05,0.000460022095615732,6.27932561771879e-05,0.000662169818437386,0.000479901718625752,0.000249174519417244,0.000255487385559692,0.000193501076682623
DEL,repeats,5+,2,0.000345875712428143,0.000383600711434603,0.000402854474904392,0.000408357014591042,0.00300847871137735,0.00011360865230954,4.87256131433299e-05,4.92543295190872e-05,0.000146131927723985,0.000233188041847519,0.000880952059033934,0.000233448707106022,6.77520075519608e-05
DEL,repeats,5+,3,0.000145950766805676,0.000121082406637991,0.000159192431157354,0.000114517084203126,0.00100489698087498,1.83510737933774e-05,0.00012565181452364,5.99516602433944e-05,0.000140276169966385,2.56871841182091e-05,0.000249759436129491,0.000179466147340471,5.54381974124221e-05
DEL,repeats,5+,4,4.07578248725119e-05,3.46213181946063e-05,8.07887047952271e-05,5.69316274241576e-05,0.000164616060228114,8.45985304082381e-06,3.48072583037883e-05,6.33495474446501e-05,5.59800692185909e-05,9.92028569114458e-06,0.000107872139816331,2.389557240138e-05,2.10614204455296e-05
DEL,repeats,5+,5+,0.000641093386297734,0.000215628596863295,1.99463826401706e-06,1.93657491143022e-05,0.000196403321417037,1.62435596045295e-05,3.04179731991616e-05,0.000102117034827118,7.93909134482443e-05,2.59659482346707e-05,0.00017264041729938,0.0005760456404584,3.38210055642617e-05
INS,repeats,2,0,0.00596673091293034,0.00998454745841186,0.00213989945453982,0.000225397524443115,0.00105856420458785,0.000608390870056004,0.0260816892807335,0.00223029948789856,0.00147626029495226,0.00193723963408292,0.00347602504010448,0.00588845475710525,0.00245053505704985
INS,repeats,2,1,0.0189137594643931,0.0038628053928813,0.000264478884964266,0.000231714868760976,0.000671356637709386,4.56948957324259e-05,7.88138213993978e-05,0.00191322098289465,0.00174045794828629,0.00151195338115431,0.00279549694220166,0.0202553917820484,0.00308302028110003
INS,repeats,2,2,0.00733839511654885,0.000997126964420097,0.000483576821870875,0.000922345797911729,0.000189093864910142,0.000263924036249748,0.00112013191325481,0.00148146378484837,0.000622148364793356,0.000582981255183456,0.00175184804997654,0.00706801745762559,0.000880405583907069
INS,repeats,2,3,0.00105493348212105,0.000722398505912015,0.000365139807767538,0.000428779036300961,0.000288925227842052,0.000412013866870357,0.00108789454726616,0.000803412386857968,0.000408818417765723,0.000352852184907242,0.000287104118526803,0.00134174912332456,0.000935172224207979
INS,repeats,2,4,0.000108932797128761,0.000176416338521212,0.000118768803247059,0.00204585685162689,0.00027338658189031,0.00227771744730318,0.0036076171062403,0.000315800538578653,0.000187451275647275,0.000142336957865261,0.000216981603447031,0.00013295891206727,0.000546323288786075
INS,repeats,2,5+,0.00100041887646798,0.00170017169727911,0.000280810717638722,0.014554888503692,0.000276807342992874,0.0152848114042395,0.000527009863883493,0.00113993853387437,0.000595690820377647,0.0019534042359828,0.000633329818583807,0.000496379584690389,0.00029660246115608
INS,repeats,3,0,0.0037947047136564,0.00090153252570446,0.00107940376616511,1.89069412739436e-05,0.000331394299643699,4.71056352465486e-05,0.00812750049953703,0.000579422459759262,0.000608273692146058,0.000505395626289881,0.00147574486499931,0.0040084292162187,0.00016959132779861
INS,repeats,3,1,0.00584853728034437,0.00386092242800052,0.00017281530305837,0.00102184960737801,0.000507950752399632,0.000383509135810426,0.00315538428600454,0.000772598361110297,0.000857664382575849,0.000561981025076687,0.0037984941229256,0.00619756923987479,0.000363491865176874
INS,repeats,3,2,0.00119201414460935,0.000516194439457176,0.000806513050557097,0.000172810480352476,0.00115106997534728,4.54828837014651e-05,0.000380002926493302,0.000387411763090073,7.40165343200417e-05,8.82827372559258e-05,0.000264157385969418,0.00195021613210996,8.30009854116433e-05
INS,repeats,3,3,2.5222456241138e-05,0.000113404957046756,0.000291709015159536,2.3687786608e-05,3.77413217872534e-05,0.000113573125969217,0.000354224404907321,2.50180721366792e-05,4.65657656436782e-05,7.05273214647689e-05,2.36891268460056e-05,2.26222736943793e-05,3.07989985624567e-05
INS,repeats,3,4,2.57400481406644e-05,9.60894449471831e-06,0.000118569729760826,0.000104651024697429,0.000199582047535929,7.79482287019389e-05,0.000900394749105052,4.64127335852937e-05,6.18541071773066e-05,0.000120693711863187,3.72321984141873e-05,4.41569380765288e-05,4.1856533760632e-05
INS,repeats,3,5+,6.36358942746184e-05,7.08538331428724e-05,3.28549320317643e-05,0.00207480345537316,6.82054583987689e-05,0.00105614652731341,0.00197310873778397,0.000116234805101362,9.94808544750968e-05,5.68418617739505e-05,0.000358306479844569,7.53368401642086e-05,3.89097874696e-05
INS,repeats,4,0,0.00255867749708095,0.00130855382609437,0.00164652899782664,1.35128490967542e-05,0.000530540684209018,1.36409686731138e-05,0.00527351000031521,0.000323205226395549,0.000149769687746135,0.000552859863186065,0.00135457711837767,0.00184999691304645,7.32749858656043e-05
INS,repeats,4,1,0.00372391387253539,0.004575692014344,0.000670186746504659,0.00115812004513249,0.00155036315574377,0.000580493524814501,0.00213036113081994,0.000395192323384984,0.00143508109523753,0.000554621652402102,0.00236502073878445,0.00357248887682061,0.000161920524585217
INS,repeats,4,2,0.000318610797956031,0.00016324529036027,0.000411754230759498,5.02321311213287e-06,0.000123808961981016,1.96724244512031e-05,0.000109641157976193,0.000174705527781378,8.70929715185936e-05,0.000159798742120412,0.000164924016057044,0.000195133026847859,0.000106100234333486
INS,repeats,4,3,1.53526891374234e-05,7.59980155491357e-06,0.000413682511194771,0.000237583550866399,0.000125729106184814,4.49912449918318e-05,0.000812290653274359,2.85136861822188e-05,2.34839650341188e-05,1.72908089303876e-05,7.25746659118842e-05,2.20758163326248e-05,1.60363206800762e-05
INS,repeats,4,4,3.2415461315439e-05,0.00011129875406155,2.61332743201452e-05,0.000162622015337337,0.00025057075076283,0.00037848158564921,0.00143862799225867,2.88219016141911e-05,0.00012242860027647,9.89872793280488e-05,9.16744462464129e-05,5.18391736087664e-05,5.52645188491e-05
INS,repeats,4,5+,0.000693623889669278,0.000764454623584353,0.000103760223745795,0.00214963309773926,0.000145979366485371,0.000854760310142201,0.000250678212775894,0.000219524562059888,0.000109839635107687,0.000890577014996889,0.000454052846280086,0.000741494891199305,8.29373032717585e-05
INS,repeats,5+,0,0.00459329065867621,0.0026524180967057,0.00895643715105809,5.01194019222234e-06,0.000303705497511622,8.86324890513836e-06,0.00283289691406876,0.000422255141802065,0.000156149477935736,0.000378639724107377,0.00358731669300779,0.00464774719159248,9.5893724095589e-05
INS,repeats,5+,1,0.00432444226231534,0.0139769085998947,0.00541475588810873,9.73348996754938e-05,0.00218231649811135,0.00155499249998845,0.0252929029080583,0.000838218178322158,0.00199103685178864,0.00957255904912534,0.00200241737078453,0.00438545826877289,0.000829569868422684
INS,repeats,5+,2,0.00030435418578231,0.000263042429041779,0.00129802939146713,2.20419403010624e-05,0.000112836709387885,0.000164577490563488,0.000569993018535019,7.47535184276256e-05,6.87762100000256e-05,5.30915551938213e-05,0.000305888943708583,0.000173248205321284,4.49016979042132e-05
INS,repeats,5+,3,0.000103538677626834,5.06459316903436e-05,6.16971671253496e-05,9.7382245939118e-05,5.14243661975104e-05,0.000210348023020473,0.000142344743367142,0.000185696039038537,0.000177372791431802,6.89402244283813e-05,0.000216509170717909,0.000187530372484809,6.22232399528731e-05
INS,repeats,5+,4,0.000138176739452004,4.89667929049029e-05,3.4170378401576e-05,1.83590773662917e-05,7.69671248076951e-06,0.000160558430063058,6.12339385710225e-05,3.31895398087256e-05,0.000106439517700048,5.00809027360367e-05,0.000248612099501622,8.15706984172329e-05,4.85778941611982e-05
INS,repeats,5+,5+,0.000573763306701006,0.000353948867564538,2.7206709785125e-05,6.44348829166074e-05,5.96696913079364e-05,0.000171215186149027,2.18554558836593e-05,0.000156039700523152,6.43584947302446e-05,0.000329774232919113,0.000531846769008944,0.000344750930331721,6.73930718544284e-05
DEL,MH,2,1,0.0292329993141121,0.01118707289091,0.000814218365494807,0.00021277298143531,0.199579869221076,0.000931268003044584,0.00240672689554234,0.00679584957700702,0.00471450042830511,0.00312194996049559,0.0132550900745866,0.0317672323379291,0.0100255313856298
DEL,MH,3,1,0.0133643725414686,0.00382313695232583,0.00112559662177446,1.42016245032877e-05,0.00625184430657558,2.41178010355103e-05,0.00153593139288118,0.0017171132762151,0.00246624896000889,0.00999146717906931,0.00307162262397552,0.013452257593358,0.000555082477662954
DEL,MH,3,2,0.00916628867023275,0.00194024971957897,0.00393137737075395,0.00264325284207361,0.0418555292537035,0.00162171784318121,0.00360091946653402,0.00102298957106478,0.0012342487123731,0.00365113345805686,0.0053012576406714,0.00782731200366651,0.000663371061894299
DEL,MH,4,1,0.00893730499899619,0.00188149927409763,0.00248804385134546,6.77265755304826e-05,0.0115766784900218,0.000106312000411555,5.197777775453e-05,0.00105593103503801,0.00262311745918854,0.00580305491350914,0.00229368339668694,0.00921277241052014,0.000185951848463555
DEL,MH,4,2,0.00681703037802931,0.00133371178986236,0.00927287421592907,0.000516681883887313,0.0292184793645491,0.000163307710399679,0.000826061182449755,0.000535956566401606,0.00226084652686538,0.00214042150643452,0.00303016102779585,0.0051517082090008,0.000602595143302443
DEL,MH,4,3,0.00306498640064074,0.000925166646759651,0.00473852667578665,0.000647750996395072,0.0486619886575307,0.000113248804862396,0.00191980052905213,0.000347261064988509,0.00287361105508568,0.000725622995149382,0.00252315072226078,0.00341807488154038,0.000132418325962232
DEL,MH,5+,1,0.00845511486306826,0.00946821713489112,0.0676512872522946,0.000541810349659879,0.00224645576878443,4.51940889349672e-05,0.00769417799310696,0.00204643018910317,0.000936183939770881,0.34778443539586,0.0241959121835744,0.00525586404323346,0.00125661071991912
DEL,MH,5+,2,0.00695751852052282,0.00952061985340323,0.225912811754008,4.89526547114833e-05,0.000683377708565095,1.9588765649797e-05,0.00504681365874568,0.00174058275374236,0.000686799342741462,0.119077266540618,0.0166886636594599,0.0105033720637022,0.00207474674958977
DEL,MH,5+,3,0.00722382209004436,0.00301543237251071,0.238642163780778,6.68698336172822e-05,0.00121022332535672,3.86973526997423e-05,0.00108937280390762,0.00104709803180466,0.000597914911513468,0.0424658624812532,0.00549227794081331,0.00662843230067871,0.00118016899491561
DEL,MH,5+,4,0.00258373757154969,0.000980549108665573,0.134137377872661,0.00040143995093394,0.00425704037814771,7.86209371461225e-05,0.000282210564058614,0.00182884512902984,0.000578245415112291,0.0138286775432917,0.00181294934960974,0.00204236051520658,0.0011476679464326
DEL,MH,5+,5+,0.000855371358271285,0.0115464085909943,0.110944961517007,0.00226108169314274,0.000351596152947521,0.000561309301039997,0.00110608847516099,0.000942522790971324,0.000384846980701835,0.0123840326872707,0.000949544791943213,0.00173480582335312,0.000259915759297003
