Signature,NumberOfPostSamples
low confidence hdp.1,3575
low confidence hdp.2,3400
low confidence hdp.3,3400
low confidence hdp.4,3395
low confidence hdp.5,3276
low confidence hdp.6,1400
low confidence hdp.7,627
low confidence hdp.8,400
low confidence hdp.9,400
low confidence hdp.10,322
low confidence hdp.11,200
low confidence hdp.12,194
low confidence hdp.13,56
