"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.907665976356587
"SBS96B","SBS2",0.999833504682009
"SBS96C","SBS7b",0.988838784701324
"SBS96D","SBS4",0.981366401094016
"SBS96F","SBS3",0.926863047705741
"SBS96G","SBS40",0.923020164527891
"SBS96H","SBS44",0.99863356673688
"SBS96I","SBS17b",0.999314138694724
"SBS96J","SBS1",0.999733974710871
"SBS96K","SBS12",0.994489787590917
"SBS96L","SBS18",0.989474376245123
"SBS96M","SBS7c",0.999262782397385
"SBS96N","SBS16",0.945182341384649
"SBS96O","SBS17a",0.999881375903089
"SBS96Q","SBS7d",0.994854590189891
"SBS96R","SBS13",0.999911422992755
"SBS96S","SBS22",0.992183252554589
"SBS96T","SBS41",0.972376932368941
"SBS96U","SBS28",0.983967782323879
