"ex.sig","gt.sig","sim"
"signeR.9","SBS1",0.998853811556171
"signeR.12","SBS2",0.991113409618158
"signeR.5","SBS3",0.989811554952084
"signeR.3","SBS4",0.99648579358738
"signeR.1","SBS5",0.930142634142242
"signeR.7","SBS7a",0.972540589296767
"signeR.18","SBS7c",0.998973787164843
"signeR.24","SBS7d",0.905446346901023
"signeR.16","SBS12",0.949855366512121
"signeR.25","SBS13",0.999089351784624
"signeR.20","SBS17a",0.998465549689429
"signeR.10","SBS17b",0.999180720118307
"signeR.14","SBS18",0.993054393310702
"signeR.31","SBS22",0.977986196499827
"signeR.30","SBS28",0.978421789615489
"signeR.2","SBS40",0.978750540955371
"signeR.29","SBS41",0.96453688670896
"signeR.11","SBS44",0.994105935749337
