Signature,NumberOfPostSamples
low confidence hdp.1,3400
low confidence hdp.2,3400
low confidence hdp.3,3400
low confidence hdp.4,800
low confidence hdp.5,600
low confidence hdp.6,383
low confidence hdp.7,357
low confidence hdp.8,350
low confidence hdp.9,152
low confidence hdp.10,2
