Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15
DEL,C,1,0,0.00234495993919107,0.019741878658192,0.0115493414461296,0.01598676675907,0.0138500654697605,0.201624163037086,0.0168456040907636,0.0515057823835885,0.0136954162268247,0.00223044065008325,0.0138842596888035,0.0245149797897601,0.0320382534281869,0.0219986843866972,0.0170614725588548
DEL,C,1,1,0.00039030260620029,0.0311407255019172,0.000660804621648721,0.0305995022358916,0.00716563525997086,0.119121212857952,0.0241187685495544,0.00138663147132027,0.00647824083022347,0.00256650562895692,0.0178004821408424,0.0101913955776319,0.0925856475257468,0.00468323408020584,0.00560172811481712
DEL,C,1,2,9.20831296875227e-06,0.0249591471392126,5.42570469427031e-05,0.0150142247222841,0.00700966137148599,0.119668488337714,0.020150214752642,5.94736177475793e-05,0.00294324923058624,0.000210369313848928,0.0305736260489247,0.00165554822871669,0.0060512912701629,0.021989952439997,0.0163658331197598
DEL,C,1,3,0.00258712900838909,0.0141104001327071,0.00582653759172807,0.0127955322636126,0.00126561779520763,0.060420771653507,0.0132103661757957,0.0118670235083732,0.0113049554706433,0.023710199440628,0.00799052916848647,0.00389740370050928,0.0229475627077117,0.0293888219439642,0.0287408926152382
DEL,C,1,4,0.0021710471285238,0.00298904061403003,0.014051539414239,0.0054726128568827,0.00121283077938123,0.0501328884910869,0.00257183227706562,0.0147486424943072,0.0192423318812352,0.0020500489634578,0.00394596427683561,0.00142626606661996,0.00291348424045233,0.00196177735864434,0.00212353091934244
DEL,C,1,5+,0.00774005291393273,0.00146745019054732,0.0314419188669918,0.00207563586329698,0.00107129535255566,0.0267694012808323,0.00298340419493423,0.213606423150717,0.00691119404094619,0.0083227359791482,0.00117835816721824,0.000771043156536697,0.00406880471984447,0.00354225971138006,0.000988540255555962
DEL,T,1,0,0.00568209836714396,0.079673143796634,0.0295490570149143,0.0685612189150361,0.0114763823729716,0.0428698694283093,0.101121088370509,0.0788212817786685,0.24021231359372,0.00939351578663923,0.032594777012285,0.0242733819000993,0.0519344063117227,0.00261085206335901,0.00109837806172885
DEL,T,1,1,8.1009138239953e-06,0.068395404489352,7.91149010486111e-05,0.00927565205074766,0.00229017103455159,0.0110805872400276,0.0964652511762592,0.000199603237645985,0.00163249527944216,0.000170925067502254,0.0154250155255558,0.00529052211740898,0.00558753586646324,0.15575755458922,0.19357082707868
DEL,T,1,2,0.00551074502719079,0.0873400232833689,0.0173632907655861,0.019943870014771,0.0124984714481923,0.0104411627593445,0.0775929819419619,0.0142394505615369,0.0221415721316106,0.00830801012717877,0.13950338264765,0.00698812724557312,0.170952174691275,0.115648812746314,0.036832277669974
DEL,T,1,3,0.0116409798096853,0.154014224283126,0.0706970118389514,0.281764351186743,0.0117286511750829,0.0147537308240945,0.0621365098163639,0.0769718966788465,0.342050580591445,0.00903483610652681,0.257876168619336,0.00219626107612993,0.073761517367388,0.00718057083646228,0.0455094643576319
DEL,T,1,4,0.035768549860731,0.051158381793591,0.498734679455183,0.0451824123348374,0.0146088740094445,0.0166798753805807,0.0434471837808867,0.0037419496755429,0.0863019075514058,0.0320355650361993,0.0356730558787465,0.000804452843013648,0.0815674855158766,0.0759766682384171,0.0633764141617545
DEL,T,1,5+,0.344812483880449,0.0329288875273704,0.0169176021890846,0.0389015195969325,0.0178959919446475,0.00690276022635772,0.017264511519642,0.0115199582869969,0.0148667092879763,0.0185698252567295,0.029115306791772,0.00599199451504661,0.0255879078006216,0.0303144082941851,0.0387727455790283
INS,C,1,0,4.93215121098588e-06,0.000414429235690715,4.02346677034729e-05,0.000899131947957346,0.00099525278781668,0.00319080479840743,0.000276293662882736,9.04324872600179e-05,0.0011906213294875,0.000100451347362863,0.000976631007727379,0.0011220413921122,0.000658633405421405,0.000937228945821181,0.00172079229670853
INS,C,1,1,6.50941669969296e-05,0.000986386822013042,0.00160460635158009,0.000662673762165881,0.00212041322800264,0.00224101502577622,0.00122748609412576,0.00162289652812573,0.00148887137780817,0.000468071723313864,0.00136262816867623,0.00111155992184492,0.00148967379049724,0.000835356234318879,0.000512576428806795
INS,C,1,2,1.48075720982665e-05,0.00283815814138465,5.36196660681926e-05,0.00287145140729649,0.000590513830583172,0.00124068441307805,0.00299191465792395,0.000263150390855728,0.000672029022138301,0.000315553970773391,0.00184787250584896,0.000825022728413183,0.00305838358964504,0.00105656555072388,0.0019404679090543
INS,C,1,3,0.00065531567422178,0.00101317198988634,0.00191636527182502,0.00219012160822323,0.000507117276039053,0.00550069207550439,0.000298300195912128,0.0030795928093952,0.00102231671597853,0.00585983723726188,0.00308668416477359,0.000209629405345576,0.00118592756117348,0.00182497686034124,0.00157434188847801
INS,C,1,4,0.00224344167984249,0.000247317844638311,0.0159192247217733,0.00070063333400781,0.00140996390923621,0.00649579253979399,0.000478978171996161,0.00649565964796507,0.00164676846221324,0.00892176260033302,0.000554426407895549,0.00100019430025508,0.000373096452600478,0.00131270265392967,0.0014278914802475
