"ex.sig","gt.sig","sim"
"SBS96B","SBS40",0.910498139977098
"SBS96C","SBS3",0.931521470066988
"SBS96D","SBS4",0.986641453724481
"SBS96E","SBS7a",0.937507598225421
"SBS96F","SBS1",0.999561957796171
"SBS96G","SBS2",0.998260500952122
"SBS96H","SBS17b",0.999543979410542
"SBS96I","SBS7b",0.982206004695566
"SBS96J","SBS18",0.987560377842451
"SBS96K","SBS44",0.993000344487372
"SBS96L","SBS13",0.998705706141823
"SBS96M","SBS17a",0.999644282930612
"SBS96N","SBS7c",0.994668180133185
"SBS96O","SBS22",0.958804717955138
"SBS96P","SBS7d",0.967109314092498
"SBS96Q","SBS28",0.934726719632255
