"ex.sig","ref.sig","sim"
"hdp.1","SBS40",0.998853297413688
"hdp.2","SBS13",0.999620417576611
"hdp.3","SBS12",0.998122096883826
"hdp.4","SBS7a",0.999641108956063
"hdp.5","SBS4",0.999807851934606
"hdp.6","SBS41",0.997090673188179
"hdp.7","SBS7d",0.997938567817257
"hdp.8","SBS22",0.994649508872979
"hdp.9","SBS7b",0.999724690508412
"hdp.10","SBS44",0.998231461906502
"hdp.11","SBS16",0.995858625572752
"hdp.12","SBS17b",0.999268869963557
"hdp.13","SBS18",0.998958282261998
"hdp.14","SBS28",0.992420901616842
"hdp.15","SBS5",0.999836168259055
"hdp.16","SBS17a",0.999008772794787
"hdp.17","SBS2",0.999794140891022
"hdp.18","SBS3",0.998335710555943
"hdp.19","SBS7c",0.999225803235288
"hdp.20","SBS1",0.999619875799289
"hdp.21","SBS29",0.982241343962147
