Signature,NumberOfPostSamples
low confidence hdp.1,3551
low confidence hdp.2,2931
low confidence hdp.3,2820
low confidence hdp.4,2200
low confidence hdp.5,1200
low confidence hdp.6,1200
low confidence hdp.7,599
low confidence hdp.8,597
low confidence hdp.9,385
low confidence hdp.10,198
