Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10
DEL,repeats,4,4,0.00512776156346031,0.000654954924853551,0.00600240633675992,0.000201309965887607,6.96599047643117e-06,0.00328747592397135,0.00341097269309463,0.000275367806242516,5.46448438732523e-05,0.000511505367302895
DEL,repeats,4,5+,0.0020051709287029,0.000639136972520721,0.00228834144097967,0.000167296969567847,7.01400055383701e-05,0.000795443547073882,0.00120650779912405,0.000227721929241344,0.00137705006560596,0.000795285742313406
DEL,repeats,5+,0,0.0280120253557383,0.00113574043978149,0.00840901729184383,0.038545364382991,1.78090211660126e-05,0.0180801858469877,0.0158623937378079,0.00157358208225164,9.00032722618272e-05,0.00858348047871297
DEL,repeats,5+,1,0.000368277826363429,0.00147920778880558,0.00314657230453358,0.000871378575259752,0.0014861655338553,0.000176599590931129,0.000222971948902674,0.000261327671384756,0.0258752978947592,0.0123602118893467
DEL,repeats,5+,2,0.000128204594628291,0.000998078405348669,0.000677262055264584,0.000757722323685707,0.00022054742539619,0.000198875221150851,0.000273376637242335,0.000115310268864053,0.00237608638771224,0.00372417948933546
DEL,repeats,5+,3,0.000249683801206215,0.000769577767845072,0.000751751741504886,0.000307626791621999,7.1689009922596e-05,0.000209511332877385,0.000113210253699998,9.92773406716438e-05,0.00132176234121655,0.00156604725468763
DEL,repeats,5+,4,5.42856434558747e-05,0.000549444597879856,0.000469879112836063,0.000129467471811467,2.72026910282481e-05,8.8471808054134e-05,4.62594513580302e-05,3.74101657822891e-05,0.00105818132959263,0.00146795033493091
DEL,repeats,5+,5+,0.000454139619096137,0.000249877797721516,0.0013693306493892,3.89618663144973e-05,3.67141214577055e-05,0.000136778676677341,0.000478269779477224,0.000197467703160751,0.000133076266844273,0.000679671515457272
INS,repeats,2,0,0.00618674377962425,0.00391987198462403,0.0101094843010473,0.00134210837882694,0.000499639969711982,0.00578730620488397,0.00537344631554094,0.001416876060936,0.00145419572754467,0.00382577987051207
INS,repeats,2,1,0.018443617734412,0.00411604898040402,0.0108146228646595,0.00140765993646909,0.000108231019782054,0.0173771990662698,0.0171377333711816,0.00141443036002529,0.00115011324340292,0.00541985481655876
INS,repeats,2,2,0.00786510508182586,0.00877409207389345,0.00461964012433106,0.000359883503600324,0.000693165874183342,0.00839570509794856,0.00562508658407288,0.000659886338314713,0.00630022905832791,0.00191639339667592
INS,repeats,2,3,0.000994844733710522,0.0010152718317974,0.00385390442945836,0.000754031640977768,0.000558465902291883,0.000669702344829737,0.00123643014002506,0.00150999385857327,0.00357634431137532,0.00316712912357409
INS,repeats,2,4,0.000119267569251944,0.00191918757162853,0.00129100223085186,0.000486834600838196,0.00347168116525712,0.000415840432866239,0.000685705798179837,0.000526822092469234,0.00509868537363251,0.00111410073152274
INS,repeats,2,5+,0.00106323459156799,0.0055033292491304,0.00829815104716961,0.00176150414109279,0.0258755475526682,0.00132355086274634,0.00554270435330349,0.00113969662438925,0.0825915027910658,0.0023893606883601
INS,repeats,3,0,0.00368059678499912,0.000789178273996622,0.00496978734885449,0.000575117408795157,2.9884008558838e-05,0.00283261730226465,0.00305329795925107,0.000377090847824866,0.000185149588652902,0.00147846071919056
INS,repeats,3,1,0.0035874164832968,0.00465638106226605,0.00453674178639246,0.000524538279865896,0.000861364198196832,0.00484745808970617,0.00533732353612959,0.000529267793379941,0.00463966868509719,0.00245942991675776
INS,repeats,3,2,0.000628165317959961,0.000946899305952955,0.00231612655093925,0.000890964357357567,0.000126828130897936,0.000546856687826509,0.000769342050220974,0.000211054930442454,0.000824815702228031,0.00174122032568177
INS,repeats,3,3,2.16137284129872e-05,0.000156975983476888,5.50218295909959e-05,7.84689471199401e-05,7.27216795120799e-05,4.9740306861284e-05,5.81378195154761e-05,9.42953573350194e-05,0.00013821931097352,0.00146094341209115
INS,repeats,3,4,4.53184593887191e-05,0.000316244423813606,0.00022877016522635,0.000446824245118034,0.000137979150763329,5.73088607583324e-05,6.0576194210553e-05,0.000101270134006294,0.00105110964391491,0.00174472378710166
INS,repeats,3,5+,5.56327316453353e-05,0.000835887082515666,0.00111551732584403,0.000204916769443093,0.00227387502650745,0.000106733811207239,0.000328240067881565,0.000136144017362665,0.00850016618461343,0.00146795033493091
INS,repeats,4,0,0.00320511486570727,0.00125661022771604,0.00166966575243906,0.00166697233627806,1.16764131653053e-05,0.00257709260194498,0.00222062783480652,0.000183608731333414,6.62166931640586e-05,0.00392738025168867
INS,repeats,4,1,0.0026693457234886,0.00380530645305401,0.00359022008000649,0.00181367697391866,0.00132486979078205,0.00271137709608807,0.00297965904345974,0.000419935904519836,0.00766120711102997,0.00451946523164887
INS,repeats,4,2,0.000499538501660347,0.000263575227459002,0.000338813824408342,0.000278185209110937,1.67854100816996e-05,0.000216248492596349,0.000238264041633228,0.000179441981633692,5.14304412924727e-05,0.0013067911096163
INS,repeats,4,3,2.81682172154372e-05,0.000198297518375331,8.38123218188425e-05,0.000151737386787784,0.00013789762421679,2.68913013463311e-05,3.66452882745841e-05,6.36788051935818e-05,0.000608807848799646,0.000560553827181255
INS,repeats,4,4,3.64518042909263e-05,0.000286671730321794,0.000588788415656471,0.000152324540854956,0.000331043071470972,6.14658316487567e-05,5.48982645634454e-05,0.000119839344624621,0.000754741725967037,0.000465960368844418
INS,repeats,4,5+,0.000329815442685248,0.0015573805677258,0.00264123061714385,0.000356528337502197,0.00240949896592634,0.000532321624092404,0.000705874640300544,0.000219750755902744,0.0088505360659184,0.00141890187505255
INS,repeats,5+,0,0.00360158101508001,0.00217691703409497,0.00905355872419549,0.00429213817060491,1.04625734724031e-05,0.00499538891587575,0.00345242506291094,0.000183608731333414,4.9501799744005e-05,0.00114913534572157
INS,repeats,5+,1,0.00385950819177397,0.00542561496158215,0.00354159613757724,0.00886942351997437,0.00126458543886963,0.0053512829616256,0.00403662480592715,0.00115074756924504,0.000687239271770667,0.00979217466857255
INS,repeats,5+,2,0.000384603730987936,0.000630139079345886,0.000625530567642485,0.000893732369388521,0.000204595397790214,0.000369655052835387,0.000284627994763904,0.000111958752801233,0.00012729034219887,0.000693685361136803
INS,repeats,5+,3,0.000169491842345564,0.000242599247191554,0.000693713765109068,0.000225131645184307,0.000127208588115114,0.000127891359601261,0.00026202077794812,0.000103172345825732,0.000540662514087119,0.000161159225314611
INS,repeats,5+,4,0.000177906117081225,0.000497635072847688,0.000675159892340011,0.000226138195013745,9.40363421792354e-05,0.000186146289596725,0.000100739708830891,9.19402379395241e-05,0.000122147298069623,0.000143641918215197
INS,repeats,5+,5+,0.000658575331192187,0.00126916142902362,0.00110326994184869,0.000359506047414285,0.000140452122674987,0.000666204755528829,0.000681247055880268,0.000249099166831223,0.000863388533197386,0.000956444967628016
DEL,MH,2,1,0.0281880415281956,0.00429755425228109,0.0198914881778013,0.00343803870075051,0.000978916419799755,0.025182270272601,0.0282628179174699,0.012326332589961,0.000713597372933059,0.0138386726085372
DEL,MH,3,1,0.0173681990317572,0.000983693238553233,0.0146329733211761,0.000840552986733212,4.17868843534161e-05,0.0100527883699307,0.00909085303995831,0.000716318622291386,5.01446802601609e-05,0.00458953446004653
DEL,MH,3,2,0.0102290739550813,0.00715727956207655,0.00925582335689462,0.00512937793081622,0.00298405277340177,0.00856966716252162,0.00637986805397182,0.00201725034375685,0.0126911042694338,0.00941029737380532
DEL,MH,4,1,0.0103234907631068,0.00169418293083618,0.00248448238168113,0.00288145858464751,0.000147572107739324,0.00661729561349551,0.00782481406435017,0.000451095945752542,0.00139762224212295,0.0085764735558732
DEL,MH,4,2,0.00480815986406232,0.00452032374763512,0.00314236797868443,0.00624274786090337,0.000298776676052184,0.00645609114924133,0.00614069833030899,0.000768674738083549,0.0030138238597389,0.0161754813755991
DEL,MH,4,3,0.00375727022993207,0.00240925753683878,0.0127523600891756,0.00478446685592879,0.000502384696778768,0.0020007644239436,0.00246112124758954,0.000367217462666829,0.00332240650749374,0.00637279632276689
DEL,MH,5+,1,0.0184994213653052,0.0112760794907124,0.0107087835313266,0.0193095261092106,0.000273122989408162,0.00846772103502956,0.00456697130210637,0.00127402901144769,0.00294503564451022,0.00537430981810028
DEL,MH,5+,2,0.0105505756520002,0.00208281167999893,0.00469513519283963,0.576599511479428,3.41596229995084e-05,0.00520636235575598,0.00549843043562574,0.00314073287692327,0.00107489622301268,0.0083312312564814
DEL,MH,5+,3,0.00891030477629017,0.00188107547633385,0.0066293992786108,0.0424254042775935,6.65800130062017e-05,0.00689913823986628,0.00510602627933944,0.000785069992336804,0.0015718428620012,0.00512906751870848
DEL,MH,5+,4,0.001992061951098,0.00221686309487751,0.00690002990555256,0.0540337757021975,0.000287788709279868,0.00237454777890465,0.00266688523792981,0.00126415562628965,0.00274895708708267,0.00432677485355531
DEL,MH,5+,5+,0.00124127139630938,0.00320623016415882,0.00395362007079354,0.0129083724688994,0.00183253559607546,0.000799313830316691,0.000699500032169129,0.00037065956024486,0.0152806269885098,0.00232629838280221
