Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10
DEL,C,1,0,0.0125962195437686,0.00813082867902504,0.0178446212779834,0.00850626872942838,0.00310424102000942,0.0121884680008422,0.0171472778664166,0.165042238160543,0.0212690589965021,0.0109588273213935
DEL,C,1,1,0.0357861617731879,0.00243166630264362,0.00948185157048022,0.00801058487800637,0.000363544988024203,0.0182516537290265,0.0208240682351988,0.140615845605619,0.000495660877956206,0.0198401020207965
DEL,C,1,2,0.0206641518741807,0.000908787210658274,0.0279475248950929,0.00194540918284636,9.47519640877374e-06,0.0203765825731524,0.0246368502441179,0.085619097482015,6.55738126479027e-05,0.00542686173939853
DEL,C,1,3,0.0131193723003322,0.00427462968368279,0.0178368524150013,0.00382086315254678,0.00301859285361845,0.0086056177935326,0.0106661475947506,0.0897487993420159,0.00664095573189054,0.00582625634126517
DEL,C,1,4,0.00117488206494224,0.00752327029974848,0.00525467612432813,0.00312244338964546,0.00275562444850688,0.00219771883785543,0.00297168207481442,0.0506065338258552,0.0288968363206919,0.00739580705737269
DEL,C,1,5+,0.00154556253367344,0.00490906711964086,0.0132592555491617,0.00151783520321633,0.0093052407347571,0.00131431952049312,0.00188960105298773,0.0240436856531561,0.134167877960706,0.00915454469015387
DEL,T,1,0,0.058243850989769,0.0440744890299922,0.0170419606343487,0.0235726420930667,0.00711223098391037,0.0814707810243051,0.0725380244504191,0.0248959671297798,0.0526236275304581,0.010226603884638
DEL,T,1,1,0.0805173409757868,0.000976471999444767,0.0146091183419016,0.00759710259598847,8.47876083997345e-06,0.0796329125217367,0.0865009939686105,0.0299910867789032,6.23594100671232e-05,0.006698618234816
DEL,T,1,2,0.235526788989914,0.12373318117533,0.0325644230677832,0.0156075197156899,0.00441978055046543,0.158839807199117,0.0949761573980619,0.0082708169909183,0.0483491149785374,0.0116490092211105
DEL,T,1,3,0.0523357031429397,0.545953472639441,0.0202184202117664,0.0111443938928092,0.00996022500964504,0.199456222337509,0.0940512818762192,0.0136646744772088,0.187129017762146,0.0274776479161412
DEL,T,1,4,0.0294868154949804,0.0295018565748436,0.422887180023383,0.021275485684408,0.0354487751044015,0.038819628975727,0.0379716944408575,0.00935390016830046,0.0875706123886933,0.0226849126937414
DEL,T,1,5+,0.0247744597387208,0.00876560998351208,0.0155545432676313,0.0128004619392684,0.387148182379233,0.0165784299424836,0.0183745118504488,0.00677105884356391,0.011594992989388,0.0134357745452507
INS,C,1,0,0.000510516265114757,0.000772959141713321,0.000993591876218797,0.000895451892013811,1.05622170292832e-05,0.000743839770503098,0.000703540767378114,0.00231327073546755,3.85728309693545e-05,0.00358754449396003
INS,C,1,1,0.00115110696368795,0.00185585845087572,0.00228431991190658,0.00238254538585605,0.000160752232763001,0.000893175366145996,0.00115767063737408,0.00100536423733082,0.00197042878201786,0.00639732055270607
INS,C,1,2,0.00203273597210217,0.000811128548429498,0.00256747211800775,0.000703075055862467,9.53860594497012e-06,0.00122607706255708,0.00233136487988723,0.000918858890303973,8.42173476164241e-05,0.00217915300316713
INS,C,1,3,0.000343004843465638,0.00325454369247975,0.000885924575125453,0.000177739924048266,0.000973526609223062,0.000869208278805343,0.000496348586145009,0.00558253878247574,0.00473931516510136,0.00232980184422209
INS,C,1,4,0.000389006899846024,0.00249803292873571,0.0026428757881283,0.000973878899557525,0.00271816752962516,0.000413948294391977,0.000299989755342888,0.00529177211864729,0.0206660370723478,0.00231578799854256
INS,C,1,5+,0.000413244434359378,0.00203512857731445,0.00868915335114018,0.00353374481369958,0.0226370594860259,0.000370887809720133,0.00466579514510541,0.0131010762895637,0.0528942802277597,0.00419364331959976
INS,T,1,0,0.0064196694016377,0.00471638612057211,0.00593422313929334,0.0092506123282978,0.00241581274403047,0.00373843559367049,0.00495812143712092,0.0242830020163445,0.00586949911250345,0.00712954398946159
INS,T,1,1,0.0118926172871988,0.00128515131562093,0.0137906457771386,0.00197401197383289,2.89509825262341e-05,0.012461882010373,0.0109708050959384,0.0290391656355471,5.78592464540318e-05,0.00580523557274587
INS,T,1,2,0.0411531219663499,0.00346459005226171,0.0194739803413035,0.00151959666541785,0.000704950989410698,0.024500813734219,0.0220592791878763,0.0751537621220713,0.00322404578852188,0.00402197371002551
INS,T,1,3,0.0182252487071623,0.00407002790894293,0.00588678737590841,0.000832919983859974,0.00391798465652277,0.0166019096608233,0.0175194086788095,0.0274137709265946,0.00307039734516062,0.00286933490288405
INS,T,1,4,0.0107598970720073,0.0078826129125269,0.00578606635230496,0.00165342585315688,0.0124660340025485,0.009939862105535,0.013222992466084,0.00807842185260938,0.0113301262167317,0.00849239048179602
INS,T,1,5+,0.00137906645461488,0.0048193174335785,0.00508842245651082,0.0351008669875016,0.422748270754009,0.00129496810427908,0.171670217346618,0.0654386228711079,0.00888332297224235,0.0142065360576249
DEL,repeats,2,0,0.0221364287891887,0.00251912353184615,0.0121719803252174,0.00152135812761936,0.00073328599358531,0.0185516150147266,0.0196932197194706,0.0108701441514233,0.000860174130616606,0.00944883544942403
DEL,repeats,2,1,0.0171109655049519,0.0388828766023772,0.016929540617078,0.00429561915543172,0.002500165544182,0.0244502993707091,0.0202368727747001,0.0158928891698929,0.0207496115394481,0.472883208610107
DEL,repeats,2,2,0.00378614214993305,0.0104874170195092,0.00929859780249028,0.00207827376033218,0.00184582442316118,0.00618333652129997,0.00411771818150056,0.0129982662697989,0.00896368303676184,0.0391406709829311
DEL,repeats,2,3,0.00021182459134421,0.00190938731855276,0.00116011973920018,0.000527767627235343,0.000756439532802161,0.000468877647675101,0.000323154314946119,0.00753701613619112,0.00423208243785435,0.00702093668544522
DEL,repeats,2,4,0.000962434193987978,0.00229841724766598,0.00177029537765448,0.000776804830868803,0.000571220277572527,0.000918690566783773,0.000374429851391164,0.00382743134374055,0.00484731909181555,0.00225973261582443
DEL,repeats,2,5+,0.0268482718477046,0.00178410455116302,0.0262303319808809,0.00042354778031228,6.9116394454057e-06,0.0235139201760675,0.0161450013649673,0.000314046113237764,6.75024541963704e-05,0.00495389444771434
DEL,repeats,3,0,0.0167739521880603,0.00104518839381818,0.0074920172647899,0.00114293733132689,2.32169487530469e-05,0.0106606521891698,0.0127197119290202,0.000768855901113972,0.000309225528270992,0.00491885983351551
DEL,repeats,3,1,0.00573395124871758,0.00756659773439927,0.00888767064993028,0.00535518060922016,0.00789822841908522,0.00618907027425229,0.00649621336085121,0.000626008851625666,0.0177795035548078,0.00959598082905911
DEL,repeats,3,2,0.000498040620016842,0.00383808858614958,0.00309447522335938,0.000953789842544991,0.00151825981767584,0.00134975411373839,0.000954937198440541,0.000174822324357913,0.0144956698782834,0.0410430505339275
DEL,repeats,3,3,0.000329141898590518,0.00154993008293135,0.00105254383649486,0.000359883503600324,0.000647130550904768,0.00101292479655498,0.000703262095984391,0.000123643768263498,0.00307168310619293,0.000868858432130945
DEL,repeats,3,4,0.00552390602013109,0.00100690436425902,0.00834942554285159,9.62093878637855e-05,5.67062423699079e-06,0.00495100966802488,0.00445059116130277,0.000148734847977043,5.07875607763168e-05,0.00137686033801396
DEL,repeats,3,5+,0.0107114923732592,0.00119448464681464,0.00724825776392747,0.000303432833999341,5.68874124733261e-06,0.00909155335624082,0.00718139665016781,0.0002568891771394,6.42880516155909e-05,0.00126474957257771
DEL,repeats,4,0,0.0113162042826668,0.00186004218464491,0.00459313459180383,0.00208217414092125,5.18055910724446e-05,0.0099829512589716,0.00811466714774638,0.000598290907970992,7.39312593579295e-05,0.00705597129964405
DEL,repeats,4,1,0.0019438382044947,0.00451929214204819,0.00491650208863596,0.00377510707488357,0.00162958884622635,0.00195076609819946,0.00247571666183578,0.00191009241126182,0.015359701291997,0.0065759970851201
DEL,repeats,4,2,0.00032371333424493,0.00102449897065821,0.00118196395393814,0.000436045774027802,0.000187483881522362,0.000247124752244535,7.77493188487374e-05,8.33349939944455e-05,0.0043683731072794,0.00374169679643488
DEL,repeats,4,3,0.00477006943757078,0.00110393260085134,0.00212409853769891,0.000222279754000899,5.67062423699079e-06,0.00385901641825755,0.00275790628190461,0.000163590216471705,2.31436985816127e-05,0.0061275540233751
