Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15
DEL,C,1,0,0.00439000545787798,0.0387351178275499,0.118112262430696,0.0195769249454235,0.0291531225632883,0.0161896571377589,0.000248210125571124,0.0199524158540625,0.0507201936872944,0.00285257132354408,0.00834822613511712,0.012996299309095,0.325214610819425,0.0478111042802349,0.0103586277341973
DEL,C,1,1,0.000119146465571143,0.0220425671078713,0.217112875798616,0.0271601482608735,0.00567360019444366,0.0212141778753192,0.000749801187217418,0.0285036772162509,0.0146056138353361,0.00123205437283699,0.0022651350746566,0.00181234432125044,0.0950603701764332,0.0113471537388972,0.0236673157184924
DEL,C,1,2,1.83351576383337e-06,0.00291884284672758,0.189698323158443,0.0276196490697824,0.00784460040237221,0.00864505806712457,6.42872686147442e-06,0.0261164320202308,0.00643896032417848,0.000199937554126108,0.00147418203752178,0.00103794694756836,0.00262779477258444,0.0019863687650702,0.0176834036916153
DEL,C,1,3,0.00229904914917701,0.00577774733289622,0.0604041155517729,0.0133682432657323,0.000915322938665604,0.00937335853860638,0.001748447629942,0.0157318308937387,0.00572598426009,0.000412909091038354,0.00120457237936526,0.000550018677790579,0.00947133624136442,0.00563255562869639,0.00741415358587833
DEL,C,1,4,0.00330670681393095,0.00101975764275745,0.0426407493505929,0.00229796048464528,0.00286601565992869,0.0110700910365341,0.000787550460386109,0.00271508688431887,0.00327348221358463,0.000242556806930157,0.00165648173971367,0.00264310222044082,0.0113466278228381,0.00311954198705194,0.00400483596811134
DEL,C,1,5+,0.0136057932254183,0.000620859985433868,0.0229079247870016,0.00204762228545927,0.00167154943713197,0.00263125739833433,0.00324755514165282,0.00242031689768932,0.00139333792606241,0.000753127223533541,0.0023587195826656,0.00504797644382749,0.0011979720250029,0.0343171208702425,0.00687549377149652
DEL,T,1,0,0.00701768782424815,0.0357217285010658,0.0370685541310156,0.0677277381808051,0.00404238223399206,0.0853531375935656,0.000982981961554618,0.143312725388177,0.0488125254962599,0.000679563175234365,0.00459356033573298,0.0234575134404215,0.0966737077598453,0.0248157687500034,0.0336197540519188
DEL,T,1,1,2.18616562212276e-06,0.00947399221470246,0.0117780823845186,0.108228018116159,0.000271457028635135,0.00382283813595955,6.34063905232348e-06,0.0960793174332361,0.528010724199074,0.00103202950973528,0.000803469461265001,0.0005849234205582,0.0451550623323566,0.00400172998601037,0.00117846797168644
DEL,T,1,2,0.00555752769145464,0.00864641845441563,0.0145214584756619,0.151051166515114,0.0118780119869643,0.0144847260255903,0.000767538817781099,0.0894624316199981,0.0217708060105826,0.000708038373991065,0.00110285056167372,0.0122988424974276,0.0786436391851388,0.0228076556430307,0.00281120572016822
DEL,T,1,3,0.0157283466100896,0.00857444848465825,0.0141362664480616,0.0867920488996139,0.0207900819655701,0.375875191089933,0.00279220008057151,0.0826917645640575,0.0596029271031517,0.00154715246578071,0.00120384252695732,0.0212636315062018,0.115330042922723,0.0173241489962403,0.00746602453096695
DEL,T,1,4,0.0386103602826241,0.00130450743010877,0.0134817722961292,0.0549328412698601,0.017672586503521,0.0546674520548699,0.00449772257722114,0.0494341864771205,0.0172255800206639,0.00118351058240288,0.00133349481590192,0.0203845199042169,0.0885445601022395,0.0375003537310939,0.00946824301138767
DEL,T,1,5+,0.783446744239541,0.00864217971764352,0.0074106672202395,0.0297103537552192,0.00452583714802722,0.0351157481822574,0.000590209080858685,0.0231185885968178,0.00845004848437792,0.00663367360260394,0.00575533286269836,0.0653905576115228,0.00193449579442786,0.0057547711674036,0.00295764138822609
INS,C,1,0,1.73777769520687e-06,0.00298113473650268,0.00232170996083134,0.000324900035832041,0.00215347112165353,0.000762588247468026,5.7571274503045e-06,0.000527343907541209,0.00200913990332348,0.000320922848887384,0.000179576372311526,0.578460575987556,6.48620382582396e-05,0.00133681438143015,0.000420952669757643
INS,C,1,1,0.000204042856673879,0.00202491727361835,0.00151731835026939,0.00144254267918101,0.0016092475355692,0.000769996281050019,2.22194485222648e-05,0.00109173506514124,0.00163017529011479,0.166026997456927,7.76366882295569e-05,0.0181189018427465,0.000244810704552459,0.00251309074923985,0.0020082035894694
INS,C,1,2,8.3379952795546e-06,0.00133265100740723,0.00170771527366086,0.00287213440372746,0.000271434407216082,0.00205952117808933,1.1726338925189e-05,0.00317526312059599,0.00168796402715584,0.0936336128480296,0.000104673907281859,0.00119545616313981,0.000708520433494954,0.00399687220750024,0.00116071214817534
INS,C,1,3,0.0004418057151151,0.000124423698691803,0.0064102810016095,0.000573800661990435,0.000224469827771198,0.00273461849930047,0.000898481626618397,0.000422161139830868,0.000173700470881272,0.0382561239482122,0.000409414520895141,0.00176122576248754,0.000179356375651121,0.00134090108398629,0.00284392431630104
INS,C,1,4,0.0024776362195671,0.000742942075824485,0.00623531013010186,0.00021502381251205,0.000425069031459545,0.00128595264369148,0.00183820854639797,0.000239262043257096,0.000150980357607325,0.0106015921440282,8.8998420490456e-05,0.00227118530538854,0.000218865889249163,0.00394112341602686,0.00277389854043141
INS,C,1,5+,0.00990081253267742,0.00097727150174074,0.00802639632515243,0.000327329406274853,0.000402887473332646,0.00181968243077668,0.0222346933239364,0.000484133689454799,0.00102193713366623,0.00181259669702911,0.000345209295635563,0.0012834436383673,0.000680537807027989,0.0161080851092048,0.0117242301154727
INS,T,1,0,0.00137720397465955,0.0041874376689415,0.0202282547780777,0.00531599362039217,0.00690528116507346,0.015767926277358,0.0022886093695506,0.00603030146056114,0.0379949628964506,0.000853794472401402,0.00151649169054319,0.0369425417015657,0.0124238056917897,0.00541534353245779,0.00779879659407394
INS,T,1,1,7.3542646661446e-06,0.00508999057852623,0.0459679677357236,0.0127070684508097,0.00121894008472098,0.0065444559755351,3.82901435382546e-05,0.0145035882568455,0.004868264170453,0.295975643689476,0.00116567233535407,0.00264198877165719,0.0092425049584978,0.00252866648351043,0.034521510481921
INS,T,1,2,0.000552757353344175,0.00120209825542382,0.0371875427525869,0.0322901660020817,0.000315769875068815,0.0236910085182724,0.000230259849914016,0.0295302714453878,0.00383326225538334,0.161425876806312,0.000425558420425968,0.00295395460164049,0.00217215759233704,0.00209393386065162,0.00172530743510147
INS,T,1,3,0.00130687689744069,0.000771877542475719,0.0242201603963593,0.0179927407979665,0.000959525191495025,0.0128666416628453,0.00388451528427904,0.0198275593299655,0.00799304854306438,0.113968758827951,0.000868524365447253,0.000740280802525342,0.00174168240968983,0.00135894426130962,0.00334707248366065
INS,T,1,4,0.00438911526950593,0.00145297731731893,0.0074318044233812,0.0105436511510043,0.00149703272961165,0.00686874044952943,0.0162351330739896,0.0115053846036112,0.0149450402942976,0.0551960234303864,0.000959570730007747,0.00499114051322057,0.00152195500677798,0.00230320387456414,0.00127742177462473
INS,T,1,5+,0.0548698994656825,0.0177562505580691,0.0203684076186434,0.00190173635082585,0.0126988402312638,0.0032476467854273,0.894982579659481,0.00180133573174348,0.00924802202981912,0.0130239422539433,0.00682039449895207,0.028349244245387,0.0303283045082666,0.0104655826007019,0.0162611422780123
