"ex.sig","ref.sig","sim"
"signeR.1","ID1",0.999987537528755
"signeR.2","ID2",0.999461470008406
"signeR.6","ID5",0.966633501793953
"signeR.8","ID9",0.956937604616219
"signeR.11","ID14",0.969888263699104
"signeR.12","ID4",0.997577801305172
