Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13
INS,T,1,5+,0.9230116691165,2.69030716354405e-126,1.2660509420491e-148,1.65944210039661e-38,7.28447622906401e-27,0.00361275063790526,4.8201692370355e-25,8.50024739800288e-89,1.81471689569022e-76,6.70283008502293e-37,1.56653367189595e-45,8.53923038739625e-115,4.26871314155458e-32
DEL,repeats,2,0,0.00043233308608264,0.096754826884149,0.00021956884797961,0.00835951806521017,0.0313333809112988,1.89462881737972e-207,3.11112925215746e-48,0.0298108391750302,0.000744304555839786,0.0182955739689655,4.83633854729054e-86,4.39243847523896e-200,0.00696096653147863
DEL,repeats,2,1,9.07492669194536e-88,0.204576023257692,0.00674668742804596,0.0108536325944235,0.0183116032819961,0.00239815782568406,0,1.31693686367154e-61,0.0443051842373736,0,0.012854020975531,4.22528855289019e-59,0.00639583056497917
DEL,repeats,2,2,0.000540074722877044,0.0487621714588927,0.00244759676214808,0.0138981025179799,0.00344435446433511,0.0013517328149789,0.00170976992466724,0.00270252631888939,9.50532100118702e-257,0,0.00974955687858801,2.80608128509504e-157,0
DEL,repeats,2,3,0.000168357469262726,0.0117418456798104,0,0.00691409814269969,0,0.000554500666777327,0.000382405588613928,0,0,0,0.0050784746439032,0,0
DEL,repeats,2,4,0.000102074159280375,0.00348370593926088,0.000228425926076715,0.00323044226528722,0.000859602997278216,0.000540897538312622,0.000106961091720983,0,6.18368790060856e-73,6.24460029030677e-40,0.00491851270831508,4.62266597979258e-212,0.000238418938270634
DEL,repeats,2,5+,0,0.000990417423806469,0,0,0.0360004105807307,0,0,0,0,0,0,0,0
DEL,repeats,3,0,5.84133800816616e-05,0.0050391763531658,0.00203084321955188,0.00092506084035245,0.0252424172745641,0,0.000715592264706319,0.00451408710926698,0.000938493259332857,0.00207989786917945,0,6.81263455257152e-06,0.0148658463759141
DEL,repeats,3,1,0.00418018697049544,0.110477954712386,0.00478554663233239,4.5063292691879e-272,0.00263972605714953,0.003027019974479,0.00419927534518994,0,2.50089403139915e-216,0.00146129336566837,0.0382327761318246,5.06058167949972e-57,9.19200302551518e-229
DEL,repeats,3,2,0.000339937766731856,0.0143714278104307,0.00169795577853511,0,0,0.00155419371144316,0.000267492102500302,0.0002341376936095,6.09076811733058e-280,0,0.0131679479711942,0.00936195252379553,0
DEL,repeats,3,3,0.000307143669075224,0.00386443381957218,0.000517111041097655,9.03027257034636e-63,0.000417016938883005,0.000239544541720972,9.65037751529435e-05,0,0.000680483103230883,0.00012920948463333,0.00509214839953463,6.77313112857882e-112,0.000267342501068224
DEL,repeats,3,4,0,0.000459864508461301,0,0,0.00896163115647865,0,0,0.000252384278075349,0,0,0,0,0
DEL,repeats,3,5+,0,0.000252392425629048,0,0,0.0138101878222547,0,4.77045987518378e-05,0,0,0,0,0,0
DEL,repeats,4,0,5.76786683472315e-05,0.00653929884077268,0.000185611341921123,0,0.015826567018404,8.7838924296491e-06,0.00248192311899878,0.00517258757257672,1.11253692934084e-308,0.00110699912666152,0,4.65686307504934e-05,0.0076274694543993
DEL,repeats,4,1,0.000463493582101925,0.0597780906532884,0,0.00113998896594552,7.17805936627188e-91,0.00145463609109954,0.00233444726069151,0,2.27014634846461e-14,0.000490322261101752,0.0103941741203991,0.0171318939547758,0.00039825411827004
DEL,repeats,4,2,0,0.0124221497718429,0.000411265504622756,0,0,0.000395111132464298,0.000542326094661296,0,0,0,0.00304977658405646,0,0
DEL,repeats,4,3,0,0.00381352033346195,0,0,0.00576305213284693,0,0.000141513666318197,1.19296811070196e-86,0,0,0,0,0
DEL,repeats,4,4,0,0.000128602043791009,0,0,0.0074814652113722,0,0,7.24903718851195e-231,0,0,0,0,0.000156851857677071
DEL,repeats,4,5+,3.44780632090772e-06,0.00075885757008835,0,0,0.00220515115603153,0.00013388586672044,9.74387069065016e-05,0.000286932264831654,0,0,0.00177386693876158,5.34963682552451e-188,0
DEL,repeats,5+,0,0,0.00282360017910132,0,0.000116409430874355,0.022446451493556,0,0.010625522400213,0.000562907445445607,0,2.91886552166572e-58,0,2.06688875519536e-70,0.328724478418357
DEL,repeats,5+,1,0,0.0130808121238361,4.55228655083704e-05,0,0,0.00250226838011514,0.0076837950750199,0.00169687877372334,0,0,0.0146184142853827,0,0
DEL,repeats,5+,2,6.06449531039306e-05,0.00285929806082127,0,0,0.000235733878851872,0.000199427049535043,0.000426111549934353,0.000159368310767871,0.000808769649734192,0,0.00390472253661853,0,0.000227778962502014
DEL,repeats,5+,3,6.82363136604073e-112,0.0009776707105307,0.000100920178767964,0,0.0002671299714242,0.000110907030232006,0.000184910867518308,0,5.44131190679739e-42,6.64967262456957e-109,0.00108477496959351,0.000499703030511242,0
DEL,repeats,5+,4,0,8.44011013196637e-05,0,2.10408856066213e-05,5.10107362857098e-101,4.01673554146175e-05,6.39526573427557e-05,0,0,0,0.000690596631678259,0.000777500357845512,0
DEL,repeats,5+,5+,3.29434322769396e-05,0.000167911952640746,1.33351301091458e-05,0,0.00105096156756902,2.79543240518792e-05,0,4.17394991841213e-05,0,1.84127994584064e-45,3.20810560558719e-07,0.000168233750098303,0
INS,repeats,2,0,0.000412620558017896,0.00077445461891484,0.0350956210188757,0.00219136328178167,0.00778819765104495,0.000232329238076456,0.00208826348874979,0.0139897474494018,0.00118995435108939,0.000500931905543625,0.00150949540341757,0.000418258005089124,0.0018776577447103
INS,repeats,2,1,0,7.22418286134262e-05,0,0.00232527166217015,0.0288126932794904,0.000212957781832986,7.67202598909648e-103,0.00221354884397463,0.00386831668927951,0.000812745456917667,0.000449729168263619,0.00153355038297311,0.00150353047683519
INS,repeats,2,2,0.000194457846372593,0,0.00150395436801886,0.000963989257393548,0.00981512189619471,0.00071647189616066,0.000216901137159526,0,0.00767330655532644,0,0.0054860299675923,0,5.38799318999527e-05
INS,repeats,2,3,0.000405798101558034,0.000230992372278426,0.00131691935277569,0.000853485496240636,0.00165188272255001,0.000291458074443198,0.000402989959756726,0.000890226385327,4.54137361884671e-24,0.000563501148232284,0.00366208654381689,8.12275063353901e-17,0.00025065975748928
INS,repeats,2,4,0.00204891868116876,3.24822646868393e-07,0.00525096013629053,0.000282704466805946,0,0.0013382256036291,5.05811799185926e-06,0,0,1.05690983329319e-107,0.0213417536276955,0,6.14488171858026e-184
INS,repeats,2,5+,0.0137465211945134,0,0,0,1.68304231455308e-196,0.00961824046212762,0,3.91933055924149e-169,6.86331477136798e-257,0,0.148799696693139,0,2.16326009705373e-30
INS,repeats,3,0,2.45419856923505e-05,4.12336367998793e-05,0.0102273025249437,6.97020798404573e-05,0.00588727943017607,1.87704653578872e-05,0.00104876628995259,3.17116473974564e-16,0.00156418974623187,0.000323921384520072,0,0.000606191032667288,0.000364958507141575
INS,repeats,3,1,0.000273081105759524,0.000381882012678281,0.00398892714835529,0.000227735591546146,0.00783486922994471,0.000742652786104063,8.91759776946923e-97,0.00509850650690835,0.00309039435347927,0.000256526267044174,0.00688894318999631,3.74612705660542e-28,0.000340876672360622
INS,repeats,3,2,3.04137229792723e-05,0.00110237359814566,0.000289190574684812,1.54992366094693e-05,0.00191434771769419,9.21237523681677e-05,0.000809631162558548,0.000186933502394735,0,0,0.001488207954297,0.00169194085528532,0
INS,repeats,3,3,0.000134333333050081,0,0.000362874460778308,0,0,1.71651148231633e-214,0.000343574379802714,0.000188715385364952,0,0,0.000183629941339811,0,2.46984762321336e-05
INS,repeats,3,4,8.31713881568704e-05,0.000128292585680457,0.00109191825878065,1.33991768818761e-05,0,8.60777601902489e-05,0.000151602604003872,0,1.064772369779e-05,5.59863071895203e-05,0.00114724812007453,3.36598719199118e-127,0.000110705759930393
INS,repeats,3,5+,0.000783797232452795,0,0.00271890204305592,0,0,0.00139896332105196,0,0,0,0,0.0177721358675878,0,0
INS,repeats,4,0,0,0.000588435110943435,0.00710749260424205,0,0.00376768107050341,9.32828080946549e-06,0.0017862881692786,0.001592169672198,0,0,0,0,0.000642304289227998
INS,repeats,4,1,0.000529900532152623,0.00153209896327619,0.00225275933095483,0,0.00380854851980788,0.000786324373651561,0.000561807351248943,0.0057955885736297,0.00462712980635727,0.000174675975969773,0.00874515629663375,0.00183356193015902,0.000629806359793764
INS,repeats,4,2,3.90163066770317e-05,0,3.15831193571699e-05,0.000103335486412852,0.000499443888054203,1.75905467000305e-05,0.000464004236740285,7.53292868003448e-05,0,0,8.18313100294472e-05,2.16029674921381e-300,0.000155536654967804
INS,repeats,4,3,6.79887722898762e-05,6.62925557545215e-05,0.00114777926149641,0,0,0.000145782049878614,0.000402569157022015,0,0,0,0.00110409829165185,0,0
INS,repeats,4,4,0.000321330129254019,0.000271695311664976,0.00200576104796801,0,0,0.000142979173603813,0,2.04152648414572e-47,0,0.000234811309452985,0.00130679442383659,1.67051976892816e-187,0.000136214796115704
INS,repeats,4,5+,0.000785174304674987,0,1.18045063933908e-148,0,0.000628308676813118,0.00150357579238893,0,0.000880132245481947,1.11253692996416e-308,0,0.0139375871178241,0.00132014180206526,0.000828924169284541
INS,repeats,5+,0,0,0,0.00375727955125504,0,0.00674251771399805,0,0.009210747583519,0.00283747934217531,0,0,0,0,0
INS,repeats,5+,1,0.0016524118849324,0.0021451836495154,0.0339587693783527,0.000119921626768384,0.00397496708444422,8.23977569473015e-05,0.00593172123681491,0.0197178990423477,0,0.00159864958007742,1.1317128347902e-89,0.000611441242715805,0.0119534730614288
INS,repeats,5+,2,0.000248394762244326,0,0.000612222462528035,0,0.000447530984326014,1.80441560928355e-05,0.00141200498286794,0.000266516887848277,1.01680308009012e-95,0,0,0,0
INS,repeats,5+,3,0.000194411631280761,0,6.74581113852636e-05,3.29526906016395e-05,0.000275644021268852,6.12461303423048e-05,7.28168846538461e-05,0,0,0.000147623836051261,0.00101857001292481,0.000288118498791572,3.31350947204184e-61
INS,repeats,5+,4,0.000189960757604876,0,0,0,0.0002417963098034,2.73613697115756e-06,2.66385184054734e-46,0,0,0.000322812405033307,0,0,0
INS,repeats,5+,5+,0.000133803303048206,0,0,3.01713353127195e-05,0.00097237589865427,5.55006702784227e-05,0,8.50930763431081e-06,0,0,0.0010090134743447,1.12163583029299e-109,0.000414489228906536
DEL,MH,2,1,0.000178774370602679,0.222814192990349,0.00206182027179083,0.00963189702857349,0.032649301161581,6.84156845734182e-05,0,0.0116940613516616,3.91326886459001e-188,1.75442244426482e-129,4.72552421003264e-59,0,1.10848613869874e-137
DEL,MH,3,1,0,0.00680566076470067,0.00166715946956109,0.000439153382807587,0.0209414688758431,7.01144243384372e-33,0.000968162000543086,0.00178540324188527,0,0.00250867148569358,0,0,0.0118732672590347
DEL,MH,3,2,0.00138645372615582,0.0445195628942269,0.00393394522328902,0.000404840893014795,0.0108300173797605,0.00216940759390108,0.00401195280997515,3.16304988002134e-53,5.61844514184888e-82,2.37937636676724e-117,0.0156714528224872,0.00691172209327947,0.00310935607032907
DEL,MH,4,1,1.39435507853729e-05,0.013283913338713,0,1.31920531530136e-272,0.0129391090691682,5.75223633432336e-05,0.00265967027773118,0.000694681752483374,0.00248241165460222,0.00215544164830634,0.000597908928685037,7.67922598270229e-59,0.00567359935994608
DEL,MH,4,2,0.00018170523573907,0.0324072151055266,0.000503946155989708,0.000131963603021902,0.00693061561437389,0.000410613293357616,0.0100395165032359,9.40491208841042e-215,0.00266235802846404,0.00146644130214357,0.00125537006943877,0.00230418699698297,0.000587160655784741
DEL,MH,4,3,0,0.0506151036171505,0.00185290415193753,0,0.00266764487487776,0.000375028808253432,0.00526374320008677,0,0,0.00104082487851889,0.00449056954001607,0.00318494491633103,3.20567068057372e-234
DEL,MH,5+,1,9.15781545145981e-220,1.81260015508638e-261,0.00127273970521345,8.38168922358277e-124,3.47646070536124e-126,0.000529987867773013,0.0659794852702163,5.08643172374886e-243,0.0013423912173716,1.6427872637756e-253,0.00172699819196805,0,0.376900437699022
DEL,MH,5+,2,0,0,0.00179420794507749,0.00122316693615454,0.00477823219654296,3.593044033866e-05,0.283315458094671,0.00260281002043536,0,2.07127640380945e-211,1.1101880999556e-36,1.51610968414896e-262,0.12581433329706
DEL,MH,5+,3,0,7.27190537678328e-129,0,0.000678679269123513,0.00705877356658154,0,0.256538147892364,3.19966554170698e-256,3.66964183306556e-90,1.40651592496439e-197,0,0.000665104185725328,0.0215977405626039
DEL,MH,5+,4,3.3276251161389e-124,0.0034932458062484,0,0.00136675522221434,0.00149201356443689,0.000170157411385238,0.1458180392102,0,5.52373963634884e-114,0,0.00453760817536868,0,2.65798807457251e-86
DEL,MH,5+,5+,0.000857199084326471,9.15519261704344e-63,0.000554189039565786,0,0,0.00160594301832742,0.118128027219134,0.010969897946204,0,0,0.015502433047243,0,1.50815696533974e-57
