Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14
DEL,C,1,0,0.0225178845621375,0.00212754255134502,0.000794597652637887,0.0185337774896041,0.0314245491475166,0.114332910457879,0.0290349885172836,0.344539560158617,0.0464773656661828,0.0127793598341727,0.035017053217072,0.00991133080620589,0.020879364469012,0.00573304308841148,0.0382311253452926
DEL,C,1,1,0.0220900454537089,1.92007998670131e-05,0.000491410332585778,0.0284585179621549,0.0202927094311809,0.206818514400546,0.00539025708819063,0.0980968883477808,0.0127658308253306,0.00312207335865461,0.000394551418956065,0.00216724848532628,0.00154488766667396,0.00985265617987268,0.000699626337959282
DEL,C,1,2,0.0142241495814822,5.43291983674131e-07,2.06847359160317e-06,0.0265070456046127,0.00234971368666016,0.204945920821776,0.00927229674027351,0.00241438824326024,0.0066084171320808,0.000515045212028868,2.70302910397012e-05,0.00340059312683125,0.000270826113865796,0.00177287067649518,3.1146575566599e-06
DEL,C,1,3,0.0103579118875766,0.00148836284336686,0.00204521313532937,0.0129889639298897,0.00564624560987248,0.0716165568314551,0.00084679622111537,0.0115033396371478,0.00392945012682344,0.00114253746107586,0.0134624047430795,0.0019413211992449,0.00390076448896436,0.00205112853975302,0.0215283048750097
DEL,C,1,4,0.0139199078591648,0.00201272357841297,0.00112979978574579,0.00156135713125895,0.00131790575938265,0.0452453782711731,0.00240848338957649,0.0133082266375015,0.00395504928418949,0.00261958484699861,0.0123805805164308,0.00258100821050751,0.00935914026774478,0.00322053720768572,0.0296341298973983
DEL,C,1,5+,0.0409022455464691,0.0105473086618797,0.00415074459164944,0.00136541620353982,0.000573050715968026,0.0258539569792165,0.00199717441165474,0.000890558171555541,0.00117212031706311,0.00477869736978093,0.0167236668588789,0.00257649238136614,0.00576215734875987,0.000902260523192828,0.00924158748708808
DEL,T,1,0,0.0785427235154459,0.00383962848364634,0.00253345436413313,0.0817815495254869,0.0314450490544966,0.0255815602811826,0.00128649766017798,0.108347499093541,0.036251202784125,0.0213647549874894,0.0477678487321375,0.00914879619947977,0.0279395169549468,0.0136800274082101,0.0268431926991115
DEL,T,1,1,0.0298220900545846,1.85657638953012e-07,1.52622189764475e-06,0.103563390253694,0.00901468080823022,0.00589455767906756,0.000564825722939816,0.0372619138496542,0.545892288491065,0.000768725560967069,1.63072632621397e-05,0.00339382837682505,0.000342985917614106,0.00409482093756681,2.05720535050684e-06
DEL,T,1,2,0.0513744147137134,0.0043927699213919,0.00108199521586571,0.155760484159931,0.00739274885798321,0.00666074790051027,0.0093662924118683,0.0859788481227385,0.0176441313189207,0.00826557490288777,0.00775587607041988,0.00552045630713054,0.0621694315503531,0.0167033434173869,0.080689258748505
DEL,T,1,3,0.0722222533616375,0.0130160971973801,0.0024142794216674,0.077221764606587,0.00857955034904623,0.00940502805659171,0.0207373046347237,0.102157931831524,0.0547448005535225,0.017312642647658,0.0637375511487315,0.00734024795754734,0.57033858403054,0.00357275226241774,0.0502962141733366
DEL,T,1,4,0.0649150384959091,0.0346778055001762,0.00683795111831885,0.0397376836969287,0.000679980209497517,0.0105766433994899,0.0150893782465963,0.088425295912284,0.0126344420057113,0.0110529676839749,0.612842882628616,0.00422969150752034,0.0453802562293811,0.00504941588367716,0.0421379605594427
DEL,T,1,5+,0.0972486567810618,0.875740146796273,0.00337007049252567,0.0246779187214777,0.00973601096036421,0.00869861190602541,0.00203975080475724,0.00301552097838102,0.00573553439392389,0.0144798242961739,0.0168884826520353,0.00183016196129008,0.0252196574420935,0.00621710211793876,0.0124850071268906
INS,C,1,0,0.000505486370233015,1.60737063247256e-07,1.45716540542145e-06,0.000440586846564389,0.00267901710848651,0.00275274352491056,0.00255914686394896,0.000200259134656391,0.00299273624403253,0.623985332274382,1.46369915691608e-05,0.000457558079801344,0.000187771046842507,0.000759335684381209,2.44303085353812e-06
