# Original paramaters
"","ID1","ID2","ID4","ID5","ID8","ID9"
"prob",1,1,0.283333333333333,0.65,0.0166666666666667,0.633333333333333
"size",1.65320642277258,2.58277443658325,4.74640944146258,17.450839205599,1.51774158907625,5.09121448468277
"mu",42.7021833863831,44.6785899019424,30.8835357835554,62.3076179963178,42,34.5527338271196
# Parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID8","ID9"
"prob",1,1,0.266666666666667,0.65,NA,0.566666666666667
"size",1.65890324676464,3.38650242952156,4.20140995657369,13.737193704341,NA,4.1720078343512
"mu",44.2482136144128,36.53345205949,31.9370468339119,58.923819391675,NA,36.5903118265265
# Some signatures not represented in the synthetic data:
# ID8 
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID5","ID8","ID9"
"prob",0,0,0.0166666666666667,0,NA,0.0666666666666667
"size",-0.00569682399206162,-0.803727992938306,0.54499948488889,3.71364550125801,NA,0.919206650331574
"mu",-1.54603022802974,8.14513784245243,-1.05351105035653,3.38379860464286,NA,-2.0375779994069
