# Original paramaters
"","ID1","ID2","ID4","ID6","ID8","ID9"
"prob",0.980392156862745,1,0.627450980392157,0.176470588235294,0.490196078431373,0.705882352941177
"size",0.290885409522291,0.215391495463135,16.3359506843974,1.6235909728318,3.38782386460355,5.1952836282724
"mu",4479.17709777355,10077.3749539218,98.2762173169943,176.14666034994,102.131576598738,118.301729850052
# Parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID6","ID8","ID9"
"prob",0.980392156862745,1,0.607843137254902,0.176470588235294,0.509803921568627,0.725490196078431
"size",0.291785465146222,0.215069343628311,29.5492151716432,1.86728875496942,3.83231037541895,6.32098298859701
"mu",4547.03658675194,11773.7806799307,97.4826893251387,238.456259168188,104.430762379653,114.372125180765
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID4","ID6","ID8","ID9"
"prob",0,0,0.0196078431372549,0,-0.0196078431372549,-0.0196078431372548
"size",-0.000900055623931528,0.000322151834824702,-13.2132644872458,-0.243697782137619,-0.444486510815405,-1.12569936032461
"mu",-67.8594889783881,-1696.4057260089,0.793527991855569,-62.309598818248,-2.29918578091534,3.92960466928729
