Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19
DEL,repeats,2,0,0.0289936848516525,0.0307765417330147,0.0027236785274523,0.0352626465768314,0.00908467825646342,0.00707823169567093,0.0216374506776735,0.00996120686974134,0.031174616016917,0.0389774117119144,0.0360132412316684,0.0137579679702772,0.00398029919615126,0.116315490020342,0.00447877826353209,0.0294029891932352,0.00452518517472112,0.00712222659839832,0.00648869113830182
DEL,repeats,2,1,0.0273220418500298,0.023677197564221,0.00377915015820787,0.0147733327923043,0.012473439989158,0.00684459330497408,0.0235931170172588,0.0111119387599215,0.0213108617046353,0.0305616301747531,0.0397626250298825,0.0226748096793385,0.00598722051630752,0.0264405283158173,0.00302407675811405,0.0308379123248169,0.00341390140652738,0.0210384665878955,0.00811086392287727
DEL,repeats,2,2,0.00382962296325991,0.00521932543271566,0.000577389836296658,0.00425137504498008,0.00846899098502626,0.000380292106607322,0.00392461052150016,0.0108493026991347,0.00465449830534407,0.00131291969664784,0.00880183886714313,0.0054292687072765,0.00695998039698382,0.0677083036008213,0.00311274202662795,0.0019928529790177,0.00100768951861636,0.00420112905343311,0.00616425658138673
DEL,repeats,2,3,0.000191714901575018,0.00010689092019968,0.00029898648031783,0.000420800349114004,0.000602307456915918,0.000164731215560452,0.000157401455844896,0.00770531602876435,0.000140240084367951,0.000641742243617276,0.000436564266621123,0.00477507558188949,0.00302914356764661,0.000597504562156649,0.000707548842740915,0.000382876124051864,0.000927639416670198,0.00311802546934489,0.000231738969225065
DEL,repeats,2,4,0.00078284821600339,0.00103492604740322,0.000221744433067166,0.000504537740014704,0.00111894094020388,0.000251503213880362,0.000755604294139873,0.00289169706253278,0.000785515927436019,0.000851388371342573,0.000860456296423484,0.0017984240113646,0.000788555204265362,0.00643934852973917,0.00151735829516786,0.000340621777028122,0.00116308089298243,0.00252724169620586,0.000973303670745272
DEL,repeats,2,5+,0.0218435606588666,0.0216419911863295,0.000237901079053694,0.0268516412951295,0.000568210510232753,0.000399419696310501,0.0169115730384124,0.000957699240142538,0.0238752061935185,0.0267874075262823,0.0190034461634289,0.00383239640120931,0.00112967497539674,0.00415018296198615,0.000699864519469711,0.0216212906719648,0.00097943654145889,0.00357752395956413,0
DEL,repeats,3,0,0.016670742973687,0.0203313762883344,0.0044308384336508,0.0150978562758286,0.00301822719184021,0.00747763809970228,0.0136906986071449,0.00155573028890725,0.0186694801419587,0.0143508037224695,0.0355086350448312,0.00615582617986668,0.00309736752187288,0.0011988148858557,0.00252223133832538,0.0057267575221361,0.00169046979992183,0.00866482867270579,0.000324434556915091
DEL,repeats,3,1,0.00639724341156191,0.00587337068198373,0.00192080388388064,0.00409099187620505,0.0466625347497522,0.00186604990136929,0.00619140251038346,0.000623032448266598,0.00604318275098399,0.00504649806215167,0.00821731767334079,0.00149633928679836,0.00162429864353723,0.134092202184888,0.010959618290108,0.00197560630676311,0.00567884840865106,0.00925561244584482,0.0290600667408231
DEL,repeats,3,2,0.000927070360849935,0.00115951737553957,0.00174487350176157,0.00125772809703656,0.0107720455103601,0.000537220754304143,0.00121214895620489,0.000448295725291661,0.00103262961319573,0.000626933508231333,0.00162901033483703,0.0011893978946346,0.000328043513238006,0.0051415838437811,0.000634252220769425,0.00104169900417714,0.00113482791582496,0.00311802546934489,0.00723025583982202
DEL,repeats,3,3,0.000738070214509786,0.000650199426631892,0.000126486618921933,0.00085632401401453,0.00156155383670497,0.000314202894651656,0.000683417126164282,5.17626062502589e-05,0.000728599599296275,0.000788736029325124,0.000581096264932405,0.00017192603295249,0.000152366831105347,0.00879701780525538,0.000109353831167142,0.000787310588421964,0.00137497822166344,0.00157542339503742,0.000370782350760104
DEL,repeats,3,4,0.0063834470130904,0.00558874279225194,5.57957596329299e-05,0.0058579541457241,0.000275581018445585,4.26150469689995e-05,0.00508571656848237,0.00014800585773081,0.00656005226485551,0.00610807934529533,0.0037167328096541,0.000509464430980683,0.000898282063979287,0.000272111950281531,0.000127677986660015,0.00311216200834049,0.000663944963200497,0.000951818301168439,9.26955876900259e-05
DEL,repeats,3,5+,0.00804491122857055,0.00929854767634674,0.000405000636859573,0.0108537607011736,0.000363628830133759,8.32229597856849e-05,0.00620502509606221,0.000151768204257793,0.00899365393026829,0.0095143618761,0.0140522548247544,0.00139143526669176,0.00172606604192476,0.00223017626384584,0.000333381409612261,0.00570174984736695,0.000889968780460241,0.00367598792175397,0.000139043381535039
DEL,repeats,4,0,0.0120452916777085,0.0120020425426825,0.00197721935048291,0.00617198110268289,0.00147868530805728,0.00474572913421551,0.00967572354107331,0.00036922576521653,0.00950055552252526,0.0150370633029239,0.0130385900435491,0.00400237976712279,0.00350102591771168,0.0121917571010753,0.00173843036466252,0.00455570847604955,0.00201067020770647,0.00285545490350532,0.000231738969225065
DEL,repeats,4,1,0.00242806718774322,0.00301036856361652,0.00227773296583235,0.00270737590686937,0.0114671484550846,0.00179556094501352,0.0023673316856412,0.000473418490810545,0.00239978133103086,0.00261130404994763,0.00520646270378041,0.000943164847439929,0.000497466332899922,0.0409595086000696,0.00182650453138632,0.00236624343332954,0.00146444598266209,0.00833661546540633,0.00704486466444197
DEL,repeats,4,2,0.000164879638837621,0.000155269074054165,0.000543726468426096,0.000225334829804575,0.000778618883752287,0.000254507268969255,0.000159511703012923,7.1909365072165e-05,0.000159604411012069,0.00019119216516743,0.000375943025623263,0.000549289105280412,0.000558867891703569,0.0127188550746976,0.000448055156890237,0.000243178078789698,0.0018552788333404,0.00219902848890639,0.000417130144605117
DEL,repeats,4,3,0.00330225547708748,0.00406023742717205,0.000303767076938502,0.00228589457504754,0.000464624849423136,0.000121159124492336,0.00266943132725019,9.45137857383097e-05,0.00363109700406468,0.00370997551956562,0.0061019674389729,0.000382705406685203,0.000379780011859597,0.00446415828923407,0.00023998732677762,0.00174191389771344,0.00034374455541586,0.000886175659708547,4.6347793845013e-05
DEL,repeats,4,4,0.00402519355934277,0.00402077610366457,0.000163669037082712,0.00412666128079791,0.000444123520721232,0.000251077860947421,0.00301667145407229,9.08728052283267e-05,0.00421271598515247,0.00412379993425833,0.00737878092168489,0.000559973773994973,0.000583883341586537,0.00321206274178479,0.000280773350294014,0.00375891221788756,0.000852298144250284,0.00144413811211763,0.000185391175380052
DEL,repeats,4,5+,0.00193568850594185,0.00148779294623938,8.18234523454747e-05,0.00216064072113157,0.00121864213873314,6.82691457369873e-05,0.00143362044116618,4.00204441055636e-05,0.00190644485301157,0.00236342860225678,0.00115831094381222,0.000331710396911159,5.68532951885625e-05,0.000178870792492755,5.26080593182468e-05,0.00159617951716216,0.000701615599410455,0.000820533018248654,0.0010659992584353
DEL,repeats,5+,0,0.0157643053710174,0.0182587369900197,0.0146876970128685,0.029601214647722,0.00118109233668965,0.190632750104899,0.0141745406744083,0.00312675269595643,0.0212025088838471,0.0103574573556264,0.0256173263041615,0.0067410546253688,0.00376482520738661,0.00682182756475028,0.0247517963583401,0.0142241929419718,0.00585778393064836,0.00449652094000263,0.000370782350760104
DEL,repeats,5+,1,0.000131993378384233,0.000299563302953124,0.00661982050851605,0.00082812193704545,0.00155400071560427,0.000329608646191603,0.000228606627613583,0.000101037209152029,0.000361534667935501,0.000214703880426342,0.00070930276896366,0.000824662158060247,0.000280855278231499,0.00331101254188716,0.00373162560085497,0.000537233840730431,0.00293360079485042,0.00239595641328607,0.000509825732295143
DEL,repeats,5+,2,0.000443531639431812,0.000445315909252133,0.000674573168525216,0.000536731784581406,0.0011008134495622,0.000450448755984234,0.000362450621260945,6.30193043269564e-05,0.000528736887665574,0.0007128241734698,0.00018894190932478,0.000259831716467746,0.000142701770923292,0.00194093838662351,0.000324514882760871,0.00079334692371107,0.000574477202201849,0.000918996980438493,0.000370782350760104
DEL,repeats,5+,3,0.000165315607502902,0.000326432240889597,4.72526564126558e-05,0.000706953979376462,0.000770202548811506,3.61682915791165e-05,0.000147403898717162,5.7739882587481e-05,0.000347414846424164,0.000262046268321709,0.000631899376503116,0.0003734777382499,0.000343393902938917,0.00255556887572095,0.000286093266404848,0.00028457009220071,0.000131847226734851,0.000492319810949193,0.000648869113830182
DEL,repeats,5+,4,6.98755735225766e-05,4.06717027202051e-05,7.53607939508632e-05,8.44888200955461e-05,0.000198754986678452,7.32005813032689e-05,3.9133593521934e-05,6.59624302391927e-05,4.45782936286474e-05,0.000197525747378649,7.36359707036151e-05,0.000119959689658941,0.000110863925617697,1.90288077119952e-06,0.000506574234109411,0.000141422712487626,7.53412724199146e-05,0.000361034528029408,4.6347793845013e-05
DEL,repeats,5+,5+,0.000581863569332541,0.000696112404475124,4.32688258954295e-05,0.00120231019391664,0.000704814100425435,3.82418871272026e-05,0.000288874033120267,2.85816970033668e-05,0.000856871454002236,0.000813660270113156,0.000969597363078764,0.000399703743276551,0.000241626504551391,0.000783986877734202,0.000282546655664292,0.000384600791277323,0.000240150305838478,0.000623605093868977,0.000278086763070078
INS,repeats,2,0,0.00733372884039611,0.00636444410752883,0.00228171679634957,0.00421234769117275,0.00243944231206648,0.00202102458403042,0.00512561277607988,0.00291390704364368,0.00575510477353008,0.012439428854871,0.00983548240008969,0.00317237527470526,0.00587408245888228,0.000372964631155106,0.00150908287010656,0.00335965175519384,0.00283471537479929,0.00436523565708284,0.00115869484612532
INS,repeats,2,1,0.0188343750680911,0.018822381347812,0.000282342921712529,0.02023955750589,0.00165672316257381,0.00143391790605982,0.0145801886820048,0.00480430412442687,0.0193813712857999,0.0216775736420185,0.0239195890633345,0.0107973434028242,0.0011825485399221,0.00291140757993526,0.00024648944646864,0.0196836270441618,0.00222727636591373,0.00590783773139031,0.00101965146459029
INS,repeats,2,2,0.00688827708365125,0.00735353860932944,0.00108094601367406,0.00847290426162736,0.00357435270831184,0.000341212805893393,0.00536626452738027,0.00152642039580189,0.0077099268245293,0.00707647950885667,0.00910814167241103,0.00532047935309188,0.00231051791646318,0.000521389331308668,0.000846457763412691,0.00435823407873451,0.00344686321321109,0.00196927924379677,0.00278086763070078
INS,repeats,2,3,0.0010058817460226,0.00135523236291951,0.00136740556025439,0.00173366456332242,0.0026690571935278,0.00018155924096992,0.00107611114124423,0.00132886686163106,0.00147368913300043,0.000639828499352015,0.00114529621410646,0.00102232852927963,0.00129625513029922,0.00031587820801912,0.000646665358361371,0.00101669132940799,0.00266990634138072,0.00259288433766575,0.0025027808676307
INS,repeats,2,4,8.22063752044225e-05,5.96195045244216e-05,0.000189209817176484,0.000235690463396052,0.0119065242996854,0.00067083474436415,0.000435442190384744,0.000635593831026039,7.88020514823148e-05,0.000193288170791287,0.000191796016716393,0.000841174827891842,0.000553182562184713,0.000260694665654334,0.000553862377316824,0.000418231802173771,0.000795792189935348,0.00249442037547591,0.00736929922135706
INS,repeats,2,5+,0.000527395313959572,0.00105480291704351,0.00127814562427675,0.00401289020426569,0.183477180726334,0.00518099810740542,0.00474864114707854,0.000200830416629814,0.00139213035446114,0.000916501241701071,0.00190791370914545,0.000580371777904591,0.00117743174335513,0.000401507842723098,0.00111481797611476,0.00274998189099413,0.00107832196151003,0.0110936064067218,0.112578791249537
INS,repeats,3,0,0.0035627359326756,0.00370539273723983,0.00124859888127399,0.00233948086950502,0.00120267268269166,0.000471038496394396,0.00283294414246784,0.000588625182447258,0.0035042035128872,0.00297259162802498,0.00518420066612583,0.00132635592088488,0.000305870728114466,0.000544223900563062,0.00141923539801248,0.00195577263367033,0.001982417230549,0.00219902848890639,0.00134408602150538
INS,repeats,3,1,0.00654940265969765,0.0056256871192314,0.000660895350416072,0.00719631998823262,0.00692837008394323,0.000728642866406626,0.00508773279473697,0.000324775461490487,0.00623585107736844,0.00835996399609122,0.00669470846206309,0.000913053508335256,0.00109670006418737,0.000694551481487824,0.000634252220769425,0.00310612567305138,0.00155391374366074,0.00370880924248392,0.00431034482758621
INS,repeats,3,2,0.001452647592716,0.00103332701431484,0.000804977220789088,0.00107365142646152,0.00106952194785929,0.000259784303793551,0.00117595090453551,7.50345400099004e-05,0.0012762133435776,0.00105479204753595,0.00112383332652153,0.0003127693932808,0.000270053152145672,0.00214074086759946,0.00174020367003279,0.00147890214583096,0.00117249855203492,0.00206774320598661,0.000695216907675195
INS,repeats,3,3,2.96582371445e-05,1.52463363218534e-05,0.000221500976757779,6.89436286271605e-05,0.000902921676723827,4.3133445856021e-05,2.26799336722153e-05,1.4169482484684e-05,3.45935627027739e-05,6.11486858090304e-05,6.42744984591245e-05,3.98246742997292e-05,3.75231748244512e-05,5.70864231359856e-06,0.000178512740607984,7.24360234692716e-05,9.88854200511379e-05,0.00114874622554812,0.000973303670745272
INS,repeats,3,4,3.03477478704407e-05,4.32960417472005e-05,0.000156431744976417,7.70684567964376e-05,0.000960109593629137,9.19294026318154e-05,4.53180802717965e-05,2.52744730401323e-05,2.82060244000265e-05,9.72364348110811e-05,0.000197161738612625,6.4108012287369e-05,8.98282063979287e-05,0.000258791784883135,0.000336336918562724,0.000129350041909414,0.000207188499154765,0.000557962452409085,0.000278086763070078
INS,repeats,3,5+,7.89783518955341e-05,9.68969633972998e-05,7.70207233330408e-05,0.000165784066112995,0.00810600956527256,0.000362613375331973,0.000281143424682938,0.000110382392460986,5.85468313380765e-05,0.000125304684034898,0.000422750386845716,0.000303541724845497,0.000172265484421344,3.42518538815913e-05,0.000250627158999288,0.000262149418269745,0.000795792189935348,0.00269134829985559,0.00380051909529106
INS,repeats,4,0,0.00284827604957068,0.00188126983141102,0.00130463809721631,0.00137347167520525,0.000712583024986156,0.000581896104542074,0.00254960689647161,0.000102372235339023,0.00179881483261027,0.00301669887680526,0.00274462383207071,0.000313740726800306,0.000214336922860881,3.99604961951899e-05,0.000767250123540274,0.00119088271917933,0.00260869155753954,0.00318366811080478,0.000509825732295143
INS,repeats,4,1,0.00368308492812758,0.00358378479028228,0.000621588222646107,0.00392750906200127,0.00683751682727479,0.000914615144055806,0.00375665782981513,0.000274954711512219,0.00351497828144526,0.00380894343728337,0.00287557027919792,0.00154830563009191,0.000329749112093662,0.00137578279757725,0.00046637931238311,0.00214634836208354,0.00142206651692589,0.00364316660102403,0.00305895439377086
INS,repeats,4,2,0.000332124639582617,0.00033376854547564,0.000303412958670304,0.000566014041018078,0.000809694581995172,4.87162031008681e-05,0.000154549488137611,5.02151895335161e-05,0.000323579242968123,0.000642562419730959,0.000790587747476798,0.000169983365913478,0.000232529977321221,5.70864231359856e-05,0.000916798876433717,0.000738157572496387,0.000602730179359317,0.000886175659708547,0.000556173526140156
INS,repeats,4,3,1.60411733012579e-05,2.53513370887045e-05,0.00046927310253749,5.77661193538197e-05,0.00299686264929823,3.66468136286748e-05,3.61562645967468e-05,2.97346741648615e-05,1.59016085115763e-05,2.7840422525572e-05,5.97079266325437e-05,0.000206894039654691,0.000237078240936306,0.000310169565705522,0.000211614440853173,7.24360234692716e-05,0.00042379465736202,0.00118156754627806,0.00157582499073044
INS,repeats,4,4,2.73237950006199e-05,3.35352772702092e-05,9.71390674450334e-05,0.000230313048220433,0.0026809263838289,0.000182250439485949,4.2675047927683e-05,5.87714937319762e-05,7.32717880570415e-05,6.73000066616527e-05,4.61223754484659e-05,0.000168040698874467,0.000109726859713926,0.000428148173519892,0.000259493685850678,0.000156944717516755,0.00121487801777112,0.000984639621898385,0.00273451983685577
INS,repeats,4,5+,0.000746486574133152,0.000524027572734583,0.000500280583396568,0.00148299248035412,0.00935659061608867,0.000725279919780564,0.000771932592771689,0.00027477266248672,0.000994489285803795,0.000793110301931433,0.000622994561441283,0.000518692099415986,0.000222864917139165,0.000511874927452671,0.00097058913933215,0.000738157572496387,0.000659236133674253,0.0021333858474465,0.00454208379681127
INS,repeats,5+,0,0.00469802307287789,0.00442217782643395,0.00361342280869126,0.00485606420737041,0.000358881154013319,0.00013189928604909,0.00415823159782985,0.00025550580728806,0.00456006359433134,0.0045947177195313,0.00462525227455235,0.00107575187285244,0.00125873195547477,0.000542321019791863,0.00920168156637246,0.00274394555570503,0.00120075152919239,0.00416830773270316,4.6347793845013e-05
INS,repeats,5+,1,0.00548700267798236,0.00458017488054862,0.00525546921832487,0.00353608489797329,0.0070884962512781,0.00680675018622151,0.00487176675659523,0.000789061159521824,0.00411421342079958,0.00583281912847539,0.00575034140832618,0.00113208921698377,0.000778890144083306,0.00279342897212089,0.00904326628662762,0.00431425506448531,0.00325380120263506,0.012800315084679,0.00556173526140156
INS,repeats,5+,2,0.000165927818820105,0.000418398852264389,0.000153665196006121,0.000232543853642633,0.00347788856168289,0.000256540987679878,0.000112469905994966,7.45187344376528e-05,0.000192937275365616,0.000193971650886023,0.000740355457384409,0.000352108400820777,0.000316672854200293,1.90288077119952e-05,0.00170710196978761,0.000480319822290289,0.000357871043994594,0.00144413811211763,0.00245643307378569
INS,repeats,5+,3,9.81795250259912e-05,0.00013898632739725,5.4844066787148e-05,0.000480750309565346,0.00335617541023159,5.5162958490751e-05,0.000126290980268729,3.78358557995737e-05,0.000183893865873832,0.000243136652367352,0.000302992040693635,0.000238462379038623,0.000318946986007836,1.90288077119952e-06,0.000205703422952246,0.000217308070407815,0.000395541680204552,0.000393855848759354,0.00231738969225065
INS,repeats,5+,4,0.00015573666477212,5.46706451745022e-05,9.57225943722418e-05,0.000194831500926277,0.00275645759483591,0.00013730924366493,0.000193515933369008,2.5122765518883e-05,9.39472409843553e-05,0.000114277871839827,0.000117817553125784,9.95616857493231e-05,6.93610201300462e-05,0.000274014831052731,0.000235849614246972,0.000241453411564239,0.000136556056261095,0.00180517264014704,0.0010659992584353
INS,repeats,5+,5+,0.000519677740991195,0.000377153422394418,0.000144480253424739,0.000681170565128294,0.00230542836339404,0.00016886511437747,0.000446808274141249,0.0001288907100534,0.000505472800794516,0.000547649817241979,0.000438961716830078,0.000677990796614903,0.00021831665352408,2.85432115679928e-05,0.000159597483325019,0.000443239476942924,0.000517971247886913,0.00154260207430747,0.000509825732295143
DEL,MH,2,1,0.0315692516791727,0.0282334128587023,0.00157423276127371,0.0327122958895226,0.00952232767338405,0.00350936108094835,0.0231871347130812,0.0109751289172589,0.030906776450296,0.0385441308971916,0.0398727935751988,0.0179337307706317,0.00398371039386257,0.200042243953121,0.00164621848540806,0.0206054616761696,0.0114236204306696,0.00810686622029671,0.00634964775676678
