Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16
DEL,C,1,0,0.0401339913575262,0.0306191636204872,0.00389043366268332,0.123989530503058,0.000348987343185739,0.32458906415603,0.00291419535366157,0.00839095002025337,0.105824942867435,0.0380415418897713,0.0128017924003754,0.0507487696167439,0.0185340212577252,0.0479995290482804,0.0107886596708639,0.00293237295438352
DEL,C,1,1,0.0235155194793131,0.00557546589480359,0.000228976936511379,0.148792688360244,0.000639076385238131,0.0952828478790886,0.00119806364934388,0.00230183841357671,0.314117433050122,0.022071567701875,0.000867662395837581,0.014421107941057,0.0218625053036436,0.0113858140627605,0.0234077496295604,0.000493407256237855
DEL,C,1,2,0.00272187410752627,0.00785617972758341,1.98614664585649e-05,0.218275015004298,1.49020630292948e-05,0.00264362881241233,0.000184431026717544,0.00145635318681611,0.148299090157021,0.00304025002258671,0.000360434331787796,0.00616063338795329,0.0308813628662056,0.00193989463227833,0.0168987558154801,2.52024080122315e-05
DEL,C,1,3,0.00593357113293548,0.000889927806413806,0.00231175644009173,0.0655528585049477,0.00157124970215637,0.00935759922611529,0.000411467321815442,0.00118301932534193,0.0538149163713023,0.00568677880971601,0.00105561609650116,0.00560325287536204,0.0129685293046445,0.00570712210952996,0.00742449984108088,0.00322830471133455
DEL,C,1,4,0.00136285874771259,0.0030116900141425,0.00329976397886671,0.0457369441244703,0.000765137584471215,0.0113666371749752,0.000250127700097938,0.00164719906958328,0.0379708349614755,0.000695782687386938,0.00290093597319186,0.003254683574535,0.00208516549837547,0.00303893648965753,0.00402873071614834,0.00248237379011039
DEL,C,1,5+,0.000342534611780085,0.00169817424884167,0.0136209368148023,0.0233723124585354,0.00321076675588896,0.000951355753561479,0.000703912585897744,0.00229119907567551,0.0218904846746786,0.000894324668571125,0.00587348099152648,0.0013180959051574,0.00158134202805617,0.0341888080672423,0.00583201191612251,0.0111115509881169
DEL,T,1,0,0.0343245125111701,0.00373963864885107,0.00696587483965471,0.0435355781315034,0.0011571656101125,0.0979176147566875,0.000679895523275817,0.00421751521530168,0.0287718442607792,0.038320793236081,0.0250609210023156,0.0474521647919008,0.0859479823557648,0.0242405710382307,0.0330297742107324,0.00632060314936422
DEL,T,1,1,0.00815003606440101,0.000231024055122357,3.11992926513734e-05,0.0102630940803683,1.45190732553137e-05,0.0450715236567358,0.00101453326247466,0.000787995277458371,0.0139090358494976,0.011034745246472,0.000798763142147819,0.537103565855381,0.0797396715253801,0.00388457912784624,0.00117303451754423,2.22480102124479e-05
DEL,T,1,2,0.0100019439181199,0.0119638931747634,0.00669237488713786,0.0117968004659187,0.0006804860992173,0.0789919526921484,0.000698296095732512,0.000915115499394076,0.0187237653417939,0.00733395062234512,0.0117280575799577,0.0213477488095695,0.21590876043694,0.0221056053606914,0.00290204357001973,0.00576314759198358
DEL,T,1,3,0.00710852195205642,0.0217789715475018,0.0173745930579247,0.0168686007922555,0.00243494843856259,0.11753094283152,0.00155409158494038,0.0011267102984001,0.0149706766724847,0.0107778180172776,0.0245525865737081,0.0588797809032047,0.0737213813571822,0.0162483751161349,0.00735526966704165,0.0139426553010079
DEL,T,1,4,0.00263797603027129,0.0181243673519417,0.0436321714791263,0.0117638971591298,0.00399675157130381,0.0886434343111871,0.00124510957253194,0.00131350572783766,0.0165465984983796,0.000601465644132221,0.0190304484834732,0.0173477611940446,0.0498924978850302,0.0390148270990687,0.0111439248776982,0.0338646820734869
DEL,T,1,5+,0.0086551958603309,0.00349502047519493,0.791220332433447,0.00764312777622825,0.000563863794253595,0.00197373280581237,0.00646068991639248,0.00586640289349376,0.00728089558750958,0.00951347972989762,0.0685639931602298,0.00858154108035731,0.025979617790758,0.00566548120125445,0.00292201754180135,0.356509578985659
INS,C,1,0,0.00332790816638293,0.00225042208910626,1.75549816273951e-05,0.00271221953165179,1.09731559090352e-05,6.47428716114591e-05,0.000291019250989125,0.000174919985888088,0.0017139002924722,0.00257307005695174,0.579863799467864,0.00203283442857958,0.000374639109888727,0.00135205479727213,0.000428567744052362,9.88518680133612e-06
INS,C,1,1,0.00220374287743758,0.00161437957047979,0.00019873316975545,0.00210135534247593,2.2140493006081e-05,0.000265417673766353,0.166444510922228,7.83933787471191e-05,0.000695131443377615,0.00182150451161157,0.0135041414833107,0.00163236679792265,0.00104690786925572,0.00248617081486854,0.00215466796568588,4.87209360767751e-05
