"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.920113063790859
"SBS96B","SBS7b",0.973174753739948
"SBS96C","SBS2",0.982288454875828
"SBS96D","SBS4",0.976977228085059
"SBS96F","SBS3",0.920087354214835
"SBS96G","SBS40",0.913550629311244
"SBS96H","SBS44",0.993124790761048
"SBS96I","SBS17b",0.999153409747817
"SBS96K","SBS1",0.989918501049772
"SBS96L","SBS18",0.988940702494296
"SBS96M","SBS12",0.974896870950955
"SBS96N","SBS16",0.970055889342079
"SBS96O","SBS7c",0.998349084098472
"SBS96P","SBS17a",0.99984065288844
"SBS96Q","SBS7d",0.965359307990663
"SBS96R","SBS13",0.99840107308857
"SBS96S","SBS22",0.981732838238973
"SBS96T","SBS41",0.929203349598408
"SBS96U","SBS28",0.979845368319999
