Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00218793,3.37e-06,0.00228826,0.02957245,0.08679086,0.00392782,0.02358256,0.37158596,0.01258503,0.00285747
DEL,C,1,1,0,3.212e-05,0.0032246,0.0188824,0.23197524,0.00556513,0.0016101,0.09518002,0.00067943,9.28e-05
DEL,C,1,2,0,0,0.00335267,7.549e-05,0.21193121,0.00818041,0.00360824,0,0.00136891,0
DEL,C,1,3,0.00204567,0.00180064,0.00888493,0.00522703,0.0749566,0.00606342,6.731e-05,0.01040768,0.00088043,0.00055351
DEL,C,1,4,0.00320691,0.00048727,0.00534706,0.0010593,0.04413704,0.00031283,0.00163478,0.01422349,0.00218237,0.00132087
DEL,C,1,5+,0.01411527,0.00188319,0.0162421,0.00264018,0.02617338,0.00024408,0.0009368,0.00022868,0.00254633,0.00356706
DEL,T,1,0,0.00505992,0.00084193,0.10770139,0.0342112,0.02428404,0.07784592,0.00084026,0.11761171,0.00486508,0.01644066
DEL,T,1,1,0,0,0.00447995,0.01045723,0.00356126,0.35755025,2.151e-05,0.00809999,0.01005895,5.07e-06
DEL,T,1,2,0.00611813,5.683e-05,0.12050482,0.00452798,0.00320934,0.0774856,0.00791387,0.09060098,0.00179336,0.0054901
DEL,T,1,3,0.01663715,0.00121676,0.10705461,0.00609544,0.00325086,0.07869241,0.0190966,0.11581832,0.00514996,0.01287632
DEL,T,1,4,0.03652203,0.00244706,0.13662572,0.00887313,0.00262612,0.024653,0.0137084,0.10517679,0.00524645,0.01040468
DEL,T,1,5+,0.84941103,0.00036617,0.01180256,0.00033151,0.00080745,0.00284569,0.00015953,0.01022597,0.00039337,0.06039263
INS,C,1,0,0,0,2.6e-07,1.2e-07,1.4e-07,6e-08,2e-08,2.3e-07,1.1e-07,0.53020634
INS,C,1,1,0.00018906,3.84e-06,0.00748371,0.00197537,0.0048804,0.00340029,0.0014097,0,2.27e-05,0.01445944
INS,C,1,2,1.602e-05,1.42e-06,0.00546209,0.00158472,0.00379323,0.00399453,3.278e-05,1.138e-05,2.183e-05,0.00051225
INS,C,1,3,0.00035214,0.00075184,0.00173475,0.00028663,0.00858361,0.00040112,0,3.77e-06,0.00074122,0.00076965
INS,C,1,4,0.00242747,0.00119858,0.00501636,0.0009752,0.00820263,6.92e-06,0.00020674,8.475e-05,0.00047101,0.00074732
INS,C,1,5+,0.00661923,0.0198064,0.03327649,0.01064816,0.00807064,0,6.97e-06,4.466e-05,0.00182606,0.00220518
INS,T,1,0,0.00091139,0.00223741,0.00243171,0.00405527,0.01702382,0.02061303,0.00630663,0.01395172,0.0049853,0.03856733
INS,T,1,1,8e-08,9e-07,0.01064612,0.00366785,0.06410875,0.01237311,0.00018119,0.00566611,0.00022759,0.00290255
INS,T,1,2,0.00041902,1.12e-06,0.02988072,0.00037733,0.0551373,0.01869918,0,1.684e-05,4.157e-05,0.00139835
INS,T,1,3,0.0008514,0.00332877,0.02403671,0.00164326,0.03120522,0.01801754,1.858e-05,8.084e-05,0.00062409,0.00025423
INS,T,1,4,0.00273215,0.01405112,0.02687586,0.00438616,0.00820936,0.01272286,0.00037672,0.00210222,0.00261977,0.00487613
INS,T,1,5+,0.00237075,0.91907748,0.03658965,0.02639068,0.00265395,0.00048764,0.00639741,0.00505023,0.01077749,0.16913369
DEL,repeats,2,0,2.074e-05,0.00015152,0.01513089,0.00718146,0.00877645,0.02712856,0.00024684,0.01244352,0.09034402,0.00111183
