Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.998),hdp.2 (ID8 0.999),hdp.3 (ID5 0.975),hdp.4 (ID6 1),hdp.5 (ID3 0.974),hdp.6 (ID1 1),hdp.7 (ID4 0.998),hdp.8 (False Positive) (ID3 0.967),hdp.9 (ID11 0.999),hdp.10 (ID13 0.999),hdp.11 (ID9 0.997),hdp.12 (ID14 0.915),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987),hdp.15 (False Positive) (ID5 0.973)
DEL,repeats,3,2,0.00218603084038296,0.000698071715495733,0.000907585504251291,0.000427752932508953,0.000274786887538057,0.00059780034406547,0.0190475333503457,0.000122362511187754,0.000244186496733182,0.000427667775009019,0.00088339241675906,0.00207095591930707,0.000953492482230157,0.00290926801147009,0.000937265516774948
DEL,repeats,3,3,0.000391819212477308,0.000265922828250181,0.000537138676784934,3.19717301118306e-05,3.67102242021799e-05,0.00027108564256044,0.00442970489858261,0.00014856056096061,0.000284819610181072,4.96373413322236e-05,0.00013498566756033,0.000518296039034579,0.0051081003643419,0.00345573728127066,0.000755553206826635
DEL,repeats,3,4,1.54769748829547e-06,3.1069048755034e-05,0.00519677210111534,1.50614684010909e-05,0.000213542497812681,3.67086526358114e-06,0.000754119957399918,0.000230321241370279,0.00142817637448418,0.000162687856345427,2.568507830065e-05,4.42522399962153e-05,0.0733327952397895,0.000554420805192353,0.00644655851357459
DEL,repeats,3,5+,1.89363287730216e-06,7.97011617766715e-05,0.0083385561241588,0.000103713173289597,0.000188855919872084,4.29143766580723e-06,0.00034525730330298,0.00020387495493445,0.0015917972152431,0.000928186470283645,5.157347951515e-05,1.75133980212224e-05,0.0839134461072256,0.000728957007042079,0.00831175913797594
DEL,repeats,4,0,1.97136659412601e-05,0.00673703496530623,0.0110837966119459,0.00175291943313023,0.000333131207654565,7.73394767146179e-05,0.0082363761764687,0.000668374187780234,0.000266692337586862,0.00206478422086664,0.00218186233797218,0.000147444061540967,0.00193698213328422,0.00172866379417451,0.0121300295149351
DEL,repeats,4,1,0.00171888376089643,0.00150437029571265,0.00282263530129579,0.00255404598655427,0.000254659981084688,0.000869327695701461,0.0658094301009997,0.00110464709568008,0.000581649007588121,9.86191497045344e-05,0.00368853077352053,0.00101337221987035,0.00465992101467124,0.00434054438199176,0.00247691779886214
DEL,repeats,4,2,0.000457980082379856,0.000219788035344099,0.000118934491644141,0.000563548866793502,9.86362361275964e-05,3.38949209484454e-05,0.0145568967275126,0.000212072819365337,0.000315594689947639,0.000202337960229567,0.000678210550553803,0.000644680545158249,0.000689161760042132,0.000333765698070262,0.000151264074760214
DEL,repeats,4,3,4.53088148996491e-06,7.35473558946528e-05,0.00428266748134165,0.000218552673913379,5.88015573687092e-05,5.89736108272493e-06,0.00434890071485584,0.000210105089719814,0.000279327634564193,0.000224693562200712,7.27107636611131e-05,0.000110053160567806,0.03213987896297,0.000418847126762383,0.00342731327473335
DEL,repeats,4,4,2.22503316593041e-06,0.000282013070277985,0.00479368920463623,4.80712081644283e-05,7.28362008043252e-05,4.22412351060708e-06,0.00106366524901551,0.000211564236933879,0.000929219756024926,0.000290950592104844,3.81873627788178e-05,1.22145421420318e-05,0.0521403366517315,0.000975653392572272,0.00405800746469017
DEL,repeats,4,5+,0.000193198228614061,6.56121851520498e-05,0.00130898800759885,1.78785542961004e-05,2.66129015494064e-05,3.4953996990261e-05,0.00026161098715819,4.68985656437577e-05,0.000254845182896236,8.71280425248859e-05,5.29013026260076e-05,1.96057667530054e-05,0.024137670305447,0.00153782694477162,0.00197713961638075
DEL,repeats,5+,0,1.8752023700223e-05,0.246067650281339,0.0175014789259175,0.0202864345803093,0.00270208164498654,2.4731861707725e-05,0.00431774959550727,0.00289838100411682,0.00113439946466373,0.0162788692738967,0.00162472020899803,0.0075520109198822,0.0068334787577523,0.00183322648457651,0.0160533266057628
DEL,repeats,5+,1,0.00272756449377819,0.000403863540708063,0.000264399848875295,0.00788337344956604,6.9889560734585e-05,0.000185976189074148,0.0116552817357561,0.000227009401013045,0.00105718654095672,0.00328329467086697,0.000548913775134052,0.000477644303674224,0.00220680202811786,0.0193669583886214,0.000129658994020685
DEL,repeats,5+,2,0.000341408577344829,0.000487742812794105,0.000448449011986426,0.000465420805136266,4.39582813852191e-05,9.26858219258658e-05,0.00294412340705218,9.02854906893512e-05,9.59657060525762e-05,8.94995294092764e-05,0.000154359436637186,0.00016046022546985,0.00310980958446654,0.00239858065093257,0.000447299814581444
DEL,repeats,5+,3,0.000102489899788402,2.69096896547222e-05,0.000289745216228939,0.000126353144992111,8.06007667352211e-05,3.58976773374478e-05,0.00142070672981458,3.11325102685517e-05,9.74293988707422e-05,0.000106524105985836,4.11127230699257e-05,0.00019109848189953,0.00180964879036417,0.000438328388472262,0.000172003500873184
DEL,repeats,5+,4,5.55717585748525e-05,6.07539173504561e-05,4.62749225021584e-05,6.73905818275454e-05,5.9669461412239e-05,1.54322508950271e-05,2.09171958986838e-05,3.07086915756699e-05,4.20968062660564e-05,0.000127771086039482,2.19754724846918e-05,1.50541854208801e-05,0.000656381348750023,8.30935448441748e-05,6.66243048812787e-05
DEL,repeats,5+,5+,6.77975222051595e-06,4.24919443825707e-05,0.000619091022401391,4.12156966600743e-05,3.77305406631101e-05,3.11613251601272e-05,0.000399460026295005,5.21478628827375e-05,5.26804312589491e-05,8.03509885422575e-05,9.269865092674e-05,7.01486997545162e-05,0.00348825324785068,0.000318260204056277,0.000587458110674566
INS,repeats,2,0,0.000301821940762161,0.00209022795757915,0.00674602258369186,0.00212699022470678,0.00271405025343073,0.00035846326253338,0.000234560177424554,0.00299668272265439,0.000250967022437848,0.00937673381840266,0.00101849011939437,0.0257171002801953,0.00784905300948142,0.0249451592543448,0.00736163320725791
INS,repeats,2,1,0.000195114536247954,0.0020142241932978,0.0192310353665571,6.86454890181729e-05,0.00323193918040062,3.60156373808462e-05,0.000364972490629613,0.000970780934256966,0.00014551858855476,0.00244390399607976,0.00235799392418021,0.000100569567225049,0.00306148940272699,0.0392939036572093,0.0189407513057972
INS,repeats,2,2,0.000951032780568854,0.000466710774851626,0.00681759113453558,0.000664762554156088,0.00126722034344047,0.000135936128272746,0.000552710502369035,0.000492174593490971,0.000295228092443586,0.000642962151387451,0.000510357111552527,0.000940248008737514,0.0030013404404976,0.0246517475983878,0.0069843814393592
INS,repeats,2,3,0.000366444997044671,0.000204855254311832,0.00123612148240854,0.000429105960014897,0.00137699538707307,0.000499433207440712,9.75424339356992e-05,0.000914255629732034,0.000378858746199481,0.000396703482843724,0.000343914484606538,0.00148092152375421,0.00126390132972501,0.0034241299280883,0.00100901636312729
INS,repeats,2,4,0.00217454404125589,0.000147619745642952,0.000139681835489233,0.000167584334333551,0.000412254420676655,0.00262902356875837,0.000128210503110461,0.000294075681885225,0.000587741472566299,0.000150753300398779,0.000205605109821843,0.00282681733025869,0.00192383904385107,0.00190737455210492,6.56497954813191e-05
INS,repeats,2,5+,0.0131145454829751,0.00184747480510415,0.00108654399847796,0.000976033761816488,0.000142039905660609,0.0168501722873427,0.000187659375664615,0.000272176364568743,0.000653119751777714,0.00155089458124791,0.00177145296164223,0.00124966043165241,0.037988167199271,0.00628111659435739,0.000584423135920969
INS,repeats,3,0,2.77701813790176e-05,0.000727383264565348,0.00393012685110038,0.000852340193792167,0.000384849821292419,3.79017159008349e-05,0.000159855906357826,0.000192456068437661,9.07364445312652e-05,0.000423994862395389,0.000111927189350845,0.00728739420936138,0.00974428650574268,0.0191508754143495,0.00357833890570422
INS,repeats,3,1,0.00106397458033738,0.000636617184788626,0.00511802307520347,0.000193167915495562,0.000326408126575905,0.000251012561479757,0.000375071609379837,0.00029001913153907,0.000385689312684256,0.00383072253353772,0.00120428576818111,0.00273567700913661,0.00120607173621912,0.0364277727252397,0.00664141633330108
INS,repeats,3,2,0.000205761206573148,0.000191148120489862,0.00079118397467693,0.000767969633187736,8.19597774570409e-05,4.02782261229962e-05,0.000775037153298601,9.0576109221613e-05,7.81386781390159e-05,0.000471627044085527,0.00016870822512889,0.000114985172578437,0.000556493869058029,0.00304026955704978,0.00147496922066488
INS,repeats,3,3,2.36230265390433e-05,3.50272585218062e-05,1.67139504249204e-05,0.000282645896723576,1.43352345921556e-05,0.000136300906885212,3.199364872151e-05,2.92555989143606e-05,0.000150810401051207,1.21755607113223e-05,1.25894228698178e-05,0.000638145289573914,2.1492816837751e-05,0.000690789637161501,2.92819340445299e-05
INS,repeats,3,4,0.000109869660952539,6.89226258786094e-05,5.6624974440928e-05,0.000212017344490584,1.71040601749287e-05,7.86216510993825e-05,0.000163551801873758,8.95710534642074e-05,9.7379358090634e-05,1.22623224266049e-05,3.93450585535966e-05,0.000509559720238888,0.000107927957933455,0.000708879380177816,2.93078518477204e-05
INS,repeats,3,5+,0.00175545116642849,7.70589459547522e-05,0.000101957347114279,3.53697915580565e-05,6.39624111690157e-05,0.00119956068371829,6.06284136762603e-05,6.78352090721225e-05,0.000331657780362384,0.0001666981756296,0.000161085690583123,0.00220350883714651,0.00179550064115083,0.00147361829648294,7.56981277782427e-05
INS,repeats,4,0,3.02213807068364e-06,0.000704109604812661,0.00206426060884598,0.00144216464818202,7.65322019262838e-05,9.60156288030995e-06,0.000116044378965308,5.9280126028664e-05,0.00019194392230018,0.000915538540233562,0.000185820545470066,0.00657051335614667,0.00524934991960295,0.015595346363912,0.00290222635743652
INS,repeats,4,1,0.00120121964934266,0.000972868979596825,0.00362701272405377,0.000519554815941833,0.000161468255200893,0.000636645099226299,0.00108530140331243,0.000211200963768551,0.000555990597587622,0.00298784210975802,0.00140165837471563,0.000673769905254011,0.00331522834107771,0.0569025787823218,0.00375108624752896
INS,repeats,4,2,1.80979441831936e-05,0.000103288478117251,0.00042941580410685,0.00043904451511104,5.81961413773689e-05,4.46536462110055e-05,0.000267856938242867,8.65801044030124e-05,9.34761772421913e-05,0.000138095730158109,5.54241665366368e-05,1.13313994955e-05,0.001221456882085,0.00656498640784419,0.000334365578959533
INS,repeats,4,3,0.000143142831334831,3.46778041711652e-05,4.2734174457902e-05,0.000303462896252051,4.87762072463747e-05,9.45359995630811e-05,0.00010012619067936,0.000114606629108016,6.55033811616855e-05,3.23717599909899e-05,0.000144521097275176,0.000674150335932517,0.00037604698236986,0.000465562397189132,1.48871861525739e-05
INS,repeats,4,4,0.000253761340658867,0.000125583665688144,3.59878571867935e-05,9.01209275046933e-05,3.61048082108396e-05,0.000271296560246733,0.000378520362946376,2.51808849099391e-05,0.000132995883332673,2.62116782059266e-05,7.18476786390557e-05,0.0019137837018443,0.000267732462982489,0.00182547373756951,2.49484773510927e-05
INS,repeats,4,5+,0.00211907519119172,0.000631549244376648,0.000568501516196002,0.000236374421711138,0.000165943253122898,0.000870147646220518,0.000236739520069207,0.000127266698919673,0.000200300732578256,0.000110177738218292,0.000115599450141811,0.000424479116353011,0.00818118661068638,0.00681406825399192,0.000737887632172049
INS,repeats,5+,0,2.50294428516604e-06,0.000203849507644134,0.00463923700595857,0.00878319612963074,0.000240515262014282,6.98336278662057e-06,0.000104945458692537,0.000385559974020156,0.000966625239155835,0.00288621522059036,0.000147778413343998,0.00246915814522327,0.00960520169462356,0.0668000536728639,0.00479065710883743
INS,repeats,5+,1,0.000217923597165805,0.00981663126179857,0.00452737951135841,0.00629665950212781,0.00060285038231406,0.00121254782806157,0.00226872939425913,0.000938122676694039,0.00126471816626062,0.0124417456538092,0.0020535863265689,0.0293358112413842,0.00448929278891255,0.278536917487911,0.00553744750640539
INS,repeats,5+,2,3.16748907446796e-05,0.000109967317852916,0.000415905173386518,0.00118260026457988,8.76202052921596e-05,0.000164608111864853,0.000182514329627238,0.000143190172666521,0.000947159375693729,6.14562149918286e-05,0.000130753231394472,0.000742505576774077,0.000872469201489282,0.0104103489233124,0.000169341742485528
INS,repeats,5+,3,9.57584041011421e-05,5.90083502526203e-05,0.000126326421805148,1.89811167866311e-05,3.79422245761662e-05,0.000230611884843767,3.66444108601003e-05,0.00010775287538884,7.6274659079984e-05,3.56879855529019e-05,7.77523420351502e-05,5.03255440423645e-05,0.0002977296318064,0.00378413569295146,0.000106809858728016
INS,repeats,5+,4,2.22712622038491e-05,4.87429156206212e-05,7.84948298959853e-05,2.72722834308799e-05,1.85265760706654e-05,0.000224554251962946,8.36575498697629e-05,3.80044276459936e-05,0.000159492476399986,3.31236948567723e-05,3.67226079096531e-05,0.00045172067029603,0.00165309140152803,0.00118835696430258,0.000166112384208003
INS,repeats,5+,5+,0.000106936477696172,0.000220838103051391,0.000340728388830607,7.59399598278904e-05,0.000116756379085194,8.58505502806855e-05,0.000136894172514158,5.06463337993846e-05,0.000185663804396595,3.05208433982948e-05,9.97236650726206e-05,0.000274358453252556,0.00423045123937014,0.00472301323433672,0.000553555032321185
DEL,MH,2,1,0.000274531417695632,0.00392644180931582,0.0287987394541047,0.000573983187693349,0.00909933037731425,0.00100569078804433,0.200254852778215,0.00374167727555491,0.000413674618959789,0.00950474590920681,0.00490311132025801,0.00222030213424056,0.00624799277965054,0.00260989270396931,0.0318652392419281
DEL,MH,3,1,1.0951326029126e-05,0.00972381107230223,0.012768657294713,0.000974693644878348,0.000647160058994952,6.24252242710357e-05,0.00710631961286607,0.000492816376083049,0.000288172342448324,0.000740096711741595,0.00372548575047458,0.00142700906188594,0.0148703233215463,0.00533031174988445,0.0129612445646155
DEL,MH,3,2,0.00250603154048642,0.00352278453190741,0.00899001327290121,0.00424729535740423,0.000446449839991729,0.00136541955669548,0.0543488962213659,0.000786994985365117,0.00116702605329431,0.00122752402819914,0.00202190114758606,0.00358277384887995,0.0060350747308334,0.023166400787202,0.00857328532284913
DEL,MH,4,1,0.000141396875077374,0.00571325986242555,0.00877423684777216,0.00254555341505227,0.000208881218047187,7.31986945390205e-05,0.0110269457968726,0.000214664167944672,8.09284516300503e-05,0.00161138677718104,0.00263510230852173,0.000115854728415022,0.0035764665716344,0.000684030832078482,0.00879745617798398
DEL,MH,4,2,0.000461154548302506,0.00169959424718975,0.00693964121451599,0.00870076731842415,0.000482021204741667,0.000113261515365376,0.0311115317017741,0.000197820402178995,0.000352637377422763,0.000404126429595678,0.00279369833077199,0.00125054357429894,0.00498401413763474,0.00104006082924575,0.00564508155127486
DEL,MH,4,3,0.000570769554296415,0.00121648468768853,0.00290217390952249,0.00482912558820934,0.000170092257818796,0.000119554427245801,0.0381500894856064,0.000298489450843952,0.000650855406477817,0.000714492365542647,0.0018341262124747,0.00300193772366097,0.000543273467334088,0.00111838345285485,0.00324819015332376
DEL,MH,5+,1,0.00056698112573378,0.301077000068863,0.00849896730731501,0.0662033905650541,0.00197076876319529,4.2134173544943e-05,0.000631436446975897,0.00125197252787858,0.000160530822587232,0.0084257290169997,0.000383579050596185,0.00772073192579961,0.00646029233014142,0.00214433030678018,0.00889045703117215
DEL,MH,5+,2,6.88835849054359e-05,0.112817112968427,0.0077814529372768,0.255602904976909,0.00248776015037382,2.12045999752375e-05,0.000508842806351656,0.00229241714613982,0.000257021956830945,0.00817581671622351,0.000136844619915531,0.00486777357320357,0.00141875784816392,0.00124998136358893,0.00808983017281706
DEL,MH,5+,3,2.66288852973031e-05,0.0423042891009318,0.00681398065130112,0.221269457607113,0.00101605314692121,1.94602017247652e-05,0.00149206335083952,0.00149958557191844,0.000724978312013146,0.00337418238772077,0.000691629862867906,0.00162956122457049,0.00327719069401233,0.000847832461149295,0.00774678212978874
DEL,MH,5+,4,0.00038395165334447,0.0147427801448404,0.00209543223886457,0.124839724338101,0.000732286627791311,7.99628055058463e-05,0.00389995613005724,0.000563775734376987,0.000377620236891802,0.000375764988888861,0.000449854021616861,0.000244426710940102,0.00104843197531202,0.000588811195761832,0.00269954395292684
DEL,MH,5+,5+,0.00196394787889286,0.0107898991307517,0.000858809112991056,0.0997101691140817,0.000212509480316967,0.00060306943969966,0.000478376944226398,9.31371850371707e-05,0.000564985427812078,0.0119235757695699,0.000367836047838081,0.000501883172619035,0.00923093289494172,0.0343756802290042,0.00074353512148724
