Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00201757,0,0.00186132,0.03031219,0.08727656,0.0234957,0.00357294,0.3730444,0.01193423,0.00310197
DEL,C,1,1,0,1.253e-05,0.00456521,0.01942921,0.23291451,0.00170756,0.00459967,0.09333366,0.00043805,9.611e-05
DEL,C,1,2,0,0,0.0053587,0,0.21000633,0.00373832,0.00753925,0,0.00122682,0
DEL,C,1,3,0.00223864,0.00187863,0.00852199,0.00493525,0.07514653,3.271e-05,0.00551775,0.01017903,0.0010541,0.00056953
DEL,C,1,4,0.00347981,0.00060417,0.00249952,0.00092375,0.04404871,0.00175183,0.00037105,0.01405207,0.00223842,0.00121996
DEL,C,1,5+,0.01475265,0.00221534,0.00803444,0.00184934,0.02622434,0.0010533,0.0003303,0.00031304,0.00222023,0.00345694
DEL,T,1,0,0.00556573,0.00089448,0.12816356,0.03390983,0.02396272,0.00052305,0.06908681,0.11881895,0.00543183,0.01665398
DEL,T,1,1,0,1e-08,0.00755687,0.00125104,0.0032199,2.052e-05,0.41428543,0.00731754,0.00596765,0
DEL,T,1,2,0.0061575,4.333e-05,0.15137351,0.00429642,0.00248171,0.00792115,0.06351142,0.09104566,0.00167773,0.00579053
DEL,T,1,3,0.01814921,0.00129629,0.11681897,0.00638651,0.00289891,0.0193493,0.0726349,0.11703415,0.00439727,0.0133631
DEL,T,1,4,0.04263484,0.00311342,0.09921973,0.01238228,0.00243602,0.01395578,0.01984913,0.10729894,0.00341381,0.0105231
DEL,T,1,5+,0.83252422,0.00040321,0.00896801,0.00748232,0.00076014,0.00015938,0.00221379,0.00893706,0.00047617,0.0611581
INS,C,1,0,1e-08,2e-08,4e-08,1.3e-07,1.1e-07,1e-08,6e-08,2.4e-07,7e-08,0.5301531
INS,C,1,1,0.00016989,8.82e-06,0.00798238,0.00210326,0.00513292,0.00139193,0.00297429,0,5.323e-05,0.01409958
INS,C,1,2,4.17e-06,1e-08,0.00614006,0.00161778,0.00381722,1.225e-05,0.00364829,5.4e-06,5.744e-05,0.00047197
INS,C,1,3,0.00039568,0.00070465,0.0013778,0.00012,0.00873658,6.4e-07,0.00035364,7.85e-06,0.00077625,0.00068737
INS,C,1,4,0.00270036,0.00130163,0.0026181,0.00043277,0.00815197,0.00027339,1.378e-05,7.09e-05,0.00018756,0.00082597
INS,C,1,5+,0.00785141,0.02136053,0.02058054,0.00337257,0.00826606,1.536e-05,0,0.00012001,0.0020762,0.00289772
INS,T,1,0,0.00103064,0.00232568,0.00134298,0.0032642,0.01727433,0.00646353,0.02436762,0.01380403,0.00426078,0.0378695
INS,T,1,1,0,1e-08,0.01081034,0.00446144,0.06601494,0.00020771,0.0117216,0.00399113,0.00027224,0.00284691
INS,T,1,2,0.00044025,4.57e-06,0.03596293,0.00013165,0.05477613,0,0.01564113,1.322e-05,2.771e-05,0.00136712
INS,T,1,3,0.00102185,0.00342993,0.0265311,0.00057712,0.0315432,1.581e-05,0.01663545,0.00013854,0.00036209,0.00035569
INS,T,1,4,0.00333365,0.01464771,0.02307563,0.00181496,0.00829243,0.00045155,0.01266452,0.00221417,0.00187629,0.00471341
INS,T,1,5+,0.0032741,0.91228947,0.03899155,0.00581673,0.00208282,0.00618287,0.00034411,0.00564172,0.00421203,0.17128659
DEL,repeats,2,0,2.438e-05,0.00011409,0.01859375,0.00719991,0.00886003,0.00015076,0.02720113,0.01220503,0.09031261,0.000732
DEL,repeats,2,1,0.0028194,8.754e-05,0.01568819,0.00746888,0.01174038,0.00029789,0.00909113,0.00036709,0.20920243,0.0059695
DEL,repeats,2,2,0.00170321,0.00043397,0.00194355,0.00030258,0.01325626,0.00155065,0.00219624,2.42e-06,0.04691488,0.00214166
DEL,repeats,2,3,0.00096132,0.00013949,8.088e-05,3.739e-05,0.00612694,0.00038792,0,1.405e-05,0.00990669,0.00013157
DEL,repeats,2,4,0.00090437,1.003e-05,0.0006037,0.00023961,0.00320912,0.00012238,0.00013845,0.00016773,0.00331239,0.00037215
DEL,repeats,2,5+,0,1e-08,0.02090986,2.651e-05,0.00084152,4.41e-06,0.01675955,4.655e-05,0.00101848,0
DEL,repeats,3,0,5e-08,7.94e-06,0.01235151,0.0141293,0.00197588,0.00078179,0.01640269,0.00095105,0.00458969,0.00146461
DEL,repeats,3,1,0.00425167,0.00386835,0.00867494,0.00146004,7.07e-06,0.00398423,0.00016675,0.00161701,0.09835668,0.00429313
DEL,repeats,3,2,0.00201078,0.00059302,0.00135089,0.00044064,1.23e-06,0.00051222,0.00054967,0.00043883,0.01441216,0.00146272
DEL,repeats,3,3,0.00047626,0.00028508,0.0011135,0.00037218,4.059e-05,9.544e-05,0.00014932,0.00026483,0.00356813,0.00029857
DEL,repeats,3,4,0,1e-08,0.00618241,1e-08,1.441e-05,1e-08,0.00361005,1.219e-05,0.00043478,4.93e-06
DEL,repeats,3,5+,0,1e-08,0.00960073,0,0.00018587,3.194e-05,0.00522535,1.891e-05,0.0001892,2.072e-05
DEL,repeats,4,0,0,4.175e-05,0.00570632,0.00735599,0.00079274,0.00236104,0.01353278,0.00027737,0.00663438,0.00035082
