MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00201757	0.00000000	0.00186132	0.03031219	0.08727656	0.02349570	0.00357294	0.37304440	0.01193423	0.00310197
1:Del:C:1	0.00000000	0.00001253	0.00456521	0.01942921	0.23291451	0.00170756	0.00459967	0.09333366	0.00043805	0.00009611
1:Del:C:2	0.00000000	0.00000000	0.00535870	0.00000000	0.21000633	0.00373832	0.00753925	0.00000000	0.00122682	0.00000000
1:Del:C:3	0.00223864	0.00187863	0.00852199	0.00493525	0.07514653	0.00003271	0.00551775	0.01017903	0.00105410	0.00056953
1:Del:C:4	0.00347981	0.00060417	0.00249952	0.00092375	0.04404871	0.00175183	0.00037105	0.01405207	0.00223842	0.00121996
1:Del:C:5	0.01475265	0.00221534	0.00803444	0.00184934	0.02622434	0.00105330	0.00033030	0.00031304	0.00222023	0.00345694
1:Del:T:0	0.00556573	0.00089448	0.12816356	0.03390983	0.02396272	0.00052305	0.06908681	0.11881895	0.00543183	0.01665398
1:Del:T:1	0.00000000	0.00000001	0.00755687	0.00125104	0.00321990	0.00002052	0.41428543	0.00731754	0.00596765	0.00000000
1:Del:T:2	0.00615750	0.00004333	0.15137351	0.00429642	0.00248171	0.00792115	0.06351142	0.09104566	0.00167773	0.00579053
1:Del:T:3	0.01814921	0.00129629	0.11681897	0.00638651	0.00289891	0.01934930	0.07263490	0.11703415	0.00439727	0.01336310
1:Del:T:4	0.04263484	0.00311342	0.09921973	0.01238228	0.00243602	0.01395578	0.01984913	0.10729894	0.00341381	0.01052310
1:Del:T:5	0.83252422	0.00040321	0.00896801	0.00748232	0.00076014	0.00015938	0.00221379	0.00893706	0.00047617	0.06115810
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000013	0.00000011	0.00000001	0.00000006	0.00000024	0.00000007	0.53015310
1:Ins:C:1	0.00016989	0.00000882	0.00798238	0.00210326	0.00513292	0.00139193	0.00297429	0.00000000	0.00005323	0.01409958
