Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I
DEL,C,1,0,0.00385191,2.887e-05,0.00695738,0.04320539,0.0992302,0.03123859,0.31838964,0.00740275,0.01469584
DEL,C,1,1,2.67e-06,0.00046481,0.00826994,0.02260282,0.21464266,0.00316991,0.0957531,0.00017199,0.00393981
DEL,C,1,2,0,0,0.0113385,0.00065429,0.19103196,0.00571094,0.00127227,1.33e-06,0.00120213
DEL,C,1,3,0.00239916,0.00196062,0.00858856,0.00486531,0.0686166,0.00039935,0.0115549,0.00022051,0.00109009
DEL,C,1,4,0.00374978,0.00062416,0.0003136,0.00062451,0.04310712,0.00182594,0.01286051,0.00175496,0.00137658
DEL,C,1,5+,0.01452983,0.00354164,0.00048389,0.00062051,0.02338454,0.00080974,0.00096568,0.00236064,0.0021796
DEL,T,1,0,0.00785606,0.00132505,0.109101,0.03846533,0.03488622,0.00419673,0.10445179,0.01777813,0.00664059
DEL,T,1,1,0,0,0.1720308,0.0391278,0.00534821,8.464e-05,0.02820776,2e-08,0.04224685
DEL,T,1,2,0.00698209,0.00101686,0.12297679,0.01027535,0.01484866,0.01196523,0.08625766,0.01074105,0.00121173
DEL,T,1,3,0.02030169,0.00224903,0.09881001,0.01229788,0.01287037,0.02254678,0.11106557,0.01659614,0.00360906
DEL,T,1,4,0.04741884,0.00431209,0.05301312,0.00271428,0.01023508,0.01791261,0.09032794,0.01321821,0.00148476
DEL,T,1,5+,0.81784883,0.00026962,0.01133077,0.00300604,0.0060675,0.0013298,0.02728638,0.04509768,0.00224846
INS,C,1,0,0,1e-08,6e-08,2.3e-07,2e-07,1.5e-07,2.17e-06,0.46199302,7.52e-06
INS,C,1,1,0.00016334,0,0.00591884,0.00168243,0.00669262,0.00155614,0.00090435,0.01191396,6.426e-05
INS,C,1,2,1.117e-05,0,0.00581781,0.00126844,0.0048579,3.238e-05,0.00070272,0.00044158,1.403e-05
INS,C,1,3,0.00047104,0.00051957,0.00046921,9.528e-05,0.00859936,0,0.00040433,0.0015347,0.00020278
INS,C,1,4,0.00291265,0.00144537,5.23e-06,0.00024679,0.00782491,4.712e-05,0.00099842,0.00166315,0
INS,C,1,5+,0.00896511,0.02447402,2.102e-05,0.00058082,0.00691786,2.118e-05,0.00027457,0.00243982,0.00043284
INS,T,1,0,0.00124964,0.00215888,0.01106125,0.00591543,0.0150086,0.00571348,0.01285268,0.03230751,0.00467129
INS,T,1,1,1.1e-07,0,0.01539921,0.00528289,0.06071978,0.00023188,0.00812656,0.00256259,0.00036041
INS,T,1,2,0.00066469,3.742e-05,0.03157831,0.00047431,0.05217226,1.114e-05,0.00369654,0.0016573,4.8e-05
INS,T,1,3,0.00105267,0.00407216,0.02166358,0.00106348,0.0316724,0.00053881,0.00303133,0.00106742,0.00031138
INS,T,1,4,0.00343216,0.01649204,0.0147263,0.00139143,0.00787854,0.00098889,0.00305121,0.00493003,0.00090348
INS,T,1,5+,0.00180071,0.90035548,0.00043517,0.02200417,0.00745568,0.00784733,0.01849292,0.23580319,0.0062091
DEL,repeats,2,0,9.134e-05,0.0004722,0.02930907,0.01025318,0.00694817,0.00150236,0.01245956,0.00047056,0.06883102
DEL,repeats,2,1,0.00340553,0.00053076,0.01675905,0.0104255,0.01035493,0.00120193,0.00253077,0.00670069,0.21854124
DEL,repeats,2,2,0.0018519,0.00015735,0.00235942,0.00035412,0.01244052,0.00177187,0.00050185,0.00263663,0.0508321
DEL,repeats,2,3,0.00073125,0.00018479,0,7.624e-05,0.00618369,2.96e-05,0.00020027,0.00045987,0.0102386
DEL,repeats,2,4,0.00084428,0,0.00017193,1.43e-05,0.003708,7.4e-07,0.00013231,6.424e-05,0.00296127
DEL,repeats,2,5+,0,1e-08,0.0233616,0.00050677,0.00053153,0,0.00212852,1e-08,0.00155414
DEL,repeats,3,0,1.388e-05,5.229e-05,0.01855764,0.01204028,0.00087218,0.0012178,0.00287935,0.001125,0.00435883
DEL,repeats,3,1,0.00497423,0.00465337,0.00287988,0.00100119,0.00014905,0.00517075,0.00307919,0.00506808,0.09030737
DEL,repeats,3,2,0.00250034,0.00019616,0.0001116,0.00013949,0,0.00038909,0.00057182,0.00129018,0.02076092
DEL,repeats,3,3,0.00051921,9.027e-05,7.173e-05,3.877e-05,0,0,0.00014066,0.00050496,0.00370468
DEL,repeats,3,4,0,4e-08,0.00652119,6.202e-05,8.461e-05,1e-08,0.00057012,2.77e-06,0.00012585
DEL,repeats,3,5+,0,2e-08,0.00928668,0.00022597,0.00017022,0,0.00080227,1.6e-07,0.00039949
DEL,repeats,4,0,1.308e-05,2.282e-05,0.01168168,0.00719779,0.00026456,0.00238833,0.00159685,5.233e-05,0.00668063
DEL,repeats,4,1,0.00213085,0.0005854,0.00052782,0.00156381,0.00052,0.00258547,0.00357628,0.00068336,0.05980874
DEL,repeats,4,2,0.00046079,0,0,2.753e-05,0,0.00011643,1.1e-06,0.00059212,0.01027908
DEL,repeats,4,3,1.37e-06,0,0.00421626,3.646e-05,7.521e-05,1e-08,0.00025296,2.127e-05,0.00396671
DEL,repeats,4,4,0,4e-08,0.00515861,4.742e-05,6.559e-05,1e-08,0.00044352,1.05e-06,0.0001553
DEL,repeats,4,5+,0.00016595,0,0.00127047,1.01e-06,0,0,0.00010908,1.14e-06,0.00019289
DEL,repeats,5+,0,0,0,0.01577042,0.25004636,0.00130187,0.02438488,0.00087432,0.00362001,0.00345771
DEL,repeats,5+,1,0.00297115,6.5e-07,6.331e-05,8.641e-05,0,0.00763762,2.683e-05,0.00044188,0.01220528
DEL,repeats,5+,2,0.00041587,2e-07,1.22e-05,8.05e-06,0,9.39e-05,4.978e-05,2.775e-05,0.00237674
DEL,repeats,5+,3,9.149e-05,0,0,1.95e-06,0,6.2e-06,1.4e-07,1.324e-05,0.00055512
DEL,repeats,5+,4,4.455e-05,1e-08,0,2.3e-07,0,0,5e-08,2.7e-07,3.816e-05
DEL,repeats,5+,5+,1.947e-05,1.1e-07,9.83e-05,2.3e-07,0,0,7.87e-06,4.322e-05,5.371e-05
INS,repeats,2,0,0.00033655,0.00033146,0.00807201,0.00195969,0.00249204,0.00205352,0.00118247,0.02428582,0.00136947
INS,repeats,2,1,0.00022024,0,0.02020896,0.00154641,0.00321028,1.606e-05,0.00256329,7.3e-06,0.00027851
INS,repeats,2,2,0.00107619,0.00011002,0.00783761,0.00016484,0.00146755,0.00057754,0.00087306,0.00123571,0.00010511
