Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.998),ID83B (ID1 0.999),ID83C (False Positive) (ID5 0.861),ID83D (False Positive) (ID5 0.302),ID83E (ID8 0.981),ID83F (ID3 0.972),ID83G (False Positive) (ID5 0.603),ID83H (ID6 0.995),ID83I (False Positive) (ID1 0.287),ID83J (ID9 0.97),ID83K (False Positive) (ID1 0.713),ID83L (ID13 0.985),ID83M (ID4 0.99),ID83N (ID14 0.965),ID83O (ID11 0.959)
DEL,C,1,0,0.000729308511412582,7.90624632429626e-11,0.00100309294412483,0.0222634487297157,0.00799364783418578,0.0829250758886337,0.00936972646714493,0.0227198864147067,0.00167335806880478,0.473076083362103,0.00189927937341659,0.00267201903791697,0.00963626991410592,0.00328084948385367,0.0192831039611527
DEL,C,1,1,0,1.41658738122744e-05,0.0175283295592881,0,0.0141520608834914,0.245374067425728,0.0098673302824908,0.000828494083730102,0.000656407492613838,0.110285255491972,0.0438624407390671,0.000455146672573828,3.91460727042214e-09,4.63179853886686e-05,0.0222992534364994
DEL,C,1,2,0,1.1100430352684e-10,0.0201832966292432,0,1.67536065021068e-10,0.238683306872845,0.00214747907071917,0.0039119566208683,9.88569759385882e-11,0,1.38665257054527e-10,0.00388735651941215,0.000421677180202522,2.19719193950141e-10,0.00389375182799959
DEL,C,1,3,0.00127266652649279,0.000588970538818583,0.0136658031681765,0.00836365975599652,0.00463589441653312,0.0827150827646256,0.00657894335974531,2.11336329812184e-06,0.013647335395508,0.0102172266039997,0.0143442005351945,0.00242666905578602,0.00042358915921497,0.000446444009870746,0.0052409247786853
DEL,C,1,4,0.00155605482643155,2.61210817551127e-05,5.76843546349437e-05,0.0111917636431288,2.95770992335154e-05,0.049560539200902,0.0137668071175968,0.00143374708777024,0.00950002984231204,0.0141479072999209,0.013403691236965,0.000812163925529098,0.00162015549038188,0.00153744792012731,0.00355373511149082
DEL,C,1,5+,0.00804513988176467,4.69673045694638e-05,9.46320885593049e-05,0.00468431698192126,5.94391276536044e-06,0.0234182216174564,0.062750268834711,0.000395454870567811,0.0496914370268115,4.8151086180126e-06,0.0401867539552342,4.7851655293184e-05,0.00109785307455475,0.00370065888771933,0.00794180968368892
DEL,T,1,0,0.00107019083503227,2.33593661876581e-05,0.214692807067186,0.0448769481340498,0.0251236487401184,0.0172687238779475,0.043955230398832,2.390821975278e-23,0.0153589423200718,0.120040483176708,0.0483918349490257,0.0311105756089091,0.00356999405418522,0.0164784656185657,0.0295833212723497
DEL,T,1,1,0,1.43439469590945e-08,0.0343810685687891,2.19244224997084e-10,9.54767107017214e-08,0.00462806847325343,0.00369215560243861,4.23608932376141e-09,1.07935627363202e-08,6.16919372489436e-06,1.7501842259955e-07,0.696359779834747,8.37424106708571e-06,4.55801824741578e-08,0.00179440116464948
DEL,T,1,2,0.00302504301745327,0,0.159991293475032,0.0093610856485111,0.000551798681553374,7.5445728756165e-05,0.127778083834564,0.00714992709457874,0.00785959428480057,0.0914452538639307,0.00111540993559174,0.00833296991025559,0.000709574568839954,0.00588792916911189,0.0338163337379957
DEL,T,1,3,0.00159901502923971,0.000579037428664875,0.074827488556776,0.0605379631959933,0.000369589133296442,0.00258875288425685,0.400077184110505,0.0137874602540338,0.00597367726720705,0.0882395740885264,0.00162422079069461,0.0483788343891501,0.00145070674414895,0.0134447042411213,0.0137209641662953
DEL,T,1,4,0.0021876768025382,0.000106760024410846,0.0197758836962352,0.710447995662689,3.81068474553103e-10,0.00379748257928361,0.0208725896866916,0.00484340604796667,0.00773661616236183,0.0378230778920488,0.0301740765875404,0.00162603751702447,0.000159452197000755,0.00591628446062644,0.00934020806225712
DEL,T,1,5+,0.940967491269112,0.000150109538836955,0.00319895590227447,0.0460151313041533,6.85990977647119e-05,0.000808061485304908,0.0560991492959635,6.39904519339469e-05,0.0149946486988972,0.000372099841646249,0.00850488807902487,0.000896401732761338,0.000161513336542721,0.0508276200424479,0.00623612463212548
INS,C,1,0,0,1.19715343235729e-09,6.12310870318552e-08,1.40129846432482e-46,1.73736999445416e-07,1.75954042945533e-07,1.80558770957376e-08,4.78257813801171e-09,7.4970813842611e-09,2.94830076033037e-07,3.40313894320381e-08,5.74509066288695e-08,6.46076973434282e-08,0.584641253352165,3.8509843093666e-06
INS,C,1,1,0.000136261884059214,1.1835724917586e-07,0.00210894236341119,0.000177338300272822,0.000301862244816675,0.000196532563959408,0.000431803725873685,0.00141709893650841,0.000140469604422862,0,0.000221683131530881,1.92962192522828e-05,5.63618422984291e-05,0.0152142519224435,0.0953044865748961
INS,C,1,2,8.33929062435956e-06,7.77608381878348e-07,0.00293360554263927,5.64968757940285e-05,0.000463467852879251,0.00133520866009349,0.000224501578699048,1.22863390572547e-10,4.3682180171345e-05,2.33080760099513e-05,1.99929379670749e-05,0.00101462313145021,2.06060629426563e-05,0.000216654237011031,0.0602763854712248
INS,C,1,3,9.77228476540912e-05,0.000284561746391123,0.000361469644121826,0,0,0.00684282856062055,0.000882103351686965,0,0.00668558561842862,4.04839610723684e-10,0.00306279866880077,5.18676453793887e-06,0.000564694942204369,0.000636647591309156,0.0210011997167021
INS,C,1,4,0.00142383404759812,0.000123757232422988,2.50308943213895e-05,5.01030749190079e-05,1.09202629391802e-05,0.00776313418755308,0.00657079213696783,0.000206302922870236,0.0276626571686938,5.00870128621981e-05,0.00394801182181729,2.66495990217663e-07,0,0.000789680995803792,0.00664088168559829
INS,C,1,5+,0.00361530849853418,0.00197668273635966,1.43989115596668e-06,2.89807877117817e-05,2.52084258356433e-09,0.00351456541766755,0.00174972536043164,0,0.0746860051036644,3.05020969237901e-08,0.250412436202168,0,0.000134068522249216,0.00152079632667391,3.13446150812524e-09
INS,T,1,0,0.000461487815341286,0.00112543445592451,0.0013251176889753,0.00244248943273498,0.00263640568213305,0.0201039157435298,0.00353216702741578,0.00663308520801365,0.0137633774743881,0.0146504132446523,0.0185981737409114,0.0420544657111168,0.00356158656440584,0.0422485229070298,0.00354099077705623
