Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16
DEL,C,1,0,9.61913124502557e-16,1.12183398809332e-237,0,0.00316836290986669,1.58218558272972e-210,0.0265499084196997,3.75369950039638e-246,0,2.16671446248852e-88,0,0.00235315610775016,0.0157722740528564,7.71408621454081e-73,6.94969599061279e-215,0.726272838537481,0.0823989095984092
DEL,C,1,1,0.0164158138514876,7.23989541716017e-97,0,0,0,0,0,0,5.43683407432566e-216,0.000508166174513113,0,5.07797421638763e-147,0.0188849939675796,0,0.17019954138661,0.248371830225762
DEL,C,1,2,0,0,0,0,0,0,0,0,4.1921948710454e-12,0,0,0.00587041030893333,0.0224531072554473,0,0,0.233559606564973
DEL,C,1,3,0.00507109193642379,1.28437001327643e-298,0,0.00161848254307693,2.50971755868536e-262,0.0194039320501103,3.22678830167993e-144,1.38559510737785e-165,0.00385662010862809,0.00156247327737335,0,0,0.0209445984873266,0.000179307013411326,0.0150343767272239,0.0740027528063732
DEL,C,1,4,0,0,0,0.00269616346411683,0.00167423086684049,0.0255778395757811,0,0,0,0.000281666418028666,0.00221164555385015,0.00196041259384841,0,0.000796740259655223,0.0191224544426014,0.0483246519990338
DEL,C,1,5+,0,0,0,0.0103434389760104,0,0.115806977384999,0,0,0,0.000791122732549562,0.00503431406415021,0.00062803112165491,0,0.00164116634392566,0,0.0263397306786402
DEL,T,1,0,0.00272625372067247,3.99568399533724e-42,0,0.00595842533917252,0.00372782494070737,0.0324856383532604,0.989557418066548,2.46968666154254e-266,1.47921270253025e-05,8.30010840638897e-237,3.68403266551472e-205,5.59064338364209e-171,0.102418969564187,5.54258093176506e-162,2.90486109723572e-83,0.0353606041734045
DEL,T,1,1,0,0,0,0,0,0,0,0,0.790071059649819,0,0,0,1.00946289271904e-39,0,0,5.6504606413876e-76
DEL,T,1,2,8.23509234394403e-185,1.82437138966667e-32,0,0.00307363950821043,0.0438427481514834,0.0150258255730814,3.21899615317346e-160,0.964360749816909,0.00455484419351673,6.58610832479826e-210,3.60742048890033e-241,0.000704218374417075,0.116516393837721,0,1.33632998581068e-130,0.0137034691200494
DEL,T,1,3,2.57109238534129e-211,0.98272751156434,0,0.00889570777433256,2.64174662346388e-21,0.104399377701892,6.36108509445953e-254,5.41212124319285e-283,4.41859230829804e-109,1.25680087314539e-61,0,5.88118776083121e-89,1.82892483747305e-40,0,5.37164941283027e-146,3.6383516183349e-57
DEL,T,1,4,4.85056244906225e-233,1.09187787774875e-155,0,0.0283835121988726,0.916430363257272,1.31246320364432e-146,1.82987319822187e-308,0,2.92031678936828e-130,7.67498784323405e-56,0,1.11184618297071e-91,0.00071528266598087,1.0374808851357e-305,8.82307771444233e-178,1.49727800309917e-85
DEL,T,1,5+,4.17967943128638e-143,2.06328792823528e-211,1.11253692927079e-308,0.885859302748275,8.83988048572731e-142,5.4822954942359e-73,0,0,7.71874992547218e-157,9.60471867300965e-87,0,7.47282651764815e-168,0.00118326911595929,0,1.11253692925361e-308,1.72753246658274e-71
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0.754870867943234,0,0,0,0,0
INS,C,1,1,0,0,0.167547486489687,0.000186481563337962,0,0.00102914407987813,0,0,0,0,0.0229066092729255,0.00120963178337198,0,0,0,0
INS,C,1,2,8.30148769248067e-05,0,0.100735577863995,1.46983737504835e-05,0,2.81831457459587e-05,0,0,0.000796466517118262,0,0.000243364878544912,0,0.00444781162591683,0,0,0.000865600471046202
INS,C,1,3,0,0,0.0378392554789557,0.000274177227778612,0,0.00489178619591685,0,0,0,0.00068303182629676,0.00178575030971996,0,0,0.000233505644960486,0,0.00658429686790401
INS,C,1,4,1.19831617885796e-05,0,0.0101675740652985,0.00161447922765982,0.00307769312426595,0.0218072586258242,0,0,0,0.00153937564416945,0.00233898677573398,0.000237047626833107,0,0,0,0.00632880102796592
INS,C,1,5+,0,0,0,0.00642512399844336,0,0.129959317586271,0,0,0,0.0206262316837812,0,0,0,0,0,0.0065338062106609
INS,T,1,0,0.00198830968348341,2.71332277463928e-234,0.000262708360875451,0.000797945018947587,5.26920851494577e-204,0.0138933297108527,1.24601435500738e-235,0,0.0431555812939631,0.00212809612915433,0.0458885382404074,0.00700048128290033,0,0.000939419588224645,0.0195270795086363,0.0210555084154093
