Group.1,x
hdp.1,4000
hdp.2,3996
hdp.3,3938
hdp.4,3802
hdp.5,3800
hdp.6,3800
hdp.7,3800
hdp.8,3800
hdp.9,3800
hdp.10,3800
hdp.11,3800
hdp.12,3800
hdp.13,3800
hdp.14,3800
hdp.15,3800
hdp.16,3800
hdp.17,3800
hdp.18,3800
hdp.19,3800
hdp.20,3800
hdp.21,3790
hdp.22,3600
hdp.23,3589
hdp.24,3527
