Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.75),hdp.1 (ID2 1),hdp.2 (ID1 1),hdp.3 (ID5 0.974),hdp.4 (ID8 0.998),hdp.5 (ID3 0.993),hdp.6 (ID9 0.999),hdp.7 (ID6 0.986),hdp.8 (ID13 0.997),hdp.9 (ID14 0.921),hdp.10 (ID4 0.995),hdp.11 (False Positive) (ID5 0.517),hdp.12 (ID11 0.989),hdp.13 (False Positive) (ID5 0.303)
INS,T,1,0,0.00614063820202652,0.000613637208340726,0.00202119052041626,0.00480579261389765,0.00462982454142403,0.0195286249923013,0.014047026162414,0.00733598639967539,0.0407420364369163,0.0467681263720386,0.00361938398489558,0.0052301444812105,0.00469844292839332,0.00279016320613512
INS,T,1,1,0.0048243231245849,1.93908903009411e-06,9.2467330113397e-06,0.0143585075646773,0.00389500074274532,0.0454635840736551,0.0106604991844711,0.00106290176639211,0.00459262177662165,0.0045092464707843,0.00126970937576356,0.00128770340607448,0.228937348343397,3.92242702545059e-05
INS,T,1,2,0.00865001424494315,0.000207168037032061,8.62631253232257e-05,0.0351300930166056,0.00163654436543342,0.0461419638284435,0.00244976717880285,0.000644899673584591,0.00501378465851714,0.00219837051487941,0.000247924782404498,0.00319034598520178,0.14562513526896,0.00719899688485019
INS,T,1,3,0.0102910495229529,0.000754131728900871,0.00298600557494191,0.0206246641166531,0.000988247544679952,0.025648778778401,0.00172012122889611,0.000578726259409689,0.011764067441368,0.000354759060870505,0.000717197394275196,0.00695143279775927,0.0921060627548894,0.0177781524998761
INS,T,1,4,0.0174213064432976,0.00230949274694527,0.0118345000760083,0.0115625920983458,0.00115876378726504,0.00692043128807558,0.00389742902291013,0.00103339460017062,0.0120373297785561,0.0068243120337602,0.00149540311830596,0.0096870006515677,0.0464190663700247,0.0494167065135481
INS,T,1,5+,0.187228868938075,0.00645967033311147,0.915212174814167,0.00065731216794496,0.0120161920139919,0.0188240966531935,0.00421577823722741,0.0118032113851426,0.0196873884138629,0.0449463590397438,0.00445790333902957,0.00473251111790576,0.0110285663532464,0.0140670800481836
DEL,repeats,2,0,0.00833299958018285,4.74092726856415e-05,0.000489568952698591,0.028311870194624,0.00821906266075655,0.00878600408441786,0.0151647343081006,0.000845215821560881,0.0238529034241378,0.000912099732826772,0.0852554147496642,0.00231525557640089,0.0105661664897079,0.0027105599914496
DEL,repeats,2,1,0.0135505737770671,0.00230763431510423,0.000776701269788015,0.0234528775789391,0.00975494324683381,0.0105317426559694,0.00365631232386465,0.00145242212956322,0.0042532740654985,0.00719322461808302,0.20605767551072,0.0358677600738877,0.00437585216065477,0.0158252583221518
DEL,repeats,2,2,0.00534485635597925,0.0011543074955567,0.000644119338896734,0.00474090947411711,0.000375881919292601,0.0128263204717129,0.000477572913288715,0.00225626995181225,0.00293825792810436,0.0024613520338601,0.0470885636977315,0.0100964027922997,0.00183372753503028,0.00796305022772555
DEL,repeats,2,3,0.0018081153094145,0.000514528553479468,0.000257539014990802,0.000176552483118414,7.01260812353132e-05,0.00697811847137771,0.000178522084667462,0.000826585794682313,9.12461847074524e-05,0.000197909526096863,0.0119958794334222,0.00155280987141725,0.000476192140608677,0.00450856921870857
DEL,repeats,2,4,0.00182006023734952,0.000415489134644462,0.000120567113589704,0.000956122527327118,0.000277223363150173,0.00304043353060198,0.000281266023750248,0.000167135252037688,9.71306030301577e-05,0.000304049834732527,0.00311912083240336,0.00155951153317598,0.000383702028825904,0.00838920784301581
DEL,repeats,2,5+,0.0057023513933826,1.32164756623896e-07,9.07555809341014e-07,0.0245103952684467,0.000530132028079465,0.000112090763083643,0.000196776202623774,0.000212204821737009,0.000460211842577625,2.18328142385982e-05,0.00182307544355539,0.00108263539582648,0.013061804306649,2.28894819053591e-06
DEL,repeats,3,0,0.00421812835903748,6.4341256367011e-06,3.32539883941773e-05,0.0195487680262291,0.0123519040280148,0.0010568436107916,0.0020951534861465,0.00107607179897067,0.00374100622416243,0.00204701761548497,0.00492121255766626,0.00100029858805628,0.00498487975887267,0.000229142011274891
DEL,repeats,3,1,0.0161055651081055,0.00275012147026553,0.00418074820865324,0.00583180655492921,0.00179161194161387,0.000181055081890668,0.00382448384979008,0.00425900741461001,0.000598083777493753,0.00519147594347932,0.0919213195297814,0.00746264925236324,0.000865861904438136,0.00905137618393839
DEL,repeats,3,2,0.00475348666767292,0.00136456894199158,0.00059016940608439,0.000660823842784478,0.000314244281180948,6.54378499944236e-05,0.000790735471049745,0.000727362910746958,0.000839617479061586,0.00161997726225145,0.0148089925875917,0.00389293523768912,0.000409507738441918,0.0145569475604408
DEL,repeats,3,3,0.00169109832109444,0.000197203487988374,0.000265868508945079,0.00049338436585257,0.000288694185936985,9.29511738577748e-05,0.000331839090535233,0.000116745807120059,0.000132967580813587,0.000601295745966583,0.00365696653170943,0.00187355610396207,0.000582870923697585,0.00458497029150524
DEL,repeats,3,4,0.00141929078921553,1.3858784179435e-07,8.71668500433589e-07,0.00615089992267231,2.71489666098659e-05,4.46509749279436e-05,3.32669003688062e-05,4.20991594674981e-05,0.000717666060220291,2.92829743740891e-05,0.000702525047699655,0.00039299767405326,0.00290679386721428,1.90498449002879e-06
DEL,repeats,3,5+,0.00198068851103477,1.28668702817908e-07,7.71230452508244e-07,0.0102155960716773,3.51169965537018e-05,0.000109257996601767,7.34146225022366e-05,0.000171006371074833,0.000245946134561042,4.69186879210304e-05,0.000562478179421345,0.000691132935272311,0.00338025071288691,1.92112367837034e-06
DEL,repeats,4,0,0.00313350204504632,6.53092072759933e-06,3.72647499588428e-05,0.0116354931594601,0.00664930468681488,0.000139716788163887,0.00115867315203542,0.00190192080604911,0.00388814795712271,0.0003828181513047,0.00697182378668802,0.00182255271929973,0.00485195977847331,0.000210044226324425
DEL,repeats,4,1,0.00620480617304679,0.00123295709823171,0.000921064935696828,0.00227041586173785,0.0013797381697811,0.00129424887060885,0.00348029791712848,0.00270578387363615,0.000524823072088911,0.000198482220474148,0.0569867578253543,0.0061654830480412,0.0017196172948791,0.00111435430465312
DEL,repeats,4,2,0.00141380738728949,0.000304943273061132,3.20220027866696e-05,0.000168092847890039,0.000133713305558928,2.61781382592859e-05,0.000488217806167049,0.000484802800825723,0.000178338685278524,0.000554085902900846,0.0135156051086089,0.00115575968767707,0.000294403916164946,0.000949504249017103
DEL,repeats,4,3,0.00103871807545631,7.46629503430611e-07,2.04467568620888e-06,0.00387198702965781,5.86101532876637e-05,4.22626773847445e-05,9.18632237625444e-05,0.000142219224184797,0.000368914003366061,2.50418468547609e-05,0.00395639321275757,0.000514320285921573,0.00219734042380882,6.30515706627634e-05
DEL,repeats,4,4,0.0011584222092445,1.4798459266257e-07,1.30037417558131e-06,0.00527473007502467,0.000160449384357189,8.96977441990858e-05,3.92467625323337e-05,9.15903318531996e-05,0.000308502118242547,1.50388984760247e-05,0.000364501296737087,0.000279080455107039,0.000974322799107106,3.53198880898667e-06
DEL,repeats,4,5+,0.000843222711083475,8.08407721833294e-05,3.25416238279284e-05,0.00186461652655898,2.25576494788659e-05,6.90163220411914e-05,4.90998342585437e-05,0.000138618365527926,0.000275068855020074,6.98719660314129e-05,0.000643477493618381,0.000814775237759097,0.000351973892621399,0.00215268141072868
DEL,repeats,5+,0,0.00753160977707423,8.00094991684438e-06,7.38688650951564e-06,0.0195095277797068,0.260331189574214,0.00116955531593899,0.00157651322580634,0.012191710826414,0.00957249699652252,0.00570391127224341,0.00533798801097296,0.00106323006262538,0.0158188816970539,0.000841342221666923
DEL,repeats,5+,1,0.00530019742050034,0.00227549178021149,5.46325075872443e-05,0.000182953653399971,0.000512517263642543,7.59832189256742e-05,0.000797821747400625,0.00790554649902056,0.00319406479499106,0.000485368048266406,0.0148608170785027,0.000926478151085632,0.000319129012102817,0.0168858602198458
DEL,repeats,5+,2,0.00109714817326799,0.000178907078270467,9.0802544435726e-05,0.000276056400911281,0.000323785560444089,3.73446940912182e-05,0.000177956200195065,0.000530016193225365,0.000363807755990706,4.12252643231021e-05,0.00299994073693065,0.00114926056678256,0.00097141502459965,0.00445702007811816
DEL,repeats,5+,3,0.000498029509343106,6.52151318034166e-05,1.89104461057647e-05,0.000152644469356718,2.78193124740002e-05,3.66404674070945e-05,0.000143984406432948,0.000212438998273656,0.000108065548385714,0.000126123527568767,0.000916740500163629,0.00074429342315247,0.000334968163629794,0.00169192569566311
DEL,repeats,5+,4,0.000282226550975924,2.80393255719041e-05,7.19380248342273e-06,2.76861083408537e-05,1.04711020402811e-05,2.65544602954009e-05,5.88839831901432e-05,4.40785792529946e-05,3.41038167214168e-05,2.14483781979524e-05,0.000154007772983437,0.000404711258904503,0.000148587212611508,0.00022497992150051
DEL,repeats,5+,5+,0.000322386157820808,9.29086162386773e-06,1.42759251599831e-05,0.000574578417065768,2.24606107255706e-05,2.89591601208216e-05,7.52300757921356e-05,3.56691691738711e-06,0.000143266945938112,5.85188448837377e-05,0.000187219613856387,0.000220570891581087,0.000194947371170611,0.000158059169367155
INS,repeats,2,0,0.00270346853574206,0.000154509334970629,0.000361860366954247,0.00646014402498109,0.00211425698659128,0.00223956368891705,0.00142536928221094,0.00187128988024265,0.0106308400387214,0.0297848104277664,0.00102185991958946,0.00405088814823987,0.00348091480871645,0.00138948989918817
INS,repeats,2,1,0.00578377474899275,0.000121649752160633,2.83836898237782e-05,0.0202707225612745,0.00149203402020209,0.00230631850162359,0.00170775723831348,0.000493062395908634,0.00209990857143546,7.72408670332909e-05,0.000764018537362586,0.00510203844523696,0.0022019956616782,0.00127986010478644
INS,repeats,2,2,0.00374953567758442,0.000530050745960426,0.000229551497597052,0.00779216994905553,0.000449786376758819,0.000994814825806171,0.000631428757828636,0.000521391078213088,0.00040626101873014,0.0015349622588073,0.000155977084952824,0.00884181791533567,0.0017461132499386,0.0143771787809516
INS,repeats,2,3,0.00151996092380866,0.00025526918193604,0.000415445204266722,0.00107287123435938,0.000334516594089365,0.000824823573735875,0.000457102828060133,0.000520513685648786,0.000685958828227866,0.00117650751461948,0.000273909155854284,0.00103592151971798,0.00033249210907339,0.00259834863563269
INS,repeats,2,4,0.00567355939668782,0.00128949726591281,0.00199144898971597,4.68244025787773e-05,0.000117757340988975,0.000417666279549425,0.000227494435837978,0.000160307198628644,0.00016225697285333,0.00479635224447077,0.000280013510070944,0.00116417543450057,0.000243690297318576,0.0248062796196003
INS,repeats,2,5+,0.0291930151309626,0.0110167283885291,0.0138440270659428,0.000838023039858708,0.00216026366010908,0.000293228465283208,0.000662883142334493,0.000643179661656991,0.00152496128818261,0.00039145138032575,0.00025871419228071,0.00393712144652487,0.000692445750483554,0.24669075945008
INS,repeats,3,0,0.00133098480509387,1.24653339041012e-05,1.7185543006727e-05,0.00409015662958091,0.000462750191630534,0.00014843624410964,0.000606545916254954,0.000884180985962777,0.000406186422529706,0.00860641379180215,0.000279272312460133,0.000920019041241695,0.00150727534860203,0.000144949026243948
INS,repeats,3,1,0.00346074015374618,0.00055455192636442,0.000368562184133755,0.005709792614633,0.000532183706391085,0.000334376346030697,0.000880201503664139,0.000129762854494294,0.00395578962069336,0.00346504735387551,0.000475902369199656,0.00426878500089461,0.00329445003041104,0.0209084086500438
INS,repeats,3,2,0.00109867550721121,5.1336309458194e-05,5.06987508302068e-05,0.00113715528320967,6.11436282114622e-05,9.35472083418559e-05,7.81036744795986e-05,0.000961149312434799,0.000269886557254953,0.000301003826210973,0.00102800538442358,0.000812991905633948,0.000283340603532247,0.00276105898746097
INS,repeats,3,3,0.000159646632472908,5.55505305320688e-06,7.84457989823567e-05,1.50738083539031e-05,4.47760074656178e-05,2.48853619325536e-05,5.56771349459904e-05,0.000259768090044757,0.000141089964995414,0.00033246444929816,4.16903138300578e-05,0.000200703026834675,3.09196985647809e-05,0.000316518543982398
INS,repeats,3,4,0.000478274939954756,5.20471970123808e-05,6.21763726768445e-05,2.14893073382903e-05,9.33188929187368e-05,3.41126457321418e-05,6.9766040419656e-05,0.000129936444201435,1.03386539449979e-05,0.000949030211882697,0.000187530636451762,0.000338882624914095,5.00208003419098e-05,0.00116917250366884
INS,repeats,3,5+,0.00342756950855756,0.00138821881707118,0.000948373431239259,3.84806705604196e-05,0.000122522448221837,3.38142949007909e-05,0.000122507191086767,6.57906276767599e-05,6.35801759126328e-05,0.00243645278624133,6.7242496340123e-05,0.000870779952633506,0.000418968376892195,0.0403304118790171
INS,repeats,4,0,0.000787983311560252,2.84561585519645e-06,3.94430069111675e-06,0.0028857006546613,0.000722181547336725,6.14280111235009e-05,0.000142666167403036,0.00151666258305566,0.00129676604888059,0.00597256839621715,0.000570077808893748,0.000569650807450913,0.00123758260858731,2.5155212266589e-05
INS,repeats,4,1,0.00389681088388262,0.000677846148471481,0.000591415365935626,0.00321905580578423,0.000691492235167462,9.82589056578549e-05,0.00140888733256015,0.0012089292552755,0.00471742392283931,0.00210151859436009,0.00145604481563932,0.00463474591082836,0.00237739287239911,0.00669902840989783
INS,repeats,4,2,0.000195665011853877,7.25329073655392e-06,1.22610426428633e-05,0.000420527204893368,0.000134556578338958,0.000101892690051356,9.1655342862505e-05,0.000242486912317906,0.000124960685912484,6.71558527418579e-05,0.000123796210347801,0.000360399293159466,0.000182769203669226,0.00064980587868199
INS,repeats,4,3,0.000488623611288337,0.000111124139710734,5.96120680437938e-05,1.08781116291402e-05,1.33674992992348e-05,1.21462467945217e-05,2.37280122982504e-05,0.000451852726089451,8.02550467954814e-06,0.00100653355094771,9.01346687762674e-05,0.000240886834504182,8.28214367256257e-05,0.00050688356958842
INS,repeats,4,4,0.000586056966423326,0.000102080481464398,0.000275088593441611,2.28373656397684e-05,0.000104692520048846,3.42382473112783e-05,0.000147404511428589,3.10211009757726e-05,0.000113422652263198,0.00174817944693594,0.000235146946331258,0.000400887334999711,0.0001098234331998,0.00223565727234337
INS,repeats,4,5+,0.00380285715841236,0.0015514566229925,0.000847821893980329,0.000385956851263015,0.000852125306283806,6.23715767780077e-05,9.72937494569756e-05,0.000112861975470709,0.000726292222247778,0.000260158501719455,0.000115311992391865,0.00155538426054933,0.000521036609374369,0.0044841559214753
INS,repeats,5+,0,0.00204064257301945,1.8873573195661e-07,1.28587914222679e-06,0.0046488369581625,0.000173598473534135,7.26715978425411e-05,0.000131769032757831,0.00924048483917082,0.00252617486293411,0.00316564085635465,0.000236934553057961,0.00061589228886023,0.00429035160980818,3.12098883280067e-06
INS,repeats,5+,1,0.00270413325149791,3.5704660367152e-05,0.00114535706020905,0.00439848301176465,0.0105473763058835,0.000659890023267753,0.00189329699130574,0.00624293281144294,0.0153681306063668,0.0296909075832675,0.00228809651313111,0.00355178636232779,0.00163008115373454,0.00211884485578527
INS,repeats,5+,2,0.000386380094465776,9.81114174023052e-06,0.00012294831793852,0.000371545073718656,7.46210852761398e-05,3.75072122204004e-05,7.57274916520329e-05,0.00145525240519256,0.000258850336325492,0.00060347186294605,0.000108835690392956,0.00103469958576968,0.000353035595327031,0.000555876272676284
INS,repeats,5+,3,0.000476878878475721,4.34550847215313e-05,0.000164102376430183,0.000129726192908065,5.58793242065814e-05,7.1319597737546e-05,0.000196213248368106,9.86655261176409e-05,3.2997695712604e-05,0.000123391818891376,4.20196795738024e-05,0.000282465244915376,0.000279872561095334,0.000703967208074553
INS,repeats,5+,4,0.000174832035114756,4.90060346165401e-06,9.70621583334452e-05,0.000183184594693938,3.90256993237317e-05,3.26001029881905e-05,0.000131940103755202,7.4838472059278e-05,3.893108826733e-05,0.000121564741707261,8.51824347836579e-06,0.000516228392581801,0.000322626060553554,0.000160036730826313
INS,repeats,5+,5+,0.000487216899724635,3.74362846613411e-05,9.58445918063203e-05,0.000727438732055949,0.000301520417566188,7.83517047231934e-05,7.30731863734408e-05,2.98517604808593e-05,0.000194440575088404,3.53867665426009e-05,5.57752644980732e-05,0.000696028982034307,0.000572169499460607,0.00112451561492773
DEL,MH,2,1,0.010499667428698,0.000108007954528085,0.000678388203648279,0.0310805455232397,0.00310923935263064,0.00932786333184394,0.00444978027745234,0.00112017534767159,0.0101134390850619,0.0020669563532035,0.199983946499043,0.00602369368335328,0.0120892362772408,0.00137573036904355
DEL,MH,3,1,0.00368559014311533,3.29154509648992e-06,6.97881754737415e-06,0.0156870887755598,0.00993527258384512,0.000561020815735148,0.00240503720182164,0.00066579011299927,0.00209515514277772,0.00164966544899072,0.00615533210831821,0.00057215919417267,0.00259508570726508,8.59010270003702e-05
DEL,MH,3,2,0.00785824076858122,0.0017573159545843,0.00153687803445376,0.00945529586458096,0.00371232539351336,0.000521938669835866,0.00119716571522145,0.00362538542536997,0.000809463392726155,0.00384847392244028,0.0415939054830235,0.00838171525630291,0.00502952850500884,0.0502797078226615
DEL,MH,4,1,0.00305065692034458,4.66955565072924e-05,5.42341047348626e-05,0.00982139013350478,0.00521729115455124,0.000180661852444203,0.0024517376329877,0.00244297265347965,0.00110309461952775,2.76395986202321e-05,0.0112319743025174,0.00206210575221042,0.00205681343071239,0.00140887437210538
DEL,MH,4,2,0.00374933217434239,0.000320197491111559,0.000187679281514675,0.00657705126790095,0.00193620239860393,0.000323585981210176,0.00213963235682593,0.00914591366778633,0.00051097947505651,0.000756100594191208,0.0292308331387867,0.0047650097428896,0.00245010588763131,0.00300729588887692
DEL,MH,4,3,0.00331040990429682,0.000315346930721277,8.68682581152942e-05,0.00369781188183081,0.000902428419465314,9.80851123140683e-05,0.00258554146602001,0.00554328656804114,0.000429828226497747,0.00198375772904422,0.0483364608370988,0.00208621904309895,0.00296870462534365,0.00616802547782777
DEL,MH,5+,1,0.00851047853227717,0.000304883643396994,4.79775671415625e-05,0.0090551300307128,0.304118954333622,0.000944393896848619,0.000800302351686956,0.0666446309336121,0.00775570741158148,0.00909354027600667,0.00174651342657425,0.0132019824515364,0.00969965899841453,0.00391895098060031
DEL,MH,5+,2,0.0252528561057052,2.71602060388902e-05,1.71535155912986e-05,0.00734771854122645,0.119918674486623,0.0017840588453572,0.000592328034027616,0.269610333530881,0.00911425930013722,0.0053211754109793,0.000747596200080618,0.00157146742410176,0.00858353051968509,0.00162649679392388
DEL,MH,5+,3,0.0310208785189822,1.52322328521685e-05,1.56010954701174e-05,0.0075422001513433,0.0413470938404149,0.000970320191337041,0.000493839589457731,0.168690581294305,0.00194238451032445,0.00107771857843021,0.0015634956136358,0.00139156622782744,0.0039849845708253,0.000239956945918713
DEL,MH,5+,4,0.012596675651486,0.000156379919098677,7.93495692966504e-05,0.00252246093037811,0.0127941218194182,0.00132135845699002,0.000500640819872124,0.144329975172474,0.000611342816458943,0.000303112659174758,0.00385123968773158,0.00236789936633012,0.00145025819015433,0.00411397741328633
DEL,MH,5+,5+,0.012250201232722,0.00134345457901569,0.000662215572500538,0.000748969656568944,0.0117736640327617,0.0002645043734968,0.000410788926871343,0.128265237183017,0.0126339866391975,0.00165141465035564,0.000385453511238122,0.00184954948538593,0.000893306141663169,0.0413122135032483
