Signature,NumberOfPostSamples
low confidence hdp.1,3572
low confidence hdp.2,3400
low confidence hdp.3,3200
low confidence hdp.4,2832
low confidence hdp.5,2195
low confidence hdp.6,1504
low confidence hdp.7,1381
low confidence hdp.8,1088
low confidence hdp.9,1000
low confidence hdp.10,973
low confidence hdp.11,800
low confidence hdp.12,799
low confidence hdp.13,600
low confidence hdp.14,583
low confidence hdp.15,433
low confidence hdp.16,309
low confidence hdp.17,17
low confidence hdp.18,11
