Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11
DEL,C,1,0,0.00677613941888048,0.0677692523941446,0.00865914181246977,0.0191275577353901,0.0197276830360912,0.0201668515036331,0.00291585849555461,0.170894265671607,0.0418430304768967,0.0375183061533497,0.0173057346454021
DEL,C,1,1,0.0023659291673854,0.318783884972687,0.00789418702644655,0.0112547187292869,0.000893071225774418,0.021159322170381,0.000451680938721235,0.139712187973224,0.00470415337821628,0.00823297386704938,0.00750292199223316
DEL,C,1,2,0.00092287060538579,0.13532062171835,0.00209106372788205,0.0247240330316989,3.82600976092761e-05,0.0252594467766474,7.01441052609694e-06,0.0747780861482909,0.0547229711101679,0.00385303628285235,0.00162123440033179
DEL,C,1,3,0.00401458310906594,0.0559864731192627,0.00387459694406868,0.0161261608252223,0.0041374124350783,0.0125393454683905,0.00295390788790481,0.0938132682601698,0.0178676182343543,0.00501515264341983,0.00418504694039136
DEL,C,1,4,0.00718556630165662,0.0407422040019791,0.00321778260144415,0.00727030271138363,0.0300770394394004,0.00339039367963277,0.00253329557326439,0.0528274904004673,0.00674698175323103,0.00732246133988632,0.00554235946159937
DEL,C,1,5+,0.00302489270831577,0.0221914671577384,0.00151955291931008,0.0246662738846694,0.149522187476492,0.00287813704734619,0.0088269207491377,0.0232781419967883,0.00558771998991168,0.00143177248695158,0.0013196093956189
DEL,T,1,0,0.0297548341242677,0.0348295989207258,0.0240264868943421,0.0211564776957634,0.0543457357898617,0.0740475752769992,0.00699696701598768,0.0212282274785594,0.191279868605816,0.0188082327482134,0.0214530784602044
DEL,T,1,1,0.000976824477419137,0.0205929324883718,0.00790418430006588,0.0313834102663395,4.3438155932336e-05,0.090364866525118,6.67798795889804e-06,0.0305540109902518,0.139927312665704,0.00349763176481473,0.00245070316329224
DEL,T,1,2,0.102390078712993,0.0084403895358758,0.0155625532840799,0.0297397245141105,0.066789041445035,0.0801516038482138,0.00446077820864537,0.0105620800299812,0.00958222398189919,0.108981692718382,0.107680126682502
DEL,T,1,3,0.580598498889147,0.00966333949852522,0.011079723519844,0.0346030743902178,0.172382164293174,0.085026181976141,0.00864143416671259,0.00758257795443129,0.147050649057967,0.215510530128149,0.348603099196923
DEL,T,1,4,0.0434704790610989,0.0144424557240155,0.02085604432386,0.374814918311639,0.00788977869985572,0.04282787332601,0.0352803150207092,0.00694352465665381,0.00715129736098785,0.324502377261332,0.247106285111036
DEL,T,1,5+,0.00970931054473956,0.0135343341184673,0.0126900360016198,0.0176134217409587,0.0108698950997301,0.0228970853373126,0.377946515001991,0.00700791827930475,0.00422266549677974,0.00715322109320173,0.00452437507069336
INS,C,1,0,0.000802304452880501,0.00229325960659473,0.000923016255860943,0.000703577681746803,3.04930101246862e-05,0.000613350829237998,8.96566141585052e-06,0.00263891779650517,0.00382058676652088,0.00138777002281359,0.00101798439090601
INS,C,1,1,0.00171163471153485,0.0014271171685997,0.0023365196648169,0.0021600287696975,0.0025854332876945,0.00116443570687936,0.000157361655807283,0.00094972963833978,0.00258862648451773,0.00205006352150592,0.00218678128416846
INS,C,1,2,0.000901289056572451,0.00108972334065431,0.000726991282932808,0.00219803993072466,6.08421852959541e-05,0.00260062929378114,1.71407297987836e-05,0.00088533601568885,0.00422713925177566,0.00168676112528968,0.000904875014138672
