"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.918670238646288
"SBS96B","SBS2",0.997676612268894
"SBS96C","SBS7b",0.981055431916489
"SBS96E","SBS4",0.992018043292237
"SBS96G","SBS3",0.921400964659729
"SBS96H","SBS44",0.993743211440118
"SBS96I","SBS1",0.999681612642031
"SBS96J","SBS17b",0.999389082774054
"SBS96K","SBS18",0.990800593699607
"SBS96L","SBS7c",0.992862192653049
"SBS96M","SBS35",0.990202946612807
"SBS96N","SBS17a",0.999708195140294
"SBS96O","SBS13",0.998913083789362
"SBS96P","SBS7d",0.96698939325105
"SBS96Q","SBS28",0.977918280236028
