Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID4 0.989),W.2 (False Positive) (ID5 0.4),W.3 (ID3 0.968),W.4 (False Positive) (ID9 0.89),W.5 (False Positive) (ID5 0.335),W.6 (False Positive) (ID9 0.252),W.7 (False Positive) (ID14 0.887),W.8 (ID2 1),W.9 (False Positive) (ID5 0.738),W.10 (ID11 0.997),W.11 (ID6 0.992),W.12 (ID13 0.977),W.13 (ID8 0.984),W.14 (ID1 1),W.15 (False Positive) (ID3 0.656)
DEL,C,1,0,5.14432356848939e-57,9.64867733875241e-154,0.107851883694346,0.61127249505354,0.0147694025329962,0.0160312481562401,3.45935440792955e-278,0.00155280388509974,4.00489209645924e-18,1.08421480076982e-249,0.0260807444250497,2.55280109302848e-89,0.00812961843711576,1.66880659366004e-308,0
DEL,C,1,1,0,3.89134007701996e-126,0.19315629352636,4.23572590271858e-91,0.00032794505448731,5.9372125066394e-228,0,3.25783633826539e-90,1.46657243404905e-26,0,1.28772312019277e-117,2.23220453051061e-71,1.67894521274299e-49,0,0.872933487903197
DEL,C,1,2,0,0,0.246474277878937,0,0,0,0,0,0.0258427449475225,0,0.00503817303533792,1.3823259749995e-87,0,0,0
DEL,C,1,3,0,0,0.0862997094426134,0.0134750945565722,0.00931871463545719,0.0117406832628117,0,0.00160019113435745,0.0154331067256352,0,0,0.000872090149997142,0.00501553814827183,0.00191173325338407,0
DEL,C,1,4,0.00121039272888409,4.3504779597943e-41,0.0530470751188168,0.021339283332286,0.038791627663978,6.49139446248577e-47,0.00230745829345861,0.00192180531342515,0,0,0.00187845002295062,0.000495217098634014,0,4.7539622708413e-05,0.00354276534999942
DEL,C,1,5+,0.00151065030578589,0,0.0298257679003563,0,0.125903252480326,1.90358979177622e-269,0.00590221884941487,0.00970216720797123,0,0,0.000628910433549268,0,0,0.000263681699171006,0
DEL,T,1,0,1.28907394756113e-25,3.62234623676254e-10,0.0205339578814393,0.174228395670838,0.0640855572832355,0.01671544032097,0.0206505255269657,0.00309084516518505,0.184983735484459,0,6.04647580499572e-307,0.0234414502417744,0.0285013220183909,0.000757666971769885,0.0370169031441646
DEL,T,1,1,0,0,5.68596107004459e-25,0,0,0,0,0,1.11745943819036e-88,0,0,0.780409502962336,0,0,0
DEL,T,1,2,0,0.025301226209221,5.24944835182895e-56,0.130832319342033,0.0551449538159663,0,0.00519834106083364,0.00454183337799711,0.216005754338279,0,0.00866925249389077,1.93894651764724e-136,1.57348041716845e-130,8.01433284440315e-293,1.74442478773859e-302
DEL,T,1,3,7.24699120554303e-259,0.90150631724731,2.20602788508338e-49,9.79558289985174e-84,0.0247020005301698,6.44766176875382e-142,2.53246506455213e-222,0.0141880947566131,1.96161606555373e-21,0,0.00485544442557881,1.73340921795045e-89,5.06284996591346e-89,1.358485116368e-33,0
DEL,T,1,4,1.66880539388042e-308,1.32905702970378e-118,2.37209097146847e-23,7.63492237992114e-160,0.0520903321160641,0.903123875442457,4.4219202741463e-223,0.0355604759978484,3.02871019979498e-48,0,9.16417461358013e-118,8.87985089383315e-126,2.01154060683787e-304,4.34555220188033e-135,0
DEL,T,1,5+,2.91135999438385e-292,2.96594577999197e-174,8.99979314097964e-80,2.79867322137218e-260,5.458779377357e-88,5.65913554798392e-189,5.30080230938439e-253,0.875530732606585,6.70205213079041e-53,0,3.20968951182508e-158,1.42581514228625e-123,2.94297846915466e-154,4.13320761758608e-46,0
INS,C,1,0,0,0,0,0,0,0,0.734297847823786,0,0,0,0,0,0,0,0
INS,C,1,1,6.35957419684299e-119,0,0,0,0.00223049076487111,0,0.0203543939318737,9.47258139996017e-05,0,0.182043277624816,0.00149995949771585,0,0,0,0
INS,C,1,2,0,0.000967100116713345,0.00208804921145034,0,2.12018153759073e-232,0.000304545584723584,0.000378398676722167,1.38201651617139e-05,0,0.1090086786491,0,0.00510521168389064,0.000725275811703786,4.23077577994857e-77,0
INS,C,1,3,0.00059298939225212,0,0.0072058401794635,0,0.00457501211569155,0,0.000885778752888625,0.000226313592860358,0,0.0363328414482507,0,0,0,0.000769807841135036,0
INS,C,1,4,0,0,0.00828958143634539,0,0.026752665871359,0,0.000811035929033308,0.00167570621408406,0,0.00871622987744883,0.000187971732283188,0,0,0.00116857805539984,0
INS,C,1,5+,0.000432336110935865,0,0.00999776578048182,0,0.109280686319907,0,0,0.00412582797580154,0,0,0,0,0,0.0185996239046498,0
INS,T,1,0,0.00360302067773818,0,0.0205287541292003,0.0172369383294258,0.0103554341395621,1.70053907382913e-216,0.05400209810384,0.000699240494144485,0,0,0.00710793295299977,0.0441926503064418,0.00274790654842398,0.00203307577433164,0.00948657900731225
INS,T,1,1,7.70485385879536e-05,0,0.0508728953357252,0,0,0,0.00287530410482901,0,0.0137383706380076,0.317924963624797,2.96153706540738e-228,2.57434834567526e-122,0.000494434724493072,0,0.047142592734431
INS,T,1,2,0,0,0.0539104138024728,0,0.00676200251718944,3.98731265012187e-153,0.00139122713109732,0.000260702141320158,0.0471480463883155,0.176241459075296,0,2.0133546527326e-26,0,0,0
INS,T,1,3,0,0,0.0304437944518847,0,0.00633852631130952,2.60710256780628e-249,0,0.000957378981191672,0.0317860032034551,0.103814703804772,0,0.0119450708045094,0,0.00385338642356966,5.57504249385081e-292
INS,T,1,4,0.000433444490421454,4.30590057269576e-261,0.00637052230874533,2.77476496993724e-05,0.0358132336771061,2.94599652214751e-150,0.00520094194597443,0.00268138810651215,0.0160842772576594,0.0551367326214322,0.000338529931984412,0.0136954799587664,1.07273199000712e-264,0.0133912185351792,0.0157055267594246
INS,T,1,5+,9.48446047625597e-191,7.43433675586894e-112,2.6451976616537e-49,1.91104055925524e-105,1.16643117616685e-82,5.35480718280006e-145,2.32403460882014e-223,0.00360278232829243,0.000714644184934977,0,1.43893563952249e-30,2.83191895935473e-91,4.4174351534462e-12,0.927349330687554,1.23877096089596e-295
DEL,repeats,2,0,0.0970779922699634,3.87737958375155e-70,0.00926475827514783,0.0193327701666241,0,0,0.000179298191020535,0,0.0356496098610036,1.17037930478562e-56,3.32390798250277e-151,0.028800051764924,0.00742117019260215,0.000412052240448373,2.57998897194864e-268
DEL,repeats,2,1,0.206468900723328,0.0480663517059134,0.0117775111721056,0,0.0137785606841121,2.20286941158384e-22,0.00663861272027954,0.00240746695772016,0.0233339051086947,0,0,3.15903368572196e-95,0.0064859668561965,1.04904199094096e-184,2.19308809993073e-286
DEL,repeats,2,2,0.0490164730490386,0,0.0153607022793004,0,0.00988147967000974,1.28064781681927e-196,0.00242567919990878,0.00137157556522722,0.00416272103133666,0,0.00179179622279551,0.00227269279557526,0,0.000501258756473344,0
DEL,repeats,2,3,0.0118277392476284,0,0.00760835313899978,0,0.00520395965966023,0,0,0.000558473391497133,0,0,0.000424294594636256,0,0,0.000149245598903401,0
DEL,repeats,2,4,0.00343785469417327,2.07965368296601e-223,0.00352594552701051,2.58740700586263e-231,0.00500959714370158,2.10421058455412e-283,0.000225089830726705,0.000544985957012572,0.00106596398817243,0,9.66871753319458e-05,0,0.000246173435261036,7.80529706049083e-05,0
DEL,repeats,2,5+,0.000647512668319207,0,0,0,0,0,0,0,0.0423138109456167,9.23903872335076e-42,0,0,0,0,0
DEL,repeats,3,0,0.0048643775362871,0.000982330020272564,0.00100612488808718,0.00123239681995414,0,1.06365470244697e-32,0.00197381467053126,6.23366921073701e-109,0.0296638561234011,6.61285073908228e-198,0.000157363763643865,0.00372686259333215,0.0155039723879871,5.60220760599646e-05,0.00145730245075961
DEL,repeats,3,1,0.111992183227806,0,0,0.00125814342152856,0.0390682862577783,5.04159698654153e-82,0.0048763720202292,0.00308467066378853,0.00374025441888681,0,0.00435481120777915,0,0,0.00399103152358297,0
