Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID4 0.989),W.2 (False Positive) (ID5 0.4),W.3 (ID3 0.968),W.4 (False Positive) (ID9 0.89),W.5 (False Positive) (ID5 0.335),W.6 (False Positive) (ID9 0.252),W.7 (False Positive) (ID14 0.887),W.8 (ID2 1),W.9 (False Positive) (ID5 0.738),W.10 (ID11 0.997),W.11 (ID6 0.992),W.12 (ID13 0.977),W.13 (ID8 0.984),W.14 (ID1 1),W.15 (False Positive) (ID3 0.656)
DEL,repeats,3,2,0.0146029575469389,0,0,0,0.0127800776857919,0.0100475081644052,0.00171021144148944,0.00157699231430169,0,0,0.000252076506225908,0.000117021019800107,0,0.00029275892789602,0
DEL,repeats,3,3,0.00393093416257246,0.000596865760848312,1.92062008817842e-05,0.000177175525640917,0.00528536421537381,2.68092632818677e-120,0.0005341290924279,0.000241821713354371,0.000534128915796894,0,8.41124031673845e-05,0,0.000279647108845383,0.000278079075723653,0
DEL,repeats,3,4,0.000426883410416483,0,0,0,0,0,0,0,0.0106039837060935,1.08610603932326e-284,0,2.09086223487796e-16,0,0,0
DEL,repeats,3,5+,0.000206774258633326,0,0,0,0,0,0,0,0.016241140270971,0,0,0,0,0,0
DEL,repeats,4,0,0.00650058205321084,0,0,1.46193282718423e-46,0,2.14228205357287e-09,0.00016475248248111,1.32806136669135e-05,0.0182898888077934,3.51117074584003e-70,0.00224904472291977,0.00452193569616833,0.00791745496432991,5.40280443958692e-05,0.00334682438836785
DEL,repeats,4,1,0.060874252524742,0.00109949237063049,0.00115290106159797,0.00047557307523505,0.0101349404837239,0.0174029877601798,0,0.00145874837960731,8.25553555561444e-283,0,0.00237400351178711,0,0.000359779703470058,0.000425944042621162,7.74630382721512e-246
DEL,repeats,4,2,0.0128141754674056,0,0,0,0.00307827946986233,0,0.00040364326130491,0.000396443035260866,0,0,0.000550281561470652,0,0,0,0
DEL,repeats,4,3,0.00374771571268254,0,0,0,0,0,0,0,0.00682352318808585,1.8893836311572e-63,0.000131027273046859,6.35929687344018e-243,0,0,0
DEL,repeats,4,4,6.6531347269237e-05,0,0,0,0,0,0,0,0.00891552548152924,0,0,0,1.53973464915807e-137,0,0
DEL,repeats,4,5+,0.000724943182919332,0,0,0,0.00178336237624226,4.00402490828172e-284,0,0.00013460833003314,0.00263447086067834,0,8.64139463968117e-05,0.000174139772283883,0,5.23007910578051e-153,0
DEL,repeats,5+,0,0.00234771879860981,0,0.000112188176449593,9.65621415583162e-281,0,6.05641569719412e-122,0,0,0.0242887178235135,0,1.57913254101563e-05,0.00423447807115207,0.336888286662948,0,0
DEL,repeats,5+,1,0.0134597586306805,0,0,0,0.0143709839679136,0,3.8333161734433e-06,0.00252663047519349,0,0,0.00789425845927698,0.00125693494999009,0,0,0
DEL,repeats,5+,2,0.00293122111959492,0.00129069511445776,0,0,0.00405670669842196,0,0,0.00019819865379782,4.64921866772265e-150,0.00140251375944016,0.000433788978910766,0.000243897360150947,0.000198427550263348,3.74607629093569e-05,0
DEL,repeats,5+,3,0.000968208766650873,1.24102149026809e-160,0,0,0.00106591717264863,0.000517867975825061,9.2185181251266e-05,0.000111447640688303,0.000299789438605506,0.000218448897339043,0.000187496539618753,0,0,0,0
DEL,repeats,5+,4,8.14993891557359e-05,0,0,0,0.000642362012351218,0.000761794195271167,0,4.17825575672372e-05,0,0.000106642320651254,6.34690034742909e-05,0,0,0,0.000100585442582185
DEL,repeats,5+,5+,0.000157085268276707,0,0,0,7.81433418434546e-06,9.81446147842525e-05,1.27306268095612e-05,2.85278032486127e-05,0.00126339705761771,0,0,3.10344323931511e-173,0,3.26081041106122e-05,0
INS,repeats,2,0,0.000719331519659696,0.000273140608296581,0.00235956093797864,0.000531137579820253,0.00160278007240892,0.000557116678095574,0.03512349565273,0.00023538857538778,0.00833010078145218,0.000643795552332396,0.00207442892973951,0.0134795973427824,0.00201724650271408,0.000405398104003796,3.29859442488965e-186
INS,repeats,2,1,6.78262994959386e-74,0.00290869020203107,0.00269871357972581,0,0.000510256125100906,0.00182054059593038,0,0.000213209192811288,0.0345803234711227,0,0,0.00120004781116357,0.00160816935867122,0,0
INS,repeats,2,2,0,0.00606825564275622,0.00108631481265172,0,0.00594928109736001,0,0.00153970279720169,0.000724627776626025,0.0121705448465414,0,0.000286183219402985,0,0.000139555795940979,0.000155745007907335,0
INS,repeats,2,3,0.000215790649307873,8.24770094131129e-143,0.000941042992030718,0.000548713669995556,0.00373483493224704,8.60233459938793e-33,0.00131270919696986,0.000294814594173583,0.00196149551392523,0,0.000394665211192876,0.000738233860454578,0.000286282976530987,0.000383241993770396,0
INS,repeats,2,4,2.09040977608693e-05,0,0.000326437278515939,7.87757970331482e-212,0.0215377511311547,0,0.00528973758659209,0.00137128533367598,0,0,4.02491735173131e-180,0,1.66880587891893e-308,0.00195244416344285,0
INS,repeats,2,5+,0,1.66880605042848e-308,0,0,0.152252872775529,0,0,0.00972832213425356,2.02338207096243e-87,0,0,4.83626987046653e-64,2.19957599910494e-52,0.0130554909051283,0
INS,repeats,3,0,4.55783880970319e-164,0.00166129571545206,1.55471360654902e-136,6.48702372152692e-134,0,0.000617115628842825,0.0102103970998412,1.92784692847399e-05,0.00698304813711059,0,0.00106150336910707,4.68972155585913e-116,0.000379450012490641,2.05578404138366e-05,0.00106023362444847
INS,repeats,3,1,0.000341189615591517,0.00229872865179298,0.000256012097331323,1.24352930906997e-12,0.00717301691494023,0.000536157222922395,0.00398591059654197,0.000747791317272226,0.00895716418592992,0.00192115284032242,2.75606624953105e-232,0.0049038950780022,0.000411522343623689,0.000222097123712507,2.50414859208213e-281
INS,repeats,3,2,0.00106639108424031,0,7.56703510062153e-157,0,0.00150782232397105,0.00150682303372668,0.000288198808052373,9.50901121937633e-05,0.00233903220025638,0,0.000827029727424883,0.00011036276111131,0,1.954075174306e-05,3.57889571881731e-257
INS,repeats,3,3,0,0,0,0,0.000185098861627565,0,0.000364644601184457,0,0,0,0.000351287196516602,0.000143511402852885,2.87118997482181e-05,0.000134685299709959,0
INS,repeats,3,4,0.000130845410569329,6.90859351515432e-173,1.8044317705833e-05,5.6992730956092e-05,0.00120541161227592,8.93079166674864e-209,0.00109924168298707,8.57919741035886e-05,3.51178041959762e-06,0,0.00015447143373636,0,0.000109398038626264,7.59457708263749e-05,0
INS,repeats,3,5+,0,0,0,0,0.0183537655602488,0,0.00276775411540649,0.0014057166188066,0,0,0,0,0,0.000684344862920957,0
INS,repeats,4,0,0.000555428983439534,0,0,0,0,0,0.00708918750450039,9.50983968477316e-06,0.00439190711027895,4.87061076160667e-167,0.00178405903269467,0.00136053450060855,0.000683435840141197,0,0
INS,repeats,4,1,0.00153488223810588,0.00334109545961188,0,0.000384897700636012,0.00904328340392097,0.00239816359737576,0.00228733398917953,0.000793751571534551,0.00427547731785974,0.000332653217879568,0.000600784393362978,0.0058464201957562,0.000659511039758291,0.00047659489374393,0
INS,repeats,4,2,0,0,0.000108254767474961,0,8.09245275717803e-05,0,3.05231291282154e-05,1.7893294828634e-05,0.000599709753865713,0,0.000471059416677507,6.47816889502172e-05,0.000145225735057024,3.83229501415535e-05,7.23064189680405e-171
INS,repeats,4,3,6.80412661769935e-05,0,0,0,0.00113819448237875,0,0.00115151007846488,0.000146251969696505,0,0,0.000412779141088313,0,0,6.23871094289507e-05,0
INS,repeats,4,4,0.00027338306412222,0,0,0.000294020349983685,0.00129385831377621,1.6688053938804e-308,0.00200956347452404,0.000145057286965259,0,0,0,1.9602823227587e-308,0.000126451008995231,0.000319295608057995,0
INS,repeats,4,5+,0,0,0,0,0.0143915593226615,0.0009361920993222,8.72079890821533e-239,0.00151276680912312,0.000740724798631999,0,0,0.000873593347729341,0.000834421380650975,0.000706456982774155,0
INS,repeats,5+,0,0,0,0,0,0,0,0.0037187333100749,0,0.0075993383277276,0.00220468791950966,0.00940636208601833,0.00254533694167181,0,0,0
INS,repeats,5+,1,0.00213861543912875,0,0.000139227645338616,0.001872866664878,2.53860817684926e-104,0.000602540603824785,0.0340205685191111,7.81005431986798e-05,0.00295529111575909,0,0.00567954709093665,0.0196358813593187,0.0122576257643737,0.00165815064526925,0
INS,repeats,5+,2,0,3.159024795518e-262,0,0,0,0,0.000607608021910735,1.80397476205396e-05,0.000529880881064416,0,0.00144157105290786,0.000220256115274304,0,0.000249180726231568,0
INS,repeats,5+,3,0,0,0,5.5142532671237e-178,0.00104768729440248,0.00025000331933638,7.47190537534006e-05,6.25997428972163e-05,0.000276155930360431,2.66821469285728e-103,6.701668628153e-05,0,3.59647766818148e-213,0.000186545663110787,0.000918198789711727
INS,repeats,5+,4,0,0,0,0.000313749119070922,0,0,0,2.09283996306912e-06,0.000298839794436394,0,6.06764518941874e-06,0,0,0.000191515098482707,0
INS,repeats,5+,5+,0,0,1.75071880973501e-153,0,0.00101101962363504,1.3383723719069e-259,0,5.75101501911596e-05,0.00113034569578238,0.000325161817221409,0,1.71663207025038e-209,0.000388156796255545,0.000127309245916086,0.000191213791195615
DEL,MH,2,1,0.22358460951292,2.19102428782286e-308,0.0106590759191008,1.02344643163973e-256,1.26001421687537e-66,0,0.00188359819747376,0.000114464386933462,0.039088186885451,0.00149536214478484,0,0.010609675839472,4.0638391926682e-176,0.000183270390636711,0
DEL,MH,3,1,0.00671805734279828,0,0.000410896343720763,0.0011564203464969,0,0,0.00164436923917515,0,0.0247670270265254,0,0.000501230055680161,0.00118077131629958,0.0123601731681773,0,0.00321336061130086
DEL,MH,3,2,0.044609407989776,2.34340005988273e-143,0.000433451160010057,1.61750636930677e-305,0.0157305720813201,0.00705298212518752,0.00391847917970994,0.00219586327046915,0.0130005645761744,0.00130975902418387,0.00395227861104622,5.12212589396133e-130,0.00318627193694267,0.00130199236682399,0
DEL,MH,4,1,0.0132259296884978,0.00207089473400475,0,0.00129012808054805,0.000678393985167819,2.66025086471861e-33,0,6.11986128246838e-05,0.0154122092525462,0,0.00253470423483672,0.000242029347414214,0.0058365520570951,1.02785790369812e-05,0.00388442600310498
DEL,MH,4,2,0.0325648020301638,0.00156752003027334,0.000194537909036876,0.0015724049006219,0.00133900400854791,0.00251451728706688,0.000507262790614857,0.000417918755589656,0.00870058024154976,5.03475628236692e-153,0.010306758143644,3.3782267494422e-288,0.000662832344531641,0.000173224269574844,0
DEL,MH,4,3,0.0514934348645238,0,0,0.00109033591237179,0.00416551594210493,0.00403132407674043,0.00182115381113023,0.000386747485433701,0.00315427888637069,0.000820935780422538,0.00536630086378296,0,0,0,0
DEL,MH,5+,1,0,4.8179983766703e-11,1.60528309379207e-166,0,0.00195895021009151,0,0.0013096518285812,0.000528364813844117,2.16766720296554e-275,0,0.0556135565862507,3.3940419581642e-256,0.385645076918401,1.6688053938804e-308,0
DEL,MH,5+,2,0,0,0.00136730372785633,1.66880540153102e-308,2.71129831418717e-234,0,0.00182416501998772,3.25118398388145e-05,0.00554694797604427,0,0.286365437150356,0.00245861567014922,0.129023591808341,0,0
DEL,MH,5+,3,1.42166214722037e-189,6.60316565854604e-207,0.000811432863684585,0,0,0.000432426111678808,0,0,0.00862849694059891,0,0.262174723383368,0,0.0222953627182129,0,0
DEL,MH,5+,4,0.00350295698352977,2.1456913824603e-122,0.00146542084961782,0,0.00456496097035193,0,0,0.000169063733268958,0.00201744637614979,6.52609702590595e-53,0.14951718906179,0,2.71923983640102e-84,0,1.36368659069972e-304
DEL,MH,5+,5+,0.00020184091877873,0,0,0,0.0161536547657528,0,0.000623858549821638,0.00160648789708891,0,0,0.121216920129735,0.00888176819126243,8.74987246624982e-87,0.000751798754608639,0
