Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17
DEL,C,1,0,0.0361992627418284,0.01935153440545,0.00835598473035084,0.00822105037755209,0.0205604440629517,0.0157417084739501,0.00308986702184585,0.0203321303316933,0.17128190494457,0.00492069913080738,0.0289091223248134,0.256135660707423,0.02826390600608,0.0163859477080876,0.0114263580904425,0.0555141690753598,0.45249978851197
DEL,C,1,1,0.0232555886713972,0.0115549849428991,0.00230774586777239,0.00772575817843702,0.000761357591018102,0.0206253395292973,0.000339990846958395,0.0209683872472671,0.13919237423388,0.0180340937866429,0.0123811234782489,0.0863700767305942,0.0237696163010435,0.00860709505572415,0.0120073593492786,0.0774903900592986,0.0362067506979105
DEL,C,1,2,0.00246569840799341,0.0219537399488572,0.00098419965221569,0.00200097523768549,5.20370483575743e-05,0.0205299026338166,9.43224686076484e-06,0.0257669552992228,0.0724922041662504,0.0188509379270638,0.046037010633806,0.0023223545448234,0.0126201626817846,0.0136295569897033,0.00675898131112617,0.328868559849817,0.0113357583960748
DEL,C,1,3,0.00606565694482453,0.0169934576780597,0.00420941128185674,0.00373023495882785,0.00490941764480319,0.00975417655789399,0.00318995364131285,0.0119206371504449,0.0917375021900287,0.0178516104014375,0.0135834770359911,0.0105139916564728,0.0147646043874784,0.00756019665787625,0.00540331170717537,0.00783694388986561,0.029185348109297
DEL,C,1,4,0.00191593970482527,0.00747377089910582,0.00665708125332591,0.00320503634514757,0.0295474443999295,0.00265014175914798,0.00270491848543429,0.00321454836498976,0.0513822770350337,0.00611954567411875,0.00535809710599821,0.00755963073095987,0.00408895461890286,0.00359788500019878,0.00608114650915077,0.0209034834172651,0.00710599780052449
DEL,C,1,5+,0.00083048130899258,0.0212186007596465,0.00274627491034477,0.00153296608343693,0.1240894148055,0.00143258093520179,0.00903613280135998,0.00264906398393837,0.0233348737323869,0.00454273908138672,0.00247679683629111,0.00205345033437016,0.0073672390655383,0.00137819535919217,0.00615861334366224,0.0168956166751095,0.00592166483377041
DEL,T,1,0,0.0381557743432647,0.0198512749006083,0.0403517404771879,0.024057021563771,0.0542471072705861,0.0880825730415612,0.00710871630573341,0.0733121342027259,0.0202862647305532,0.407326014941116,0.126875906127741,0.0855865061585583,0.0219976446744995,0.00616874942023032,0.0152415996901327,0.0568550910337018,0.0298621098045851
DEL,T,1,1,0.00795965276595438,0.0116115341112999,0.00110241715271369,0.00783593970578253,5.53209397587805e-05,0.0776620607938464,8.746998157205e-06,0.0935356121084268,0.0331567833304541,0.0592681203547223,0.167238998021538,0.0351022667158191,0.295927477884589,0.00474417248644996,0.0063716471385688,0.00394827021067374,0.0748667625412402
DEL,T,1,2,0.00819833914157498,0.0241603372627009,0.116130828035113,0.0157075572394674,0.0621203632084933,0.152061467163059,0.0045669676292409,0.0799706443599185,0.00959781105173391,0.00921714339007354,0.0406125452134142,0.0601657688525483,0.00745487908416181,0.115861173321318,0.0216326135373293,0.0679698441550702,0.0175958040774892
DEL,T,1,3,0.00812743160337151,0.0301386618642082,0.549329563731227,0.0112633722171376,0.204215354566807,0.182793023907456,0.0102967888721737,0.0891594987922044,0.0134452444940758,0.0456471215989009,0.158986727481403,0.0574887866944241,0.00400131460027935,0.188322444706537,0.0271714922048998,0.0420155546947168,0.0156501142035361
DEL,T,1,4,0.00134766562978707,0.416546837222314,0.0483472842785251,0.0208449021204369,0.0386604956453074,0.0444106134047799,0.0386445468922608,0.0462703918149372,0.00950848349996486,0.0147335121786004,0.0067134982852945,0.0395618393308751,0.152301919864158,0.306158147917467,0.0227558826377457,0.0205310050955034,0.00219947550968615
DEL,T,1,5+,0.0131353891300377,0.0158465870610626,0.00923860861118759,0.012485009901581,0.0114107647980988,0.0172490855827791,0.388567966318763,0.0215745814933093,0.00670769719474732,0.0311191919681901,0.00924121563866343,0.00231127243190775,0.0191082628105058,0.00791799737612807,0.0103030889900261,0.0133198247861974,0.00524490313848236
INS,C,1,0,0.00255927495662334,0.000861057434843207,0.00083820883121463,0.0009291975472805,3.86488757218877e-05,0.000758176324832136,1.02384218061294e-05,0.000623336462696403,0.00231215791418162,0.00231540231956017,0.00189950692919531,0.000413297622854185,0.00116944649850738,0.00208054491724202,0.00182047061101966,0.00286063351112965,0.0043143558074613
INS,C,1,1,0.00190419687582175,0.00250845504447289,0.00175289169523729,0.00236837816398881,0.00183089575968786,0.000861591478833076,0.000171930243348073,0.00119912009164289,0.000961552062870558,0.0026500514389479,0.0023640851299503,0.000281941990353999,0.00415468463287048,0.00170286638130955,0.00397017526871308,0.00403766500789654,0.00194568987395313
INS,C,1,2,0.00224839975090559,0.00217254197320733,0.000877670322670883,0.0007350681895765,8.8412460801704e-05,0.00137788151125623,1.74536875671418e-05,0.0026963848526456,0.000891047897945611,0.00495332669809885,0.00434741066309956,0.000339960110912394,0.00343439322980856,0.00207391897801513,0.00147186985571802,0.00284573437825919,0.00211488029777515
INS,C,1,3,0.000114020898405831,0.00116433086092609,0.00311061189634284,0.000165993717685414,0.00534566998710189,0.000687369280465041,0.000953100329157199,0.00055114894141361,0.0057225323625812,0.000506160402318117,0.00159369775640769,0.00065775599599349,0.000829841426341303,0.000675845801142312,0.00143313643846228,0.00299472570696386,0.000845952119110058
INS,C,1,4,0.000435301320710628,0.0037390876424809,0.00176786368564876,0.00101583433158016,0.0232072605323239,0.000390179150586245,0.00252416062643448,0.000283020548576913,0.00498986822849542,0.000972474749005942,0.000666829917462991,0.000940675819840046,0.00079149891819352,0.00149083632604922,0.000852135179626223,0.01148723144313,0.000761356907199053
INS,C,1,5+,0.0004405532094616,0.0145367541673945,0.00172484008494963,0.00357427563023998,0.03777333975292,0.000377033156433583,0.0217549533706396,0.00534628391073763,0.0129729891081646,0.000776131866190015,0.000477451365184784,0.00845174082066957,0.000909265193218854,0.00246484939240137,0.00296310642006391,0.00445484072826961,0.00600626004568141
INS,T,1,0,0.0051282440832334,0.00567835446481639,0.00430219309604231,0.00908807406297333,0.0056015609093651,0.00456169019164986,0.00248440276537892,0.00476189437870761,0.0255578154757867,0.00296362257238628,0.00155593647408031,0.0141834748095425,0.00955002327937995,0.00643378698930573,0.00422194248087538,0.00677910545606246,0.0512646984180695
INS,T,1,1,0.00518300875158972,0.0117114192905337,0.00161870036110326,0.00193421047885351,5.70891889748146e-05,0.0134520691613472,2.73830756442147e-05,0.0113358300813381,0.0276076711650106,0.0129886591773406,0.010699602133398,0.00648238416665933,0.00676471393750171,0.0243768304157114,0.0044543429844098,0.0290235108316696,0.00642923610523644
INS,T,1,2,0.00123489082294816,0.0202745678412666,0.00346921611277816,0.0015330316676794,0.00400558968837892,0.0240006264141765,0.000660552877733506,0.023565699830183,0.0796058850594992,0.0289885829501038,0.0267332714658587,0.00187385491623715,0.0540245939802262,0.00448576085660142,0.00178173719376392,0.00286063351112965,0.0378140597242196
INS,T,1,3,0.00164334837447989,0.00669647544527358,0.00385453614853506,0.000815802392054076,0.00417559422014905,0.0170572447301789,0.00372034957411726,0.0184546980622383,0.0261451274215201,0.0221812597070622,0.0206820259728966,0.00257756908638083,0.00502834606852354,0.0084016909396907,0.00156870339885736,0.0467385798146548,0.0115049488198968
INS,T,1,4,0.00214288325144235,0.0062257567069162,0.00685127186501966,0.001645049553814,0.0122569983514865,0.0102328116277557,0.0122254415027165,0.0137083685378946,0.00806598833417816,0.0104717166633606,0.0106689926090872,0.0101945660489041,0.00801906170405061,0.00375028160241714,0.00633291372131306,0.00874579099496409,0.0189493274680653
