Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K,ID83L
INS,C,1,3,0.00033061,0.00066356,0.00174294,1.468e-05,4.565e-05,1.38e-06,0.00610946,0,0.00023156,0.00034723,0.03291281,0.00268512
INS,C,1,4,0.00145108,0.00117034,0.01210637,0.00021027,0.00041594,0.00025182,0.0064064,3.04e-06,0.00053398,0.000166,0.00979388,0.00262346
INS,C,1,5+,0.00316052,0.01566643,0.08651686,1.157e-05,0.00298243,0,0.00711885,0,0.00515204,0.00102604,0.00938769,0.00421105
INS,T,1,0,0.00072286,0.00164816,0.00676268,0.003302,0.00294057,0.0062703,0.02014903,0.01305534,0.0245582,0.0053536,0.00470096,0.03395787
INS,T,1,1,0,1e-08,0,0.00133182,0.00141136,1.896e-05,0.05079724,0.00447598,0.0062059,0.00166179,0.29219123,0.0095898
INS,T,1,2,0.00024941,0,0.00221882,0.03665403,9.8e-06,0,0.04294323,0,0.00873394,0.00066898,0.15426595,0.00576257
INS,T,1,3,0.0006311,0.00323076,0.00639347,0.01976383,0.00035112,5.783e-05,0.02760098,0,0.01150347,0.00094389,0.10926634,0.00397215
INS,T,1,4,0.00083761,0.01347743,0.03039972,0.00903153,0.00177021,0.00063265,0.00750475,4.671e-05,0.01835678,0.00165298,0.05630911,0.00753937
INS,T,1,5+,0.00160456,0.93955114,0.15909516,0.00259632,0.0096205,0.00586058,0.00626827,0.01108452,0.01504068,0.01628277,0.0353852,0.10802755
DEL,repeats,2,0,9.08e-06,7.12e-05,4.456e-05,0.03243649,0.00743358,0.00066097,0.00672588,0.01105984,0.02653016,0.07040787,2.615e-05,0.00172535
DEL,repeats,2,1,0.00162067,6.126e-05,0.01020476,0.02168465,0.00617243,0.00088699,0.00891467,0.00023397,0.00763447,0.22325959,0.00169578,0.01057757
DEL,repeats,2,2,0.00127602,5.838e-05,0.00452294,0.00083991,5.048e-05,0.00155411,0.01439344,9.942e-05,0.00229547,0.04877049,0.0010459,0.00496137
DEL,repeats,2,3,0.00058309,0.00025504,0.00192252,8.3e-06,1.188e-05,0.00018419,0.00741223,0,3.361e-05,0.00910004,5.116e-05,0.00076026
DEL,repeats,2,4,0.00049834,2.65e-06,0.0034124,0.00093427,8.579e-05,0.00017251,0.00313277,0.00027193,0.00019894,0.00311448,0.00017049,0.0002996
DEL,repeats,2,5+,0,0,0,0.01339981,0.00064458,0,0.00074737,2.6e-07,0.04217345,0.00069333,0.00493831,0.00014961
DEL,repeats,3,0,4.2e-07,1.9e-05,7.34e-06,0.02444352,0.01243598,0.00087007,0.00102919,0.00168422,0.01055019,0.00474798,0.00069564,0.0011178
DEL,repeats,3,1,0.00309056,0.00268307,0.02182923,0.00237424,0.00066287,0.0046009,8.43e-06,0.00114314,0.00186848,0.09716436,0.00233017,0.0081219
DEL,repeats,3,2,0.00175734,0.00017987,0.00673008,0.00022724,0.00046768,0.00039324,2.128e-05,0.00040402,0.0003956,0.0179308,0.00056254,0.00242742
DEL,repeats,3,3,0.00032766,0.00022528,0.00107197,0.00098885,0.00023066,7.6e-07,1.747e-05,2.07e-05,0.00016449,0.00426571,0.00032398,0.00065587
DEL,repeats,3,4,0,1e-08,0,0.0070141,0,0,0.00019349,0,0.00680061,0.00027618,0.00124386,3.099e-05
DEL,repeats,3,5+,0,2e-08,0,0.01074178,2.005e-05,1.094e-05,7.567e-05,0,0.0088102,4.208e-05,0.00118484,1.513e-05
DEL,repeats,4,0,1.5e-07,5.28e-06,4.6e-07,0.01527813,0.00782552,0.00147941,0.0003377,0.00139279,0.00630847,0.00823369,7.982e-05,0.00018895
DEL,repeats,4,1,0.00100018,0.00015842,0.00833032,0.00042948,0.00017053,0.0024216,3.4e-05,0.00157782,0.00022563,0.06329348,0.00064275,0.0025152
DEL,repeats,4,2,0.00036384,0,0.00120549,4.136e-05,7.32e-06,0.00051559,2.79e-06,0.00017246,3e-08,0.01126626,7.351e-05,0.0008563
DEL,repeats,4,3,4e-08,0,3.72e-06,0.00555311,6.43e-06,0.00014284,1.062e-05,5.9e-07,0.00232432,0.00371667,0.00012773,0.00016674
DEL,repeats,4,4,0,1e-08,0,0.00412606,0.00014144,3.3e-07,6.811e-05,0,0.00680859,0.000764,0.0009309,2.579e-05
DEL,repeats,4,5+,0.00010852,1.47e-06,0.00091901,0.00292876,2.944e-05,0,0,2.55e-06,0.00094568,0.00018713,0.0001463,1.445e-05
DEL,repeats,5+,0,1.1e-07,0,0,0.00781816,0.30425865,0.00990396,0.00241477,1.078e-05,0.02136366,0.00217547,0.00027784,0.00139776
DEL,repeats,5+,1,0.00238253,0,0.00633344,0.00015518,2.451e-05,0.00797566,0,7.612e-05,0.00069138,0.0091432,0.00057879,0.00062139
DEL,repeats,5+,2,0.00026381,3.144e-05,0.00132314,0.00065295,0.00049605,0.00046412,3.71e-06,5.036e-05,8.661e-05,0.00287423,5.648e-05,0.00019398
DEL,repeats,5+,3,6.562e-05,8.19e-06,0.00045506,0.00033364,5.96e-06,0.00010765,1.221e-05,5.68e-06,0.000165,0.00134171,6.861e-05,0.00022888
DEL,repeats,5+,4,6.779e-05,6.56e-06,0.00012918,6.104e-05,7.119e-05,7.144e-05,3.94e-05,5.56e-06,0.00012534,1.46e-06,1.838e-05,1.05e-06
DEL,repeats,5+,5+,3.26e-06,1.083e-05,0.00015805,0.00101474,1.646e-05,3.073e-05,1.34e-06,4.727e-05,0.00036597,0.00035506,5.024e-05,8.939e-05
INS,repeats,2,0,0.00013029,0.00023477,0.00182678,0.00825456,0.00186236,0.00197422,0.00307541,0.00045493,0.00960112,0.00250573,0.00225454,0.02432838
INS,repeats,2,1,0.00012445,1.7e-07,0.00027446,0.02876327,0.0017127,0,0.00332224,0.00143553,0.00887068,0.00040471,0.00014156,4.709e-05
INS,repeats,2,2,0.00042435,3.17e-06,0.00536252,0.01120193,0.00028865,0.00056,0.00128173,0.00013918,0.00254935,0.0006503,0.00034538,0.00089407
INS,repeats,2,3,0.0002461,0.0004448,0.0015239,0.00162383,9.539e-05,0.00048752,0.00142556,0.00026025,0.00056591,0.00022404,0.00046879,0.00148734
INS,repeats,2,4,0.00115381,0.00200913,0.01114116,5.969e-05,0.00033772,2.68e-05,0.00013485,3.363e-05,0.00069937,0.00024293,0.00137126,0.00299094
INS,repeats,2,5+,0.00467201,0.01030369,0.09064882,0.00068826,0.00411956,0.00011603,0,5.002e-05,0.00672593,0.00139989,0.00922544,0.00342914
INS,repeats,3,0,2.96e-05,2.38e-06,0.00016893,0.00578332,0.00060122,0.00086865,0.00039023,3.071e-05,0.00172193,0.00068026,0.00045373,0.00737631
INS,repeats,3,1,0.00078622,0.0001296,0.00350363,0.00823405,0.00063311,7.708e-05,9.902e-05,0.0007728,0.00553006,0.00071523,0.00072174,0.00281622
INS,repeats,3,2,0.00016168,2.6e-06,0.00080881,0.00163674,0.00014578,0.000824,2.254e-05,7.238e-05,0.00078412,0.00083101,5.778e-05,0.00010163
INS,repeats,3,3,1.61e-05,0.00013715,0.00011179,1.777e-05,9.34e-06,0.00029529,6.64e-06,0,1.687e-05,4.442e-05,0.00016665,0.00063264
INS,repeats,3,4,7.056e-05,6.64e-05,0.0004631,5.41e-05,6.582e-05,0.00022155,3.117e-05,1.026e-05,2.699e-05,0.00013622,0.00013813,0.00055082
INS,repeats,3,5+,0.00139443,0.0009464,0.00557623,3.316e-05,0.00013957,3.4e-07,0,2.991e-05,0.00037273,0.00013638,0.00061625,0.0022948
INS,repeats,4,0,2.39e-06,2e-08,6.74e-06,0.00351454,0.00057838,0.00152681,2.44e-06,6.564e-05,0.00177281,0.00051314,0.00044512,0.00656307
INS,repeats,4,1,0.00077092,0.0004067,0.00542485,0.00532239,0.0009649,0.00039482,1.019e-05,0.00117916,0.00391135,0.00153919,0.00116446,0.00095316
INS,repeats,4,2,8.09e-06,5.375e-05,9.145e-05,0.00067589,4.757e-05,0.00045036,1.862e-05,3.469e-05,0.00020882,0.00031201,0.00010551,2.343e-05
INS,repeats,4,3,0.00012486,7.118e-05,0.00053582,2.206e-05,5.56e-06,0.00033764,4.453e-05,0.00015034,1.381e-05,8.94e-05,5.445e-05,0.00063986
INS,repeats,4,4,0.00010092,0.00013762,0.00184994,2.158e-05,0.00015552,7.181e-05,7e-08,2.802e-05,8.806e-05,0.00037858,0.00019993,0.00192727
INS,repeats,4,5+,0.00148556,0.00049322,0.00772172,0.00120387,0.00081559,0.00015693,1.432e-05,1.754e-05,0.00042487,0.00030744,0.00067902,0.00050339
INS,repeats,5+,0,0,4e-08,1.579e-05,0.00315638,4.87e-06,0.00871915,0.00031331,7.509e-05,0.00814952,0.00051461,0.00132523,0.00378196
INS,repeats,5+,1,8.85e-06,0.00114626,0.00221869,0.00609529,0.00997981,0.00605401,8.681e-05,0.00318136,0.01170184,0.0067992,0.00510277,0.03386444
INS,repeats,5+,2,4.6e-07,0.0001465,0.00055995,0.0004674,4.283e-05,0.0011838,5.207e-05,9.084e-05,8.053e-05,0.0002176,0.00086405,0.00085205
INS,repeats,5+,3,3.044e-05,0.00020517,0.00066722,0.00031135,3.598e-05,1.65e-06,1.83e-05,6.274e-05,4.606e-05,3.615e-05,8.519e-05,2.729e-05
INS,repeats,5+,4,1.7e-07,0.00021827,0.00034771,0.00022362,2.485e-05,7.58e-06,1.19e-06,7.64e-06,0.00010515,0.00010092,0.00015887,0.00038394
INS,repeats,5+,5+,2.034e-05,1.768e-05,0.00099121,0.00090131,0.00031477,4.964e-05,3.445e-05,6.973e-05,0.00012346,0.00016186,0.00021083,0.00029839
DEL,MH,2,1,4e-06,2.897e-05,6.381e-05,0.02932455,0.00026448,2.65e-06,0.00722512,0.00026706,0.01398113,0.19976249,5.469e-05,0.00529644
DEL,MH,3,1,0,5.83e-06,4e-08,0.01332515,0.01201462,0.00054189,0.00078221,0.00271446,0.01104703,0.00737771,0.00021764,0.00110751
DEL,MH,3,2,0.00156489,0.0005356,0.01106988,0.01049482,0.00273016,0.00419786,0.00020752,0.00031818,0.00251344,0.05608046,0.00171477,0.00471127
DEL,MH,4,1,7.721e-05,1.91e-06,0.00017668,0.01282175,0.00625046,0.00250994,4.047e-05,0.00194685,0.00382005,0.01124865,9.4e-07,0.00025975
DEL,MH,4,2,0.00027511,1.96e-06,0.00129284,0.00849584,0.00024931,0.00895803,4.703e-05,0.00190683,0.00081491,0.03136195,6.092e-05,0.00163409
DEL,MH,4,3,0.00044622,9.5e-07,0.00123468,0.00213244,0.00012864,0.00511542,1.406e-05,0.00055628,0.00076108,0.03713815,0.00056519,0.00353691
DEL,MH,5+,1,0.00041464,0,1.121e-05,3.57e-06,0.36536966,0.06073528,3.339e-05,3e-08,0.00213511,2.35e-06,2e-08,0.0002475
DEL,MH,5+,2,1e-08,3e-08,2.8e-07,0.00179094,0.10383036,0.30383893,0.0017938,1.7e-07,0.00039772,1.3e-07,4.25e-06,0.00083949
DEL,MH,5+,3,0,1e-08,0,0.00253364,0.02350064,0.23331734,0.00102357,7e-08,0.00126143,0.00010139,1.3e-07,6.104e-05
DEL,MH,5+,4,0.00029995,0,0.00069851,0.00011949,0.00162985,0.13166816,0.000405,6.31e-06,4.1e-07,0.00287924,2.422e-05,4.426e-05
DEL,MH,5+,5+,0.00111288,0.00011976,0.01024074,0.00053126,0.00025594,0.10560602,0,0.00037165,0.00322,0.00021547,0.00064205,0.00022082
