"ex.sig","gt.sig","sim"
"hdp.5","ID1",0.999979398570122
"hdp.2","ID2",0.998889463347132
"hdp.15","ID3",0.981223903850298
"hdp.10","ID4",0.997763026296415
"hdp.4","ID5",0.966235347266315
"hdp.1","ID6",0.9992909983398
"hdp.3","ID8",0.975981956629198
"hdp.6","ID9",0.997924284400726
"hdp.14","ID10",0.987367011181167
"hdp.7","ID11",0.998683305692693
"hdp.13","ID12",0.993027799027285
"hdp.9","ID13",0.998710460391706
"hdp.12","ID14",0.918741669528869
