Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13
DEL,C,1,0,0.0115794052527522,0.00476072270191956,0.000436809399236731,0.022487906006485,0.0409139382722653,0.125206442643022,0.0305952875679267,0.334028463213936,0.0135007492483961,0.0643675637782897,0.00704033052734486,0.00159946305834204,0.0479259464841346,0.0233939541573932
DEL,C,1,1,0.0102832367672081,9.37175341317498e-05,0.000630185774384825,0.0284609772877452,0.0245159659553771,0.207559363627701,0.00554881125469658,0.0998347380666401,0.0022059212517041,0.0174252409051057,0.00242615945197393,0.000272736323948224,0.0138963148402436,0.02718386590739
DEL,C,1,2,0.00955195840524614,5.79394742085412e-05,3.25195148769252e-05,0.0263538409654498,0.00328491277466418,0.174734587913215,0.00810993564926767,0.00182925241019158,0.000578143049407722,0.00541666718044867,0.00190621886024452,0.000108387259875894,0.00284247144818368,0.0236693488617777
DEL,C,1,3,0.00808860864497051,0.00249184755203992,0.00190644773334076,0.0140465371928342,0.00544646064961012,0.0636922685431665,0.0010586890794245,0.0108101421391376,0.000493265471443327,0.00562032713677085,0.00120888354142808,0.000403412873649804,0.0034226635927316,0.0168427196825966
DEL,C,1,4,0.00582300400905869,0.00380862831317726,0.000776109307319317,0.00277204378164073,0.0012628032317064,0.0438015826580067,0.0024991526213833,0.012874180263645,0.00226991937051208,0.00435974483630736,0.00100890829851617,0.000340360740814568,0.00325627362783318,0.00303625851349744
DEL,C,1,5+,0.00720065678784046,0.0143710318230065,0.00383351499083012,0.00256250450668241,0.000871202359025061,0.0222030917950563,0.00134078552792582,0.000288295995722749,0.00227595732869914,0.000930573034005383,0.0023241295841129,0.000638426407444551,0.0289102514376615,0.00181831986233563
DEL,T,1,0,0.0171951561789722,0.0079731119382681,0.00157860723893751,0.10253208859231,0.0347591357859287,0.0377288921174671,0.00409311872289662,0.105590791565603,0.0202733423718291,0.0532241886938485,0.00591465206503659,0.00121533718282558,0.0407461470062259,0.0247898844120694
DEL,T,1,1,0.0150126569897258,0.000228504623473255,5.44350614570047e-06,0.106766716705953,0.010557321340075,0.0135958835376505,0.000412813879276007,0.0445131523661927,0.000787534190049436,0.495586889765703,0.00148471802864924,0.000142852819756455,0.00441043445887292,0.00117186844784363
DEL,T,1,2,0.0179957897079719,0.00715000568555229,0.00117908690233631,0.115429609906734,0.0090884245295301,0.0167558377920126,0.011533442221631,0.0862943056646241,0.012017752013731,0.0240556327863326,0.00172118502377542,0.000759674817226258,0.00959764691123198,0.00343574327090365
DEL,T,1,3,0.0174044632480256,0.0200160423180988,0.0031809001266693,0.0899336586818876,0.0101605945340329,0.0203350915454515,0.0221157008167447,0.113283585432857,0.0190094104668301,0.0624182568444261,0.000776114844997243,0.00100556562930522,0.0197431807401789,0.00361305877367223
DEL,T,1,4,0.0154569531784748,0.0462452521838365,0.0063652672651768,0.0528650812904885,0.00157709507454249,0.0159721495360514,0.0175682258156225,0.0942733948403607,0.0143540232173111,0.0227245805838579,0.00113408322252222,0.00209437959638674,0.038531925425993,0.00483506649586682
DEL,T,1,5+,0.0427709873313571,0.796475754644443,0.0378407873730179,0.0310698998185055,0.00994928411286451,0.00790011890023392,0.00725229582825377,0.0013686652872602,0.0438069382979203,0.00560078081982307,0.00309442845033788,0.00419857625876297,0.00705469043684048,0.00349807546223915
