MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00226189	0.00000000	0.00145729	0.02960426	0.08189505	0.02302644	0.00468961	0.37273334	0.00923202	0.00276423
1:Del:C:1	0.00000000	0.00000004	0.00437789	0.01908493	0.23419117	0.00124391	0.00440981	0.09703469	0.00040604	0.00011903
1:Del:C:2	0.00000000	0.00000000	0.00527282	0.00000000	0.21142169	0.00397999	0.00767381	0.00000000	0.00106192	0.00000000
1:Del:C:3	0.00233701	0.00187302	0.00776337	0.00481226	0.07544006	0.00002027	0.00521077	0.01055792	0.00136739	0.00070791
1:Del:C:4	0.00352289	0.00057792	0.00209922	0.00050812	0.04413873	0.00170521	0.00042954	0.01443759	0.00237522	0.00113526
1:Del:C:5	0.01488518	0.00218415	0.00582813	0.00117931	0.02632989	0.00108065	0.00031168	0.00037500	0.00386208	0.00344423
1:Del:T:0	0.00596792	0.00102170	0.12793095	0.03312423	0.02314412	0.00016866	0.06714455	0.11846061	0.00631415	0.01579890
1:Del:T:1	0.00000000	0.00000001	0.00952037	0.00135146	0.00252551	0.00002553	0.41781713	0.00791485	0.00749167	0.00000001
1:Del:T:2	0.00657841	0.00005217	0.15088684	0.00301728	0.00187705	0.00783572	0.06177741	0.09019487	0.00261705	0.00610340
1:Del:T:3	0.01898148	0.00137472	0.11087643	0.00248542	0.00199276	0.01986357	0.07268132	0.11681785	0.00651059	0.01347590
1:Del:T:4	0.04480625	0.00307891	0.08557786	0.00340814	0.00189953	0.01433107	0.02067285	0.10662819	0.00813751	0.01018393
1:Del:T:5	0.82700228	0.00020161	0.01139797	0.00023626	0.00053790	0.00011661	0.00176267	0.00658861	0.00083787	0.06304702
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000014	0.00000011	0.00000002	0.00000005	0.00000025	0.00000007	0.52928809
1:Ins:C:1	0.00018926	0.00000430	0.00851332	0.00195588	0.00543239	0.00147217	0.00265342	0.00000000	0.00058341	0.01386930
1:Ins:C:2	0.00000015	0.00000001	0.00629074	0.00166261	0.00410707	0.00001184	0.00335189	0.00000000	0.00037854	0.00047183
1:Ins:C:3	0.00041141	0.00072501	0.00135946	0.00014357	0.00896688	0.00000053	0.00033385	0.00000634	0.00066900	0.00081382
1:Ins:C:4	0.00274300	0.00128914	0.00207190	0.00032958	0.00814651	0.00033231	0.00001108	0.00010198	0.00050800	0.00065788
1:Ins:C:5	0.00798397	0.02036853	0.02307540	0.00366400	0.00815296	0.00001757	0.00000546	0.00012472	0.00267985	0.00268035
1:Ins:T:0	0.00103173	0.00225854	0.00158009	0.00338694	0.01737968	0.00641536	0.02454584	0.01380345	0.00426272	0.03798876
1:Ins:T:1	0.00000000	0.00000000	0.01053063	0.00452270	0.06771695	0.00017056	0.01114906	0.00450341	0.00124942	0.00296300
1:Ins:T:2	0.00047881	0.00000251	0.03682386	0.00006605	0.05551386	0.00000000	0.01485614	0.00000469	0.00089630	0.00137985
1:Ins:T:3	0.00104128	0.00336034	0.02713234	0.00056217	0.03250763	0.00004755	0.01606553	0.00009056	0.00086238	0.00021727
1:Ins:T:4	0.00339222	0.01418665	0.02504894	0.00193278	0.00841173	0.00042330	0.01240389	0.00205298	0.00241033	0.00470691
1:Ins:T:5	0.00316233	0.91489314	0.05221959	0.01100497	0.00186713	0.00570871	0.00073579	0.00567335	0.00393599	0.17174727
2:Del:R:0	0.00002992	0.00016540	0.01874022	0.00751433	0.00876453	0.00014377	0.02854691	0.01215129	0.08774067	0.00055230
2:Del:R:1	0.00288881	0.00011161	0.01498777	0.00697271	0.01177849	0.00036281	0.01222139	0.00027053	0.20762247	0.00572873
2:Del:R:2	0.00172589	0.00041899	0.00161132	0.00013503	0.01355629	0.00158716	0.00291353	0.00001064	0.04584296	0.00210110
2:Del:R:3	0.00098056	0.00013234	0.00006487	0.00002903	0.00620384	0.00041873	0.00018921	0.00000433	0.00945328	0.00013085
2:Del:R:4	0.00091110	0.00001237	0.00060903	0.00021063	0.00329792	0.00012649	0.00018653	0.00018369	0.00323865	0.00038001
2:Del:R:5	0.00000000	0.00000000	0.02307874	0.00002486	0.00090414	0.00000245	0.01484749	0.00000000	0.00135754	0.00000000
3:Del:R:0	0.00000003	0.00000885	0.01304066	0.01435958	0.00222624	0.00069698	0.01627958	0.00098076	0.00519377	0.00137990
3:Del:R:1	0.00431351	0.00375243	0.00803990	0.00109404	0.00001678	0.00417853	0.00184257	0.00136513	0.09596528	0.00422289
3:Del:R:2	0.00208812	0.00055101	0.00109848	0.00027126	0.00000277	0.00053709	0.00075321	0.00040927	0.01479451	0.00146445
3:Del:R:3	0.00050986	0.00027893	0.00099819	0.00032494	0.00002309	0.00012575	0.00019769	0.00020366	0.00363265	0.00030552
3:Del:R:4	0.00000000	0.00000001	0.00632693	0.00000001	0.00003213	0.00000001	0.00363247	0.00000000	0.00044349	0.00000560
3:Del:R:5	0.00000000	0.00000001	0.00973593	0.00000000	0.00029788	0.00003209	0.00498367	0.00000000	0.00035191	0.00001485
4:Del:R:0	0.00000000	0.00003186	0.00660067	0.00768278	0.00085596	0.00224826	0.01288983	0.00037300	0.00631622	0.00034740
4:Del:R:1	0.00191481	0.00046647	0.00138308	0.00053563	0.00097370	0.00245410	0.00106735	0.00242198	0.05576909	0.00033709
4:Del:R:2	0.00049140	0.00000000	0.00000122	0.00000000	0.00000000	0.00057016	0.00019202	0.00004099	0.00996984	0.00056124
4:Del:R:3	0.00000000	0.00000000	0.00365938	0.00000716	0.00008537	0.00012343	0.00249408	0.00000000	0.00365347	0.00001760
4:Del:R:4	0.00000000	0.00000010	0.00481296	0.00009973	0.00023449	0.00000895	0.00317670	0.00000000	0.00018783	0.00000000
4:Del:R:5	0.00016498	0.00003122	0.00170647	0.00000000	0.00009876	0.00009890	0.00090746	0.00000004	0.00078562	0.00007890
5:Del:R:0	0.00000000	0.00000000	0.00580892	0.30403307	0.00107406	0.01242109	0.02031070	0.00004434	0.00265814	0.00074498
5:Del:R:1	0.00322873	0.00000341	0.00015213	0.00000000	0.00000000	0.00749085	0.00088924	0.00018301	0.01108719	0.00039286
5:Del:R:2	0.00043377	0.00009246	0.00031590	0.00030001	0.00002496	0.00042751	0.00033071	0.00004341	0.00286833	0.00002197
5:Del:R:3	0.00012120	0.00000566	0.00028537	0.00001031	0.00003012	0.00017218	0.00008916	0.00007874	0.00107846	0.00012740
5:Del:R:4	0.00006774	0.00000225	0.00013647	0.00000473	0.00003632	0.00009470	0.00002279	0.00004728	0.00017558	0.00002287
5:Del:R:5	0.00001902	0.00002340	0.00056871	0.00000182	0.00000261	0.00000000	0.00070516	0.00003182	0.00016051	0.00000111
2:Ins:R:0	0.00020053	0.00060738	0.00552413	0.00173218	0.00224873	0.00194436	0.01028243	0.00085895	0.00105330	0.02565766
2:Ins:R:1	0.00020575	0.00000692	0.02237961	0.00119878	0.00339064	0.00005723	0.01106108	0.00098313	0.00032970	0.00000000
2:Ins:R:2	0.00096706	0.00025723	0.00884263	0.00021481	0.00144785	0.00036969	0.00397683	0.00034516	0.00025144	0.00110463
2:Ins:R:3	0.00043580	0.00043562	0.00172430	0.00034081	0.00091190	0.00033813	0.00094180	0.00041240	0.00039864	0.00098741
2:Ins:R:4	0.00206821	0.00241167	0.00261542	0.00038449	0.00025278	0.00005660	0.00001747	0.00011186	0.00063341	0.00342533
2:Ins:R:5	0.01514778	0.01454715	0.02345017	0.00491381	0.00000535	0.00002102	0.00050618	0.00014090	0.00436964	0.00034422
3:Ins:R:0	0.00000012	0.00003943	0.00408325	0.00033077	0.00030932	0.00105069	0.00270458	0.00053380	0.00023176	0.00821667
3:Ins:R:1	0.00103325	0.00035709	0.00683811	0.00039218	0.00033140	0.00004635	0.00572711	0.00061977	0.00070913	0.00318685
3:Ins:R:2	0.00018488	0.00002756	0.00153708	0.00001043	0.00019526	0.00083342	0.00082914	0.00000000	0.00122365	0.00038258
3:Ins:R:3	0.00000819	0.00015472	0.00007090	0.00005164	0.00000261	0.00029828	0.00005508	0.00002470	0.00002493	0.00034147
3:Ins:R:4	0.00011392	0.00011149	0.00011827	0.00009371	0.00002033	0.00014720	0.00000297	0.00003692	0.00019877	0.00088558
