Signature,NumberOfPostSamples
hdp.1,6831
hdp.2,6723
hdp.3,4800
hdp.4,4210
hdp.5,4200
hdp.6,4200
hdp.7,4111
hdp.8,4001
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,4000
hdp.13,4000
hdp.14,3989
hdp.15,3974
