Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22,low confidence hdp.23,low confidence hdp.24,low confidence hdp.25,low confidence hdp.26,low confidence hdp.27,low confidence hdp.28,low confidence hdp.29,low confidence hdp.30,low confidence hdp.31,low confidence hdp.32,low confidence hdp.33,low confidence hdp.34,low confidence hdp.35,low confidence hdp.36,low confidence hdp.37,low confidence hdp.38,low confidence hdp.39,low confidence hdp.40,low confidence hdp.41,low confidence hdp.42,low confidence hdp.43,low confidence hdp.44,low confidence hdp.45,low confidence hdp.46,low confidence hdp.47,low confidence hdp.48,low confidence hdp.49,low confidence hdp.50,low confidence hdp.51,low confidence hdp.52,low confidence hdp.53,low confidence hdp.54,low confidence hdp.55,low confidence hdp.56,low confidence hdp.57,low confidence hdp.58,low confidence hdp.59,low confidence hdp.60,low confidence hdp.61,low confidence hdp.62
DEL,C,1,0,0.00815665387703111,0.050553076427725,0.0514408807405163,0.0290796765128117,0.0256124210151981,0.0418700668354279,0.00978047729761064,0.0149971235687901,0.0123938338695032,0.0886555592979322,0.075648563306704,0.150227767914865,0.0737381752358754,0.0279272087808621,0.0639045152841028,0.10820422430091,0.116387402202112,0.091810272839075,0.0696132324046009,0.0457240992193714,0.151055237432217,0.00513125428914186,0.00923260206408519,0.00735507461318175,0.0531942663730573,0.0466323497729521,0.430428149825554,0.0486074896343788,0.0400741653489968,0.00661812778497273,0.111854461163691,0.0709534025461152,0.118762666982263,0.0753273524054242,0.0158331196751836,0.0362522992386319,0.0395251835556952,0.0108415877501805,0.0962707972863531,0.0130517916757103,0.0790109988520813,0.198477144770456,0.0220729694347999,0.00911702929251389,0.172685366929593,0.0756006083722856,0.113684786300657,0.105891916728519,0.0299081293188319,0.0595100522702748,0.0071565348605314,0.0133966004745036,0.00345617791802848,0.0950411531059334,0.0220339812955981,0.128957189901207,0.000221719657664849,0.0404748551131053,0.0445593574650677,0.0858649789029536,0.0686957584647354,0.0909920182440137
DEL,C,1,1,0.000407162679315972,0.00224995103346549,0.000590901851805702,0.000788205116137488,0.000472024133329198,0.00129721401043098,0.00295284549609758,0.00127213869227858,0.00244375538865012,0.00207677437296781,0.0002410661494559,0.00178785784953288,0.00141642611120007,0.00247175734935597,0.000511232532576865,0.00276272715807405,0.000675648070598329,0.0010484726713869,0.000172369334661319,0.00334011695529978,0.000408461597358053,0.01115657092167,0.00104168453580561,0.00222841826526375,0.00070727848362131,0.000878490168230867,0.00106618816223881,0.000662455376269793,0.000227590738757152,0.000547498040955707,0.00121032910109918,0.000185420424547712,0.00191222790309063,0.000401490685416098,0.00221293801671998,0.00128349903373769,0.00834214210210553,0.000870643758140692,0.000496479285597647,0.000684216510082375,0.00316288233426415,0.00126491232421439,0.000216290056349252,0.000425601210010185,0.000655628897855446,0.000145988113913198,0.00113367181744796,0.0014491216908776,0.000457253771177149,0.00189030130025179,0.000313263856410437,0.000396502973772303,0.0012397159923363,0.000245690184677122,0.00122411007197767,0.000307354555433589,0.000206938347153859,0.000934754159656011,6.28703456297251e-05,0.000105485232067511,0.000611172228333945,0.00216647662485747
DEL,C,1,2,8.14680804008912e-05,6.37769332821317e-05,5.96521254931872e-05,1.07444683202e-05,2.05714270088169e-05,6.04110680871712e-06,0.000711701084438981,5.04475156044317e-06,0.000502572223263903,1.34364242039455e-05,8.84826812847921e-05,4.91236383351979e-05,1.25300754785368e-05,0.000415748936553961,3.55978182426255e-05,1.61456102522797e-05,3.95787796457827e-05,2.71607562499262e-05,8.34045167716058e-05,1.14604684551825e-05,3.13682316715928e-05,8.7310775721318e-06,2.18866143241384e-05,1.45613003780545e-05,1.09911186265938e-05,0.000121315308946167,0.000218153773829843,2.43039184166067e-05,2.5354145208857e-05,1.85471649053399e-05,1.8229292842556e-05,5.28610859456198e-05,1.60799520946067e-05,2.1999489611841e-05,0,0,0,5.87339043190149e-05,3.79369553778933e-05,0,0,9.92088097423051e-06,3.98429051169674e-05,3.31207167323101e-06,1.61883678482826e-05,3.98149401581449e-05,8.82234877391408e-06,5.04920449783137e-06,8.86512413506717e-05,0,4.4121669916963e-06,3.90002925021938e-05,0,0.000122845092338561,4.89644028791069e-05,0,0,0.000140213123948402,1.57175864074313e-05,0.000105485232067511,0.000122234445666789,0
DEL,C,1,3,0.0164726539165566,0.00384683352666304,0.014240958277003,0.00834012870511073,0.00650983118440644,0.00535813694864345,0.0194713125039385,0.00284413249560107,0.0227434810127101,0.0240470216133352,0.00556516739645216,0.0147243557424725,0.014485690521908,0.0143826968960979,0.020305713464785,0.0186993583795413,0.0264008334524953,0.0241047494209361,0.00314157013173048,0.0136494179301224,0.0342122846764839,0.046731346489321,0.0168680728126251,0.0220447301575317,0.0556035195760066,0.0173342843338012,0.050088951433132,0.0337390467447679,0.0163444751378744,0.00859019076115781,0.0452110448407024,0.00950767624292678,0.0172660093611049,0.0477850913858799,0.0181532370260467,0.0366975948217654,0.026973878429468,0.0761329597396361,0.0176538797134605,0.0151726561450291,0.0415367456098216,0.0647684714402639,0.0358130798565655,0.00236150710301371,0.0695209457244497,0.0126213360301319,0.0249054905887594,0.056440007876759,0.012079898097731,0.0263264634528994,0.00121555200621233,0.0168741265559492,0.0113077125361584,0.0152737398140944,0.0204671204034667,0.0101427003293085,0.0104356052207589,0.0613666105814171,0.0096977508133851,0.00126582278481013,0.0772521696614106,0.0163055872291904
DEL,C,1,4,0.00458172645364541,0.0193938921653404,0.0129113586329763,0.0670864172290425,0.0398317518297849,0.00751169408874451,0.00818506918379448,0.0074842580680804,0.00440213310712943,0.0226436492063533,0.0470981514788111,0.0216576620140045,0.0121837178132037,0.0112170056599938,0.0435416658253317,0.00851269684697556,0.0134652115294262,0.0196066920054591,0.0557854585615084,0.0146459910062145,0.0152004379409893,0.00552153345661615,0.00824652135926523,0.0111415520188973,0.00617590955628305,0.0133982300514753,0.0548391730435678,0.00926118171206523,0.0417087620048149,0.029137596066289,0.0247328329232542,0.0461648062275239,0.0329979912923843,0.0122889148971744,0.0906127715735187,0.0125381266152879,0.00551857459836776,0.0040111801714339,0.0342735650346628,0.0727150579310202,0.00877221548306209,0.0564398918623974,0.00562069554328647,0.00297755243423468,0.0185923404737526,0.0601763005550203,0.0690260568071038,0.00761924958722753,0.101034420010918,0.0662829941760353,0.00715322573528763,0.0621599661997465,0.15627934933694,0.013717701977806,0.101454242765509,0.0619099890230516,0.0280992712813918,0.0105159842961301,0.0134071012055389,0.0478902953586498,0.00757853563134091,0.0104903078677309
DEL,C,1,5+,0.00659710174104965,0.00449196018585856,0.222509494629974,0.0446900270072048,0.252393199645575,0.00889127501781477,0.00595802059943934,0.0421656946189173,0.00591918396288597,0.15251459291643,0.0161231175555342,0.0144924840833347,0.0234121162928176,0.00404896666518913,0.276376824145133,0.0398729553717055,0.0071747390354013,0.00748202919528246,0.00835539498641549,0.188590786661185,0.0132967573006186,0.00689755128198412,0.205666148683461,0.088272760121452,0.00792184875011747,0.148221789484473,0.0352318344735197,0.00367058607857665,0.24743438421791,0.191585079947198,0.256143631476616,0.125615831651266,0.124348199141845,0.00618955640229147,0.0305881413422215,0.00805606649747375,0.0264929672694721,0.00486800418738189,0.123212633336027,0.0485669694996538,0.0686715894196091,0.0140926114238944,0.00759861119016449,0.00521375282561115,0.00557284563177129,0.00781699991771579,0.00483905830249187,0.129976622183175,0.0858377309014898,0.0444641722852748,0.0255232830052152,0.00614254606909552,0.0259213343852136,0.0263297981245649,0.0164520393673799,0.021251372118551,0.146911445168729,0.0122920171994765,0.178221712273863,0.00221518987341772,0.00244468891333578,0.0744013683010262
DEL,T,1,0,0.0393200784908699,0.125251426550309,0.0469086911643324,0.0923045923597902,0.00939598374894556,0.00825936225399541,0.587132112726818,0.0125049547765707,0.00607082354540222,0.00449747604110552,0.0788280409875375,0.00397335436822352,0.0056956447304174,0.350662447018759,0.0310036057000184,0.00335493595676145,0.00676005556349968,0.024040980688871,0.123895672070121,0.00331548914010886,0.00569923667263338,0.00286903209020251,0.00651097199637274,0.00416129606359513,0.00382490928205464,0.0455731416272566,0.0440578445485369,0.0447247650679086,0.0356726857407393,0.0203323295274789,0.00490128118348407,0.0556724824704507,0.00144397969809568,0.00302712977058932,0.0232663217313455,0.00618175044820601,0.00253311620908684,0.00310944199335961,0.00548106533568433,0.0866639794114911,0.0158347648394949,0.00642873087130137,0.0110251010302237,0.00302833753322422,0.00688815051944425,0.00522106581940474,0.0367274379458043,0.00485733472691377,0.162395076590007,0.0291963540909334,0.0129783892060747,0.103688777665832,0.0106315038130659,0.128168379673232,0.103265925672036,0.00469813391877058,0.0503894875319646,0.00701065619742008,0.0843877214214985,0.0491561181434599,0.00146681334800147,0.00416191562143672
DEL,T,1,1,8.3174218210334e-06,3.45088842537957e-05,2.029750961961e-06,2.34562336567746e-06,2.67242103135688e-06,4.80690219188244e-06,0.000295459595831173,2.09172625676912e-06,0.000321456264016631,2.03240029975646e-06,5.89884541898614e-07,2.83016846375626e-06,2.37411956435434e-06,0.0001572432788529,5.98282659539924e-07,1.21853662281356e-06,5.36228627458991e-06,2.69920559005478e-06,1.73759409940845e-06,1.95071803492468e-06,3.37292813673041e-06,1.30966163581977e-05,1.9520493856664e-05,7.01099647832254e-06,1.64866779398907e-06,2.92830056076956e-06,0.000220842288648169,1.73599417261476e-06,2.98284061280671e-07,0,3.35802762889189e-06,0,4.50238658648988e-06,1.09997448059205e-06,2.10155557143398e-06,2.91042864793127e-06,4.76149663362188e-06,1.38197421927094e-05,3.2988656850342e-06,0,0,0,5.6918435881382e-06,2.76005972769251e-06,0,0,8.82234877391408e-06,0,0,0,2.20608349584815e-06,0,0,4.09483641128537e-05,0,4.39077936333699e-05,0,0,0,0,0,0
DEL,T,1,2,0.0310600610982167,0.0206986384088357,0.00865598574122502,0.0282528064437754,0.0432547502749952,0.0027214861382582,0.00327456202514106,0.00996233846874687,0.596986859267496,0.00147382895070673,0.0144327050866334,0.0191952132956463,0.0411288516462805,0.00249181876403344,0.00388674329770111,0.00202551250127185,0.104803587114171,0.0985550815075738,0.0287714306168251,0.00109996113194315,0.0937775209855156,0.01722205051103,0.113844111702181,0.0390534076139422,0.171010814711173,0.0404323008284999,0.00226872243312127,0.0950383897751332,0.031605284281116,0.0111315090294376,0.0148357660644444,0.00427686847673868,0.00412161332088959,0.149474432193173,0.025844930417495,0.237095159375073,0.0392823472273805,0.259894071676093,0.00256321863727157,0.0266431015058965,0.00251565158632593,0.0141570971502269,0.0924070806534236,0.00148491213349857,0.0168804205737967,0.092569735867687,0.0463305645862098,0.00406965882525208,0.00622891616858667,0.0489947729725179,0.00195789910256523,0.0160551204134031,0.00383184943085766,0.003357765857254,0.0134162463888753,0.0530406147091109,0.0104356052207589,0.183866143204337,0.00314351728148626,0.00210970464135021,0.12639041681946,0.000171037628278221
DEL,T,1,3,0.0145481304675052,0.538261695180808,0.0215570452674684,0.238639710964722,0.21458223316078,0.027077474921287,0.103403764562464,0.171476027248303,0.0535661093720959,0.0239337717521876,0.00911391280051422,0.0302575332009084,0.0258771118782741,0.355852048404181,0.0389372824775124,0.0105141432499468,0.0516635854799502,0.122509687617563,0.00432070148758906,0.187949731946958,0.03584005979527,0.0069892275964915,0.0192477984727875,0.0106054804420164,0.034883062741152,0.0381390231607658,0.00966060188933458,0.0945408538452618,0.111260551425813,0.0273549281778873,0.00336522340238238,0.00466885376021236,0.0484791259709879,0.121178688654423,0.0314834040156524,0.0593494609886144,0.239879438905237,0.0308802139296091,0.104174879467695,0.0691306729507095,0.00570295772239907,0.00684044743173194,0.0197876942341624,0.0284357913505248,0.00617990942608189,0.106536816875164,0.189504051663674,0.00553897733412101,0.0244864060320171,0.0832038693778842,0.100813603593269,0.0189216419123143,0.0147263233029039,0.0094590721100692,0.00616951476276747,0.00232711306256861,0.0236353155070729,0.0163114600859974,0.00949342219008849,0.00527426160337553,0.0255469991443589,0.0080957810718358
