"ex.sig","ref.sig","sim"
"hdp.8","SBS1",0.999435999510389
"hdp.5","SBS2",0.999927508140303
"hdp.19","SBS3",0.998334917933963
"hdp.13","SBS4",0.998434666797533
"hdp.3","SBS5",0.999507507365956
"hdp.6","SBS7a",0.998019436619446
"hdp.20","SBS7c",0.999550522296377
"hdp.10","SBS7d",0.997982776119105
"hdp.18","SBS12",0.997773207500377
"hdp.16","SBS13",0.999677371051502
"hdp.23","SBS16",0.995759671350057
"hdp.15","SBS17a",0.999415385181899
"hdp.11","SBS17b",0.999274161159067
"hdp.22","SBS18",0.999201095911453
"hdp.12","SBS22",0.995412147977864
"hdp.21","SBS28",0.995605852709716
"hdp.14","SBS29",0.988505607036315
"hdp.24","SBS35",0.986741582680138
"hdp.25","SBS38",0.990086420007453
"hdp.4","SBS40",0.999661058600845
"hdp.9","SBS41",0.996551949350608
"hdp.17","SBS44",0.996916196365785
