"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.919178596741746
"SBS96B","SBS2",0.996217576540569
"SBS96C","SBS7b",0.974276569590155
"SBS96D","SBS40",0.904339487690039
"SBS96E","SBS4",0.984295056640081
"SBS96G","SBS44",0.992872531821992
"SBS96H","SBS1",0.999761757075175
"SBS96I","SBS18",0.990336789766221
"SBS96J","SBS17b",0.999468126440859
"SBS96L","SBS7c",0.993175130368228
"SBS96M","SBS17a",0.999728915295133
"SBS96N","SBS7d",0.958449161449445
"SBS96O","SBS13",0.998905478085669
"SBS96P","SBS28",0.948706430431565
