Signature,NumberOfPostSamples
low confidence hdp.1,3400
low confidence hdp.2,2559
low confidence hdp.3,2557
low confidence hdp.4,2000
low confidence hdp.5,1999
low confidence hdp.6,1598
low confidence hdp.7,1200
low confidence hdp.8,1200
low confidence hdp.9,697
low confidence hdp.10,524
low confidence hdp.11,392
low confidence hdp.12,197
low confidence hdp.13,190
low confidence hdp.14,73
low confidence hdp.15,72
