Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.998),ID83B (ID1 0.999),ID83C (False Positive) (ID5 0.858),ID83D (False Positive) (ID5 0.302),ID83E (ID8 0.98),ID83F (False Positive) (ID5 0.623),ID83G (ID3 0.972),ID83H (ID6 0.994),ID83I (False Positive) (ID1 0.367),ID83J (ID9 0.971),ID83K (False Positive) (ID1 0.724),ID83L (ID13 0.985),ID83M (ID4 0.99),ID83N (ID11 0.91),ID83O (ID14 0.958)
INS,C,1,4,0.0014681801533339,0.000123416185395631,3.85291781822161e-05,5.40519555215724e-05,6.75695351674222e-06,0.00713999473526201,0.00809404859784991,0.000195112288251948,0.0253923796803278,4.82351105124083e-05,0.00336219333029002,8.00411435193382e-07,0,0.00693489533528918,0.000802187834779033
INS,C,1,5+,0.00409629003026497,0.00126574279816224,3.8719649091945e-06,7.48081270145562e-05,2.67980556856173e-09,0.00327189503479312,0.0029657989596059,1.78658629010897e-07,0.0549452421581373,1.80625976406633e-06,0.274771708944181,0,0.000124997053594251,9.31202605734427e-06,0.00146794725699607
INS,T,1,0,0.000487446791577956,0.00114409930247932,3.93501156859125e-05,0.00295917612083297,0.0025960344033984,0.00235877548922334,0.0198766693338985,0.00644212338824623,0.0159302826458593,0.0143605061259302,0.0189586688218502,0.0420408915728331,0.00350186699694524,0.00393169615330408,0.042718018581663
INS,T,1,1,0,1.8324602246711e-09,0.0146003880957142,0,0.000947829997112553,0.00105323177296668,0.0521146482042968,1.69941607499702e-05,0.0010612466422888,0.00831054649357753,0.00240903349823768,0.000192785006754015,0.000513289158166188,0.166277645388618,0.00188037465857077
INS,T,1,2,0.000250507956275713,0,0.0371211859956384,0.00109927623912474,1.56104542044577e-05,0.00441588050802238,0.0526498951390386,0,0.00236415481907557,6.37186923995614e-06,0.000756772071395063,0.00205348598894034,0,0.104612272884697,0.000985613849843503
INS,T,1,3,0.000657175692521618,0.000515108965337287,0.0258110754773952,4.02660157241923e-05,1.83829148386694e-05,0.00333052864198298,0.0291228957846761,2.1846129001446e-05,0.00994509960725994,2.22595111699777e-05,0.0366148375975899,0.0119990404881537,0.000110347616997473,0.0656475403810691,0.000132596031799608
INS,T,1,4,0.00115566039101411,0.00588219740211562,0.0130093955993652,0.000235028548683279,6.02779814016945e-06,0.0128726814517345,0.00555759402406693,0.000336900175879418,0.0986498426012948,0.00137085053698115,0.0717262480654342,0.0114548458823992,0.000503126292048961,0.0374449291955128,0.00541791378142875
INS,T,1,5+,0.00171050623554106,0.983706460595131,0.00196273951484028,0.00363716683467427,0.00167521040204137,0.00730178394788939,0.00184320401049258,0.00228256659868354,0.124265077522582,0.0013106286414258,0.291098498015713,0.000377479059851295,0.000416845011710083,0.00712893777438044,0.110486869545679
DEL,repeats,2,0,3.13740395085992e-06,4.19632589451151e-05,0.0276532263820991,9.19872455898419e-05,0.00685578816337985,0.0029569254303351,0.00882600079290569,5.16063420764112e-05,0.000769779575202847,0.0148188914824277,0.00137295403927609,0.0287546809390187,0.0959098491072655,0.0138448455033358,0.000317574408445092
DEL,repeats,2,1,0.00153712329294649,9.48501798454232e-06,0.020706253128359,0.00566492428489827,0.00769961640180554,0.0229889175060146,0.0117318994319066,3.80439563371482e-05,0.00267986009302835,0.00017753541373168,0.00274100817332457,0.0038214545493247,0.205058158636093,0.00867389059375455,0.00591402588412166
DEL,repeats,2,2,0.000893186610013655,0.000215846633235916,0.00204902624303941,0.00410285970312631,0,0.00837027583838849,0.0144757915008813,0.00150769296225917,0.00156227336358569,0,0.00351908604963684,0.00248549705604091,0.0479892921820283,0.00309149276930759,0.00218975623487495
DEL,repeats,2,3,0.000847800980474212,8.04308552467102e-05,0,0,0,0.00164628799888305,0.00716399063821882,0.000381983444167417,0.000724803795217797,3.96962714148685e-07,0.00129935812892678,0,0.0112560882326216,0.000834003856289201,5.43168479816814e-05
DEL,repeats,2,4,0.00083259841776453,9.2313679488143e-07,0.000831433120620204,0.000406194262908908,0.000185856686621264,0.001720307628832,0.00344996094238013,0.000104818678000811,0.000221564630055582,0.000130193469803649,0.000631815989524329,1.54568463923908e-05,0.00333689675899223,0.000745168557241414,0.000264318842049196
DEL,repeats,2,5+,5.20189946673355e-12,1.11069797803509e-11,0.031621293053031,0,6.94354116887891e-06,0.00271140002093887,7.76640066553626e-06,3.59071158261589e-09,0,6.24230978019114e-10,2.70045016659282e-08,0.000785835009171905,0.00119487754454894,0.0128621666215024,1.62053845897958e-10
DEL,repeats,3,0,2.78974516504604e-06,8.19116393681487e-06,0.0236357904691249,2.93038405652629e-05,0.0145105332299136,0.00330759900866669,0.00104573826334672,0.000514327312684983,0.000726926088536857,0.00149658036893925,0.000566784896873287,0.00522258938290179,0.00503273574868217,0.00844582632184029,0.00147582664270885
DEL,repeats,3,1,0.00221090150172685,0.000380252228398444,0.00100658477080858,0.0105668450787901,3.02461838519719e-05,0.0114799131858127,0,0.00390542858047411,0.0496471058829232,7.39199886339748e-05,0.0172214940844178,5.48704521924037e-05,0.108144053516465,0.00329498429781751,0.00454329766100273
DEL,repeats,3,2,0.00133530516218514,0.000208804097253559,5.42044992471347e-06,0.00677025080600288,3.31338845674398e-05,0.00282558051964497,0,0.000383472559797156,0.00864528810080931,1.49306422872542e-05,0.000560201595071703,0.000388868934624043,0.0144750015903264,0.000232020059275122,0.00151714350911789
DEL,repeats,3,3,0.000236811426993881,4.09997236082061e-05,0.000342632852130009,0.00119696671958266,0.000231895619708666,0.00125016882271416,1.86820356657336e-05,8.97120415811514e-05,0.0043018798592675,0.000102790398868819,0.00127473761921578,2.40430392361191e-05,0.00366997509729117,0.000232198459217589,0.000362450316833929
DEL,repeats,3,4,1.46691392366449e-11,8.23047241496621e-10,0.00786987791408876,0,3.8276830149897e-10,0.00064619067280778,1.2832132822993e-09,9.64487818500004e-10,0,5.2744486112033e-10,1.28763087303696e-09,0.000811587107436864,0.000560033424117137,0.00292653124918175,3.4570271794454e-06
DEL,repeats,3,5+,0,2.39214408614963e-09,0.012210423592478,2.4049509050883e-11,2.07265752560915e-09,0.00106835890029222,3.63371089187004e-05,2.2740598936451e-05,2.56884405303026e-08,1.28951659128518e-09,1.07542323357634e-08,0.000293422020283582,0.000391700417127296,0.00432318811918506,3.10580096351132e-05
DEL,repeats,4,0,4.83774436624285e-07,3.19679425739094e-05,0.0141267230658559,1.31230395485372e-05,0.0081499552866444,0.00174375064569745,4.13028493312595e-05,0.00221178055447117,0.000194303494190535,0.000492947588015475,0.000402370721421903,0.0053865118115209,0.00654352745041251,0.00625756262700179,0.000202395464092433
DEL,repeats,4,1,0.000833473214443075,9.61836647976561e-05,5.698160262608e-05,0.00846868972643279,0.00031769018185327,0.00499635593070707,0.000888179965440941,0.00245438952930272,0.0070722355505049,0.0018892147121187,0.0025784130279601,2.37964509959208e-05,0.0598438559100032,0.00226603410302486,2.4630705920572e-05
DEL,repeats,4,2,0.000498780091058961,0,0,3.8687431566693e-05,0,0.000257088347274248,0,0.000531386944348924,5.37833232010598e-05,1.13569193841911e-05,4.70984247158413e-10,3.77859305774564e-05,0.0120564259029925,9.4484583291754e-07,0.000385136232507648
DEL,repeats,4,3,1.28508389651838e-09,5.58395523153621e-10,0.0049843813796997,0,1.81888205474934e-08,0.00037686471397704,1.64257799816658e-06,0.00011568008457143,1.06243149389229e-09,8.46372447108404e-09,8.78436264304838e-06,0.000456308783605072,0.00382569951703772,0.0021193137043317,3.24647778660037e-10
DEL,repeats,4,4,0,1.32335179411913e-08,0.00670474283679305,3.94641630485637e-11,4.34128856257653e-05,0.000503046245980272,3.89051717734024e-05,1.68277426097829e-05,7.74983979425881e-06,0,3.41587269936383e-06,0.000425979048336525,0.000175846301110951,0.00174524924931816,7.4107737724205e-11
DEL,repeats,4,5+,7.08599456788761e-05,7.31955802258711e-06,0.00204918055562302,0.000623553634726242,0,0.000965451409902016,3.31840333760169e-05,8.35318462866974e-05,0.000277396347216978,0,0.000153325943368253,0.000254153285691245,0.000707260159397265,0.000538443247567494,3.53676394001923e-05
DEL,repeats,5+,0,6.86598300436714e-11,1.59853702719204e-09,0.0156214431441252,1.44848845593515e-07,0.296210450006299,0.0151116303377205,0.000621979080435446,0.00740505515808418,0.0205556432977287,0.000226581672983167,0.0145440659348757,0.00600667489029522,0.00222109682966888,0.0456672614441447,0.000176859779196294
DEL,repeats,5+,1,0.0034481410344597,0,0,2.65705260644028e-20,0,0.000695909901563176,0,0.00792789726052433,0.00169019278229371,3.26014098027372e-05,4.16884460719302e-06,0.00154057592444588,0.0132968104071915,3.01962892990758e-05,0.000181581730757969
DEL,repeats,5+,2,0.000335456586544751,3.22354731487118e-05,0.000128471866719306,0.000374164852155713,0.000240682657543267,0.00098798678944604,5.16581648298597e-06,0.000427976232604124,0.00108728538850597,2.82702467075069e-05,0.000670459564491921,0.000258478047153403,0.00291646504309028,0.000806143210575101,3.38922072842252e-07
DEL,repeats,5+,3,5.17625183595127e-05,4.87565328555206e-08,0.000163478026854591,0.000757749908094922,5.87259228268522e-08,0.000458709305978601,9.17661155667437e-06,0.000163129769215765,0.000322509487635134,4.46170442501248e-05,9.45091022774136e-05,2.38453938982275e-05,0.000962301222898532,0.000234510071821838,6.29972711444005e-05
DEL,repeats,5+,4,1.88553379770484e-05,1.20321075840202e-07,8.43175393229423e-06,0.000726173551082638,2.61592607575523e-10,0.000203091109116258,1.25817458933852e-05,5.88800409031975e-05,9.72424069402678e-05,6.43768945084667e-06,0.000109861023458326,1.96750960573593e-05,9.10430961916653e-05,0.000125263976666652,1.16869769618688e-05
DEL,repeats,5+,5+,3.13989352247823e-05,1.89550208902656e-06,0.000987733111542184,0.000122809718733409,3.42659336460827e-10,9.47945623978619e-05,4.20907042553154e-10,0,4.36069031416864e-05,2.50234016000084e-05,0.000257762660767746,0.000181722228100889,0.000117127420098484,0.000158060628466501,2.52011955287745e-05
INS,repeats,2,0,7.17409162613567e-05,0.00025391263890242,0.00686375586432405,0.00080790162679333,0.00163001790401581,0.00309586306353708,0.00221263722865842,0.00202632975990127,0.0011715775270848,0.000525430599054744,0.00410792475201772,0.0128070359677076,0.000706219272033195,0.00342197383157327,0.0290785085223615
INS,repeats,2,1,9.92142164411547e-05,1.61894742025659e-07,0.0293479156214744,0.000725757129698335,0.000969796238930325,0.00705305425304358,0.00276293008588254,3.51601120655687e-05,0.000208637106717049,0.000629380519596907,0.000293201499366109,0.00295048954503731,0.000260299785807447,0.00545876717433714,4.36554251791677e-06
INS,repeats,2,2,0.000486648289802183,6.78436719278052e-05,0.0102483214216772,0.00168198154127987,0.000213073813633855,0.00946244104277866,0.000891563168897871,0.000266195027215872,0.00121809721939462,8.16820439824423e-05,0.00171203287092794,0.000296587207003984,1.8514210023568e-06,0.00303549101020767,0.00124588049075101
INS,repeats,2,3,0.000204065873831574,0.000187383896023801,0.00167302427638788,0.000954611585434014,0.00025994545782396,0.00117253248676707,0.000883402019971982,0.000343637648013555,0.00471531184022865,0.000305225216943654,0.00138668941390335,0.000679202913379413,0.000240838494887612,0.000553579861007165,0.00113927199374302
INS,repeats,2,4,0.00152118858572286,0.000635646865061797,1.80734499008395e-05,6.01522291253787e-05,1.58727167581674e-05,0.000424317954797431,0.000181046904954201,2.86386551081819e-05,0.0257421710749622,3.33915789428829e-05,0.00895754008178775,2.1483294231075e-05,5.74690158464364e-05,0.000785097235057037,0.00412864402635023
INS,repeats,2,5+,0.006708497889597,0.00028760289701831,6.12182824701435e-06,8.39655440732479e-05,3.70419048411996e-05,0.00541701889627998,0,1.31049286621469e-05,0.31511674515903,4.70792935525211e-09,0.0166440237282134,0.000151491275517657,4.88240679814567e-06,3.08540891040821e-07,0.000420621199699607
INS,repeats,3,0,2.93786996707013e-06,2.05635848222441e-05,0.00609895946457982,0.000561414595705401,0.000346280308057895,0.000798286615362116,0.000112474646039118,0.00106761490402278,5.58803939566156e-05,0.000236807638177874,0.000240791648640482,0.0004251100417423,0.000111049457291301,0.00183260704998247,0.00879300557076931
INS,repeats,3,1,0.000603903852679657,8.79109068025392e-05,0.00763246986083686,0.00194533363017998,0.000216232657585351,0.00525940601632215,0.000213259979454961,2.52294392871425e-05,0.00583299935919058,0.000186338599596644,0.00151168976367701,0.0049187519820407,0.000370814368880019,0.00389945111153628,0.00331296499120072
INS,repeats,3,2,8.65315263420188e-05,1.8437738845023e-05,0.00205814182001632,0.00114662248187716,3.32612449277292e-06,0.000490163429144612,7.85232142834503e-05,0.000836191262933426,0.000458625729123767,0,0.000214623258408711,0.000263882835037066,0.00102085394901223,0.000398543087490094,0.000262875349981186
INS,repeats,3,3,9.24333136238742e-06,7.46803219769809e-05,6.64407310431159e-07,1.04188020486617e-07,2.89333820334115e-05,3.00298674084587e-05,1.10488101199735e-06,0.000317794692527968,0.000608921306076287,8.73525792675522e-06,0.000599736766629349,0.000115288822366431,2.02726890137228e-07,1.07103045593249e-05,0.000271893836497839
INS,repeats,3,4,6.39490796174869e-05,4.07121639582897e-05,2.13699497663811e-05,0.000152350635381519,9.08808216627222e-05,0.000369648658579536,9.31724425981884e-06,0.000147096119671915,0.000751781937696023,1.27766899004242e-05,0.000459163855532552,0,9.03350649878121e-05,0.000102342170268912,0.00100907024752814
INS,repeats,3,5+,0.00187572112074122,0.000361663667093803,3.0535196128767e-06,0.000123346920939997,1.21780601512e-05,0.000707477762198909,0,3.5084434088617e-07,0.0146920874489211,1.11888454057407e-09,0.00213013349385246,0,0,0.000497211483045845,0.00217554109287448
INS,repeats,4,0,2.37872548552787e-05,0,0.00331508047316305,1.86462675628718e-06,0.000583039171069686,0.000429465646739118,5.0406008540449e-06,0.00173011299779319,0.00013112599728629,7.91358839869012e-06,7.13241549783561e-05,0.00153022389305988,0.000443933651295083,0.0012672286712414,0.00566451111808419
INS,repeats,4,1,0.00053803768160833,6.38029525839071e-05,0.00381506333942525,0.00440659668501607,0.000617742576196179,0.00374494805648533,2.16113177884836e-06,0.000581491541088326,0.00684126086474862,0.000316066213535832,0.00446358789696205,0.00574480227427557,0.00157062629397842,0.00260448762768647,0.0021165345958434
INS,repeats,4,2,1.81524957207945e-06,1.71583989219978e-05,0.000445753392123152,1.5344155508501e-05,0.000156248728699211,0.00010026193721913,9.58351774443145e-05,0.00044490824919194,0.000242518322563887,3.23956237116363e-05,0.000163899598300645,9.32266521039793e-05,2.28313964138982e-05,0.000170383408608359,6.10889573493887e-05
INS,repeats,4,3,0.000254868050251389,3.55639908310401e-05,7.65639849760191e-07,3.90881771394902e-11,8.68570992906825e-10,4.33907673505018e-05,6.13909815001534e-07,0.000428024300053949,0.00047439820758882,0,0.000287036577899462,0,5.70180057184189e-05,3.93261840283365e-05,0.000873894205724355
INS,repeats,4,4,0.00010546025392614,0.000219307580737222,6.51473201287445e-07,0.000149971158301963,0.000104270370122805,0.000201752084557683,7.23124612704851e-07,4.61547462236922e-06,0.00183688440432888,0.000129541461024019,0.0010405899476541,4.37135214518491e-05,0.000255440254895802,1.3650116525339e-05,0.00161154018423986
INS,repeats,4,5+,0.00164755368081387,0.000254525924046903,0.000465443603391123,0.0034651860150916,0.000881366449211782,0.0017043079678025,2.80767344520427e-06,1.50496864989691e-05,0.012536767803831,0,0.00238035327704427,0.000664747502389673,2.71707129240895e-05,0.000768331758701969,0.000143794200165735
INS,repeats,5+,0,0,1.51616372057184e-08,0.00572245498109169,0,0,0.00052001982811488,4.47632133727893e-06,0.00941491968929768,7.93456275903282e-05,0,3.21150268974644e-05,0.00287566343671642,2.98510823785035e-05,0.00332377460973916,0.00302609866485
INS,repeats,5+,1,5.62188572075684e-06,0.00117661577038234,0.00308121300971834,4.50460970617825e-05,0.0114059643691871,0.00150476513322426,0.000219450313913234,0.00589635606156662,0.00393064910808824,0.000923699448495968,0.00554383192103384,0.0180955953150988,0.00202064459280786,0.00282417786321905,0.0275214649364352
INS,repeats,5+,2,2.78219442918726e-06,0.000127738780285931,0.000341984296537703,0.000148507203993092,2.99031593684291e-06,0.000102784483715368,2.65925620169583e-06,0.00142465905286372,0.000660023911556302,0,0.000862210969353673,0.00025703058828185,4.5879276614187e-05,0.000270754403724141,0.000546738790289965
INS,repeats,5+,3,3.61323970194682e-05,6.33012577151249e-05,0.000230190680704254,0.00021816460664752,3.90905519805081e-05,0.000201596640081334,3.30019078046462e-05,5.13946504785823e-05,0.000833635325034265,7.74065004046065e-05,0.001925614936481,0,3.79873050405877e-06,0.000178783927167778,7.80323837489063e-05
INS,repeats,5+,4,2.50234412022099e-06,0.000106399983146908,0.000237567729992882,8.06013666760919e-06,4.84807238154694e-06,8.03458240704558e-05,1.44812766211544e-05,2.29782017970762e-05,0.00114036773377585,9.63454285953791e-05,0.000326347278462862,2.4258867779281e-06,0,0.000152311189880407,1.83374784047174e-05
INS,repeats,5+,5+,3.04923387236045e-05,7.26610737302058e-05,0.000858272077166479,3.11794805431971e-05,0.000354458459587477,0.00031419912702404,3.67690369057527e-05,5.74922376372911e-11,0.00134693553103503,4.29857413109858e-06,0.000720532749746781,0.000125169268998557,2.12527775147464e-07,0.000616232786123884,2.73936057055835e-07
DEL,MH,2,1,0,1.68823490298564e-06,0.0270772424900315,0,7.78371836701839e-39,0.00266699608116596,0.0104079031106085,0,9.80908925027372e-47,1.29103066015546e-10,1.24111824462148e-08,0.0113441204139963,0.218156793862581,0.0134336953680031,0.00133135202697076
DEL,MH,3,1,2.89603865155641e-07,3.43891406373587e-08,0.0186818167282036,0,0.0122790216561407,0.00194560930358421,0.000558105915594395,0.00076934869554135,0.000434739049471773,0.00187421532991721,0.000363489691545508,0.00295124018274014,0.0063636764138937,0.0064689117808228,0.0012726348428987
DEL,MH,3,2,0.00136093914421508,0.000225190233677737,0.00879463296183531,0.00847221650452734,0.0029127106189506,0.00784938540435951,0.000343193329881048,0.00366431512346026,0.0205237230635977,4.35095669581642e-05,0.00562500509758897,0.000377134764385248,0.043918998837471,0.00611962635558915,0.00348987655015662
DEL,MH,4,1,1.0692061582489e-05,6.77195909617012e-06,0.0129693490522914,7.48114476926531e-05,0.00612899348838255,0.00271180104054804,6.14086480163678e-05,0.00257070089312038,0.000464563882021904,0.00163483574764541,0.000581978637972496,0.00130911384821502,0.0129449221119285,0.00332261520454506,0
DEL,MH,4,2,0.000269206472527009,1.54694967304774e-05,0.00671830757193675,0.000489692676243541,0.000644134032721974,0.00611374599859119,0.00012164866875537,0.0100337640894577,0.000399064758094051,0.00139602042690967,0.000501063058421474,0.000233748709003407,0.031811905503273,0.0032496211349644,0.000601140251237666
DEL,MH,4,3,0.000145278578829719,5.87551778353278e-40,0.0016182149357337,0.00591341452664126,3.43799792972283e-05,0.000968199269846444,1.03460437514177e-31,0.00517020779661834,0.000476893205675201,0.000680880206236514,0.000100192783208968,1.49061172851391e-05,0.0505289255082607,0.0020947211456587,0.00144123872305499
DEL,MH,5+,1,0.0003463447566733,3.58509292031073e-09,7.16119538722637e-06,0.000101831906939447,0.422185899615288,0.011125621863427,4.0298974569879e-05,0.0598505390564787,0.000986003264898733,1.23349684568552e-05,0.00193439973822533,1.00196752075377e-05,9.68759205260725e-05,0.00335899341104993,0.0013618133706279
DEL,MH,5+,2,7.25509171282533e-09,1.28324173708971e-08,0.00156127515682587,1.82356593825261e-09,0.119844277884206,0.0112825314304835,0.00103935929807459,0.269859661724659,0.0123703705401443,2.43423963203365e-08,0.0102349370243147,0.00347529866424034,9.07249237780405e-08,0.0430810545363904,0.00138352641929359
DEL,MH,5+,3,6.77493172673849e-11,4.89454664520661e-09,0.00439557978615852,5.85506287897886e-09,0.0220260678121193,0.00799056317528745,0.000421441175050572,0.256559770774519,0.000493405300609542,2.17143508752025e-05,0.00733296842372482,0.000113827878529591,0.000329210192294198,0.0116448478323982,1.50830245317216e-05
DEL,MH,5+,4,0.000194476471477048,5.52540327380946e-11,0.000371303832600348,0.000577706717372394,0.000152417432481074,0.00308144950504896,0.00104323661635135,0.149518530734349,0.00384310116680769,1.13800505246786e-06,0.000353844859999981,0,0.00348779893247411,0.00259292224247474,4.15561896005556e-11
DEL,MH,5+,5+,0.00217638860660372,6.16923755647991e-05,0,7.88931035414872e-45,0.000312379958514553,0.0010832722340875,0,0.121783589199185,0.012318439661758,0,0.000414791715611602,0.00836994338780642,0.00029866841096009,0.000325591978617022,0.000709340062803676
