Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15
INS,C,1,3,0,0.00467184156613166,0,0.0067287335588709,0,0,0,0.000784977881783752,0,0.000786646830561744,0.0378036233784326,0,0.00022497753539914,0,0.000615341119258711
INS,C,1,4,0,0.0271065259572454,0,0.00777872512067637,0.00015786504559037,0,0,0.00124105250782156,0,0.000790743835304868,0.00925362951981603,0,0.00168037343623103,0,0
INS,C,1,5+,0,0.110018499181322,0,0.00938383158891225,0,0,0,0.0189489570914305,0,0,0,0,0.00415505766192855,1.01485269736143e-290,0.000457710225009843
INS,T,1,0,0.0188506621418251,0.0101710937823269,0.0523305571374482,0.0205418914042413,0.00688736485909027,1.43343584767128e-47,0.00340894911890882,0.00211584182856461,2.09819125914572e-80,0.0549710626802616,0.00243949464941654,0.00174503652815989,0.000717566191198962,0.00152507317408467,0.00377319703186565
INS,T,1,1,0.00889198538766635,0,0,0.0499258151063832,5.08997530154844e-243,0,0.00089814760781925,0,0,0.00163527837771237,0.320472080973053,0.0163064296840026,0,0,1.40700696267549e-240
INS,T,1,2,0,0.00688543529934675,2.62143774241577e-132,0.0491805306211494,0,0,0,1.31684887595108e-242,0,0.000874725318005664,0.173290792412445,0.0455529528970825,0.000264451441927949,1.31673222391573e-105,0
INS,T,1,3,8.25242980374935e-245,0.00634576163942273,0.0118590410278978,0.0281313371948005,0,2.25478282471158e-168,2.76725938477048e-307,0.00384398802965134,4.12534147981498e-251,0,0.102878038213473,0.0315347456968069,0.000964552320547687,1.48336076905993e-133,0
INS,T,1,4,0.00401192909923861,0.0360337181421341,0.0136584025472056,0.00696001209522854,0.000304511275987853,1.83715803523329e-123,3.15859297022442e-120,0.0135380651302041,1.63080945755041e-176,0.0049680925871233,0.0551992829962157,0.0170244563390887,0.00267716012219683,1.82526240168555e-82,0.00037640798804496
INS,T,1,5+,1.6082339586435e-60,2.38352961412351e-56,3.73851939818385e-86,6.84737936407306e-31,3.24429357170257e-20,8.42481637036278e-148,1.63311452416518e-09,0.925622106057279,3.1477180344194e-80,1.71792749971826e-128,8.577292615262e-285,0.000677457658419027,0.0036009943355709,6.40395458434999e-81,3.60233246434105e-104
DEL,repeats,2,0,0.0202384555947678,2.43724636066999e-136,0.0292196727225209,0.00853637566024238,1.17655074091016e-195,5.01874320811274e-86,0.00721727212401075,0.00040937950331975,2.6622881135815e-26,0.000263482609869858,2.78140159554198e-133,0.035962763733982,4.1431279692265e-217,4.82838210474307e-182,0.0962554347204431
DEL,repeats,2,1,0,0.0137644672860829,1.5684288777607e-90,0.0110980073624869,0,1.7244165730869e-247,0.00630439564768255,1.26546743637695e-112,0.0477669313991632,0.00688900332335459,0,0.0215612941611226,0.00235079016384284,2.0095813084347e-06,0.204965560451675
DEL,repeats,2,2,0,0.0100938425709944,0.00245114808299462,0.0139760308631847,0.00183288310989414,0,0,0.000520193210269092,5.47662478686672e-260,0.00249883136651384,0,0.00437113160521753,0.00135071860903367,2.38197649040929e-125,0.0483249760380227
DEL,repeats,2,3,0,0.00524004401840751,0,0.00710916550286522,0.000421732679540805,0,0,0.000162291038947736,0,1.87858214862172e-270,0,0,0.000557118193042781,0,0.0118063795250416
DEL,repeats,2,4,6.77267805887815e-146,0.00505935536782835,0,0.00327602095961045,0.000108756992035645,4.51554910336398e-169,0.000245288516619084,9.5318932543124e-05,2.71564668934371e-130,0.000229133426137384,0,0.000992025257581422,0.000544524008817125,5.3350114666081e-163,0.00340150390073388
DEL,repeats,2,5+,0,0,0,0,0,0,0,0,0,0,2.27150698550371e-205,0.0392212820948271,0,0,0.000355256282846163
DEL,repeats,3,0,0.00228808825853782,0,0.00331545413418619,0.000973181126907594,9.28511883633491e-05,2.64190511436891e-136,0.0154570443870016,6.07082682132235e-05,0.000988733811027806,0.00202706898087165,7.82139713855894e-280,0.0278236849394726,1.48891048619628e-118,1.89000588601323e-13,0.00461767931278493
DEL,repeats,3,1,0.00094646674191413,0.0388808490919494,0,1.49287471122302e-222,0.00443329297073521,6.42487713970693e-139,9.8005820963733e-219,0.00415726289392261,8.29479177410318e-209,0.00489227043823009,0,0.00354150627192355,0.00306987274603872,2.76389994685485e-17,0.110669771906722
DEL,repeats,3,2,0,0.0131183564242315,0.000265068614815755,0,0.000254510373074648,0,0,0.000319364344907643,1.27640422392698e-235,0.00173500821996687,0,0,0.0015616730220829,0.00999329350403144,0.0143569845971628
DEL,repeats,3,3,0.000123707868404328,0.00536215040249119,0,1.34512143725002e-05,8.84937229631833e-05,1.11253692936726e-308,0.000278064781487741,0.000296435040552059,0.000521970726193633,0.000536072309164918,0,0.000528961369716943,0.000240913723244441,3.94596223053694e-55,0.00386747802383098
DEL,repeats,3,4,0,0,3.06192729668504e-85,0,0,0,0,0,0,0,0,0.00983571603841925,0,0,0.000319297072614179
DEL,repeats,3,5+,0,0,0,0,1.58335432717553e-05,0,0,0,0,0,0,0.0150612956163968,0,0,2.70629124299986e-05
DEL,repeats,4,0,0.001065651731432,0,0.00441228704367649,5.08569691179082e-294,0.00224357370669275,5.68407025619445e-307,0.00795019113173367,5.5474041140889e-05,0,0.000165886232352621,7.26175185393699e-103,0.0175684534037872,8.93072449238708e-06,3.14447376130245e-05,0.00635870528024741
DEL,repeats,4,1,0.000217071549169002,0.00967921146530856,0,0.00106952095169694,0.00241424598783056,7.96153393028291e-163,0.000337558195476164,0.000464340298994501,0.0011923161188757,0,1.11644852774822e-263,1.30297220320071e-185,0.0014553190062021,0.0175905138759058,0.06051203468419
DEL,repeats,4,2,0,0.00309355632368877,3.13286083288943e-05,0,0.000555528092156017,0,0,0,1.25332112089019e-292,0.000417772417493655,0,0,0.000396381702782842,0,0.0126670345733373
DEL,repeats,4,3,0,0,1.66162983692217e-266,0,0.000134495475681545,0,0,0,0,0,1.46159816854236e-197,0.0063178518889912,0,0,0.00363106217541267
DEL,repeats,4,4,0,0,0,0,0,0,4.62919024972868e-05,0,0,0,0,0.00823091855483564,0,0,8.82634282626438e-34
DEL,repeats,4,5+,0,0.00183636710851629,0.000183883222959626,0,9.3140065885553e-05,0,0,7.92721555799654e-34,0,0,0,0.00246117615306309,0.000134463683400317,2.49805556611909e-177,0.000691426411170211
DEL,repeats,5+,0,3.11199115662688e-87,0,8.48230074960335e-28,0.000140460414982416,4.42659513698983e-20,0,0.334496474042366,0,0,1.11253703468653e-308,7.97815276330126e-269,0.0236908674981725,0,2.09269387481138e-108,0.00232198864303404
DEL,repeats,5+,1,0,0.0153332102981566,0.00195099771647417,0,0.00794480764016686,0,0,0,0,4.083096373293e-05,0,0,0.00248890990590434,0,0.0131745407022535
DEL,repeats,5+,2,0,0.00409121110419788,0.000256452106328765,0,0.000430951728564103,0,0.000185425952540637,5.19022294953323e-05,0.00130806312181016,0,0.00137357255392512,3.78320201858686e-05,0.00019716581603436,2.62775041274483e-243,0.00290590798704526
DEL,repeats,5+,3,1.52962829025982e-263,0.00110348574473107,0,0,0.000188142415356524,4.30190817065862e-287,0,4.43802644096925e-197,1.5028201777065e-128,9.76359483934734e-05,0.000175867547562238,0.000280462429000062,0.000110697608779604,0.000519713663639599,0.000964477830792356
DEL,repeats,5+,4,0,0.000645945992354231,0,9.77771575816666e-06,6.4370461900363e-05,0,0,0,0,0,0.000124454132936459,0,4.1912335603201e-05,0.000804673476716437,8.35479649971497e-05
DEL,repeats,5+,5+,0,3.32209175428574e-07,1.55377497946006e-75,0,0,0,0,3.22188015171202e-05,0,1.51273340105672e-05,0,0.0011688308922443,2.88524484702817e-05,0.000103722493266472,0.000154192429719228
INS,repeats,2,0,0.000592888053561319,0.00159532530449788,0.0138519904541043,0.00224437615460841,0.00209747139623633,6.5309947823317e-40,0.00199723093798215,0.000408674307352207,0.000480698190951696,0.0356428425415139,0.000471710236490204,0.00900779576948648,0.000235367084618401,0.000600522989030367,0.000686812188485092
INS,repeats,2,1,0.000233564250863989,0.000496727864407777,0.00111844627395891,0.0025167135998022,2.14897151134225e-38,0.00295049516385621,0.00157075912116514,0,0.00274924177401408,0,0,0.0317201886868031,0.000217347913572509,0.00155546256829979,1.03378667091331e-290
INS,repeats,2,2,0,0.0060270920208506,0,0.00105332223883766,0.000272911556477757,5.97068485339363e-132,0.000143008769741846,0.000177201427704425,0.00638459390812054,0.00156255419022987,0,0.0111353822014382,0.000721951368148357,1.22841500791394e-308,0
INS,repeats,2,3,0.000112004467897827,0.00377454333187702,0.000706039139565114,0.000893162085307565,0.000403515382782496,0.00191206757973397,0.000271083152955744,0.000392785914048089,1.00649946517312e-102,0.00131043767042679,0,0.00176035863451779,0.000295124217210011,8.36125687163208e-13,0.00020800088676003
INS,repeats,2,4,4.01242905601128e-198,0.0219177699032795,0,0.000291842128361783,4.3140130380436e-174,0,1.11264505472489e-308,0.00201173851689049,0,0.00533794022595305,0,0,0.00136853873089869,0,1.57918059303817e-05
INS,repeats,2,5+,0,0.156202092573615,6.90786544631411e-129,0,0,0,2.73051051982477e-97,0.0133708182542443,3.55271851407249e-288,0,0,1.47653328088838e-208,0.00966321129714923,0,0
INS,repeats,3,0,6.72279124571047e-123,0,1.58327985197115e-276,8.81261379799327e-05,0.00107599985042197,0.00319137198181064,0.0002882983468997,1.60019498546394e-05,0.00130424305292741,0.0103388454624145,0,0.00628402336436886,2.16814450090822e-05,0.000417455867444748,0
INS,repeats,3,1,7.55930219906201e-05,0.00746645452137393,0.00497718784350356,0.000267846254691158,3.83094365713015e-27,0.00189913575929545,0.000351092933077028,0.000240899180811927,0.00167124682202025,0.00405323963645434,0.00171729192223943,0.00875554590462469,0.000744926306063381,0.000223727673753826,0.000277722604090924
INS,repeats,3,2,0,0.00148561087247278,0.000106479475210144,3.48558649874736e-05,0.0008406371901335,1.32899770767836e-277,0,2.4977159865387e-05,0,0.000298686968115617,0,0.00213363537833644,9.57257733635884e-05,0.00156850494463646,0.00106850969374727
INS,repeats,3,3,0,0.000191404138185583,0.000204119436045826,0,0.000354929136304136,0,2.62101000091542e-05,0.000134765826080001,0,0.000369362825757992,0,0,7.91875911695712e-227,0,0
INS,repeats,3,4,0,0.00121408541147536,0,2.01525143045757e-05,0.000159697384354104,0.000181045950294649,0.000101483044288254,7.90194370500089e-05,2.04564353493895e-258,0.00110912543702414,0,3.2727237134262e-96,8.60445758530799e-05,2.28523014306811e-48,0.00012685380112789
INS,repeats,3,5+,0,0.018663316518831,0,0,0,0,0,0.000723837702616515,0,0.00280047656938151,0,0,0.001408505534664,0,0
INS,repeats,4,0,0,0,0.00133520664702239,0,0.00180923281246705,0,0.000693476799835655,0,0,0.0071964015266418,1.86876160050812e-177,0.00420542938842531,9.49729221862065e-06,0,0.00053252625142048
INS,repeats,4,1,0.000123263010779004,0.00871997146881243,0.00588989606257867,0,0.000552984242911432,5.43641744097455e-07,0.000678312515772769,0.000517056253203289,0.00420724499097434,0.00227248607462439,0.000203858045262275,0.00435914194899592,0.000795869019941054,0.00312572878739608,0.00150280765943569
INS,repeats,4,2,0,9.69430870607567e-05,6.82640048965826e-05,9.01488285906816e-05,0.0004776131218427,0,0.000142755575633421,3.66554784771338e-05,0,3.42256194331711e-05,0,0.000570244857142755,1.75232586346877e-05,5.5039157722747e-279,0
INS,repeats,4,3,0,0.00113645278621207,0,0,0.000417022314173514,0,0,6.67207286047653e-05,0,0.00116590165453095,0,0,0.000146795653483256,0,6.86124062622628e-05
INS,repeats,4,4,0.000251299427545222,0.00133760092820706,1.40610117689411e-05,0,0,1.7639213305513e-221,0.000134939475370398,0.000322422070564316,0,0.0020361529085091,0,0,0.000144154824710331,4.16739612656678e-116,0.000277878655840051
INS,repeats,4,5+,0,0.0143418885392851,0.000878442440649164,0,0,6.07620338067087e-276,0.000806593559824749,0.000762198125085089,8.04573471126488e-304,4.53299577733491e-185,0,0.000730074323017677,0.0015149806651053,0.00132464201663869,0
INS,repeats,5+,0,0,0,0.00265987120981699,0,0.00955486418573744,0,0,0,0,0.0037737825603593,0.00176458018733744,0.00729989523023819,0,0,0
INS,repeats,5+,1,0.00174572420666537,5.25554159926025e-109,0.0201935326360852,0.000120998119364696,0.00573083678002547,3.17226323358331e-104,0.0122041724151391,0.00165449171676269,0,0.034506305651478,1.51236696328149e-274,0.00473149281554962,8.02080054416652e-05,0.000685722964619877,0.00215774422220407
INS,repeats,5+,2,0,0,0.000246925349274637,0,0.00146366844294077,0,0,0.000248532028444932,1.0076022419186e-161,0.000614004674749155,0,0.000504736865800096,1.80015077105107e-05,0,0
INS,repeats,5+,3,0.000179538834005187,0.00104988565095534,0,4.83846412332414e-05,7.08330037809085e-05,9.43189422802056e-298,6.79253055761248e-73,0.000191803890780905,0,7.01474606497725e-05,4.92337398186069e-05,0.000290601825411549,6.22710777510034e-05,0.000274624467108495,0
INS,repeats,5+,4,0.00034420382920205,0,0,0,5.70044726847717e-06,1.02239951847103e-211,0,0.000190379799434886,0,0,0,0.000270246960492135,2.78912945283034e-06,0,0
INS,repeats,5+,5+,0,0.00102151747342681,3.32052434064739e-155,3.33489799068115e-05,0,0,0.000403205702318103,0.000130896914872076,0,0,0.000163618198425368,0.00105196757057234,5.77748343333978e-05,9.1917379680209e-86,0
DEL,MH,2,1,3.76329011805257e-104,2.32147259439145e-143,0.0106888428804236,0.00979912947021538,0,2.24534268114695e-191,2.85301496099915e-88,0.00013442229154423,2.06537509568834e-243,0.00212720461960659,1.08104207753851e-50,0.0373255822315398,3.66367644071226e-05,0,0.222613046132702
DEL,MH,3,1,0.00238053207488889,0,0.000885633944479089,0.000496575790711016,0.000507334920260895,1.53373242081125e-17,0.0123534916354391,0,0,0.00168110167022294,0,0.0230658709576201,2.36500288880296e-46,0,0.00662455293047348
DEL,MH,3,2,1.40757472846771e-148,0.0161988116271951,2.84711460700106e-151,0.000424607561250583,0.00403737942715917,2.9937167072756e-273,0.00315081163741874,0.00133394868735737,3.31617240441587e-116,0.00400777248683453,0.000389488156273789,0.0120856442382926,0.00216713949882257,0.0069435754210107,0.0441063273073826
DEL,MH,4,1,0.00231872450682868,0.000654761044249998,7.19894529536379e-05,6.7574883221867e-166,0.00251542286037593,0.000682077161244015,0.00590366510282242,1.1264067046162e-05,0.00224135904003019,0,0,0.0143905651467417,5.81432473902707e-05,3.9134831199396e-10,0.0130642732680501
DEL,MH,4,2,0.00174699265886588,0.00129258448747952,3.145494856772e-246,0.000147696104618397,0.0104257858106663,2.93258591837055e-99,0.000633935490378521,0.000175229007742802,0.00161116755496525,0.000531379173589288,1.20309303460093e-171,0.0080053885409978,0.000410934976511322,0.00249502264931446,0.0323096802251472
DEL,MH,4,3,0.00109068655333614,0.00441116518888841,0,0,0.00544370464823831,4.93642910640316e-273,2.09652122165979e-225,0,0,0.00188413282487292,0.000423664517292016,0.00296706546551161,0.000365178563369671,0.00373637640239602,0.0510523723755629
DEL,MH,5+,1,3.18519745549828e-210,0.00194796320131101,4.17567832663092e-210,1.81228863586118e-108,0.0559380936464868,6.96383855744787e-304,0.382397644764811,2.49209934267843e-192,0.000353884485215916,0.00136919865967796,0,3.07056878525689e-122,0.000531427454406533,0,2.37613196220979e-261
DEL,MH,5+,2,1.1938628186302e-189,6.11857160364551e-102,0.00334435427465484,0.00123699690120685,0.29005857566561,7.17966152317526e-221,0.128143347710304,0,0,0.0018681238305178,1.12246485016303e-267,0.00468295824942121,3.29045463163515e-05,2.61470851612619e-255,0
DEL,MH,5+,3,1.64757097430383e-228,0,1.57661512233209e-260,0.000701961781059918,0.265580709909365,1.7714528490915e-256,0.022184038929668,0,4.32443703401955e-129,0,0,0.0076563167030304,0,0.000400320945258879,9.12214801960857e-130
DEL,MH,5+,4,0,0.00473449668605666,0,0.00134334815131785,0.151477555164102,0,3.38241216054639e-48,5.4003252031494e-204,3.07999518172723e-107,0,7.6527602372916e-91,0.00169413853187061,0.00016701846591986,0,0.00348915965844211
DEL,MH,5+,5+,0,0.016257324531923,0.0121205582394528,0,0.122670312054177,0,2.76856442652704e-35,0.000835570000934116,0,0.000583962483439292,0,0,0.0016034650435506,0,6.06583617620311e-05
