Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17,W.18,W.19
INS,C,1,4,0.00517183615634892,0,0,0,0,0,0,0,0.00156336290048415,0.00969404646067379,0.0298552478527922,2.52125341492489e-306,7.65662624957297e-05,0.0172722596804085,0,0.00598620576464723,0.000360151133881953,0.00192101015812502,0.00166409290467647
INS,C,1,5+,0,0,0,0,0,0,0,0,0.0127683828642733,0,5.36757489090669e-14,0.991109288394824,0,0,0,0,0,0,0.0074324264502576
INS,T,1,0,2.04096248011405e-106,0.0430861479407719,0,0.00193006997685413,0.0184092015805332,0,0.00093511470110255,4.41406288591996e-112,0.00211244064124088,0.000146807755157093,0.0256399022356179,3.47040852614907e-275,0.00752289066360265,6.68931343290984e-293,2.44284890545113e-299,0.0224404762599986,0,0.0461631661125322,0.000794123882956859
INS,T,1,1,0,0.000689860608664432,0,0.00229418583409751,0.00883781572986102,0.0137296419511372,6.51373688924808e-238,0,0,0.321059289726071,0,0,0,0,0,0.055272965600788,0,0,0
INS,T,1,2,0.00647756997674275,0.000330344446424826,0,0,0,0.0605671292953115,0,9.43566555971524e-209,1.96051692982998e-05,0.170605996484293,0.00366170549526472,0,0,0,0,0.04736737778085,0,0.00148930282248927,0.00041531048064335
INS,T,1,3,1.0139337950801e-214,0.00938842372030418,7.74969989674701e-222,0,0,0.0333264473172288,0,1.59468909464294e-76,0.00351329911949973,0.121260796293963,0.0215108062391279,5.19457062810752e-143,2.18391072721139e-05,0,0,0.0309662066792608,0,0,0.000706999842449159
INS,T,1,4,1.44893258538094e-304,0.0199346278695599,0,2.40936646923114e-240,0,0.0165747614300981,0.000148050326717402,3.74661423084629e-55,0.0144361156736588,0.0576554491946884,0.0890056847698722,0,0.000546033834036309,0,4.89585545059223e-254,0.00836553183317616,0,0.00298606346430319,0.00191285511153694
INS,T,1,5+,6.3508300725002e-101,6.10913208117815e-111,0,1.19473724912894e-38,1.72195197477246e-102,4.12960887527716e-44,2.33677686189309e-156,2.71097273748077e-87,0.931976861981708,1.69965913425869e-288,3.52653007731972e-131,0,9.12413402515059e-71,0,0,1.94851217075669e-50,0,0,0.00189471228632928
DEL,repeats,2,0,0,0.0315273665832585,2.08148670885732e-154,0.00829435043813924,0.0180572870230109,0.0523495873591669,0.0745528307971863,0.0016044046888244,0.000194927315469334,0,5.13202745871287e-95,0,0.000533472592904125,0,2.61227130160088e-159,0.00679277240445824,3.9701418918355e-174,0,6.28773805351922e-05
DEL,repeats,2,1,0.0122618941619979,0.00589142827430917,0,0.00727716342550497,0,0.0310130637560038,0.242281104661947,7.74277628109659e-67,0.000453445290448501,0.000794194724720501,0.0251288322027982,3.43957982251183e-105,0.000445894671977413,0.0269708610321194,1.76024183733982e-122,0.00873732993529559,0,0.00438456004866481,0.0018019197394604
DEL,repeats,2,2,9.12467137858085e-50,0.00262033988404981,0,0,0,0.00170917078506368,0.0529831809707146,1.7417324658309e-115,0.000303063499763635,0.000482408790798152,0.0142702109193019,1.42259185473855e-09,0.00178296778915478,1.6820644586881e-14,0,0.0155905802063854,0,0.00432856781585526,0.00143622483099429
DEL,repeats,2,3,0,0,0,0,0,0,0.00981211809240149,0,0.000280682774745213,0,0.00643318136223601,8.02001286517156e-244,0.000216208439373847,0.01146943202627,0,0.00759645338356377,0,0.000105436508946584,0.000483421120034771
DEL,repeats,2,4,0.00116364121701539,0,0,1.20692162427338e-308,2.97683964835382e-200,0.00126094215142962,0.00329205731102934,0,0,0,0.0109647752517118,0,0.0002043691502787,0.00773404473799041,0,0.00304445399383377,0,0,0.000502206252635975
DEL,repeats,2,5+,0,0,0,0,0,0.0643007855124809,0,0,0,0.0037338791598439,0,0,0,0,0,0,0,0,0
DEL,repeats,3,0,0,0.00604825041122241,0,0.0147392242824212,0.00352149964885515,0.0413130135040989,0.00394682223220353,4.3078372022835e-216,9.36747330888396e-05,0.000408406378568219,0,0,0.000357158245275818,0,0,0.000500170255896728,0.00353975854366831,0.0014926115914259,3.31078099022974e-06
DEL,repeats,3,1,6.74361683767253e-60,5.60869213551735e-17,3.79621844579148e-195,0,1.13028458241621e-240,5.1027320354344e-16,0.106210592134773,0.0073203240981491,0.00358158257331761,0,0.0595932634459486,5.75450085827468e-122,0.00480578202522314,7.05758246297548e-299,7.44096158088009e-210,0,0,0.00348097269653407,0.00392329656247418
DEL,repeats,3,2,0.00548219881268684,2.73764420163884e-112,0,1.16542442410403e-53,0,0,0.0187539347652035,0,0.000284479552109197,0,0.022996544672173,3.4642549637588e-202,0.000226575495088026,0,0,0,0.000862108833615793,0.00172570020335501,0.00170074680609879
DEL,repeats,3,3,0.000114192467213367,0,0,0.000182495833947049,0,0.00143881671238141,0.00446805872822611,0,0.000248317833087112,3.26947431987614e-05,0.00393689561739324,4.13899355310653e-168,0,0,0,0,0,0.000642225382842223,0.000335886181980208
DEL,repeats,3,4,0,0,0,0,0,0.01732054581784,9.72263807665276e-172,0,0,0.00106006800064694,0,0,0,0,0,0,0,0,0
DEL,repeats,3,5+,0,0,0,0,0,0.0244017021374214,0,0,0,0.000782127374776022,0,0,0,0,0,0,0,0,0
DEL,repeats,4,0,0,0.00316840825585449,1.26171199808127e-15,0.00958544759171063,0.00230742125144027,0.025677286351644,0.00855192069048736,0.000494463499045332,1.98818667065241e-05,0,0,0,0.00159736418786329,0,3.0316668880863e-302,0.000256178821355829,2.03084665765528e-47,0,2.47966379844422e-06
DEL,repeats,4,1,0.00553308167697661,0,0,3.92019082176626e-121,0.001789731760878,0,0.0679687122187265,1.1125369292536e-308,0.000271807337274749,0.000224706033126781,0.0222463246903133,0,0.00254511906970516,5.67285656574917e-235,0,2.68611427244321e-80,1.33606027239487e-29,0,0.00140073413278588
DEL,repeats,4,2,3.86230693690157e-75,0,0,0,0.000105267353352355,0,0.0122453587090612,0,0,0,0.00625792126237656,0,0.000540780355444791,0,0,0,0,0.000443102763024497,0.000340455474481599
DEL,repeats,4,3,0,0,0,0,0,0.0103380231232784,0.00361640614979363,0,0,0.000123625435931916,6.09815555591106e-05,0,0.00020269421236162,0,0,0,0,0.000136798082824078,1.55357682866646e-06
DEL,repeats,4,4,0,0,0,0.000238837582873403,0,0.0130361759556486,0.000401705070578668,0,0,0.000721787669280314,0,0,0,0,0,0,0,0,0
DEL,repeats,4,5+,0,0,0,0,0,0.00502263164548154,6.58246459357783e-05,0,2.5111105022411e-246,6.61321169436553e-05,0.00368265213494537,0,0,0,0,0,0,0,0.000142429251795222
DEL,repeats,5+,0,0,0.0105608199485445,0,0.378839466712462,0,0.0209471907504291,0.000715241345951297,0,0,0,0,0,7.13091350796005e-57,0,0,0.00185805182533479,7.1847171878347e-294,0.0027119338739416,0
DEL,repeats,5+,1,0,0.000858151463489593,0,0,0,0,0.00958224931537084,0,0,0.000146405055318928,0.0327889009602873,0,0.00904366433427436,0,0,0,0,0,0.00228230433075197
DEL,repeats,5+,2,0.00121221815643755,0,0,0.000436712538047648,0,0.000726806827227952,0.00309579090744105,0,5.04255158387608e-05,0,0.00468452242763168,1.05861127478145e-232,0.000495275691887447,0,0,0,0.000324115702279878,7.46454853341984e-05,0.000243487702220931
DEL,repeats,5+,3,5.88808476284559e-184,0,0,0,0,0.000620038042419095,0.00139043440912957,0,1.66112420243578e-05,0,0.00165643159394326,0,0.00012414477185202,0,0,0,0,0.000111384922484493,9.4558796748475e-05
DEL,repeats,5+,4,6.42655311888511e-05,2.2899587025728e-05,0,8.50984454104132e-05,0,0.000177653246222537,0,0,4.3594728024305e-238,0,0.000861842939594935,1.25422853865448e-65,8.19637237215363e-05,1.17093999775521e-218,0,3.65235396202888e-05,0,0,6.14938278154745e-05
DEL,repeats,5+,5+,0,0,0,0,6.65910105228326e-05,0.0017040169557718,0.000363927888866953,0.000157912516445532,0,3.43042406598396e-06,0.000170077930132858,0.00120015481108903,4.8155891278885e-05,9.1360828346676e-05,0,0,0,0.000110457710133174,1.20833711605071e-05
INS,repeats,2,0,0.000953912428131983,0.0124397231510412,0,0.00199384289925183,4.33973616266662e-126,0.0125357533974016,0,5.83997468252202e-142,0.000340373967206649,0,0.00504199567359785,0.000255163069155914,0.00243295981178244,2.34310959187585e-122,0.00388279033742794,0.00322737199967263,0,0.0346662116135931,0.000203953351949321
INS,repeats,2,1,0.00091140304314124,0.00300947716797198,1.29147596944767e-308,0.00198397708376945,0.00304467906701597,0.0466758493432769,0,1.22610214987084e-69,0,0,0.00143204374386416,0,0,0,5.87395587790179e-237,0.00280230921537944,0,0,0.00021162284831949
INS,repeats,2,2,0.00325693852857346,9.77499194498887e-05,0,1.34679090991779e-74,0,0.0155442678844825,0.000102943453597492,0.00424342647765343,6.46114450983898e-112,3.08625836717847e-56,0.0111162942000115,1.41463554784839e-150,0.000505338807692996,4.99964069154628e-129,3.09025899084002e-154,0.001013035995099,1.02650186038864e-289,0.00094152685718676,0.000738178226927073
INS,repeats,2,3,2.77032086408066e-76,0.000163790856901513,0.000395282541016058,1.04265363589602e-188,0,0.00167160987859471,0,0.00220660356988219,0.000569166284018488,0.000148793750796443,0.00307918753907942,0.00117654641965212,0.000421161233820915,1.40142390241316e-109,0,0.00151532585098123,0.000520629321145431,0.00162387231073112,0.000292075445713125
INS,repeats,2,4,1.76062935668009e-155,0,0,0,0,0,9.16578762818386e-06,0,0.00199164355515633,3.87198320675317e-135,0.0374093856895183,3.45537145222033e-182,0,0.00725849313082591,0,1.33301540006736e-302,0,0.00260619624367274,0.00151536083534566
INS,repeats,2,5+,0,0,0,0,0,0,0,0,0.0131524480000205,0,0.263428659818036,0,0,0,0,0,0,0,0.0077628627970397
INS,repeats,3,0,0,0.000288035710472021,1.11253693024226e-308,0.000882143619441246,0,0.00957084872008139,0,3.34728981540004e-238,0,0,0.000544479027028869,0.00126016619693387,0.00103101282838387,3.21260584242784e-275,0,0.000282152316182656,8.29125139306139e-07,0.0109260251960319,3.06800036663419e-05
INS,repeats,3,1,4.38380730995904e-235,0.00520420431824415,0,0.000578986091755709,4.15726840123213e-32,0.0120092088365732,4.80339817082909e-96,0.00454095703684287,0.000162573063900601,3.04381078242422e-111,0.00927357768691033,1.04471006333722e-298,8.02553450983597e-245,0,3.55246957058426e-29,2.79541267156248e-05,5.08964399497814e-193,0.00321394966935883,0.000879109287951659
INS,repeats,3,2,0,0.000518300265047253,0,0,0,0.00207552384393959,0.000818898685452569,0.000296179942582603,2.82037055161983e-229,0,0.00284534855861398,0,0.000964697144938284,0,0.00330935684957766,0,0,0,0.000171533647182421
INS,repeats,3,3,0,0,0,0,0,1.91171163233564e-05,0,0,0.00017875987820941,0.000129531633535125,0.000387228897506315,4.35399773611372e-60,0.000347543677747897,9.87640655481442e-131,0,0,0,0.000751833755316719,0
INS,repeats,3,4,3.21597760371295e-93,0,4.90222131892166e-251,6.92896566262867e-05,0,1.5681724997713e-05,0.000153141389450593,0,9.44080837089654e-05,5.59663015842309e-05,0.00182683291553199,1.93940305891736e-296,0.000248327767206847,0.000900905539969051,0,3.24033207327654e-11,0,0.000726908419532594,5.93705891027611e-05
INS,repeats,3,5+,0,0,0,0,0,0,0,0,0.00105698802113289,0,0.019494614169391,1.26658019967001e-114,0,0,0,0,0,0.00257642477986671,0.00148970869763951
INS,repeats,4,0,0,0.000901252802760348,3.61559584095001e-244,0.000649374305205556,3.12406017605796e-284,0.00588568919371287,0,7.99561166169793e-57,0,3.01939602944021e-05,1.19004560997558e-142,0,0.00178407350083973,0.000142657367215471,0.00219212507638757,0,1.92011888807464e-34,0.00938539608630972,8.6903957256606e-06
INS,repeats,4,1,3.08657553991203e-37,0.00376236447210051,9.02891364615497e-256,0.000825090960858964,0.00164092563197361,0.00838338625109418,0.000815012016878043,1.24087116422924e-120,0.000430391813578292,0.000176026038084626,0.0171595011594716,0,0.000539770729735716,0,0,0,5.10378606293818e-242,0.000789143927491036,0.000906915150765879
INS,repeats,4,2,2.0894455014041e-299,0.000109985597315856,2.54438829934951e-176,3.89307334323992e-05,0,0.00103014104432249,0.000266386115087147,5.16242429805662e-05,5.90771614782793e-05,2.00201717243097e-05,0.000187651709247504,0,0.000559947606234077,0.000204156401382146,0.000141977051004771,5.15703305839721e-123,0,0,1.13399212335021e-05
INS,repeats,4,3,9.86239050099292e-38,0,0.000158036300491005,0,0.000173391941795969,0,6.92916291345009e-05,0,7.69767026986057e-05,0,0.00153517995890601,0.00215150318161787,0.000382566786398046,0,0,2.85794481768975e-05,0,0.000920770160677854,9.7831473193047e-05
INS,repeats,4,4,0,0,0,0.000157687648462978,0,0,0.000305636856654479,0,0.000212882272328267,0,0.00565165338031338,9.43906433270305e-147,3.45765515109101e-05,0,0,0,0,0.00238655092573922,0.000147427895734183
INS,repeats,4,5+,7.22193920591583e-297,0,0,0.000541526462180965,0,0.00154226033358717,8.57816627780011e-05,1.20506117124942e-154,0.000557885341083885,0,0.0278873533814886,5.47803744889954e-200,0.000111885055980467,0,0,0,1.35294647319633e-25,2.04738250349658e-123,0.00186303110252773
INS,repeats,5+,0,0,0.00267960855312759,0,0,0,0.0115574562393582,0,0,0,0.000846003883132398,0,0,0.0101057136819954,0,0,0.000128964895155214,0,0.00388889438778096,0
INS,repeats,5+,1,0.00117317577466878,0.0145647676613988,0,0.0121045572230309,0.00189031377109793,0.00962330628839304,0.00206762160728425,0,0.00140982207065665,0.000837842593168571,0.00422004822288774,0,0.0070430258853059,0,0,0,9.53143836671136e-138,0.049140905963294,3.46835634709635e-05
INS,repeats,5+,2,6.20848118791681e-287,0,7.12167044558096e-242,0,6.02722157320159e-05,0.000716033744132572,0.000114821266719129,0.000128905947563243,0.000175449636111013,0.000828732670067427,0.000580679205665336,0.00136803556901078,0.00142500493308231,0,0,3.44311024383123e-05,0,0.0010363200548937,0
INS,repeats,5+,3,0.000441632371666019,0,0,0,0,0.000348439822952026,0,0.000107190994908468,0.000198597366015184,0,0.00106982921631036,0.00114527491442799,0,5.74154330941818e-74,0,3.28207312898495e-29,0,0,6.75500542629828e-05
INS,repeats,5+,4,0,0,8.90849214131825e-180,0,0,0.000366804051561254,7.0316869652162e-05,0,0.00019231702004638,0.000118086663206664,0.000958822201913506,0.00033386602069692,0,0,0.000228134730714831,0,0.000144740914231759,0.000487589727501901,0
INS,repeats,5+,5+,0,0,0,0.00030817114793487,1.11254515602488e-308,0.00136905838497261,0,0,3.9024301874942e-05,4.5076928569267e-05,0.00227126477094276,0,5.20673329572096e-05,0.00191212824821905,0,0,1.11253700353003e-308,0.000293451313378986,6.85345110356607e-05
DEL,MH,2,1,0,0.0134495174209896,0,1.11253719954147e-308,6.58353001548425e-189,0.0491181284840166,0.214219146800043,1.27960765684663e-279,0,0,0,0,0,0,0,0.00788742131860456,0,0,1.10738609925008e-23
DEL,MH,3,1,0,4.03424071549225e-212,0,0.0139690584448039,0.00551465928891151,0.0313777978174625,0.00667819411655966,0,2.60753328932881e-05,0,0,0,0.000291435125941021,0,0,0.000121972841557022,0,0.00131418992395447,0
DEL,MH,3,2,0.00344674136212561,0.000653777190521394,0,0.00255870699692321,1.97043216603722e-97,0.015501694956438,0.0587956539469198,1.53759615360746e-180,0.000728615506416116,0.000581085801266844,0.0350153947473813,0,0.00462391078905002,0,0,0.000274868641400695,0.00235258566243912,0.0033415876341385,0.00186172702291493
DEL,MH,4,1,0.00108876828806663,0.0017691083957114,0.00455881071139188,0.00782707481520003,0.00155528578503087,0.0189630003485153,0.0115069455041282,0.00212355730928294,0,0,0,0,0.0026350823321656,1.71202977583707e-194,8.01128729254181e-253,0,6.6930937079346e-140,0,8.14607674154518e-05
DEL,MH,4,2,0.0047267856380674,0,0.00728552637659367,0.000204238918548079,4.72799401926106e-30,0.00924952645690414,0.033416409781533,0.00550028078352288,0,0,0.0013958368476,0,0.0102463300641863,0,2.00013594638666e-228,1.07006668252174e-230,4.86250302618206e-257,0.000689381403447994,0.000280328929967055
DEL,MH,4,3,0.00250264606385846,5.16701457333452e-20,0,4.58832721929281e-05,0,0.000845056491458897,0.0405321692273739,0.00614334778871096,4.21488912902788e-05,0.000521936184063493,0.000711747364804918,0,0.00558558564734047,0,1.12995401616978e-97,0,1.45782436495518e-155,0.00364037815447185,0.000430866904497835
DEL,MH,5+,1,0,0,0,0.451824529072901,0,0,0,0,0,0,0.00411134875152254,0,0.0567771861229418,1.4563973113639e-247,0,0,0,0,0.000414330922943752
DEL,MH,5+,2,0,0,0,0.0188597575240347,0,0,0,0,0,0,0,0,0.280974703376764,0,0,0,0.991895080763598,0,0
DEL,MH,5+,3,0,7.27879718979105e-261,0,0.0272246442006747,0,0.00980518588515017,0,0,0,0,0,0,0.273760654020022,0,0,0.00121284402403604,0,0.000790193011256515,5.61378243662654e-06
DEL,MH,5+,4,0.00153392778420394,0,0,0.00143585659193224,4.0863081011337e-248,0.00144273879709206,0.00347856446058225,6.22906552927731e-293,0,0,0.00384638687891679,0,0.154946902669525,0.000938298160740063,1.57260356893127e-279,0.000592084110777419,0,0,0.000256240497225473
DEL,MH,5+,5+,0,0.00657005573403419,0,0,0,0,0,0,0.000462790415479346,0,0.0400747449835182,0,0.123242144966982,0,0,0,0,0,0.00133834478278088
