Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00217227,1.71e-06,0.00294034,0.03197304,0.08795691,0.00450174,0.02313801,0.36921271,0.01245392,0.00339475
DEL,C,1,1,0,2.302e-05,0.00389075,0.02065755,0.23154201,0.00554946,0.00126365,0.09341881,0.00086596,0.0001152
DEL,C,1,2,0,0,0.00431292,0.00023995,0.21041453,0.008333,0.00378567,0,0.00157999,0
DEL,C,1,3,0.00215821,0.00181622,0.00800739,0.00489174,0.07505969,0.00598752,2.78e-05,0.01015176,0.00108576,0.00052659
DEL,C,1,4,0.0032845,0.00050691,0.00438042,0.00031922,0.04409627,0.00090545,0.00164317,0.01425363,0.00222814,0.00133035
DEL,C,1,5+,0.01421788,0.00180289,0.01477388,0.00026509,0.02626396,0.00162529,0.00101412,0.00054871,0.00290751,0.0034994
DEL,T,1,0,0.00547811,0.00088633,0.10619308,0.03564976,0.02425618,0.07404545,0.00044326,0.11774783,0.00511897,0.016239
DEL,T,1,1,0,1e-08,0.00559905,0.01036085,0.00336357,0.38558588,2.784e-05,0.00660405,0.00991196,2.28e-06
DEL,T,1,2,0.00633543,7.179e-05,0.12070382,0.00574263,0.00354453,0.07222335,0.00820537,0.08931007,0.00201679,0.00533744
DEL,T,1,3,0.01767811,0.00140261,0.10016002,0.00416559,0.00373429,0.07852833,0.01985496,0.11540628,0.00550131,0.01265262
DEL,T,1,4,0.03981314,0.00266007,0.10969929,0.0011122,0.00316876,0.02972557,0.01427187,0.10599581,0.00700223,0.01002195
DEL,T,1,5+,0.84129969,0.00044473,0.01205516,0.00047028,0.00071668,0.00223702,0.00018,0.00967818,0.000595,0.05944964
INS,C,1,0,0,1e-08,4e-08,1.2e-07,1.3e-07,5e-08,2e-08,2.4e-07,1e-07,0.52546566
INS,C,1,1,0.00020395,7.91e-06,0.00747583,0.00217849,0.00488942,0.00301243,0.00137675,0,0.0014046,0.01422733
INS,C,1,2,4.9e-06,5.33e-06,0.00594088,0.00172658,0.00361279,0.00330764,1.261e-05,2.49e-06,0.00102021,0.00042165
