Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12,signeR.13,signeR.14,signeR.15,signeR.16
DEL,repeats,2,4,0.00090476516437346,0.000916767839654331,2.42259976392502e-06,4.32800615015753e-07,0.000746106564300035,9.81671486061477e-07,0.00332877814937155,1.00202814345199e-05,4.13733218980753e-06,0.000636234917491542,0.000147607745641292,2.81106705372005e-06,9.94297721431693e-05,0.00289355617652268,3.21748241820439e-05,2.22916785153802e-05
DEL,repeats,2,5+,5.3138342351825e-07,7.21295306083613e-07,4.73721900939111e-07,2.22649080741213e-07,0.0230626023140459,1.10693884979347e-06,2.81748486558226e-05,8.26606044158587e-06,2.6927518418882e-06,5.58333090071265e-06,4.73372194401031e-06,2.89063356231956e-06,3.52983159694288e-05,0.000684961073323045,0.00432241569657945,1.5155216543869e-05
DEL,repeats,3,0,2.38224256141619e-05,2.81287591942422e-05,0.000100858161785727,8.01392026132259e-07,0.0163377921337515,0.0117552071517826,0.000881045520577697,0.00106432966598377,3.81354641343717e-06,1.41861801035377e-05,5.08019948652064e-06,0.00200387396216348,0.00108908079938521,0.00439649443003758,4.71942679545382e-05,2.17744397612425e-05
DEL,repeats,3,1,0.00492830347756657,0.00498744128798008,0.00504004406763792,0.00521357519951981,0.00534356093029972,0.00108410687319358,0.000439623528794512,0.00535805998353724,0.00518424216126757,0.00518417668590066,0.0051669280281296,0.00458524657144774,0.00490499975825666,0.0983323049144301,8.61165507746887e-05,0.00472006936908179
DEL,repeats,3,2,0.00230676918997391,0.0023916994871034,0.00068359925226176,2.65244637368596e-06,0.000737079817450193,1.44058947770671e-06,6.29146979545753e-06,0.000748994029838866,0.00172120162108224,0.00261583431470929,0.00188198056869985,5.79620927130679e-05,0.00143484620822974,0.0221919187582002,0.000112815783792941,0.00236299275781665
DEL,repeats,3,3,0.000463048462490565,0.000465118963983651,0.000315160084156873,3.09253040570961e-07,0.000232815732493644,7.90767537691641e-07,3.17823178230561e-06,5.6230822030556e-06,4.70959808757408e-06,3.26621481987807e-05,3.19372642157054e-05,3.68627980209011e-06,0.000799016166517369,0.00409913491196531,2.96394981405572e-05,1.53791135523373e-05
DEL,repeats,3,4,5.75883524099802e-07,6.25708022780141e-07,4.62373678807686e-07,2.37804989126288e-07,0.00613859956351193,1.14162912110767e-06,7.23466418073751e-06,6.81776576611701e-06,2.40560190718341e-06,5.93968664741769e-06,4.66148568411361e-06,3.13081891786446e-06,3.52857734799617e-05,3.48021347601704e-05,0.000594386923556558,1.63795089178669e-05
DEL,repeats,3,5+,5.83157760177761e-07,7.15856060157355e-07,4.73520006610118e-07,2.01961560059648e-07,0.00901407280513938,9.66165672118826e-07,8.04561627519306e-06,8.20649235360067e-06,2.18978191504497e-06,5.44881696395422e-06,4.68130000768289e-06,2.8302459312265e-06,3.58148124820968e-05,0.00011762057543248,0.00113469435433595,1.49464061399721e-05
DEL,repeats,4,0,1.90134175470811e-05,2.65452612398607e-05,7.51749999575283e-05,5.2755898552233e-07,0.0104162021311909,0.00722688399587136,0.000161478123272359,0.00248328774767828,3.53844890134792e-06,1.34655260617042e-05,6.06483745035025e-06,0.000122583712411411,0.00012993164643736,0.00708489301019037,4.66614747803247e-05,2.04548457538788e-05
DEL,repeats,4,1,0.00210830974499724,0.00215926954356277,0.000846365129723903,0.000687610060526119,0.00248855782244069,0.00165035426267336,0.000779771745686154,0.00288332183926092,0.0014448799500877,0.00211310327316279,0.00155108015585219,0.00471351604512098,0.000523088692297907,0.0642938089664107,0.000143167040742686,0.00215268037901919
DEL,repeats,4,2,0.000550267088219156,0.000543534565331583,1.62065612645181e-06,4.05861813145759e-07,5.55403111641447e-07,7.68664852610929e-07,3.82743944381623e-06,0.000332889386197719,2.84393085710141e-06,0.000156718795467858,4.65209626817289e-06,4.39229691828193e-06,0.000703850711291415,0.0154785603793254,2.27264932390231e-05,1.33005821037614e-05
DEL,repeats,4,3,5.79008174291707e-06,3.22729360487309e-06,5.41416099551826e-07,3.50050852362525e-07,0.00399841822539437,9.3597632646584e-07,7.76569728140602e-06,1.62049408586579e-05,6.05295358157539e-06,1.70088728870333e-05,4.63366404771167e-06,3.30868052264176e-06,2.84181076108057e-05,0.00376540550118584,3.05802286250064e-05,1.5078553326992e-05
DEL,repeats,4,4,6.37405954002183e-07,7.94350653904206e-07,4.79865032497022e-07,2.86469787602642e-07,0.00484288240009078,9.04447009947583e-07,6.68550060266782e-06,7.34351820266035e-06,2.67571853685874e-06,5.95796625921394e-06,4.4820169603355e-06,2.98706955924191e-06,2.95449757037773e-05,3.98492490902366e-05,5.74114246228014e-05,1.39854423023265e-05
DEL,repeats,4,5+,0.000215022958742169,0.000218226076685805,1.32599256876242e-06,2.65314537708234e-07,0.0012235887704278,8.44862527917679e-07,3.38931859934376e-06,5.36315540781274e-06,2.6630562097224e-06,8.64433449702221e-06,5.14952563099865e-06,3.5568412547276e-06,3.48755664906231e-05,0.000122994642264956,2.87006753353945e-05,1.49507903136237e-05
DEL,repeats,5+,0,1.597550116385e-05,1.99164177587309e-05,1.02914990640102e-06,2.95640781295288e-07,0.0175912613040406,0.25383074478088,0.00119714888676429,0.0213007096872451,5.28881791341724e-06,1.69712889583815e-05,6.12707669756937e-06,4.92455643614271e-06,0.00465455170231306,0.00216136572961535,8.67444199982293e-05,1.92646938160323e-05
DEL,repeats,5+,1,0.00296101315921356,0.00303989134873951,6.86085917135822e-05,3.27991935964612e-07,0.000427891755136869,1.37526736088516e-06,3.09199566460605e-06,0.00765747471857759,0.00150215747115063,0.00304446835682507,0.00187897341897343,4.55489810708256e-06,0.000684736955311318,0.0162443045984691,3.72840266899665e-05,0.00226351989046367
DEL,repeats,5+,2,0.000429709122673112,0.000445563402709494,3.29902275119357e-05,2.89658962591848e-07,9.90788195559682e-05,1.01715094267471e-06,3.08478947311964e-06,0.00024728445684181,3.27213470469796e-06,0.000100034336311444,5.02129200378037e-06,3.01275932914937e-06,0.000126374362386961,0.00195117324427403,2.59423439922461e-05,1.619999220923e-05
DEL,repeats,5+,3,0.000153247767567636,0.000160742346022695,1.14401711214154e-06,3.25133313140651e-07,6.84649300451921e-07,8.88400608664376e-07,2.49290571093529e-06,5.18174438175906e-06,2.61127558300672e-06,7.52842560071705e-06,4.38455969535128e-06,2.59338904341129e-06,3.98162223602874e-05,0.00064447084523099,2.26626114489411e-05,1.19055955773825e-05
DEL,repeats,5+,4,8.03116672669463e-05,7.95064812430496e-05,7.42902244514363e-07,3.10693491662293e-07,4.73075163336212e-07,8.06261492343835e-07,2.31814542131216e-06,5.53128140979283e-06,2.67742145912472e-06,9.56510407390259e-06,3.85413060714467e-06,2.61212697057413e-06,2.42502339275003e-05,4.97287308523352e-05,2.07025260541199e-05,1.28393519376042e-05
DEL,repeats,5+,5+,2.50391908530112e-05,2.64608501242379e-05,4.30832453627699e-06,2.93626741444683e-07,0.00010103386110756,8.20265934647116e-07,2.85153542689958e-06,5.11913044932703e-06,2.81328425602115e-06,9.01087701952191e-06,3.96664934048849e-06,2.57653238546448e-06,5.25887091624867e-05,4.34542273517772e-05,2.31005532308116e-05,1.35967691074387e-05
INS,repeats,2,0,0.000388354394634221,0.000382611951233011,0.000375480232272086,6.67457736146448e-07,0.00731564851951844,0.00211241582754241,0.00249041453890178,0.00218587295052799,4.00964229681804e-06,1.54754693529546e-05,9.34791798208926e-06,2.06458386805873e-05,0.0253738405957904,0.000133948972500614,3.78297732896095e-05,1.81384144594071e-05
INS,repeats,2,1,0.000275205774767138,0.000272269413767991,1.31178736970673e-06,3.52682746571733e-07,0.0175263526473055,0.00120065162448023,0.0030226033839205,3.0688705305631e-05,3.59156596768819e-06,1.67447858702855e-05,7.21033002057694e-06,0.00109519764597024,7.33702710547074e-05,6.24624219318123e-05,3.6405426778907e-05,1.82126521815877e-05
INS,repeats,2,2,0.00105526482338782,0.00108732833927894,0.000177868810203013,3.59149140419453e-07,0.00705890480286017,1.30377228182629e-06,0.00125884508454765,0.000706473083380426,4.00366819345461e-06,0.00104770089270625,0.000643884797709692,4.2970349494535e-06,0.0015127910560907,3.82103270016197e-05,5.77964639782469e-05,1.67995689948926e-05
INS,repeats,2,3,0.000454865135523913,0.00045533337884946,0.000464751791261762,5.61039502015715e-07,0.00113964790600624,9.87855326396638e-07,0.000969750873590361,0.000385112222475502,3.31132591396403e-06,2.4087172259719e-05,4.54939060783876e-05,2.97415012388207e-06,0.00131018676399243,4.25440258330728e-05,5.19232102447976e-05,1.38504461848645e-05
INS,repeats,2,4,0.00198557330382155,0.00201232047303741,0.00284809504891293,0.00271903821349261,6.58077725214037e-07,9.84378965276839e-07,3.17443109076008e-05,1.0520173393161e-05,0.00242375516286062,0.00178883717485293,0.00223701246012075,2.91507892774758e-06,0.00319900960556835,3.80593370350869e-05,6.64815445566455e-05,0.00125604894918896
INS,repeats,2,5+,0.0135252848225435,0.0136121911261175,0.0181492025241476,0.0185933817676366,0.00115767291509246,0.000251079153920238,8.1794487561774e-06,0.000791610619906105,0.0166076756126834,0.0141795061211944,0.0155085243598487,1.54164118669464e-05,0.000300897932498142,0.000100983087908959,0.000124067955121042,0.0133110164630059
INS,repeats,3,0,5.19517668146225e-05,6.1845925198815e-05,1.01272975975017e-06,4.38263551568123e-07,0.0040010711102705,1.06972895618082e-06,1.96829215495137e-05,0.00132375246580123,3.63634280942848e-06,1.22034423105768e-05,6.03683452177e-06,3.73718210791076e-06,0.00702153663517069,3.22007806105119e-05,3.38877662052013e-05,1.58895238649399e-05
INS,repeats,3,1,0.00124351305949304,0.00128620846661626,0.000235011035986684,4.1217923116808e-07,0.00662620627029829,2.70804592248928e-06,0.000315298529367976,0.000160253751849781,1.20251512540985e-05,0.00129684745333641,0.000917887857334548,5.01196726248503e-06,0.00309209933308177,7.02699234703476e-05,5.27713718773661e-05,0.000337492910147971
INS,repeats,3,2,0.000215296683388334,0.000226357544651567,5.79760486177789e-06,2.79752969607083e-07,0.000679495676599703,9.73951388533684e-07,5.39301731432957e-06,0.00063703032387284,3.07549609720408e-06,1.5636678041399e-05,7.38894995580153e-06,3.20215751624429e-06,0.000219597144266489,0.000265770784128251,3.09320150282266e-05,1.35440643792867e-05
INS,repeats,3,3,2.10566607318862e-05,2.73271422773393e-05,0.000104973094469468,3.02347211145912e-07,4.72907178589256e-07,6.54173646441706e-07,2.2416612002909e-06,1.69688289944374e-05,2.76233588556423e-06,8.21731642847831e-06,3.92225496408945e-06,2.76199287577471e-06,0.000255574369739767,2.02230815603801e-05,2.02863463570904e-05,1.53290874657705e-05
INS,repeats,3,4,0.000147764209220817,0.000163384934698247,3.03181530286125e-05,2.32224328675737e-07,4.67522151800287e-07,6.99227295770006e-07,2.6494361146704e-06,5.80729056356143e-06,2.63358732770462e-06,9.45037267205046e-06,3.86199204093779e-06,2.21935901005127e-06,0.000482582922327405,1.8895790590127e-05,2.18668710101042e-05,1.28823790516845e-05
INS,repeats,3,5+,0.0019249034107476,0.00200971144179529,0.00107359020147691,0.000284903698153697,5.67420355373201e-07,7.69757815517298e-07,3.30773971682291e-06,7.09062896337275e-06,0.00145516278772832,0.00207621519995003,0.00165836269108014,3.01776705794989e-06,0.00286166627227486,4.19106736752611e-05,3.2468421420724e-05,0.0016257653988764
INS,repeats,4,0,1.20026284821251e-05,1.37558462751341e-05,9.87804272456608e-07,2.81455714135022e-07,0.00265384170753896,1.5564707195993e-06,7.47090517090847e-06,0.00155036127173613,4.12124682018374e-06,1.11591379235089e-05,5.58504221774327e-06,3.70702964961168e-06,0.00630443755151701,3.45578691714869e-05,3.61450960882464e-05,1.66741548869372e-05
INS,repeats,4,1,0.00119147677238968,0.00123051300217387,0.000789645886597623,0.000418364254724176,0.00395009927257975,0.000925508188128937,0.000157809490313837,0.000524880132779819,0.000972199199625688,0.00123735724264212,0.00118298585781608,5.38024218519111e-06,0.00195717173675618,0.00114503556971167,7.3340865971476e-05,0.000678208606475422
INS,repeats,4,2,2.01045498887318e-05,2.36994446813106e-05,5.48111132747769e-05,2.70044481836011e-07,8.85730094369017e-06,8.40566782541461e-07,2.80210753139287e-06,0.000253156314796406,2.64943742635371e-06,9.04583042695806e-06,4.27315554474575e-06,2.43629378390374e-06,6.18616146397508e-05,5.35586403896678e-05,2.71855550456704e-05,1.33638791792386e-05
INS,repeats,4,3,0.000153834586350275,0.000170106959489976,6.9122911189832e-05,2.978194310185e-07,5.46082114103177e-07,6.80474512233929e-07,2.38063926543377e-06,1.66863086649617e-05,2.55751118463826e-06,8.865020080362e-06,4.31312299298502e-06,2.93478598379037e-06,0.000857963622388939,1.78680941327079e-05,1.99202785164482e-05,1.31522035908551e-05
INS,repeats,4,4,0.000289131488432705,0.000305339941239486,0.000202768131640002,3.54239214461999e-07,5.37287799799906e-07,7.80997957131172e-07,2.3058760773117e-06,4.83253646199664e-06,3.08625536711146e-06,1.39676119456555e-05,4.0461467014815e-06,2.85813434151383e-06,0.00202066744532893,5.03750925383979e-05,2.12397669392913e-05,1.43505828785419e-05
INS,repeats,4,5+,0.00218516344535548,0.00225142390182893,0.00096548883313261,0.000624329587732946,0.000508121709882558,0.000254635947552512,5.16244009095573e-06,1.00141088033524e-05,0.00171687192035083,0.00237389338049046,0.00198774693438345,3.32791257962908e-06,0.000490781162615248,4.93157094969286e-05,6.67761794593953e-05,0.00199210255960385
INS,repeats,5+,0,5.63323089224796e-07,6.63813893705161e-07,5.10982709651836e-07,2.76997158226777e-07,0.0050132478787645,1.34344635997573e-06,1.42392674096998e-05,0.00880745166270717,2.74798437982056e-06,6.04886897400182e-06,7.8715279477159e-06,4.88898574804351e-06,0.00305585344541132,4.00623400247281e-05,5.97008385532868e-05,1.60127139651639e-05
INS,repeats,5+,1,0.000133199367181633,0.000118440053183905,0.00151122778425702,0.00147764979560284,0.00659623735976301,0.00988800180396883,0.000366879275473704,0.00544909981063497,0.000894915393900683,1.88818756116834e-05,0.00151262734765658,0.000111928768619297,0.0302408999540464,0.00227308384569226,0.000289492092395807,2.59975009322686e-05
INS,repeats,5+,2,3.58419779750687e-05,4.47182310968376e-05,0.000188899777106201,4.14888440534413e-07,6.63637209506917e-07,7.48171014410613e-07,3.04875721699331e-06,0.00128315313902541,3.80727250657748e-06,1.12954910338747e-05,1.47601335014378e-05,2.95636832105896e-06,0.000718532627608536,0.000103398660320379,2.32044736983378e-05,1.35698681110022e-05
INS,repeats,5+,3,0.000118437733978294,0.000144697577948331,0.000150338478701898,2.39316226955265e-07,5.4326718594132e-07,7.58370009818128e-07,2.43114125384446e-06,5.31175230480364e-06,2.80789388465839e-06,1.08439255114824e-05,4.20637330090761e-06,2.43328498238106e-06,7.82594749394131e-05,2.11621483815493e-05,2.05777001906015e-05,1.1414755277979e-05
INS,repeats,5+,4,3.4116582787993e-05,3.99848723063291e-05,0.000172639748335191,3.30266827432337e-07,5.1035903992354e-07,7.13272005536172e-07,2.59837330402586e-06,5.37244956949225e-06,2.36837049831912e-06,8.58315698963464e-06,3.61576291485637e-06,2.62282345909143e-06,0.000166666579311324,1.97676962798462e-05,2.28512764718069e-05,1.28605419197603e-05
INS,repeats,5+,5+,0.000132014596796562,0.000142341877277882,6.18941479862006e-05,3.08625743582843e-07,0.000151607316684382,9.33142224290321e-07,2.91441975017659e-06,4.82413240070217e-06,3.18181527492993e-06,1.22602640046257e-05,4.82470052034141e-06,2.41278013206084e-06,5.64631595336877e-05,6.3481947498941e-05,2.34874143051764e-05,1.4121639740723e-05
DEL,MH,2,1,0.000219723066708103,0.000210322466261707,0.00113977077471828,0.000936117582473319,0.0270182069173151,0.00502419598119559,0.00804484427131428,0.000502294208838628,0.000285857458525524,2.2699662348742e-05,0.000129082492646042,0.00383368752544032,0.00271423069402588,0.190873850972221,8.11795749362261e-05,2.57081420806853e-05
DEL,MH,3,1,3.70732413309339e-06,6.99963932030281e-06,7.18403946438754e-05,8.48989500414487e-07,0.0125131326925604,0.00987082416772189,0.000561263871760473,0.00100493025802206,3.33181050596972e-06,1.5344999847209e-05,5.56032763533006e-06,0.00243936066921261,0.00159157892035377,0.00652633522049375,3.75274796484059e-05,1.9700605318465e-05
DEL,MH,3,2,0.00290028310086944,0.00293887464339629,0.00149975443624388,0.00156790089340456,0.00832984768308385,0.00451012866820903,0.000445091690291256,0.00461438086575511,0.00202245247541043,0.00291383309988037,0.00244860830238562,0.000842919375429659,0.00325500249185199,0.0499913581260032,0.000137894888856399,0.00265264900249697
DEL,MH,4,1,0.000155658957472711,0.000166803791076908,4.79668437580486e-05,4.06649971372765e-07,0.00839057070906156,0.0062153195208766,4.19004006404769e-05,0.00291585159180763,6.30927476039771e-06,1.40514662896571e-05,6.42505004773493e-06,0.0012616686882015,6.93850445237094e-05,0.0108731022927119,4.29332336306529e-05,2.14929853573549e-05
DEL,MH,4,2,0.000574029652048134,0.000579533170972955,0.000100343337524874,3.54452634613572e-07,0.00584622856741425,0.00111241339300889,0.000325013418321221,0.00899554039779234,3.85614554677884e-06,0.00030568027730019,1.40397952080727e-05,0.00335440286338317,0.00102110347960818,0.0296891970756023,3.93945212822785e-05,1.81234355996598e-05
DEL,MH,4,3,0.000717141525373494,0.000743554269536571,8.64114572207273e-05,4.82487347717147e-07,0.00341468194095873,0.000882225696489416,0.00012220200596158,0.00499006929406028,4.82060912656789e-06,0.00070166410263977,2.49613115187498e-05,0.0019807153031417,0.00234722732556929,0.0497765294916232,0.000519564105438266,2.53080598772664e-05
DEL,MH,5+,1,0.000606852398573975,0.000593722249644575,1.89738062220782e-06,5.25014790754222e-07,0.00748038960785017,0.298332509863425,0.000309898098503152,0.0735744677309897,5.48432107365477e-06,2.40957661661882e-05,6.90978426260691e-06,5.2409081639607e-06,0.00512064262979133,6.79033301897665e-05,4.66007993346235e-05,2.0436808216726e-05
DEL,MH,5+,2,0.000100361311689793,9.76432953090221e-05,1.1936557292918e-06,4.51623491323832e-07,0.00671136447047298,0.130976344497183,0.00117278517430903,0.253993080801856,4.25469189610631e-06,1.32864295093308e-05,4.86198391649633e-06,4.40996196030371e-06,0.0036166002021112,5.46807819718863e-05,4.33776613349764e-05,2.31096149339568e-05
DEL,MH,5+,3,4.68338335591049e-05,4.81726540966923e-05,1.05931340782251e-06,4.45315753647821e-07,0.00637836630290805,0.048757380135342,0.000650665097943528,0.216989562707876,5.57884874423472e-06,1.52443654028774e-05,6.75997735105119e-06,6.35567071366346e-06,0.00108988527685179,0.000128274844336975,4.03541953787917e-05,1.77880623994725e-05
