Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10
DEL,C,1,0,0.0046018663991353,0.00495037791984635,0.00107658356153807,0.0332839747124395,3.34471781548456e-06,0.00609888575938383,0.0681073373083864,0.143875850691468,0.00834547867841295,0.0198653333736745
DEL,C,1,1,1.99700884427195e-05,2.49688088531303e-05,0.000494134986380147,0.0245977349702844,0.000505819027178839,3.061182280652e-05,0.017745382501713,0.203834651145037,0.0007495729513809,0.00396653458818636
DEL,C,1,2,1.28851145862165e-06,2.28568031283242e-06,1.99419239609035e-06,0.0169046387916221,9.51653321885464e-07,4.16251572928819e-06,0.00388556032408434,0.158504899157002,0.000185623040991245,0.000364038805744583
DEL,C,1,3,0.00249477930742934,0.0024008032521053,0.00207540892271008,0.0109794607393753,0.0019429865112678,0.00238336681668611,0.00215126885527645,0.0603051199764985,0.000297990947825526,0.000642143239506606
DEL,C,1,4,0.00381305515828414,0.00395216681376725,0.00172213210778291,0.00217791152489514,0.000248147663889317,0.0037621080988221,0.0024429426642307,0.040717401977558,0.00196356654581878,0.00124420748803123
DEL,C,1,5+,0.014567234850748,0.0145612190297417,0.00683054434702804,0.00129637250864401,0.00353255834672334,0.0142345126912358,0.000584167239827949,0.0205391152385451,0.00250163437130217,0.00191914382399731
DEL,T,1,0,0.00772715267151993,0.00796565808602558,0.00296247206417007,0.0960657491674396,0.00168838594527552,0.00875114440015878,0.0201164898422545,0.0440400263358744,0.0173282662726614,0.00962179342493014
DEL,T,1,1,1.20621140527857e-06,1.98118157199996e-06,1.92781676909403e-06,0.133561906293136,9.41628221318273e-07,3.84801071104468e-06,0.00126469718161591,0.00615080842587308,0.000130546059186562,0.043214435933761
DEL,T,1,2,0.00693492980719092,0.00698605453978264,0.00247780082356008,0.0983128331247089,0.00112465056230615,0.00798200647208666,0.0146911148724544,0.0218882943393898,0.0106615695981184,0.000257960783660049
DEL,T,1,3,0.019766900625926,0.0206471019366559,0.00709644917643667,0.0816754351357919,0.00229555260370655,0.0221150067275978,0.0250668820341907,0.0235290260779773,0.0169988620686316,0.00351874009792885
DEL,T,1,4,0.0465216560222048,0.048047143641228,0.0165376944289284,0.0453905698001537,0.00402219508835764,0.0491923985326222,0.0190735434427609,0.0193755964619785,0.0139396968755763,0.000399341418094514
DEL,T,1,5+,0.818020100896799,0.818788882782065,0.240675991371166,0.0163355939912752,2.00326515104599e-06,0.807290027178362,1.62208271816402e-05,0.00560614425731863,0.0509067594819499,0.000175169450903805
INS,C,1,0,1.2687744837918e-06,1.93100682142275e-06,1.81050151208147e-06,0.000768388545851677,8.93584965111392e-07,3.12369223715197e-06,0.00209583763480742,0.00189994352593272,0.436797185695608,0.000190210416597836
INS,C,1,1,0.00033874706779613,3.44482443151847e-05,6.7971856162446e-05,0.0055762983141883,1.42408936253909e-06,0.00010850149964366,0.00135233877571596,0.00449237471603235,0.0114330196902391,7.05620679938688e-05
INS,C,1,2,2.6516998513536e-05,1.89147131107159e-05,4.26960366200981e-06,0.00525277094303916,1.02220839472882e-06,6.8094781549955e-06,0.000134438891365809,0.00335847699565249,0.000443555415093795,5.35029670755804e-05
