Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.997),hdp.2 (ID8 0.998),hdp.3 (False Positive) (ID5 0.97),hdp.4 (ID6 0.999),hdp.5 (ID5 0.984),hdp.6 (ID13 0.999),hdp.7 (ID1 1),hdp.8 (ID11 0.999),hdp.9 (ID3 0.98),hdp.10 (ID14 0.916),hdp.11 (ID4 0.998),hdp.12 (ID9 0.998),hdp.13 (ID10 0.987),hdp.14 (ID12 0.993),hdp.15 (False Positive) (ID3 0.963)
DEL,C,1,0,0.00456003494756248,0.0388570562520969,0.0192946179655301,0.0302738250100089,0.0199330395715306,0.0510094098579951,0.000217508683008386,0.00271199711785948,0.123931584720364,0.0125633908314661,0.0080698005817198,0.324417775819477,0.0102434895999381,0.0477987096262339,0.107398062895404
DEL,C,1,1,0.00013817538851837,0.0222916835175581,0.0262220081310059,0.00552407182217955,0.0291574546944152,0.0145879227148278,0.000744609608162224,0.00122326115091626,0.15824063366846,0.00160475832972592,0.00268793952843535,0.0947603623905318,0.0234336144751712,0.0115592176420892,0.308858553576579
DEL,C,1,2,4.33700461464019e-06,0.00291345654232801,0.0279335836674201,0.0078834154714842,0.0259335755992026,0.00622124775743023,1.21487563827407e-05,0.000199957956465763,0.214542182320411,0.000987577019340381,0.00148443428334846,0.00263209721376494,0.0173365064771525,0.00198249937510039,0.148252365472954
DEL,C,1,3,0.00245131330632608,0.00579326562142111,0.0132373226950697,0.000885092955578392,0.0153363972968449,0.00565706959861922,0.00171618604525373,0.000415750197919167,0.06527436867616,0.000788868676025297,0.00133052588292456,0.00939500590640351,0.00748166424470534,0.00555206024774058,0.0536219933793708
DEL,C,1,4,0.00334718487902824,0.000992872944401439,0.00221065677735045,0.00299687871280098,0.00278144885779208,0.00329379797409548,0.000806153571625919,0.000242875883971821,0.0452998134365944,0.00276944789158818,0.00165603890280844,0.011336696268187,0.00405711415969885,0.00301654131322389,0.0389419837689649
DEL,C,1,5+,0.0137176117813126,0.000622635714835928,0.00211497392346322,0.00169625141627626,0.00218760830084025,0.001365797015191,0.00322503171454559,0.000747969531678848,0.0236251437392456,0.00541285783406407,0.00237952327909515,0.00107217216077031,0.00634952636638395,0.0346746855804249,0.0219219894228194
DEL,T,1,0,0.00730302604663683,0.0358174252652219,0.0658844426163088,0.00357239731448645,0.129943079719975,0.0474876240783248,0.00108108528311554,0.000645021625010784,0.0404816339020965,0.0236568884347593,0.00404288044891499,0.0971774843171211,0.0325146031212027,0.0235378461926259,0.0298183985944495
DEL,T,1,1,5.06738620919997e-06,0.00958151192555654,0.112514720422073,0.00024770109220735,0.0915427053263649,0.533188962776077,1.03276765385525e-05,0.00104107918368899,0.0104575898764701,0.000685760341912032,0.000796030132377459,0.0448257100109714,0.00110946678188442,0.00412437645717179,0.0136147511701931
DEL,T,1,2,0.00591327160416356,0.00861154178698935,0.16121200075134,0.0119866151221148,0.0897617886965868,0.02103410456581,0.000835906322108465,0.000690232016245275,0.0120768257481603,0.0119734103388735,0.00092231394810989,0.0789540952258852,0.00289400594428052,0.0207205074911036,0.0179625495214006
DEL,T,1,3,0.0165025561544411,0.00839184312372251,0.0800751792193508,0.0216988691145667,0.0978556531042579,0.0597202984565868,0.00276301555621415,0.00151471722253212,0.014660766562129,0.0230138401207866,0.00138709883439489,0.116590691953414,0.0070474722638365,0.0167273970434459,0.0158337672160157
DEL,T,1,4,0.0386870735499829,0.00129863160181083,0.0549433393234237,0.0177359839716154,0.0505073649399596,0.016755435838374,0.00422148179511857,0.00120542252605676,0.0118397748405282,0.0213585317313276,0.00119367678751357,0.0887110698138995,0.0104230365868988,0.0372334747533921,0.0162115318562591
DEL,T,1,5+,0.769861707905689,0.00884844678095024,0.0292358426279751,0.00368316126046026,0.0248788825141062,0.00856970790612364,0.000724036940511952,0.00646161593312901,0.00772738024130037,0.0735301948185514,0.00554103960503738,0.002058911729027,0.00301707761065266,0.00578382557566314,0.00720963213820635
INS,C,1,0,3.82140308154529e-06,0.00293974960109087,0.000322224559801646,0.00226724165173531,0.000501680700045886,0.00202874428006429,9.44881046947885e-06,0.000314318073279192,0.00271331489669372,0.567448099453384,0.000196107076586863,6.42400760270487e-05,0.000445122688079517,0.00134779971696206,0.00177710079973944
INS,C,1,1,0.000195376753080794,0.00201760788968042,0.00144224368496508,0.0015868411167699,0.00110565448496161,0.00163806364509642,2.28205109877893e-05,0.166216573357756,0.00199587639047802,0.0157253247931258,0.000117279599836161,0.00024981835104921,0.00202116873145702,0.0024653177789229,0.000678749248111894
INS,C,1,2,8.26903236639781e-06,0.00134640334762289,0.0028638532071527,0.000249962573431403,0.00305644970811681,0.00172302297067342,1.46666609933795e-05,0.0938655036083692,0.00103650305865538,0.00129508863382731,0.000167358525972143,0.000697557138707929,0.00117707523018754,0.0039794450391717,0.00268176769538913
INS,C,1,3,0.000509115434009822,0.000129270662999988,0.000543044929241441,0.000193701135524037,0.000515083569991924,0.000175607891706035,0.000900617004056249,0.0382652658886496,0.00666280369858204,0.00169863487113369,0.000438171870924453,0.000161110627202818,0.00285473636652362,0.0013428801699071,0.00610216331611756
INS,C,1,4,0.00254111789606213,0.00070150072078832,0.000234019570922932,0.000380744816166272,0.000261031661930268,0.000147754925994894,0.00176574195546264,0.0105651385341468,0.00649370708299475,0.00200960840788518,0.000126408700835014,0.000210329267536962,0.00270575487565207,0.00401903567975685,0.00579899973795015
INS,C,1,5+,0.0109896578742524,0.000940832384818265,0.00031614232737825,0.00034425039932841,0.000437021170188844,0.00105162450915105,0.0225489920506104,0.00179696585786166,0.00882561964087511,0.00126677880197557,0.000449786185464718,0.000629721085148848,0.0119081958240245,0.0160317106194358,0.00644434049736717
INS,T,1,0,0.00149257974997168,0.0041876496281222,0.00504161545445894,0.00718987564955037,0.00641742627113431,0.0382347210460811,0.00218778837855406,0.000863770267775172,0.0218401802509416,0.0376958074847509,0.00129655713502185,0.012425314921795,0.00749117800838871,0.00573392731267712,0.0178866941178697
INS,T,1,1,1.12649554526745e-05,0.00513219995489299,0.0126457839500542,0.00125586239697859,0.0140355807619648,0.00479190630161193,2.93433242561338e-05,0.296527915863224,0.0504773724575561,0.00296382508540345,0.00135245570693822,0.00918589335432351,0.0347369778335379,0.00244220371656943,0.0377032176510356
INS,T,1,2,0.000599614824306158,0.00118935351185425,0.0320451652143923,0.000305172976456862,0.0300387067042709,0.00357138428704699,0.000231162447523069,0.161537592252405,0.0404294392898132,0.00267303860185698,0.000397584212584817,0.00215762402072323,0.00157159279229167,0.00206777152405303,0.0323301062592069
