"ex.sig","ref.sig","sim"
"hdp.1","SBS40",0.998956557205336
"hdp.2","SBS12",0.998093661676713
"hdp.3","SBS28",0.992157900464816
"hdp.4","SBS4",0.999809040406006
"hdp.5","SBS2",0.999794265329722
"hdp.6","SBS7b",0.999721163397292
"hdp.7","SBS41",0.997051464867044
"hdp.8","SBS17b",0.999262076800379
"hdp.9","SBS7d",0.997851843698196
"hdp.10","SBS17a",0.998997176671398
"hdp.11","SBS44",0.998174639509691
"hdp.12","SBS3",0.998454824227725
"hdp.13","SBS1",0.999635923217998
"hdp.14","SBS5",0.999835013122106
"hdp.15","SBS18",0.998961443615157
"hdp.16","SBS22",0.994753326387633
"hdp.17","SBS13",0.999626641306084
"hdp.18","SBS7a",0.999635357267438
"hdp.19","SBS7c",0.999231280139265
"hdp.20","SBS16",0.995890732455917
"hdp.21","SBS29",0.981969758662251
