"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.986912090132692
"SBS96B","SBS7b",0.998919092591423
"SBS96C","SBS4",0.982935437117289
"SBS96D","SBS2",0.999912363313536
"SBS96F","SBS40",0.936347135541042
"SBS96G","SBS3",0.943567822883753
"SBS96H","SBS17b",0.999555419521689
"SBS96I","SBS1",0.999997220415702
"SBS96J","SBS44",0.998852156158082
"SBS96K","SBS7c",0.999953513272773
"SBS96L","SBS12",0.994687812758214
"SBS96M","SBS18",0.994687016111053
"SBS96N","SBS16",0.981205473330213
"SBS96O","SBS17a",0.999989045582481
"SBS96P","SBS29",0.916133875655148
"SBS96Q","SBS7d",0.999193868297182
"SBS96R","SBS13",0.999967429807717
"SBS96S","SBS22",0.998617916653813
"SBS96T","SBS35",0.942960239438401
"SBS96U","SBS41",0.984512248465021
"SBS96V","SBS28",0.989173037798788
