"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.924179257982798
"SBS96B","SBS2",0.998797461225441
"SBS96C","SBS7b",0.985110436108444
"SBS96D","SBS4",0.985456729418288
"SBS96F","SBS40",0.921528900783302
"SBS96G","SBS3",0.931773553194324
"SBS96H","SBS44",0.992366819973258
"SBS96I","SBS1",0.999614377488395
"SBS96J","SBS17b",0.999426148928945
"SBS96K","SBS18",0.987343494911601
"SBS96L","SBS7c",0.990914519266696
"SBS96M","SBS17a",0.999665846947782
"SBS96N","SBS7d",0.964627067975677
"SBS96O","SBS13",0.998411670380583
"SBS96P","SBS22",0.962176313727274
"SBS96Q","SBS28",0.956935830630136
