num.sigs,61
likelihood,48855.06
evidence,84499.13
relevance,1.09589114725882,3.84045467264843,1.61249320682729,0.545198701643886,0.355926557718403,2.64285906732666,0.724416730300472,0.161418841162906,0.465125688541624,1.14606782894895,0.226898114304375,0.54565526727174,0.544882836531152,0.513472067724193,0.522744175118928,0.00775193798449612,3.86478005292269,4.37752895442817,2.84162296443009,0.633426799010091,0.621637510836841,0.585214959290294,3.10757689047481,3.9269169790467,4.14285142998207,0.652161325819063,0.980499786044107,0.312963866038414,1.73767116560638,0.00775193798449612,8.4335348677361,0.735962376907103,0.208997340310785,2.0329410406615,0.512082401179544,1.29154814749944,1.00429594248252,10.8517276190705,6.9769371569461,0.610538607235402,0.886165074090224,6.51419366469247,18.5932949987649,1.96278151792446,0.690648611309218,1.03226113993903,1.66829679460661,0.701710012644144,0.00775193798449612,1.20103674477936,2.91246394676939,0.218593121747804,0.679148892055642,2.62915635507825,2.14549371073523,0.291590350488306,0.68889892453107,0.449293914745326,0.468334239037535,0.240114789720889,0.402980550057555,0.80684826817072,1.04339197363307,3.13406181480085
error,36219059
