Signature,NumberOfPostSamples
low confidence hdp.1,2600
low confidence hdp.2,2400
low confidence hdp.3,1600
low confidence hdp.4,1247
low confidence hdp.5,713
low confidence hdp.6,600
low confidence hdp.7,385
low confidence hdp.8,200
