MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00218913	0.00000002	0.00157572	0.02926749	0.08474380	0.02246209	0.00431535	0.37492659	0.00999442	0.00307405
1:Del:C:1	0.00000000	0.00000316	0.00480260	0.01926544	0.23271482	0.00107897	0.00428867	0.09632165	0.00045388	0.00006876
1:Del:C:2	0.00000000	0.00000000	0.00549244	0.00001019	0.21078546	0.00380890	0.00770044	0.00000000	0.00140608	0.00000000
1:Del:C:3	0.00229339	0.00184130	0.00892907	0.00477290	0.07511526	0.00001603	0.00552821	0.01038789	0.00168987	0.00055218
1:Del:C:4	0.00357077	0.00054048	0.00264425	0.00043880	0.04418842	0.00175050	0.00066390	0.01414007	0.00282774	0.00130016
1:Del:C:5	0.01487914	0.00197558	0.00821226	0.00084917	0.02642504	0.00111921	0.00062853	0.00022948	0.00462767	0.00349086
1:Del:T:0	0.00597118	0.00085447	0.12242277	0.03387710	0.02345399	0.00024670	0.06756063	0.11791764	0.00582544	0.01632259
1:Del:T:1	0.00000000	0.00000001	0.00770911	0.00414849	0.00325802	0.00000820	0.42121969	0.00609824	0.00604287	0.00000001
1:Del:T:2	0.00659027	0.00004450	0.14230701	0.00366815	0.00256175	0.00783222	0.06352578	0.08958340	0.00159674	0.00570854
1:Del:T:3	0.01902649	0.00128341	0.10952590	0.00285755	0.00244397	0.01958909	0.07350195	0.11611704	0.00606488	0.01334723
1:Del:T:4	0.04479341	0.00262750	0.09178251	0.00233314	0.00234284	0.01428044	0.02169289	0.10603464	0.01082704	0.01023834
1:Del:T:5	0.82825941	0.00016684	0.00957976	0.00036429	0.00071566	0.00014357	0.00221705	0.00756322	0.00081828	0.06191446
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000012	0.00000014	0.00000001	0.00000005	0.00000023	0.00000008	0.52625418
1:Ins:C:1	0.00018737	0.00000792	0.00743500	0.00207191	0.00535486	0.00137753	0.00290846	0.00000000	0.00004887	0.01397093
1:Ins:C:2	0.00000451	0.00000001	0.00554137	0.00166546	0.00399907	0.00001299	0.00364367	0.00000546	0.00004402	0.00050907
1:Ins:C:3	0.00040659	0.00065846	0.00174435	0.00014967	0.00870640	0.00000000	0.00039135	0.00000406	0.00088497	0.00069812
