Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID5 0.993),W.2 (False Positive) (ID14 0.888),W.3 (ID2 1),W.4 (ID3 0.991),W.5 (ID6 0.996),W.6 (ID11 0.998),W.7 (ID4 1),W.8 (ID8 0.998),W.9 (ID13 0.984),W.10 (ID1 1),W.11 (ID9 0.994)
DEL,C,1,0,0.0217495792736245,0.0013852463778231,0.00477242688715466,0.11058696638098,0.0246821997890331,2.77064799639586e-70,0.00586606591516572,0.0364269769521102,9.73143673585516e-74,2.31880154357303e-96,0.375871459104308
DEL,C,1,1,0.0271895232617967,0,3.05086732110195e-05,0.233947300373852,0.000494424750158863,0,7.78134407629888e-39,0.0215503113087514,2.47797153384361e-139,0.000629680254435226,0.10764130248504
DEL,C,1,2,0.0260001858982938,3.20685252575312e-113,0,0.206138905711062,0.00738680005865862,0,0,1.559744788597e-40,0.00530710767119022,0,0
DEL,C,1,3,0.0141741243407516,0,0.00248280214758377,0.0737550884518899,1.96822275445706e-94,4.37002363469361e-236,0.000229730278130817,0.00467447104872277,0.00371516732448946,0.00187947169962374,0.010583465961952
DEL,C,1,4,0.00235328440954266,0.00182410379250159,0.00388742956922312,0.0499400124718889,0.00206273447911568,1.66893050221536e-308,0.000584048221169875,0.000399330153370091,0.00261649664792286,0.000615832972987979,0.0137305315693563
DEL,C,1,5+,0.00298295121304683,0.000231990796421118,0.0146297418605192,0.0255054710230116,0.00102025499954335,5.5167997194172e-186,0.00198518503199324,0.000427665968720076,0.000277667030296061,0.00338310851098524,9.00633740096525e-207
DEL,T,1,0,0.108844649766703,0.0211698077730699,0.00791290738550923,0.0326267798409728,1.67040741437941e-103,0.000241304283306092,0.00270964041055214,0.03429388522139,0.0340606029328597,0.00122522726362906,0.114433013036097
DEL,T,1,1,0.0881834656144733,0,0,2.75883521990409e-10,7.54748870206799e-284,0,0,2.83702241721886e-40,0.712969915049606,0,2.55898486473731e-45
DEL,T,1,2,0.124168274489701,0.0116446272025556,0.00705802880317863,0.0109474626466109,0.010881690242009,1.14047771715569e-156,3.56427448153713e-260,0.00774805589221363,2.58891091019543e-41,0.000841511756411997,0.0952541215284276
DEL,T,1,3,0.0949672099270543,0.0181570660745339,0.0202523168946146,0.0112228689691243,0.0223105354406074,2.93034903825963e-107,0,0.00763456462596437,0.0480798643506654,0.00223703903674895,0.123066009373055
DEL,T,1,4,0.0571858867316527,0.0091195224911838,0.0471402204260833,0.00861807441017086,0.0178074696039287,0.000242894944668494,1.65148887675426e-169,6.40189550955754e-22,3.45980298989785e-25,0.00431835664521944,0.105015840134902
DEL,T,1,5+,0.0316637061725832,5.78532412275061e-174,0.815046006554447,0.00855359142825374,9.18747786226159e-12,1.02655779162952e-96,3.22412073203324e-110,0.0111202609945413,2.18615241458667e-72,1.02488568390796e-26,4.55651960770339e-57
INS,C,1,0,0,0.702683382811378,0,0,1.95393246587713e-284,0,0,0,0,0,0
INS,C,1,1,0,0.017951801602757,0.000209423338872314,0,0.00190653479386652,0.177690159983737,2.82196249083206e-218,2.5726456919547e-96,9.77959800431028e-96,0,0
INS,C,1,2,0.00298667384055464,0,1.93394873139286e-05,0.000855081679441383,0,0.100077314480865,0,0,2.34430508580295e-272,0,0
INS,C,1,3,0,0.00193475667771486,0.00047851042706908,0.00672419374403912,0,0.0376276645256381,0.000214912157742985,0,0,0.000606897515119266,0
INS,C,1,4,0,0.00111306932656239,0.0029313902607147,0.00826130400553764,0.000158253656111552,0.0118887259439616,0,0,0,0.00173648564772232,0
INS,C,1,5+,0.000354540300654928,0,0.00904752733867465,0.00769810392810248,0,0.00146062385085806,7.75377006682784e-05,1.56631547035861e-108,0.000154375368248842,0.0244068987784936,1.2057888516224e-76
INS,T,1,0,0.00447098721617472,0.0489359197785249,0.00132466897668588,0.019293620305664,0.00634791505702275,0.000380623753521366,6.39180996444994e-57,0.00331462593908487,0.0555770383988122,0.00231007528138935,0.010360846064666
INS,T,1,1,0.0121346547330214,0.00104663750095541,0,0.04511526656839,2.98126897371678e-95,0.327797397924023,4.94107676651364e-246,0.00239804564020082,6.86515510833216e-156,0,0.0112702567455402
INS,T,1,2,0.0305810862099806,0.00104404418587613,0.000672737937615948,0.0451041157284348,0.000101538137264822,0.169505539305761,0,0,2.39419217703518e-119,6.69066081567938e-05,0.00048994715434471
INS,T,1,3,0.0189519294381159,0,0.00108824761496123,0.0276266999491044,0.000577976517533951,0.112526310811212,0,7.59305242805904e-44,0.00976472919666847,0.00426487787748136,0.000406630563136951
INS,T,1,4,0.0113077630153387,2.59706824279837e-169,0.00348593740849376,0.00612150302791114,0.00102733740528308,0.0503487960414119,8.91635234163257e-209,1.22368585418126e-35,0.0148328280749591,0.0168504779721874,2.60874679229052e-17
INS,T,1,5+,4.425925315791e-09,9.50613823788449e-130,0.00316298760309721,1.47578186698853e-16,4.82397327740829e-17,2.57357232951544e-121,7.45150136531495e-98,0.000220109584746531,1.33979666801219e-78,0.900549193995554,1.76305380975578e-27
DEL,repeats,2,0,0.0291738284132767,0,0.000106032775876287,0.00640085473808195,0.000816118732444076,0,0.0745223739955375,0.00936909061473395,0.0254989063690826,0.000172030621246657,0.0120788921497643
DEL,repeats,2,1,0.0255618126909147,0.00561336032317303,0.00330578851282627,0.010095082182996,0.00123770132665367,0.00203672513214249,0.237053795180925,0.0118893678331492,0.00290689171590526,0.00010764791683244,0.000360637917319481
DEL,repeats,2,2,0.00468432309768494,0.00310819112136903,0.00184231505661108,0.0139817291517914,0.00232401279052865,0,0.0577483526866644,1.7421702049199e-255,0.00379039642442125,4.03170426868972e-12,0
DEL,repeats,2,3,0,0.000680025482941215,0.000779321663236975,0.0081298427252626,0.00019912463996156,0,0.0141852233686444,0,0,0.000102014928099338,0
DEL,repeats,2,4,0.000838805436231661,0,0.000865175834884666,0.00378517701611037,0,0,0.002757005197463,0,0,0,0
DEL,repeats,2,5+,0.0268022575955785,0,0,0,0,0.00393009770496336,1.06061555885434e-133,0,0,0,0
DEL,repeats,3,0,0.0184594440608496,0.00114056649932914,1.1878139596314e-05,0.000325095486275731,1.79647921585144e-30,0,0.00476421685843352,0.0122213029776065,0.00114971853814107,7.05852957830366e-05,0.001901729311272
DEL,repeats,3,1,0.00612875772628425,0.00344896266592606,0.00487041989605924,4.70175333352802e-24,0.00560164753648337,8.23355930392169e-11,0.100558909490114,0.00155347089528547,6.64576371679363e-08,0.00469073227547466,0.00381589466313127
DEL,repeats,3,2,0.00067604573668088,0.00103737154194383,0.00234965908316995,0,0.000760399339514826,2.74882349928432e-10,0.0238092123521446,0,0.000683348826526228,0.000421639260754431,1.96599762547519e-151
DEL,repeats,3,3,0.000216881283883583,0.000563970769873744,0.000454530108784762,0,0,0,0.00448892105750833,0,0,0.000108842478385294,0
DEL,repeats,3,4,0.00713480177030319,0,0,0,0,0.000542546161886927,0,0,0,0,0
DEL,repeats,3,5+,0.0104614039060427,0,0,0,0,0.00102948585833167,0,0,0,0,0
